"R1"	"R2"	"C1"	"C2"
"1"	"Gustavia_superba"	"Trichilia_tuberculata"	"arct_unknown"	"noto_unknown"
"2"	"Lacistema_aggregatum"	"Ouratea_lucens"	"arct_unknown"	"unkn_unknown"
"3"	"Ouratea_lucens"	"Paullinia_bracteosa"	"arct_unknown"	"Zunacetha_annulata"
"4"	"Psychotria_horizontalis"	"Psychotria_marginata"	"Trichaea_pilicornis"	"geom_species_1"
"5"	"Psychotria_horizontalis"	"Psychotria_limonensis"	"Trichaea_pilicornis"	"Desmia_sp."
"6"	"Psychotria_horizontalis"	"Psychotria_marginata"	"Trichaea_pilicornis"	"Desmia_sp."
"7"	"Psychotria_limonensis"	"Psychotria_marginata"	"Trichaea_pilicornis"	"Desmia_sp."
"8"	"Psychotria_horizontalis"	"Psychotria_marginata"	"geom_species_1"	"Desmia_sp."
"9"	"Alseis_blackiana"	"Doliocarpus_major"	"Tarchon_felderi"	"unkn_unknown"
"10"	"Alseis_blackiana"	"Pterocarpus_rohrii"	"Tarchon_felderi"	"unkn_unknown"
"11"	"Doliocarpus_major"	"Pterocarpus_rohrii"	"Tarchon_felderi"	"unkn_unknown"
