"R1"	"R2"	"C1"	"C2"
"1"	"R1"	"R8"	"C1"	"C2"
"2"	"R1"	"R3"	"C1"	"C3"
"3"	"R1"	"R4"	"C1"	"C3"
"4"	"R1"	"R5"	"C1"	"C3"
"5"	"R1"	"R6"	"C1"	"C3"
"6"	"R1"	"R7"	"C1"	"C3"
"7"	"R1"	"R8"	"C1"	"C3"
"8"	"R1"	"R9"	"C1"	"C3"
"9"	"R1"	"R4"	"C1"	"C4"
"10"	"R1"	"R5"	"C1"	"C4"
"11"	"R1"	"R7"	"C1"	"C4"
"12"	"R1"	"R8"	"C1"	"C4"
"13"	"R1"	"R9"	"C1"	"C4"
"14"	"R1"	"R4"	"C1"	"C5"
"15"	"R1"	"R5"	"C1"	"C5"
"16"	"R1"	"R6"	"C1"	"C5"
"17"	"R1"	"R7"	"C1"	"C5"
"18"	"R1"	"R8"	"C1"	"C5"
"19"	"R1"	"R9"	"C1"	"C5"
"20"	"R1"	"R11"	"C1"	"C5"
"21"	"R1"	"R6"	"C1"	"C6"
"22"	"R1"	"R8"	"C1"	"C6"
"23"	"R1"	"R9"	"C1"	"C6"
"24"	"R1"	"R3"	"C1"	"C7"
"25"	"R1"	"R5"	"C1"	"C7"
"26"	"R1"	"R6"	"C1"	"C7"
"27"	"R1"	"R8"	"C1"	"C7"
"28"	"R1"	"R9"	"C1"	"C7"
"29"	"R1"	"R11"	"C1"	"C7"
"30"	"R3"	"R4"	"C1"	"C3"
"31"	"R3"	"R5"	"C1"	"C3"
"32"	"R3"	"R6"	"C1"	"C3"
"33"	"R3"	"R7"	"C1"	"C3"
"34"	"R3"	"R8"	"C1"	"C3"
"35"	"R3"	"R9"	"C1"	"C3"
"36"	"R3"	"R5"	"C1"	"C7"
"37"	"R3"	"R6"	"C1"	"C7"
"38"	"R3"	"R8"	"C1"	"C7"
"39"	"R3"	"R9"	"C1"	"C7"
"40"	"R3"	"R11"	"C1"	"C7"
"41"	"R4"	"R5"	"C1"	"C3"
