"R1"	"R2"	"C1"	"C2"
"1"	"R2"	"R15"	"C6"	"C25"
"2"	"R2"	"R5"	"C6"	"C27"
"3"	"R2"	"R15"	"C6"	"C27"
"4"	"R5"	"R15"	"C6"	"C27"
"5"	"R4"	"R5"	"C9"	"C27"
"6"	"R1"	"R14"	"C11"	"C15"
"7"	"R1"	"R14"	"C11"	"C23"
"8"	"R1"	"R9"	"C15"	"C23"
"9"	"R1"	"R14"	"C15"	"C23"
"10"	"R9"	"R14"	"C15"	"C23"
"11"	"R6"	"R11"	"C19"	"C20"
"12"	"R2"	"R15"	"C25"	"C27"
