"R1"	"R2"	"C1"	"C2"
"1"	"R4"	"R14"	"C1"	"C7"
"2"	"R4"	"R19"	"C1"	"C7"
"3"	"R4"	"R21"	"C1"	"C7"
"4"	"R4"	"R22"	"C1"	"C7"
"5"	"R12"	"R22"	"C1"	"C6"
"6"	"R12"	"R22"	"C1"	"C12"
"7"	"R12"	"R23"	"C1"	"C13"
"8"	"R13"	"R16"	"C1"	"C2"
"9"	"R13"	"R19"	"C1"	"C2"
"10"	"R13"	"R21"	"C1"	"C2"
"11"	"R13"	"R22"	"C1"	"C2"
"12"	"R13"	"R19"	"C1"	"C11"
"13"	"R13"	"R22"	"C1"	"C11"
"14"	"R13"	"R23"	"C1"	"C11"
"15"	"R14"	"R16"	"C1"	"C5"
"16"	"R14"	"R21"	"C1"	"C5"
"17"	"R14"	"R23"	"C1"	"C5"
"18"	"R14"	"R19"	"C1"	"C7"
"19"	"R14"	"R21"	"C1"	"C7"
"20"	"R14"	"R22"	"C1"	"C7"
"21"	"R14"	"R21"	"C1"	"C14"
"22"	"R16"	"R19"	"C1"	"C2"
"23"	"R16"	"R21"	"C1"	"C2"
"24"	"R16"	"R22"	"C1"	"C2"
"25"	"R16"	"R21"	"C1"	"C5"
"26"	"R16"	"R23"	"C1"	"C5"
"27"	"R16"	"R21"	"C1"	"C9"
"28"	"R19"	"R21"	"C1"	"C2"
"29"	"R19"	"R22"	"C1"	"C2"
"30"	"R19"	"R21"	"C1"	"C7"
"31"	"R19"	"R22"	"C1"	"C7"
"32"	"R19"	"R22"	"C1"	"C11"
"33"	"R19"	"R23"	"C1"	"C11"
"34"	"R19"	"R23"	"C1"	"C15"
"35"	"R21"	"R22"	"C1"	"C2"
"36"	"R21"	"R23"	"C1"	"C5"
"37"	"R21"	"R22"	"C1"	"C7"
"38"	"R22"	"R23"	"C1"	"C3"
"39"	"R22"	"R23"	"C1"	"C8"
"40"	"R22"	"R23"	"C1"	"C11"
"41"	"R6"	"R22"	"C2"	"C3"
"42"	"R6"	"R24"	"C2"	"C3"
