"R1"	"R2"	"C1"	"C2"
"1"	"R1"	"R2"	"C3"	"C6"
"2"	"R1"	"R3"	"C3"	"C6"
"3"	"R1"	"R4"	"C3"	"C6"
"4"	"R1"	"R5"	"C3"	"C6"
"5"	"R1"	"R6"	"C3"	"C6"
"6"	"R1"	"R8"	"C3"	"C6"
"7"	"R1"	"R10"	"C3"	"C6"
"8"	"R1"	"R11"	"C3"	"C6"
"9"	"R1"	"R12"	"C3"	"C6"
"10"	"R1"	"R13"	"C3"	"C6"
"11"	"R1"	"R14"	"C3"	"C6"
"12"	"R1"	"R15"	"C3"	"C6"
"13"	"R1"	"R2"	"C3"	"C9"
"14"	"R1"	"R8"	"C3"	"C9"
"15"	"R1"	"R15"	"C3"	"C9"
"16"	"R1"	"R2"	"C3"	"C12"
"17"	"R1"	"R15"	"C3"	"C12"
"18"	"R1"	"R2"	"C3"	"C14"
"19"	"R1"	"R8"	"C3"	"C14"
"20"	"R1"	"R15"	"C3"	"C14"
"21"	"R2"	"R3"	"C3"	"C6"
"22"	"R2"	"R4"	"C3"	"C6"
"23"	"R2"	"R5"	"C3"	"C6"
"24"	"R2"	"R6"	"C3"	"C6"
"25"	"R2"	"R8"	"C3"	"C6"
"26"	"R2"	"R10"	"C3"	"C6"
"27"	"R2"	"R11"	"C3"	"C6"
"28"	"R2"	"R12"	"C3"	"C6"
"29"	"R2"	"R13"	"C3"	"C6"
"30"	"R2"	"R14"	"C3"	"C6"
"31"	"R2"	"R15"	"C3"	"C6"
"32"	"R2"	"R8"	"C3"	"C9"
"33"	"R2"	"R15"	"C3"	"C9"
"34"	"R2"	"R15"	"C3"	"C12"
"35"	"R2"	"R8"	"C3"	"C14"
"36"	"R2"	"R15"	"C3"	"C14"
"37"	"R3"	"R4"	"C3"	"C5"
"38"	"R3"	"R5"	"C3"	"C5"
"39"	"R3"	"R6"	"C3"	"C5"
"40"	"R3"	"R8"	"C3"	"C5"
"41"	"R3"	"R10"	"C3"	"C5"
"42"	"R3"	"R11"	"C3"	"C5"
"43"	"R3"	"R12"	"C3"	"C5"
"44"	"R3"	"R13"	"C3"	"C5"
"45"	"R3"	"R14"	"C3"	"C5"
"46"	"R3"	"R15"	"C3"	"C5"
"47"	"R3"	"R4"	"C3"	"C6"
"48"	"R3"	"R5"	"C3"	"C6"
"49"	"R3"	"R6"	"C3"	"C6"
"50"	"R3"	"R8"	"C3"	"C6"
"51"	"R3"	"R10"	"C3"	"C6"
"52"	"R3"	"R11"	"C3"	"C6"
"53"	"R3"	"R12"	"C3"	"C6"
"54"	"R3"	"R13"	"C3"	"C6"
"55"	"R3"	"R14"	"C3"	"C6"
"56"	"R3"	"R15"	"C3"	"C6"
"57"	"R3"	"R4"	"C3"	"C13"
"58"	"R3"	"R5"	"C3"	"C13"
"59"	"R3"	"R6"	"C3"	"C13"
"60"	"R3"	"R12"	"C3"	"C13"
"61"	"R3"	"R13"	"C3"	"C13"
"62"	"R3"	"R14"	"C3"	"C13"
"63"	"R3"	"R15"	"C3"	"C13"
"64"	"R4"	"R5"	"C3"	"C5"
"65"	"R4"	"R6"	"C3"	"C5"
"66"	"R4"	"R8"	"C3"	"C5"
"67"	"R4"	"R10"	"C3"	"C5"
"68"	"R4"	"R11"	"C3"	"C5"
"69"	"R4"	"R12"	"C3"	"C5"
"70"	"R4"	"R13"	"C3"	"C5"
"71"	"R4"	"R14"	"C3"	"C5"
"72"	"R4"	"R15"	"C3"	"C5"
"73"	"R4"	"R5"	"C3"	"C6"
"74"	"R4"	"R6"	"C3"	"C6"
"75"	"R4"	"R8"	"C3"	"C6"
"76"	"R4"	"R10"	"C3"	"C6"
"77"	"R4"	"R11"	"C3"	"C6"
"78"	"R4"	"R12"	"C3"	"C6"
"79"	"R4"	"R13"	"C3"	"C6"
"80"	"R4"	"R14"	"C3"	"C6"
"81"	"R4"	"R15"	"C3"	"C6"
"82"	"R4"	"R5"	"C3"	"C13"
"83"	"R4"	"R6"	"C3"	"C13"
"84"	"R4"	"R12"	"C3"	"C13"
"85"	"R4"	"R13"	"C3"	"C13"
"86"	"R4"	"R14"	"C3"	"C13"
"87"	"R4"	"R15"	"C3"	"C13"
"88"	"R5"	"R6"	"C3"	"C5"
"89"	"R5"	"R8"	"C3"	"C5"
"90"	"R5"	"R10"	"C3"	"C5"
"91"	"R5"	"R11"	"C3"	"C5"
"92"	"R5"	"R12"	"C3"	"C5"
"93"	"R5"	"R13"	"C3"	"C5"
"94"	"R5"	"R14"	"C3"	"C5"
"95"	"R5"	"R15"	"C3"	"C5"
"96"	"R5"	"R6"	"C3"	"C6"
"97"	"R5"	"R8"	"C3"	"C6"
"98"	"R5"	"R10"	"C3"	"C6"
"99"	"R5"	"R11"	"C3"	"C6"
"100"	"R5"	"R12"	"C3"	"C6"
"101"	"R5"	"R13"	"C3"	"C6"
"102"	"R5"	"R14"	"C3"	"C6"
"103"	"R5"	"R15"	"C3"	"C6"
"104"	"R5"	"R6"	"C3"	"C13"
"105"	"R5"	"R12"	"C3"	"C13"
"106"	"R5"	"R13"	"C3"	"C13"
"107"	"R5"	"R14"	"C3"	"C13"
"108"	"R5"	"R15"	"C3"	"C13"
"109"	"R6"	"R8"	"C3"	"C5"
"110"	"R6"	"R10"	"C3"	"C5"
"111"	"R6"	"R11"	"C3"	"C5"
"112"	"R6"	"R12"	"C3"	"C5"
"113"	"R6"	"R13"	"C3"	"C5"
"114"	"R6"	"R14"	"C3"	"C5"
"115"	"R6"	"R15"	"C3"	"C5"
"116"	"R6"	"R8"	"C3"	"C6"
"117"	"R6"	"R10"	"C3"	"C6"
"118"	"R6"	"R11"	"C3"	"C6"
"119"	"R6"	"R12"	"C3"	"C6"
"120"	"R6"	"R13"	"C3"	"C6"
"121"	"R6"	"R14"	"C3"	"C6"
"122"	"R6"	"R15"	"C3"	"C6"
"123"	"R6"	"R12"	"C3"	"C13"
"124"	"R6"	"R13"	"C3"	"C13"
"125"	"R6"	"R14"	"C3"	"C13"
"126"	"R6"	"R15"	"C3"	"C13"
"127"	"R8"	"R10"	"C3"	"C5"
"128"	"R8"	"R11"	"C3"	"C5"
"129"	"R8"	"R12"	"C3"	"C5"
"130"	"R8"	"R13"	"C3"	"C5"
"131"	"R8"	"R14"	"C3"	"C5"
"132"	"R8"	"R15"	"C3"	"C5"
"133"	"R8"	"R10"	"C3"	"C6"
"134"	"R8"	"R11"	"C3"	"C6"
"135"	"R8"	"R12"	"C3"	"C6"
"136"	"R8"	"R13"	"C3"	"C6"
"137"	"R8"	"R14"	"C3"	"C6"
"138"	"R8"	"R15"	"C3"	"C6"
"139"	"R8"	"R11"	"C3"	"C8"
"140"	"R8"	"R15"	"C3"	"C8"
