"R1"	"R2"	"C1"	"C2"
"1"	"R1"	"R2"	"C1"	"C2"
"2"	"R1"	"R3"	"C1"	"C2"
"3"	"R1"	"R6"	"C1"	"C2"
"4"	"R1"	"R7"	"C1"	"C2"
"5"	"R1"	"R8"	"C1"	"C2"
"6"	"R1"	"R10"	"C1"	"C2"
"7"	"R1"	"R11"	"C1"	"C2"
"8"	"R1"	"R12"	"C1"	"C2"
"9"	"R1"	"R13"	"C1"	"C2"
"10"	"R1"	"R14"	"C1"	"C2"
"11"	"R1"	"R15"	"C1"	"C2"
"12"	"R1"	"R3"	"C1"	"C3"
"13"	"R1"	"R10"	"C1"	"C3"
"14"	"R1"	"R11"	"C1"	"C3"
"15"	"R1"	"R12"	"C1"	"C3"
"16"	"R1"	"R14"	"C1"	"C3"
"17"	"R1"	"R15"	"C1"	"C3"
"18"	"R1"	"R19"	"C1"	"C3"
"19"	"R1"	"R2"	"C1"	"C4"
"20"	"R1"	"R3"	"C1"	"C4"
"21"	"R1"	"R4"	"C1"	"C4"
"22"	"R1"	"R10"	"C1"	"C4"
"23"	"R1"	"R11"	"C1"	"C4"
"24"	"R1"	"R12"	"C1"	"C4"
"25"	"R1"	"R14"	"C1"	"C4"
"26"	"R1"	"R15"	"C1"	"C4"
"27"	"R1"	"R19"	"C1"	"C4"
"28"	"R1"	"R2"	"C1"	"C5"
"29"	"R1"	"R3"	"C1"	"C5"
"30"	"R1"	"R4"	"C1"	"C5"
"31"	"R1"	"R7"	"C1"	"C5"
"32"	"R1"	"R8"	"C1"	"C5"
"33"	"R1"	"R10"	"C1"	"C5"
"34"	"R1"	"R11"	"C1"	"C5"
"35"	"R1"	"R12"	"C1"	"C5"
"36"	"R1"	"R14"	"C1"	"C5"
"37"	"R1"	"R15"	"C1"	"C5"
"38"	"R1"	"R19"	"C1"	"C5"
"39"	"R1"	"R2"	"C1"	"C6"
"40"	"R1"	"R3"	"C1"	"C6"
"41"	"R1"	"R4"	"C1"	"C6"
"42"	"R1"	"R6"	"C1"	"C6"
"43"	"R1"	"R7"	"C1"	"C6"
"44"	"R1"	"R8"	"C1"	"C6"
"45"	"R1"	"R10"	"C1"	"C6"
"46"	"R1"	"R12"	"C1"	"C6"
"47"	"R1"	"R14"	"C1"	"C6"
"48"	"R1"	"R15"	"C1"	"C6"
"49"	"R1"	"R2"	"C1"	"C7"
"50"	"R1"	"R3"	"C1"	"C7"
"51"	"R1"	"R4"	"C1"	"C7"
"52"	"R1"	"R6"	"C1"	"C7"
