"R1"	"R2"	"C1"	"C2"
"1"	"Dryas_octopetala"	"Salix_arctica"	"Spilogona_sanctipauli"	"Limnophyes_brachytomus"
"2"	"Dryas_octopetala"	"Potentilla_rubricaulis"	"Spilogona_sanctipauli"	"Limnophyes_brachytomus"
"3"	"Dryas_octopetala"	"Saxifraga_caespitosa"	"Spilogona_sanctipauli"	"Limnophyes_brachytomus"
"4"	"Dryas_octopetala"	"Silene_acaulis"	"Spilogona_sanctipauli"	"Limnophyes_brachytomus"
"5"	"Dryas_octopetala"	"Cerastium_arcticum"	"Spilogona_sanctipauli"	"Limnophyes_brachytomus"
"6"	"Dryas_octopetala"	"Papaver_radicatum"	"Spilogona_sanctipauli"	"Limnophyes_brachytomus"
"7"	"Dryas_octopetala"	"Potentilla_hyparctica"	"Spilogona_sanctipauli"	"Limnophyes_brachytomus"
"8"	"Dryas_octopetala"	"Cassiope_tetragona"	"Spilogona_sanctipauli"	"Limnophyes_brachytomus"
"9"	"Dryas_octopetala"	"Arnica_angustifolia"	"Spilogona_sanctipauli"	"Limnophyes_brachytomus"
"10"	"Dryas_octopetala"	"Arenaria_pseudofrigida"	"Spilogona_sanctipauli"	"Limnophyes_brachytomus"
"11"	"Dryas_octopetala"	"Melandrium_triflorum"	"Spilogona_sanctipauli"	"Limnophyes_brachytomus"
"12"	"Dryas_octopetala"	"Saxifraga_oppositifolia"	"Spilogona_sanctipauli"	"Spilogona_dorsata"
"13"	"Dryas_octopetala"	"Salix_arctica"	"Spilogona_sanctipauli"	"Spilogona_dorsata"
"14"	"Dryas_octopetala"	"Potentilla_rubricaulis"	"Spilogona_sanctipauli"	"Spilogona_dorsata"
"15"	"Dryas_octopetala"	"Saxifraga_caespitosa"	"Spilogona_sanctipauli"	"Spilogona_dorsata"
"16"	"Dryas_octopetala"	"Polygonum_viviparum"	"Spilogona_sanctipauli"	"Spilogona_dorsata"
"17"	"Dryas_octopetala"	"Cerastium_arcticum"	"Spilogona_sanctipauli"	"Spilogona_dorsata"
"18"	"Dryas_octopetala"	"Potentilla_hyparctica"	"Spilogona_sanctipauli"	"Spilogona_dorsata"
"19"	"Dryas_octopetala"	"Cassiope_tetragona"	"Spilogona_sanctipauli"	"Spilogona_dorsata"
"20"	"Dryas_octopetala"	"Arnica_angustifolia"	"Spilogona_sanctipauli"	"Spilogona_dorsata"
"21"	"Dryas_octopetala"	"Arenaria_pseudofrigida"	"Spilogona_sanctipauli"	"Spilogona_dorsata"
"22"	"Dryas_octopetala"	"Melandrium_triflorum"	"Spilogona_sanctipauli"	"Spilogona_dorsata"
"23"	"Dryas_octopetala"	"Saxifraga_cernua"	"Spilogona_sanctipauli"	"Spilogona_dorsata"
"24"	"Dryas_octopetala"	"Ranunculus_sulphureus"	"Spilogona_sanctipauli"	"Spilogona_dorsata"
"25"	"Dryas_octopetala"	"Saxifraga_oppositifolia"	"Spilogona_sanctipauli"	"Bradysia_sp1_M_PL_010"
"26"	"Dryas_octopetala"	"Salix_arctica"	"Spilogona_sanctipauli"	"Bradysia_sp1_M_PL_010"
"27"	"Dryas_octopetala"	"Saxifraga_caespitosa"	"Spilogona_sanctipauli"	"Bradysia_sp1_M_PL_010"
"28"	"Dryas_octopetala"	"Silene_acaulis"	"Spilogona_sanctipauli"	"Bradysia_sp1_M_PL_010"
"29"	"Dryas_octopetala"	"Cerastium_arcticum"	"Spilogona_sanctipauli"	"Bradysia_sp1_M_PL_010"
"30"	"Dryas_octopetala"	"Potentilla_hyparctica"	"Spilogona_sanctipauli"	"Bradysia_sp1_M_PL_010"
"31"	"Dryas_octopetala"	"Arnica_angustifolia"	"Spilogona_sanctipauli"	"Bradysia_sp1_M_PL_010"
"32"	"Dryas_octopetala"	"Saxifraga_cernua"	"Spilogona_sanctipauli"	"Bradysia_sp1_M_PL_010"
"33"	"Dryas_octopetala"	"Ranunculus_sulphureus"	"Spilogona_sanctipauli"	"Bradysia_sp1_M_PL_010"
"34"	"Dryas_octopetala"	"Taraxacum_phymatocarpum"	"Spilogona_sanctipauli"	"Bradysia_sp1_M_PL_010"
"35"	"Dryas_octopetala"	"Draba_lactea"	"Spilogona_sanctipauli"	"Bradysia_sp1_M_PL_010"
"36"	"Dryas_octopetala"	"Saxifraga_oppositifolia"	"Spilogona_sanctipauli"	"Paraphaenocladius_sp1_M_PL_010"
"37"	"Dryas_octopetala"	"Salix_arctica"	"Spilogona_sanctipauli"	"Paraphaenocladius_sp1_M_PL_010"
"38"	"Dryas_octopetala"	"Potentilla_rubricaulis"	"Spilogona_sanctipauli"	"Paraphaenocladius_sp1_M_PL_010"
"39"	"Dryas_octopetala"	"Cerastium_arcticum"	"Spilogona_sanctipauli"	"Paraphaenocladius_sp1_M_PL_010"
"40"	"Dryas_octopetala"	"Papaver_radicatum"	"Spilogona_sanctipauli"	"Paraphaenocladius_sp1_M_PL_010"
"41"	"Dryas_octopetala"	"Potentilla_hyparctica"	"Spilogona_sanctipauli"	"Paraphaenocladius_sp1_M_PL_010"
"42"	"Dryas_octopetala"	"Cassiope_tetragona"	"Spilogona_sanctipauli"	"Paraphaenocladius_sp1_M_PL_010"
"43"	"Dryas_octopetala"	"Arenaria_pseudofrigida"	"Spilogona_sanctipauli"	"Paraphaenocladius_sp1_M_PL_010"
"44"	"Dryas_octopetala"	"Melandrium_triflorum"	"Spilogona_sanctipauli"	"Paraphaenocladius_sp1_M_PL_010"
"45"	"Dryas_octopetala"	"Taraxacum_phymatocarpum"	"Spilogona_sanctipauli"	"Paraphaenocladius_sp1_M_PL_010"
"46"	"Dryas_octopetala"	"Salix_arctica"	"Spilogona_sanctipauli"	"Platycheirus_lundbecki"
"47"	"Dryas_octopetala"	"Potentilla_rubricaulis"	"Spilogona_sanctipauli"	"Platycheirus_lundbecki"
"48"	"Dryas_octopetala"	"Silene_acaulis"	"Spilogona_sanctipauli"	"Platycheirus_lundbecki"
"49"	"Dryas_octopetala"	"Cerastium_arcticum"	"Spilogona_sanctipauli"	"Platycheirus_lundbecki"
"50"	"Dryas_octopetala"	"Papaver_radicatum"	"Spilogona_sanctipauli"	"Platycheirus_lundbecki"
"51"	"Dryas_octopetala"	"Potentilla_hyparctica"	"Spilogona_sanctipauli"	"Platycheirus_lundbecki"
"52"	"Dryas_octopetala"	"Arenaria_pseudofrigida"	"Spilogona_sanctipauli"	"Platycheirus_lundbecki"
"53"	"Dryas_octopetala"	"Melandrium_triflorum"	"Spilogona_sanctipauli"	"Platycheirus_lundbecki"
"54"	"Dryas_octopetala"	"Saxifraga_cernua"	"Spilogona_sanctipauli"	"Platycheirus_lundbecki"
"55"	"Dryas_octopetala"	"Ranunculus_sulphureus"	"Spilogona_sanctipauli"	"Platycheirus_lundbecki"
"56"	"Dryas_octopetala"	"Taraxacum_phymatocarpum"	"Spilogona_sanctipauli"	"Platycheirus_lundbecki"
"57"	"Dryas_octopetala"	"Draba_arctica"	"Spilogona_sanctipauli"	"Platycheirus_lundbecki"
"58"	"Dryas_octopetala"	"Saxifraga_oppositifolia"	"Spilogona_sanctipauli"	"Spilogona_almqvistii"
"59"	"Dryas_octopetala"	"Salix_arctica"	"Spilogona_sanctipauli"	"Spilogona_almqvistii"
"60"	"Dryas_octopetala"	"Potentilla_rubricaulis"	"Spilogona_sanctipauli"	"Spilogona_almqvistii"
"61"	"Dryas_octopetala"	"Saxifraga_caespitosa"	"Spilogona_sanctipauli"	"Spilogona_almqvistii"
