"R1"	"R2"	"C1"	"C2"
"1"	"C._nigrescens"	"L._argentiventris"	"Paracryptogonimus_sp."	"Pseudoacanthostomum_panamense"
"2"	"C._nigrescens"	"L._argentiventris"	"Paracryptogonimus_sp."	"Diplostomum_(Austrodiplostomum)_compactum"
"3"	"C._nigrescens"	"L._argentiventris"	"Paracryptogonimus_sp."	"Echinochasmus_leopoldinae"
"4"	"C._nigrescens"	"L._argentiventris"	"Paracryptogonimus_sp."	"Contracaecum_sp."
"5"	"C._nigrescens"	"L._argentiventris"	"Paracryptogonimus_sp."	"Neoechinorhynchus_golvani"
"6"	"C._nigrescens"	"L._argentiventris"	"Paracryptogonimus_sp."	"Southwellina_hispida"
"7"	"C._nigrescens"	"L._argentiventris"	"Paracryptogonimus_sp."	"Ergasilus_sp."
"8"	"C._nigrescens"	"M._curema"	"Pseudoacanthostomum_panamense"	"Ascocotye_(Phagicola)_longa"
"9"	"C._nigrescens"	"D._peruvianus"	"Pseudoacanthostomum_panamense"	"Ascocotye_(Phagicola)_longa"
"10"	"C._nigrescens"	"C._trimaculatum"	"Pseudoacanthostomum_panamense"	"Ascocotye_(Phagicola)_longa"
"11"	"C._nigrescens"	"D._latifrons"	"Pseudoacanthostomum_panamense"	"Ascocotye_(Phagicola)_longa"
"12"	"C._nigrescens"	"P._sphenops"	"Pseudoacanthostomum_panamense"	"Ascocotye_(Phagicola)_longa"
"13"	"C._nigrescens"	"G._maculatus"	"Pseudoacanthostomum_panamense"	"Ascocotye_(Phagicola)_longa"
"14"	"C._nigrescens"	"E._picta"	"Pseudoacanthostomum_panamense"	"Ascocotye_(Phagicola)_longa"
"15"	"C._nigrescens"	"H._guatemalensis"	"Pseudoacanthostomum_panamense"	"Diplostomum_(Austrodiplostomum)_compactum"
"16"	"C._nigrescens"	"M._curema"	"Pseudoacanthostomum_panamense"	"Diplostomum_(Austrodiplostomum)_compactum"
"17"	"C._nigrescens"	"C._trimaculatum"	"Pseudoacanthostomum_panamense"	"Diplostomum_(Austrodiplostomum)_compactum"
"18"	"C._nigrescens"	"L._argentiventris"	"Pseudoacanthostomum_panamense"	"Diplostomum_(Austrodiplostomum)_compactum"
"19"	"C._nigrescens"	"P._sphenops"	"Pseudoacanthostomum_panamense"	"Diplostomum_(Austrodiplostomum)_compactum"
"20"	"C._nigrescens"	"G._maculatus"	"Pseudoacanthostomum_panamense"	"Diplostomum_(Austrodiplostomum)_compactum"
"21"	"C._nigrescens"	"E._picta"	"Pseudoacanthostomum_panamense"	"Diplostomum_(Austrodiplostomum)_compactum"
"22"	"C._nigrescens"	"L._argentiventris"	"Pseudoacanthostomum_panamense"	"Echinochasmus_leopoldinae"
"23"	"C._nigrescens"	"D._latifrons"	"Pseudoacanthostomum_panamense"	"Echinochasmus_leopoldinae"
"24"	"C._nigrescens"	"P._sphenops"	"Pseudoacanthostomum_panamense"	"Echinochasmus_leopoldinae"
"25"	"C._nigrescens"	"M._curema"	"Pseudoacanthostomum_panamense"	"Contracaecum_sp."
"26"	"C._nigrescens"	"D._peruvianus"	"Pseudoacanthostomum_panamense"	"Contracaecum_sp."
"27"	"C._nigrescens"	"C._trimaculatum"	"Pseudoacanthostomum_panamense"	"Contracaecum_sp."
"28"	"C._nigrescens"	"L._argentiventris"	"Pseudoacanthostomum_panamense"	"Contracaecum_sp."
"29"	"C._nigrescens"	"D._latifrons"	"Pseudoacanthostomum_panamense"	"Contracaecum_sp."
"30"	"C._nigrescens"	"P._sphenops"	"Pseudoacanthostomum_panamense"	"Contracaecum_sp."
"31"	"C._nigrescens"	"G._maculatus"	"Pseudoacanthostomum_panamense"	"Contracaecum_sp."
"32"	"C._nigrescens"	"E._picta"	"Pseudoacanthostomum_panamense"	"Contracaecum_sp."
"33"	"C._nigrescens"	"C._trimaculatum"	"Pseudoacanthostomum_panamense"	"Neoechinorhynchus_golvani"
"34"	"C._nigrescens"	"L._argentiventris"	"Pseudoacanthostomum_panamense"	"Neoechinorhynchus_golvani"
"35"	"C._nigrescens"	"D._latifrons"	"Pseudoacanthostomum_panamense"	"Neoechinorhynchus_golvani"
"36"	"C._nigrescens"	"G._maculatus"	"Pseudoacanthostomum_panamense"	"Neoechinorhynchus_golvani"
"37"	"C._nigrescens"	"E._picta"	"Pseudoacanthostomum_panamense"	"Neoechinorhynchus_golvani"
"38"	"C._nigrescens"	"C._trimaculatum"	"Pseudoacanthostomum_panamense"	"Southwellina_hispida"
"39"	"C._nigrescens"	"L._argentiventris"	"Pseudoacanthostomum_panamense"	"Southwellina_hispida"
"40"	"C._nigrescens"	"G._maculatus"	"Pseudoacanthostomum_panamense"	"Southwellina_hispida"
"41"	"C._nigrescens"	"E._picta"	"Pseudoacanthostomum_panamense"	"Southwellina_hispida"
