"R1"	"R2"	"C1"	"C2"
"1"	"Themeda"	"Cynodon"	"T._Gazelle"	"G._gazelle"
"2"	"Themeda"	"Sporobolus"	"T._Gazelle"	"G._gazelle"
"3"	"Themeda"	"Brachiaria"	"T._Gazelle"	"G._gazelle"
"4"	"Themeda"	"Sedges"	"T._Gazelle"	"G._gazelle"
"5"	"Themeda"	"Harpachne"	"T._Gazelle"	"G._gazelle"
"6"	"Themeda"	"Aristida"	"T._Gazelle"	"G._gazelle"
"7"	"Themeda"	"Solanum"	"T._Gazelle"	"G._gazelle"
"8"	"Themeda"	"Indigofera"	"T._Gazelle"	"G._gazelle"
"9"	"Themeda"	"Sida"	"T._Gazelle"	"G._gazelle"
"10"	"Themeda"	"Hibiscus"	"T._Gazelle"	"G._gazelle"
"11"	"Themeda"	"Sporobolus"	"T._Gazelle"	"Impala"
"12"	"Themeda"	"Brachiaria"	"T._Gazelle"	"Impala"
"13"	"Themeda"	"Sedges"	"T._Gazelle"	"Impala"
"14"	"Themeda"	"Harpachne"	"T._Gazelle"	"Impala"
"15"	"Themeda"	"Aristida"	"T._Gazelle"	"Impala"
"16"	"Themeda"	"Solanum"	"T._Gazelle"	"Impala"
"17"	"Themeda"	"Sida"	"T._Gazelle"	"Impala"
"18"	"Themeda"	"Hibiscus"	"T._Gazelle"	"Impala"
"19"	"Themeda"	"Cynodon"	"T._Gazelle"	"Kongoni"
"20"	"Themeda"	"Sporobolus"	"T._Gazelle"	"Kongoni"
"21"	"Themeda"	"Brachiaria"	"T._Gazelle"	"Kongoni"
"22"	"Themeda"	"Sedges"	"T._Gazelle"	"Kongoni"
"23"	"Themeda"	"Elyonorus"	"T._Gazelle"	"Kongoni"
"24"	"Themeda"	"Harpachne"	"T._Gazelle"	"Kongoni"
"25"	"Themeda"	"Aristida"	"T._Gazelle"	"Kongoni"
"26"	"Themeda"	"Solanum"	"T._Gazelle"	"Kongoni"
"27"	"Themeda"	"Sida"	"T._Gazelle"	"Kongoni"
"28"	"Themeda"	"Cynodon"	"T._Gazelle"	"Topi"
"29"	"Themeda"	"Sporobolus"	"T._Gazelle"	"Topi"
"30"	"Themeda"	"Brachiaria"	"T._Gazelle"	"Topi"
"31"	"Themeda"	"Sedges"	"T._Gazelle"	"Topi"
"32"	"Themeda"	"Elyonorus"	"T._Gazelle"	"Topi"
"33"	"Themeda"	"Harpachne"	"T._Gazelle"	"Topi"
"34"	"Themeda"	"Aristida"	"T._Gazelle"	"Topi"
"35"	"Themeda"	"Hibiscus"	"T._Gazelle"	"Topi"
"36"	"Themeda"	"Cynodon"	"T._Gazelle"	"Wilde-beest"
"37"	"Themeda"	"Sporobolus"	"T._Gazelle"	"Wilde-beest"
"38"	"Themeda"	"Brachiaria"	"T._Gazelle"	"Wilde-beest"
"39"	"Themeda"	"Sedges"	"T._Gazelle"	"Wilde-beest"
"40"	"Themeda"	"Elyonorus"	"T._Gazelle"	"Wilde-beest"
"41"	"Themeda"	"Harpachne"	"T._Gazelle"	"Wilde-beest"
"42"	"Themeda"	"Aristida"	"T._Gazelle"	"Wilde-beest"
"43"	"Themeda"	"Solanum"	"T._Gazelle"	"Wilde-beest"
"44"	"Themeda"	"Indigofera"	"T._Gazelle"	"Wilde-beest"
"45"	"Themeda"	"Sida"	"T._Gazelle"	"Wilde-beest"
"46"	"Themeda"	"Cynodon"	"T._Gazelle"	"Zebra"
"47"	"Themeda"	"Sporobolus"	"T._Gazelle"	"Zebra"
"48"	"Themeda"	"Brachiaria"	"T._Gazelle"	"Zebra"
"49"	"Themeda"	"Sedges"	"T._Gazelle"	"Zebra"
"50"	"Themeda"	"Elyonorus"	"T._Gazelle"	"Zebra"
"51"	"Themeda"	"Harpachne"	"T._Gazelle"	"Zebra"
"52"	"Themeda"	"Aristida"	"T._Gazelle"	"Zebra"
