"R1"	"R2"	"C1"	"C2"
"1"	"R1"	"R2"	"C1"	"C2"
"2"	"R1"	"R4"	"C1"	"C2"
"3"	"R1"	"R5"	"C1"	"C2"
"4"	"R1"	"R10"	"C1"	"C2"
"5"	"R1"	"R2"	"C1"	"C3"
"6"	"R1"	"R4"	"C1"	"C3"
"7"	"R1"	"R5"	"C1"	"C3"
"8"	"R1"	"R10"	"C1"	"C3"
"9"	"R1"	"R2"	"C1"	"C4"
"10"	"R1"	"R4"	"C1"	"C4"
"11"	"R1"	"R5"	"C1"	"C4"
"12"	"R1"	"R10"	"C1"	"C4"
"13"	"R2"	"R4"	"C1"	"C2"
"14"	"R2"	"R5"	"C1"	"C2"
"15"	"R2"	"R10"	"C1"	"C2"
"16"	"R2"	"R4"	"C1"	"C3"
"17"	"R2"	"R5"	"C1"	"C3"
"18"	"R2"	"R10"	"C1"	"C3"
"19"	"R2"	"R4"	"C1"	"C4"
"20"	"R2"	"R5"	"C1"	"C4"
"21"	"R2"	"R10"	"C1"	"C4"
"22"	"R2"	"R6"	"C1"	"C5"
"23"	"R2"	"R9"	"C1"	"C5"
"24"	"R2"	"R11"	"C1"	"C5"
"25"	"R2"	"R12"	"C1"	"C5"
"26"	"R4"	"R5"	"C1"	"C2"
"27"	"R4"	"R10"	"C1"	"C2"
"28"	"R4"	"R5"	"C1"	"C3"
"29"	"R4"	"R10"	"C1"	"C3"
"30"	"R4"	"R5"	"C1"	"C4"
"31"	"R4"	"R10"	"C1"	"C4"
"32"	"R5"	"R10"	"C1"	"C2"
"33"	"R5"	"R10"	"C1"	"C3"
"34"	"R5"	"R10"	"C1"	"C4"
"35"	"R6"	"R9"	"C1"	"C5"
"36"	"R6"	"R11"	"C1"	"C5"
"37"	"R6"	"R12"	"C1"	"C5"
"38"	"R9"	"R11"	"C1"	"C5"
"39"	"R9"	"R12"	"C1"	"C5"
"40"	"R11"	"R12"	"C1"	"C5"
"41"	"R1"	"R2"	"C2"	"C3"
"42"	"R1"	"R4"	"C2"	"C3"
"43"	"R1"	"R5"	"C2"	"C3"
"44"	"R1"	"R10"	"C2"	"C3"
"45"	"R1"	"R2"	"C2"	"C4"
"46"	"R1"	"R4"	"C2"	"C4"
"47"	"R1"	"R5"	"C2"	"C4"
"48"	"R1"	"R10"	"C2"	"C4"
"49"	"R2"	"R4"	"C2"	"C3"
"50"	"R2"	"R5"	"C2"	"C3"
"51"	"R2"	"R10"	"C2"	"C3"
"52"	"R2"	"R4"	"C2"	"C4"
"53"	"R2"	"R5"	"C2"	"C4"
"54"	"R2"	"R10"	"C2"	"C4"
"55"	"R4"	"R5"	"C2"	"C3"
"56"	"R4"	"R10"	"C2"	"C3"
"57"	"R4"	"R5"	"C2"	"C4"
"58"	"R4"	"R10"	"C2"	"C4"
"59"	"R5"	"R10"	"C2"	"C3"
"60"	"R5"	"R10"	"C2"	"C4"
"61"	"R1"	"R2"	"C3"	"C4"
"62"	"R1"	"R4"	"C3"	"C4"
"63"	"R1"	"R5"	"C3"	"C4"
"64"	"R1"	"R10"	"C3"	"C4"
"65"	"R2"	"R4"	"C3"	"C4"
"66"	"R2"	"R5"	"C3"	"C4"
"67"	"R2"	"R10"	"C3"	"C4"
"68"	"R4"	"R5"	"C3"	"C4"
"69"	"R4"	"R10"	"C3"	"C4"
"70"	"R5"	"R10"	"C3"	"C4"
