"R1"	"R2"	"C1"	"C2"
"1"	"R3"	"R6"	"C1"	"C9"
"2"	"R3"	"R18"	"C1"	"C9"
"3"	"R3"	"R19"	"C1"	"C9"
"4"	"R3"	"R6"	"C1"	"C10"
"5"	"R3"	"R18"	"C1"	"C10"
"6"	"R3"	"R19"	"C1"	"C10"
"7"	"R6"	"R18"	"C1"	"C9"
"8"	"R6"	"R19"	"C1"	"C9"
"9"	"R6"	"R18"	"C1"	"C10"
"10"	"R6"	"R19"	"C1"	"C10"
"11"	"R17"	"R18"	"C1"	"C2"
"12"	"R17"	"R18"	"C1"	"C3"
"13"	"R17"	"R19"	"C1"	"C3"
"14"	"R17"	"R18"	"C1"	"C4"
"15"	"R17"	"R18"	"C1"	"C5"
"16"	"R17"	"R18"	"C1"	"C6"
"17"	"R17"	"R18"	"C1"	"C7"
"18"	"R17"	"R18"	"C1"	"C8"
"19"	"R18"	"R19"	"C1"	"C3"
"20"	"R18"	"R19"	"C1"	"C9"
"21"	"R18"	"R19"	"C1"	"C10"
"22"	"R1"	"R4"	"C2"	"C4"
"23"	"R1"	"R5"	"C2"	"C4"
"24"	"R1"	"R11"	"C2"	"C4"
"25"	"R1"	"R12"	"C2"	"C4"
"26"	"R1"	"R16"	"C2"	"C4"
"27"	"R1"	"R17"	"C2"	"C4"
"28"	"R1"	"R18"	"C2"	"C4"
"29"	"R1"	"R4"	"C2"	"C5"
"30"	"R1"	"R5"	"C2"	"C5"
"31"	"R1"	"R11"	"C2"	"C5"
"32"	"R1"	"R12"	"C2"	"C5"
"33"	"R1"	"R16"	"C2"	"C5"
"34"	"R1"	"R17"	"C2"	"C5"
"35"	"R1"	"R18"	"C2"	"C5"
"36"	"R1"	"R4"	"C2"	"C6"
"37"	"R1"	"R5"	"C2"	"C6"
"38"	"R1"	"R11"	"C2"	"C6"
"39"	"R1"	"R12"	"C2"	"C6"
"40"	"R1"	"R16"	"C2"	"C6"
"41"	"R1"	"R17"	"C2"	"C6"
"42"	"R1"	"R18"	"C2"	"C6"
"43"	"R1"	"R4"	"C2"	"C7"
"44"	"R1"	"R5"	"C2"	"C7"
"45"	"R1"	"R11"	"C2"	"C7"
"46"	"R1"	"R12"	"C2"	"C7"
"47"	"R1"	"R16"	"C2"	"C7"
"48"	"R1"	"R17"	"C2"	"C7"
"49"	"R1"	"R18"	"C2"	"C7"
"50"	"R1"	"R4"	"C2"	"C8"
"51"	"R1"	"R5"	"C2"	"C8"
"52"	"R1"	"R11"	"C2"	"C8"
"53"	"R1"	"R12"	"C2"	"C8"
"54"	"R1"	"R16"	"C2"	"C8"
"55"	"R1"	"R17"	"C2"	"C8"
"56"	"R1"	"R18"	"C2"	"C8"
"57"	"R1"	"R4"	"C2"	"C9"
"58"	"R1"	"R18"	"C2"	"C9"
"59"	"R1"	"R4"	"C2"	"C10"
"60"	"R1"	"R18"	"C2"	"C10"
"61"	"R4"	"R5"	"C2"	"C4"
"62"	"R4"	"R11"	"C2"	"C4"
"63"	"R4"	"R12"	"C2"	"C4"
"64"	"R4"	"R16"	"C2"	"C4"
"65"	"R4"	"R17"	"C2"	"C4"
"66"	"R4"	"R18"	"C2"	"C4"
"67"	"R4"	"R5"	"C2"	"C5"
"68"	"R4"	"R11"	"C2"	"C5"
"69"	"R4"	"R12"	"C2"	"C5"
"70"	"R4"	"R16"	"C2"	"C5"
"71"	"R4"	"R17"	"C2"	"C5"
"72"	"R4"	"R18"	"C2"	"C5"
"73"	"R4"	"R5"	"C2"	"C6"
"74"	"R4"	"R11"	"C2"	"C6"
"75"	"R4"	"R12"	"C2"	"C6"
"76"	"R4"	"R16"	"C2"	"C6"
"77"	"R4"	"R17"	"C2"	"C6"
"78"	"R4"	"R18"	"C2"	"C6"
"79"	"R4"	"R5"	"C2"	"C7"
"80"	"R4"	"R11"	"C2"	"C7"
"81"	"R4"	"R12"	"C2"	"C7"
"82"	"R4"	"R16"	"C2"	"C7"
"83"	"R4"	"R17"	"C2"	"C7"
"84"	"R4"	"R18"	"C2"	"C7"
"85"	"R4"	"R5"	"C2"	"C8"
"86"	"R4"	"R11"	"C2"	"C8"
"87"	"R4"	"R12"	"C2"	"C8"
"88"	"R4"	"R16"	"C2"	"C8"
"89"	"R4"	"R17"	"C2"	"C8"
"90"	"R4"	"R18"	"C2"	"C8"
"91"	"R4"	"R18"	"C2"	"C9"
"92"	"R4"	"R18"	"C2"	"C10"
"93"	"R5"	"R11"	"C2"	"C4"
"94"	"R5"	"R12"	"C2"	"C4"
"95"	"R5"	"R16"	"C2"	"C4"
"96"	"R5"	"R17"	"C2"	"C4"
"97"	"R5"	"R18"	"C2"	"C4"
"98"	"R5"	"R11"	"C2"	"C5"
"99"	"R5"	"R12"	"C2"	"C5"
"100"	"R5"	"R16"	"C2"	"C5"
"101"	"R5"	"R17"	"C2"	"C5"
"102"	"R5"	"R18"	"C2"	"C5"
"103"	"R5"	"R11"	"C2"	"C6"
"104"	"R5"	"R12"	"C2"	"C6"
"105"	"R5"	"R16"	"C2"	"C6"
"106"	"R5"	"R17"	"C2"	"C6"
"107"	"R5"	"R18"	"C2"	"C6"
"108"	"R5"	"R11"	"C2"	"C7"
"109"	"R5"	"R12"	"C2"	"C7"
"110"	"R5"	"R16"	"C2"	"C7"
"111"	"R5"	"R17"	"C2"	"C7"
"112"	"R5"	"R18"	"C2"	"C7"
"113"	"R5"	"R11"	"C2"	"C8"
"114"	"R5"	"R12"	"C2"	"C8"
"115"	"R5"	"R16"	"C2"	"C8"
"116"	"R5"	"R17"	"C2"	"C8"
"117"	"R5"	"R18"	"C2"	"C8"
