"R1"	"R2"	"C1"	"C2"
"1"	"R7"	"R8"	"C1"	"C2"
"2"	"R7"	"R16"	"C1"	"C2"
"3"	"R7"	"R8"	"C1"	"C10"
"4"	"R7"	"R9"	"C1"	"C10"
"5"	"R7"	"R10"	"C1"	"C10"
"6"	"R7"	"R8"	"C1"	"C11"
"7"	"R7"	"R9"	"C1"	"C11"
"8"	"R7"	"R10"	"C1"	"C11"
"9"	"R8"	"R16"	"C1"	"C2"
"10"	"R8"	"R9"	"C1"	"C10"
"11"	"R8"	"R10"	"C1"	"C10"
"12"	"R8"	"R9"	"C1"	"C11"
"13"	"R8"	"R10"	"C1"	"C11"
"14"	"R9"	"R10"	"C1"	"C10"
"15"	"R9"	"R10"	"C1"	"C11"
"16"	"R16"	"R18"	"C1"	"C6"
"17"	"R1"	"R11"	"C2"	"C3"
"18"	"R1"	"R12"	"C2"	"C3"
"19"	"R1"	"R13"	"C2"	"C3"
"20"	"R1"	"R16"	"C2"	"C3"
"21"	"R1"	"R17"	"C2"	"C3"
"22"	"R1"	"R11"	"C2"	"C4"
"23"	"R1"	"R12"	"C2"	"C4"
"24"	"R1"	"R13"	"C2"	"C4"
"25"	"R1"	"R16"	"C2"	"C4"
"26"	"R1"	"R17"	"C2"	"C4"
"27"	"R1"	"R11"	"C2"	"C5"
"28"	"R1"	"R12"	"C2"	"C5"
"29"	"R1"	"R13"	"C2"	"C5"
"30"	"R1"	"R16"	"C2"	"C5"
"31"	"R1"	"R17"	"C2"	"C5"
"32"	"R1"	"R11"	"C2"	"C6"
"33"	"R1"	"R12"	"C2"	"C6"
"34"	"R1"	"R13"	"C2"	"C6"
"35"	"R1"	"R16"	"C2"	"C6"
"36"	"R1"	"R17"	"C2"	"C6"
"37"	"R1"	"R11"	"C2"	"C7"
"38"	"R1"	"R12"	"C2"	"C7"
"39"	"R1"	"R13"	"C2"	"C7"
"40"	"R1"	"R16"	"C2"	"C7"
"41"	"R1"	"R17"	"C2"	"C7"
"42"	"R7"	"R8"	"C2"	"C10"
"43"	"R7"	"R8"	"C2"	"C11"
"44"	"R11"	"R12"	"C2"	"C3"
"45"	"R11"	"R13"	"C2"	"C3"
"46"	"R11"	"R16"	"C2"	"C3"
"47"	"R11"	"R17"	"C2"	"C3"
"48"	"R11"	"R12"	"C2"	"C4"
"49"	"R11"	"R13"	"C2"	"C4"
"50"	"R11"	"R16"	"C2"	"C4"
"51"	"R11"	"R17"	"C2"	"C4"
"52"	"R11"	"R12"	"C2"	"C5"
"53"	"R11"	"R13"	"C2"	"C5"
"54"	"R11"	"R16"	"C2"	"C5"
"55"	"R11"	"R17"	"C2"	"C5"
"56"	"R11"	"R12"	"C2"	"C6"
"57"	"R11"	"R13"	"C2"	"C6"
"58"	"R11"	"R16"	"C2"	"C6"
"59"	"R11"	"R17"	"C2"	"C6"
"60"	"R11"	"R12"	"C2"	"C7"
"61"	"R11"	"R13"	"C2"	"C7"
"62"	"R11"	"R16"	"C2"	"C7"
"63"	"R11"	"R17"	"C2"	"C7"
"64"	"R12"	"R13"	"C2"	"C3"
"65"	"R12"	"R16"	"C2"	"C3"
"66"	"R12"	"R17"	"C2"	"C3"
"67"	"R12"	"R13"	"C2"	"C4"
"68"	"R12"	"R16"	"C2"	"C4"
"69"	"R12"	"R17"	"C2"	"C4"
"70"	"R12"	"R13"	"C2"	"C5"
"71"	"R12"	"R16"	"C2"	"C5"
"72"	"R12"	"R17"	"C2"	"C5"
"73"	"R12"	"R13"	"C2"	"C6"
"74"	"R12"	"R16"	"C2"	"C6"
"75"	"R12"	"R17"	"C2"	"C6"
"76"	"R12"	"R13"	"C2"	"C7"
"77"	"R12"	"R16"	"C2"	"C7"
"78"	"R12"	"R17"	"C2"	"C7"
"79"	"R13"	"R16"	"C2"	"C3"
"80"	"R13"	"R17"	"C2"	"C3"
"81"	"R13"	"R16"	"C2"	"C4"
"82"	"R13"	"R17"	"C2"	"C4"
"83"	"R13"	"R16"	"C2"	"C5"
