"R1"	"R2"	"C1"	"C2"
"1"	"Byrsonima_orbignyana"	"Genipa_americana"	"Aburria_pipile"	"Cerdocyon_thous"
"2"	"Byrsonima_orbignyana"	"Genipa_americana"	"Aburria_pipile"	"Crax_fasciolata"
"3"	"Byrsonima_orbignyana"	"Protium_heptaphyllum"	"Aburria_pipile"	"Dasyprocta_sp."
"4"	"Byrsonima_orbignyana"	"Genipa_americana"	"Aburria_pipile"	"Euphractus_sexcintus"
"5"	"Byrsonima_orbignyana"	"Genipa_americana"	"Aburria_pipile"	"Geochelone_carbonaria"
"6"	"Byrsonima_orbignyana"	"Protium_heptaphyllum"	"Aburria_pipile"	"Geochelone_carbonaria"
"7"	"Byrsonima_orbignyana"	"Genipa_americana"	"Aburria_pipile"	"Mazama_sp."
"8"	"Byrsonima_orbignyana"	"Ficus_pertusa"	"Aburria_pipile"	"Nasua_nasua"
"9"	"Byrsonima_orbignyana"	"Genipa_americana"	"Aburria_pipile"	"Nasua_nasua"
"10"	"Byrsonima_orbignyana"	"Cecropia_pachystachia"	"Aburria_pipile"	"Ortalis_canicollis"
"11"	"Byrsonima_orbignyana"	"Doliocarpus_dentatus"	"Aburria_pipile"	"Ortalis_canicollis"
"12"	"Byrsonima_orbignyana"	"Ficus_pertusa"	"Aburria_pipile"	"Ortalis_canicollis"
"13"	"Byrsonima_orbignyana"	"Genipa_americana"	"Aburria_pipile"	"Ortalis_canicollis"
"14"	"Byrsonima_orbignyana"	"Ocotea_diospyrifolia"	"Aburria_pipile"	"Ortalis_canicollis"
"15"	"Byrsonima_orbignyana"	"Protium_heptaphyllum"	"Aburria_pipile"	"Ortalis_canicollis"
"16"	"Byrsonima_orbignyana"	"Ficus_pertusa"	"Aburria_pipile"	"Rhea_americana"
"17"	"Byrsonima_orbignyana"	"Ficus_pertusa"	"Aburria_pipile"	"Sus_scrofa"
"18"	"Byrsonima_orbignyana"	"Genipa_americana"	"Aburria_pipile"	"Sus_scrofa"
"19"	"Cecropia_pachystachia"	"Ficus_pertusa"	"Aburria_pipile"	"Brotogeris_versicolurus"
"20"	"Cecropia_pachystachia"	"Doliocarpus_dentatus"	"Aburria_pipile"	"Columba_sp."
"21"	"Cecropia_pachystachia"	"Doliocarpus_dentatus"	"Aburria_pipile"	"Cyanocorax_chrysops"
"22"	"Cecropia_pachystachia"	"Doliocarpus_dentatus"	"Aburria_pipile"	"Cyanocorax_cyanomelas"
"23"	"Cecropia_pachystachia"	"Ficus_pertusa"	"Aburria_pipile"	"Cyanocorax_cyanomelas"
"24"	"Cecropia_pachystachia"	"Genipa_americana"	"Aburria_pipile"	"Cyanocorax_cyanomelas"
"25"	"Cecropia_pachystachia"	"Protium_heptaphyllum"	"Aburria_pipile"	"Cyanocorax_cyanomelas"
"26"	"Cecropia_pachystachia"	"Doliocarpus_dentatus"	"Aburria_pipile"	"Ortalis_canicollis"
"27"	"Cecropia_pachystachia"	"Ficus_pertusa"	"Aburria_pipile"	"Ortalis_canicollis"
"28"	"Cecropia_pachystachia"	"Genipa_americana"	"Aburria_pipile"	"Ortalis_canicollis"
"29"	"Cecropia_pachystachia"	"Ocotea_diospyrifolia"	"Aburria_pipile"	"Ortalis_canicollis"
"30"	"Cecropia_pachystachia"	"Protium_heptaphyllum"	"Aburria_pipile"	"Ortalis_canicollis"
"31"	"Cecropia_pachystachia"	"Doliocarpus_dentatus"	"Aburria_pipile"	"Psarocolius_decumanus"
"32"	"Cecropia_pachystachia"	"Ficus_pertusa"	"Aburria_pipile"	"Psarocolius_decumanus"
"33"	"Cecropia_pachystachia"	"Protium_heptaphyllum"	"Aburria_pipile"	"Psarocolius_decumanus"
"34"	"Cecropia_pachystachia"	"Ficus_pertusa"	"Aburria_pipile"	"Pteroglossus_castanotis"
"35"	"Cecropia_pachystachia"	"Genipa_americana"	"Aburria_pipile"	"Pteroglossus_castanotis"
"36"	"Cecropia_pachystachia"	"Ocotea_diospyrifolia"	"Aburria_pipile"	"Pteroglossus_castanotis"
"37"	"Cecropia_pachystachia"	"Ficus_pertusa"	"Aburria_pipile"	"Ramphastos_toco"
"38"	"Cecropia_pachystachia"	"Genipa_americana"	"Aburria_pipile"	"Ramphastos_toco"
"39"	"Cecropia_pachystachia"	"Ocotea_diospyrifolia"	"Aburria_pipile"	"Ramphastos_toco"
"40"	"Cecropia_pachystachia"	"Protium_heptaphyllum"	"Aburria_pipile"	"Ramphastos_toco"
"41"	"Doliocarpus_dentatus"	"Ficus_pertusa"	"Aburria_pipile"	"Cyanocorax_cyanomelas"
"42"	"Doliocarpus_dentatus"	"Genipa_americana"	"Aburria_pipile"	"Cyanocorax_cyanomelas"
"43"	"Doliocarpus_dentatus"	"Protium_heptaphyllum"	"Aburria_pipile"	"Cyanocorax_cyanomelas"
"44"	"Doliocarpus_dentatus"	"Ficus_pertusa"	"Aburria_pipile"	"Ortalis_canicollis"
"45"	"Doliocarpus_dentatus"	"Genipa_americana"	"Aburria_pipile"	"Ortalis_canicollis"
"46"	"Doliocarpus_dentatus"	"Ocotea_diospyrifolia"	"Aburria_pipile"	"Ortalis_canicollis"
"47"	"Doliocarpus_dentatus"	"Protium_heptaphyllum"	"Aburria_pipile"	"Ortalis_canicollis"
"48"	"Doliocarpus_dentatus"	"Genipa_americana"	"Aburria_pipile"	"Pitangus_sulphuratus"
"49"	"Doliocarpus_dentatus"	"Ocotea_diospyrifolia"	"Aburria_pipile"	"Pitangus_sulphuratus"
"50"	"Doliocarpus_dentatus"	"Ficus_pertusa"	"Aburria_pipile"	"Psarocolius_decumanus"
"51"	"Doliocarpus_dentatus"	"Protium_heptaphyllum"	"Aburria_pipile"	"Psarocolius_decumanus"
"52"	"Doliocarpus_dentatus"	"Ficus_pertusa"	"Aburria_pipile"	"Ramphocelus_carbo"
"53"	"Doliocarpus_dentatus"	"Genipa_americana"	"Aburria_pipile"	"Ramphocelus_carbo"
"54"	"Doliocarpus_dentatus"	"Protium_heptaphyllum"	"Aburria_pipile"	"Ramphocelus_carbo"
"55"	"Doliocarpus_dentatus"	"Ocotea_diospyrifolia"	"Aburria_pipile"	"Trogon_curucui"
"56"	"Ficus_pertusa"	"Genipa_americana"	"Aburria_pipile"	"Cyanocorax_cyanomelas"
"57"	"Ficus_pertusa"	"Protium_heptaphyllum"	"Aburria_pipile"	"Cyanocorax_cyanomelas"
"58"	"Ficus_pertusa"	"Genipa_americana"	"Aburria_pipile"	"Nasua_nasua"
"59"	"Ficus_pertusa"	"Genipa_americana"	"Aburria_pipile"	"Ortalis_canicollis"
"60"	"Ficus_pertusa"	"Ocotea_diospyrifolia"	"Aburria_pipile"	"Ortalis_canicollis"
"61"	"Ficus_pertusa"	"Protium_heptaphyllum"	"Aburria_pipile"	"Ortalis_canicollis"
"62"	"Ficus_pertusa"	"Protium_heptaphyllum"	"Aburria_pipile"	"Psarocolius_decumanus"
"63"	"Ficus_pertusa"	"Genipa_americana"	"Aburria_pipile"	"Pteroglossus_castanotis"
"64"	"Ficus_pertusa"	"Ocotea_diospyrifolia"	"Aburria_pipile"	"Pteroglossus_castanotis"
"65"	"Ficus_pertusa"	"Genipa_americana"	"Aburria_pipile"	"Ramphastos_toco"
"66"	"Ficus_pertusa"	"Ocotea_diospyrifolia"	"Aburria_pipile"	"Ramphastos_toco"
"67"	"Ficus_pertusa"	"Protium_heptaphyllum"	"Aburria_pipile"	"Ramphastos_toco"
"68"	"Ficus_pertusa"	"Genipa_americana"	"Aburria_pipile"	"Ramphocelus_carbo"
"69"	"Ficus_pertusa"	"Protium_heptaphyllum"	"Aburria_pipile"	"Ramphocelus_carbo"
"70"	"Ficus_pertusa"	"Genipa_americana"	"Aburria_pipile"	"Sus_scrofa"
"71"	"Genipa_americana"	"Protium_heptaphyllum"	"Aburria_pipile"	"Cyanocorax_cyanomelas"
"72"	"Genipa_americana"	"Protium_heptaphyllum"	"Aburria_pipile"	"Geochelone_carbonaria"
"73"	"Genipa_americana"	"Ocotea_diospyrifolia"	"Aburria_pipile"	"Ortalis_canicollis"
"74"	"Genipa_americana"	"Protium_heptaphyllum"	"Aburria_pipile"	"Ortalis_canicollis"
"75"	"Genipa_americana"	"Ocotea_diospyrifolia"	"Aburria_pipile"	"Pitangus_sulphuratus"
"76"	"Genipa_americana"	"Ocotea_diospyrifolia"	"Aburria_pipile"	"Pteroglossus_castanotis"
"77"	"Genipa_americana"	"Ocotea_diospyrifolia"	"Aburria_pipile"	"Ramphastos_toco"
"78"	"Genipa_americana"	"Protium_heptaphyllum"	"Aburria_pipile"	"Ramphastos_toco"
"79"	"Genipa_americana"	"Protium_heptaphyllum"	"Aburria_pipile"	"Ramphocelus_carbo"
"80"	"Ocotea_diospyrifolia"	"Protium_heptaphyllum"	"Aburria_pipile"	"Ortalis_canicollis"
"81"	"Ocotea_diospyrifolia"	"Protium_heptaphyllum"	"Aburria_pipile"	"Ramphastos_toco"
"82"	"Dulacia_egleri"	"Enterolobium_contortisiliquum"	"Agouti_paca"	"Dasyprocta_sp."
"83"	"Dulacia_egleri"	"Melicoccus_lepidopetalus"	"Agouti_paca"	"Dasyprocta_sp."
"84"	"Enterolobium_contortisiliquum"	"Melicoccus_lepidopetalus"	"Agouti_paca"	"Dasyprocta_sp."
"85"	"Enterolobium_contortisiliquum"	"Melicoccus_lepidopetalus"	"Agouti_paca"	"Pecari_tajacu"
"86"	"Enterolobium_contortisiliquum"	"Melicoccus_lepidopetalus"	"Agouti_paca"	"Tayassu_pecari"
"87"	"Genipa_americana"	"Vitex_cymosa"	"Alouatta_caraya"	"Geochelone_carbonaria"
"88"	"Genipa_americana"	"Melicoccus_lepidopetalus"	"Alouatta_caraya"	"Nasua_nasua"
"89"	"Genipa_americana"	"Vitex_cymosa"	"Alouatta_caraya"	"Nasua_nasua"
"90"	"Genipa_americana"	"Melicoccus_lepidopetalus"	"Alouatta_caraya"	"Sus_scrofa"
"91"	"Genipa_americana"	"Vitex_cymosa"	"Alouatta_caraya"	"Sus_scrofa"
"92"	"Melicoccus_lepidopetalus"	"Vitex_cymosa"	"Alouatta_caraya"	"Dasyprocta_sp."
"93"	"Melicoccus_lepidopetalus"	"Vitex_cymosa"	"Alouatta_caraya"	"Nasua_nasua"
"94"	"Melicoccus_lepidopetalus"	"Vitex_cymosa"	"Alouatta_caraya"	"Sus_scrofa"
"95"	"Melicoccus_lepidopetalus"	"Vitex_cymosa"	"Alouatta_caraya"	"Tapirus_terrestris"
"96"	"Melicoccus_lepidopetalus"	"Vitex_cymosa"	"Alouatta_caraya"	"Tayassu_pecari"
"97"	"Ficus_pertusa"	"Zanthoxyllum_rigidum"	"Aratinga_aurea"	"Ortalis_canicollis"
"98"	"Cecropia_pachystachia"	"Ficus_pertusa"	"Brotogeris_versicolurus"	"Cyanocorax_cyanomelas"
"99"	"Cecropia_pachystachia"	"Ficus_pertusa"	"Brotogeris_versicolurus"	"Ortalis_canicollis"
"100"	"Cecropia_pachystachia"	"Ficus_pertusa"	"Brotogeris_versicolurus"	"Psarocolius_decumanus"
"101"	"Cecropia_pachystachia"	"Ficus_pertusa"	"Brotogeris_versicolurus"	"Pteroglossus_castanotis"
"102"	"Cecropia_pachystachia"	"Ficus_pertusa"	"Brotogeris_versicolurus"	"Ramphastos_toco"
"103"	"Agonandra_brasiliensis"	"Byrsonima_orbignyana"	"Cerdocyon_thous"	"Euphractus_sexcintus"
"104"	"Agonandra_brasiliensis"	"Genipa_americana"	"Cerdocyon_thous"	"Euphractus_sexcintus"
"105"	"Agonandra_brasiliensis"	"Hancornia_speciosa"	"Cerdocyon_thous"	"Euphractus_sexcintus"
"106"	"Agonandra_brasiliensis"	"Alibertia_sessilis"	"Cerdocyon_thous"	"Geochelone_carbonaria"
"107"	"Agonandra_brasiliensis"	"Anonna_dioica"	"Cerdocyon_thous"	"Geochelone_carbonaria"
"108"	"Agonandra_brasiliensis"	"Byrsonima_orbignyana"	"Cerdocyon_thous"	"Geochelone_carbonaria"
"109"	"Agonandra_brasiliensis"	"Genipa_americana"	"Cerdocyon_thous"	"Geochelone_carbonaria"
"110"	"Agonandra_brasiliensis"	"Hancornia_speciosa"	"Cerdocyon_thous"	"Geochelone_carbonaria"
"111"	"Agonandra_brasiliensis"	"Psidium_nutans"	"Cerdocyon_thous"	"Geochelone_carbonaria"
"112"	"Agonandra_brasiliensis"	"Byrsonima_orbignyana"	"Cerdocyon_thous"	"Nasua_nasua"
"113"	"Agonandra_brasiliensis"	"Couepia_uiti"	"Cerdocyon_thous"	"Nasua_nasua"
"114"	"Agonandra_brasiliensis"	"Genipa_americana"	"Cerdocyon_thous"	"Nasua_nasua"
"115"	"Agonandra_brasiliensis"	"Guazuma_ulmifolia"	"Cerdocyon_thous"	"Nasua_nasua"
"116"	"Agonandra_brasiliensis"	"Hancornia_speciosa"	"Cerdocyon_thous"	"Nasua_nasua"
"117"	"Agonandra_brasiliensis"	"Psidium_nutans"	"Cerdocyon_thous"	"Nasua_nasua"
"118"	"Agonandra_brasiliensis"	"Byrsonima_orbignyana"	"Cerdocyon_thous"	"Rhea_americana"
"119"	"Agonandra_brasiliensis"	"Hancornia_speciosa"	"Cerdocyon_thous"	"Rhea_americana"
"120"	"Agonandra_brasiliensis"	"Psidium_nutans"	"Cerdocyon_thous"	"Rhea_americana"
