"R1"	"R2"	"C1"	"C2"
"1"	"R2"	"R4"	"C1"	"C3"
"2"	"R2"	"R5"	"C1"	"C3"
"3"	"R2"	"R6"	"C1"	"C3"
"4"	"R2"	"R4"	"C1"	"C4"
"5"	"R2"	"R5"	"C1"	"C4"
"6"	"R2"	"R6"	"C1"	"C4"
"7"	"R2"	"R4"	"C1"	"C6"
"8"	"R2"	"R6"	"C1"	"C6"
"9"	"R4"	"R5"	"C1"	"C3"
"10"	"R4"	"R6"	"C1"	"C3"
"11"	"R4"	"R5"	"C1"	"C4"
"12"	"R4"	"R6"	"C1"	"C4"
"13"	"R4"	"R6"	"C1"	"C6"
"14"	"R5"	"R6"	"C1"	"C2"
"15"	"R5"	"R6"	"C1"	"C3"
"16"	"R5"	"R6"	"C1"	"C4"
"17"	"R1"	"R5"	"C2"	"C4"
"18"	"R1"	"R6"	"C2"	"C4"
"19"	"R1"	"R6"	"C2"	"C6"
"20"	"R5"	"R6"	"C2"	"C3"
"21"	"R5"	"R7"	"C2"	"C3"
"22"	"R5"	"R6"	"C2"	"C4"
"23"	"R5"	"R7"	"C2"	"C5"
"24"	"R6"	"R7"	"C2"	"C3"
"25"	"R2"	"R4"	"C3"	"C4"
"26"	"R2"	"R5"	"C3"	"C4"
"27"	"R2"	"R6"	"C3"	"C4"
"28"	"R2"	"R4"	"C3"	"C6"
"29"	"R2"	"R6"	"C3"	"C6"
"30"	"R4"	"R5"	"C3"	"C4"
"31"	"R4"	"R6"	"C3"	"C4"
"32"	"R4"	"R6"	"C3"	"C6"
"33"	"R5"	"R6"	"C3"	"C4"
"34"	"R5"	"R7"	"C3"	"C5"
"35"	"R1"	"R2"	"C4"	"C6"
"36"	"R1"	"R4"	"C4"	"C6"
"37"	"R1"	"R6"	"C4"	"C6"
"38"	"R2"	"R4"	"C4"	"C6"
"39"	"R2"	"R6"	"C4"	"C6"
"40"	"R4"	"R6"	"C4"	"C6"
