"R1"	"R2"	"C1"	"C2"
"1"	"R1"	"R2"	"C1"	"C2"
"2"	"R1"	"R5"	"C1"	"C2"
"3"	"R1"	"R6"	"C1"	"C2"
"4"	"R1"	"R12"	"C1"	"C2"
"5"	"R1"	"R13"	"C1"	"C2"
"6"	"R1"	"R14"	"C1"	"C2"
"7"	"R1"	"R17"	"C1"	"C2"
"8"	"R1"	"R18"	"C1"	"C2"
"9"	"R1"	"R20"	"C1"	"C2"
"10"	"R1"	"R21"	"C1"	"C2"
"11"	"R1"	"R24"	"C1"	"C2"
"12"	"R1"	"R25"	"C1"	"C2"
"13"	"R1"	"R26"	"C1"	"C2"
"14"	"R1"	"R27"	"C1"	"C2"
"15"	"R1"	"R29"	"C1"	"C2"
"16"	"R1"	"R34"	"C1"	"C2"
"17"	"R1"	"R35"	"C1"	"C2"
"18"	"R1"	"R36"	"C1"	"C2"
"19"	"R1"	"R38"	"C1"	"C2"
"20"	"R1"	"R39"	"C1"	"C2"
"21"	"R1"	"R42"	"C1"	"C2"
"22"	"R1"	"R43"	"C1"	"C2"
"23"	"R1"	"R44"	"C1"	"C2"
"24"	"R1"	"R49"	"C1"	"C2"
"25"	"R1"	"R51"	"C1"	"C2"
"26"	"R1"	"R53"	"C1"	"C2"
"27"	"R1"	"R54"	"C1"	"C2"
"28"	"R1"	"R57"	"C1"	"C2"
"29"	"R1"	"R58"	"C1"	"C2"
"30"	"R1"	"R59"	"C1"	"C2"
"31"	"R1"	"R2"	"C1"	"C3"
"32"	"R1"	"R5"	"C1"	"C3"
"33"	"R1"	"R6"	"C1"	"C3"
"34"	"R1"	"R12"	"C1"	"C3"
"35"	"R1"	"R13"	"C1"	"C3"
"36"	"R1"	"R14"	"C1"	"C3"
"37"	"R1"	"R17"	"C1"	"C3"
"38"	"R1"	"R18"	"C1"	"C3"
"39"	"R1"	"R20"	"C1"	"C3"
"40"	"R1"	"R21"	"C1"	"C3"
"41"	"R1"	"R24"	"C1"	"C3"
"42"	"R1"	"R25"	"C1"	"C3"
"43"	"R1"	"R26"	"C1"	"C3"
"44"	"R1"	"R27"	"C1"	"C3"
"45"	"R1"	"R29"	"C1"	"C3"
"46"	"R1"	"R34"	"C1"	"C3"
"47"	"R1"	"R35"	"C1"	"C3"
"48"	"R1"	"R36"	"C1"	"C3"
"49"	"R1"	"R38"	"C1"	"C3"
"50"	"R1"	"R39"	"C1"	"C3"
"51"	"R1"	"R42"	"C1"	"C3"
"52"	"R1"	"R43"	"C1"	"C3"
"53"	"R1"	"R44"	"C1"	"C3"
"54"	"R1"	"R49"	"C1"	"C3"
"55"	"R1"	"R51"	"C1"	"C3"
"56"	"R1"	"R53"	"C1"	"C3"
"57"	"R1"	"R54"	"C1"	"C3"
"58"	"R1"	"R57"	"C1"	"C3"
"59"	"R1"	"R58"	"C1"	"C3"
"60"	"R1"	"R59"	"C1"	"C3"
"61"	"R1"	"R2"	"C1"	"C5"
"62"	"R1"	"R5"	"C1"	"C5"
"63"	"R1"	"R6"	"C1"	"C5"
"64"	"R1"	"R12"	"C1"	"C5"
"65"	"R1"	"R13"	"C1"	"C5"
"66"	"R1"	"R14"	"C1"	"C5"
"67"	"R1"	"R17"	"C1"	"C5"
"68"	"R1"	"R18"	"C1"	"C5"
"69"	"R1"	"R21"	"C1"	"C5"
"70"	"R1"	"R24"	"C1"	"C5"
"71"	"R1"	"R26"	"C1"	"C5"
"72"	"R1"	"R27"	"C1"	"C5"
"73"	"R1"	"R29"	"C1"	"C5"
"74"	"R1"	"R34"	"C1"	"C5"
"75"	"R1"	"R35"	"C1"	"C5"
"76"	"R1"	"R36"	"C1"	"C5"
"77"	"R1"	"R42"	"C1"	"C5"
"78"	"R1"	"R44"	"C1"	"C5"
"79"	"R1"	"R51"	"C1"	"C5"
"80"	"R1"	"R53"	"C1"	"C5"
"81"	"R1"	"R54"	"C1"	"C5"
"82"	"R1"	"R57"	"C1"	"C5"
"83"	"R1"	"R58"	"C1"	"C5"
"84"	"R1"	"R59"	"C1"	"C5"
"85"	"R1"	"R2"	"C1"	"C6"
"86"	"R1"	"R6"	"C1"	"C6"
"87"	"R1"	"R12"	"C1"	"C6"
"88"	"R1"	"R13"	"C1"	"C6"
"89"	"R1"	"R14"	"C1"	"C6"
"90"	"R1"	"R17"	"C1"	"C6"
"91"	"R1"	"R18"	"C1"	"C6"
"92"	"R1"	"R20"	"C1"	"C6"
"93"	"R1"	"R21"	"C1"	"C6"
"94"	"R1"	"R26"	"C1"	"C6"
"95"	"R1"	"R27"	"C1"	"C6"
"96"	"R1"	"R29"	"C1"	"C6"
"97"	"R1"	"R34"	"C1"	"C6"
"98"	"R1"	"R35"	"C1"	"C6"
"99"	"R1"	"R36"	"C1"	"C6"
"100"	"R1"	"R42"	"C1"	"C6"
"101"	"R1"	"R44"	"C1"	"C6"
"102"	"R1"	"R51"	"C1"	"C6"
"103"	"R1"	"R53"	"C1"	"C6"
"104"	"R1"	"R54"	"C1"	"C6"
"105"	"R1"	"R57"	"C1"	"C6"
"106"	"R1"	"R58"	"C1"	"C6"
"107"	"R1"	"R59"	"C1"	"C6"
"108"	"R2"	"R5"	"C1"	"C2"
"109"	"R2"	"R6"	"C1"	"C2"
"110"	"R2"	"R12"	"C1"	"C2"
"111"	"R2"	"R13"	"C1"	"C2"
"112"	"R2"	"R14"	"C1"	"C2"
"113"	"R2"	"R17"	"C1"	"C2"
"114"	"R2"	"R18"	"C1"	"C2"
"115"	"R2"	"R20"	"C1"	"C2"
"116"	"R2"	"R21"	"C1"	"C2"
"117"	"R2"	"R24"	"C1"	"C2"
"118"	"R2"	"R25"	"C1"	"C2"
"119"	"R2"	"R26"	"C1"	"C2"
"120"	"R2"	"R27"	"C1"	"C2"
"121"	"R2"	"R29"	"C1"	"C2"
"122"	"R2"	"R34"	"C1"	"C2"
"123"	"R2"	"R35"	"C1"	"C2"
"124"	"R2"	"R36"	"C1"	"C2"
"125"	"R2"	"R38"	"C1"	"C2"
"126"	"R2"	"R39"	"C1"	"C2"
"127"	"R2"	"R42"	"C1"	"C2"
"128"	"R2"	"R43"	"C1"	"C2"
"129"	"R2"	"R44"	"C1"	"C2"
"130"	"R2"	"R49"	"C1"	"C2"
"131"	"R2"	"R51"	"C1"	"C2"
