"R1"	"R2"	"C1"	"C2"
"1"	"R1"	"R2"	"C1"	"C2"
"2"	"R1"	"R4"	"C1"	"C2"
"3"	"R1"	"R6"	"C1"	"C2"
"4"	"R1"	"R2"	"C1"	"C3"
"5"	"R1"	"R4"	"C1"	"C3"
"6"	"R1"	"R6"	"C1"	"C3"
"7"	"R1"	"R2"	"C1"	"C4"
"8"	"R1"	"R4"	"C1"	"C4"
"9"	"R2"	"R4"	"C1"	"C2"
"10"	"R2"	"R6"	"C1"	"C2"
"11"	"R2"	"R4"	"C1"	"C3"
"12"	"R2"	"R6"	"C1"	"C3"
"13"	"R2"	"R4"	"C1"	"C4"
"14"	"R4"	"R6"	"C1"	"C2"
"15"	"R4"	"R6"	"C1"	"C3"
"16"	"R1"	"R2"	"C2"	"C3"
"17"	"R1"	"R3"	"C2"	"C3"
"18"	"R1"	"R4"	"C2"	"C3"
"19"	"R1"	"R6"	"C2"	"C3"
"20"	"R1"	"R2"	"C2"	"C4"
"21"	"R1"	"R3"	"C2"	"C4"
"22"	"R1"	"R4"	"C2"	"C4"
"23"	"R2"	"R3"	"C2"	"C3"
"24"	"R2"	"R4"	"C2"	"C3"
"25"	"R2"	"R6"	"C2"	"C3"
"26"	"R2"	"R3"	"C2"	"C4"
"27"	"R2"	"R4"	"C2"	"C4"
"28"	"R3"	"R4"	"C2"	"C3"
"29"	"R3"	"R6"	"C2"	"C3"
"30"	"R3"	"R4"	"C2"	"C4"
"31"	"R4"	"R6"	"C2"	"C3"
"32"	"R1"	"R2"	"C3"	"C4"
"33"	"R1"	"R3"	"C3"	"C4"
"34"	"R1"	"R4"	"C3"	"C4"
"35"	"R1"	"R5"	"C3"	"C4"
"36"	"R2"	"R3"	"C3"	"C4"
"37"	"R2"	"R4"	"C3"	"C4"
"38"	"R2"	"R5"	"C3"	"C4"
"39"	"R3"	"R4"	"C3"	"C4"
"40"	"R3"	"R5"	"C3"	"C4"
"41"	"R4"	"R5"	"C3"	"C4"
