"R1"	"R2"	"C1"	"C2"
"1"	"R17"	"R20"	"C1"	"C2"
"2"	"R17"	"R22"	"C1"	"C2"
"3"	"R17"	"R25"	"C1"	"C2"
"4"	"R17"	"R31"	"C1"	"C2"
"5"	"R17"	"R32"	"C1"	"C2"
"6"	"R17"	"R37"	"C1"	"C2"
"7"	"R17"	"R38"	"C1"	"C2"
"8"	"R17"	"R42"	"C1"	"C2"
"9"	"R17"	"R43"	"C1"	"C2"
"10"	"R17"	"R49"	"C1"	"C2"
"11"	"R20"	"R22"	"C1"	"C2"
"12"	"R20"	"R25"	"C1"	"C2"
"13"	"R20"	"R31"	"C1"	"C2"
"14"	"R20"	"R32"	"C1"	"C2"
"15"	"R20"	"R37"	"C1"	"C2"
"16"	"R20"	"R38"	"C1"	"C2"
"17"	"R20"	"R42"	"C1"	"C2"
"18"	"R20"	"R43"	"C1"	"C2"
"19"	"R20"	"R49"	"C1"	"C2"
"20"	"R22"	"R25"	"C1"	"C2"
"21"	"R22"	"R31"	"C1"	"C2"
"22"	"R22"	"R32"	"C1"	"C2"
"23"	"R22"	"R37"	"C1"	"C2"
"24"	"R22"	"R38"	"C1"	"C2"
"25"	"R22"	"R42"	"C1"	"C2"
"26"	"R22"	"R43"	"C1"	"C2"
"27"	"R22"	"R49"	"C1"	"C2"
"28"	"R25"	"R31"	"C1"	"C2"
"29"	"R25"	"R32"	"C1"	"C2"
"30"	"R25"	"R37"	"C1"	"C2"
"31"	"R25"	"R38"	"C1"	"C2"
"32"	"R25"	"R42"	"C1"	"C2"
"33"	"R25"	"R43"	"C1"	"C2"
"34"	"R25"	"R49"	"C1"	"C2"
"35"	"R31"	"R32"	"C1"	"C2"
"36"	"R31"	"R37"	"C1"	"C2"
"37"	"R31"	"R38"	"C1"	"C2"
"38"	"R31"	"R42"	"C1"	"C2"
"39"	"R31"	"R43"	"C1"	"C2"
"40"	"R31"	"R49"	"C1"	"C2"
"41"	"R32"	"R37"	"C1"	"C2"
"42"	"R32"	"R38"	"C1"	"C2"
"43"	"R32"	"R42"	"C1"	"C2"
"44"	"R32"	"R43"	"C1"	"C2"
"45"	"R32"	"R49"	"C1"	"C2"
"46"	"R37"	"R38"	"C1"	"C2"
"47"	"R37"	"R42"	"C1"	"C2"
"48"	"R37"	"R43"	"C1"	"C2"
"49"	"R37"	"R49"	"C1"	"C2"
"50"	"R38"	"R42"	"C1"	"C2"
"51"	"R38"	"R43"	"C1"	"C2"
"52"	"R38"	"R49"	"C1"	"C2"
"53"	"R42"	"R43"	"C1"	"C2"
"54"	"R42"	"R49"	"C1"	"C2"
"55"	"R43"	"R49"	"C1"	"C2"
