"R1"	"R2"	"C1"	"C2"
"1"	"R1"	"R5"	"C2"	"C3"
"2"	"R1"	"R2"	"C2"	"C8"
"3"	"R1"	"R2"	"C2"	"C11"
"4"	"R1"	"R3"	"C2"	"C11"
"5"	"R1"	"R4"	"C2"	"C11"
"6"	"R1"	"R5"	"C2"	"C11"
"7"	"R1"	"R2"	"C2"	"C12"
"8"	"R1"	"R2"	"C2"	"C13"
"9"	"R1"	"R2"	"C2"	"C15"
"10"	"R1"	"R3"	"C2"	"C15"
"11"	"R1"	"R4"	"C2"	"C15"
"12"	"R1"	"R5"	"C2"	"C15"
"13"	"R1"	"R5"	"C2"	"C16"
"14"	"R1"	"R2"	"C2"	"C17"
"15"	"R1"	"R3"	"C2"	"C17"
"16"	"R1"	"R4"	"C2"	"C17"
"17"	"R1"	"R5"	"C2"	"C17"
"18"	"R2"	"R3"	"C2"	"C11"
"19"	"R2"	"R4"	"C2"	"C11"
"20"	"R2"	"R5"	"C2"	"C11"
"21"	"R2"	"R3"	"C2"	"C15"
"22"	"R2"	"R4"	"C2"	"C15"
"23"	"R2"	"R5"	"C2"	"C15"
"24"	"R2"	"R3"	"C2"	"C17"
"25"	"R2"	"R4"	"C2"	"C17"
"26"	"R2"	"R5"	"C2"	"C17"
"27"	"R3"	"R4"	"C2"	"C6"
"28"	"R3"	"R4"	"C2"	"C11"
"29"	"R3"	"R5"	"C2"	"C11"
"30"	"R3"	"R4"	"C2"	"C15"
"31"	"R3"	"R5"	"C2"	"C15"
"32"	"R3"	"R4"	"C2"	"C17"
"33"	"R3"	"R5"	"C2"	"C17"
"34"	"R4"	"R5"	"C2"	"C11"
"35"	"R4"	"R5"	"C2"	"C15"
"36"	"R4"	"R5"	"C2"	"C17"
"37"	"R1"	"R5"	"C3"	"C11"
"38"	"R1"	"R5"	"C3"	"C15"
"39"	"R1"	"R5"	"C3"	"C16"
"40"	"R1"	"R5"	"C3"	"C17"
"41"	"R3"	"R4"	"C6"	"C11"
"42"	"R3"	"R4"	"C6"	"C15"
"43"	"R3"	"R4"	"C6"	"C17"
"44"	"R1"	"R2"	"C8"	"C11"
"45"	"R1"	"R2"	"C8"	"C12"
"46"	"R1"	"R2"	"C8"	"C13"
"47"	"R1"	"R2"	"C8"	"C15"
"48"	"R1"	"R2"	"C8"	"C17"
"49"	"R1"	"R2"	"C11"	"C12"
"50"	"R1"	"R2"	"C11"	"C13"
"51"	"R1"	"R2"	"C11"	"C15"
"52"	"R1"	"R3"	"C11"	"C15"
"53"	"R1"	"R4"	"C11"	"C15"
"54"	"R1"	"R5"	"C11"	"C15"
"55"	"R1"	"R5"	"C11"	"C16"
"56"	"R1"	"R2"	"C11"	"C17"
"57"	"R1"	"R3"	"C11"	"C17"
"58"	"R1"	"R4"	"C11"	"C17"
"59"	"R1"	"R5"	"C11"	"C17"
"60"	"R2"	"R3"	"C11"	"C15"
"61"	"R2"	"R4"	"C11"	"C15"
"62"	"R2"	"R5"	"C11"	"C15"
"63"	"R2"	"R3"	"C11"	"C17"
"64"	"R2"	"R4"	"C11"	"C17"
"65"	"R2"	"R5"	"C11"	"C17"
"66"	"R3"	"R4"	"C11"	"C15"
"67"	"R3"	"R5"	"C11"	"C15"
"68"	"R3"	"R4"	"C11"	"C17"
"69"	"R3"	"R5"	"C11"	"C17"
"70"	"R4"	"R5"	"C11"	"C15"
"71"	"R4"	"R5"	"C11"	"C17"
"72"	"R1"	"R2"	"C12"	"C13"
"73"	"R1"	"R2"	"C12"	"C15"
"74"	"R1"	"R2"	"C12"	"C17"
"75"	"R1"	"R2"	"C13"	"C15"
"76"	"R1"	"R2"	"C13"	"C17"
"77"	"R1"	"R5"	"C15"	"C16"
"78"	"R1"	"R2"	"C15"	"C17"
"79"	"R1"	"R3"	"C15"	"C17"
"80"	"R1"	"R4"	"C15"	"C17"
"81"	"R1"	"R5"	"C15"	"C17"
"82"	"R2"	"R3"	"C15"	"C17"
"83"	"R2"	"R4"	"C15"	"C17"
"84"	"R2"	"R5"	"C15"	"C17"
"85"	"R3"	"R4"	"C15"	"C17"
"86"	"R3"	"R5"	"C15"	"C17"
"87"	"R4"	"R5"	"C15"	"C17"
"88"	"R1"	"R5"	"C16"	"C17"
