"R1"	"R2"	"C1"	"C2"
"1"	"R1"	"R2"	"C1"	"C2"
"2"	"R1"	"R3"	"C1"	"C2"
"3"	"R1"	"R4"	"C1"	"C2"
"4"	"R1"	"R5"	"C1"	"C2"
"5"	"R1"	"R6"	"C1"	"C2"
"6"	"R1"	"R8"	"C1"	"C2"
"7"	"R2"	"R3"	"C1"	"C2"
"8"	"R2"	"R4"	"C1"	"C2"
"9"	"R2"	"R5"	"C1"	"C2"
"10"	"R2"	"R6"	"C1"	"C2"
"11"	"R2"	"R8"	"C1"	"C2"
"12"	"R3"	"R4"	"C1"	"C2"
"13"	"R3"	"R5"	"C1"	"C2"
"14"	"R3"	"R6"	"C1"	"C2"
"15"	"R3"	"R8"	"C1"	"C2"
"16"	"R4"	"R5"	"C1"	"C2"
"17"	"R4"	"R6"	"C1"	"C2"
"18"	"R4"	"R8"	"C1"	"C2"
"19"	"R5"	"R6"	"C1"	"C2"
"20"	"R5"	"R8"	"C1"	"C2"
"21"	"R6"	"R8"	"C1"	"C2"
