"R1"	"R2"	"C1"	"C2"
"1"	"Oecophylla_smaragdina"	"Crematogaster_fusca"	"Merremia_peltata"	"Flagellaria_indica"
"2"	"Oecophylla_smaragdina"	"Anonychomyrma_gilberti"	"Merremia_peltata"	"Flagellaria_indica"
"3"	"Oecophylla_smaragdina"	"Crematogaster_pythia"	"Merremia_peltata"	"Flagellaria_indica"
"4"	"Oecophylla_smaragdina"	"Polyrhachis_foreli"	"Merremia_peltata"	"Flagellaria_indica"
"5"	"Oecophylla_smaragdina"	"Technomyrmex_albipes_"	"Merremia_peltata"	"Flagellaria_indica"
"6"	"Oecophylla_smaragdina"	"Paratrechina_vaga"	"Merremia_peltata"	"Flagellaria_indica"
"7"	"Oecophylla_smaragdina"	"Pheidole_platypus"	"Merremia_peltata"	"Flagellaria_indica"
"8"	"Oecophylla_smaragdina"	"Monomorium_floricola"	"Merremia_peltata"	"Flagellaria_indica"
"9"	"Oecophylla_smaragdina"	"Camponotus_vitreus"	"Merremia_peltata"	"Flagellaria_indica"
"10"	"Oecophylla_smaragdina"	"Leptomyrmex_unicolor"	"Merremia_peltata"	"Flagellaria_indica"
"11"	"Oecophylla_smaragdina"	"Tetramorium_validiusculum"	"Merremia_peltata"	"Flagellaria_indica"
"12"	"Oecophylla_smaragdina"	"Rhoptromyrmex_wroughtonii"	"Merremia_peltata"	"Flagellaria_indica"
"13"	"Oecophylla_smaragdina"	"Polyrhachis_yorkana"	"Merremia_peltata"	"Flagellaria_indica"
"14"	"Oecophylla_smaragdina"	"Tapinoma_melanocephalum"	"Merremia_peltata"	"Flagellaria_indica"
"15"	"Oecophylla_smaragdina"	"Paratrechina_minutula"	"Merremia_peltata"	"Flagellaria_indica"
"16"	"Oecophylla_smaragdina"	"Pheidole_sp1_M_PA_004"	"Merremia_peltata"	"Flagellaria_indica"
"17"	"Oecophylla_smaragdina"	"Crematogaster_fusca"	"Merremia_peltata"	"Macaranga_involucrata_subsp._mallotoides"
"18"	"Oecophylla_smaragdina"	"Anonychomyrma_gilberti"	"Merremia_peltata"	"Macaranga_involucrata_subsp._mallotoides"
"19"	"Oecophylla_smaragdina"	"Crematogaster_pythia"	"Merremia_peltata"	"Macaranga_involucrata_subsp._mallotoides"
"20"	"Oecophylla_smaragdina"	"Polyrhachis_foreli"	"Merremia_peltata"	"Macaranga_involucrata_subsp._mallotoides"
"21"	"Oecophylla_smaragdina"	"Technomyrmex_albipes_"	"Merremia_peltata"	"Macaranga_involucrata_subsp._mallotoides"
"22"	"Oecophylla_smaragdina"	"Paratrechina_vaga"	"Merremia_peltata"	"Macaranga_involucrata_subsp._mallotoides"
"23"	"Oecophylla_smaragdina"	"Pheidole_platypus"	"Merremia_peltata"	"Macaranga_involucrata_subsp._mallotoides"
"24"	"Oecophylla_smaragdina"	"Monomorium_floricola"	"Merremia_peltata"	"Macaranga_involucrata_subsp._mallotoides"
"25"	"Oecophylla_smaragdina"	"Camponotus_vitreus"	"Merremia_peltata"	"Macaranga_involucrata_subsp._mallotoides"
"26"	"Oecophylla_smaragdina"	"Tetramorium_validiusculum"	"Merremia_peltata"	"Macaranga_involucrata_subsp._mallotoides"
"27"	"Oecophylla_smaragdina"	"Polyrhachis_sp1_M_PA_004"	"Merremia_peltata"	"Macaranga_involucrata_subsp._mallotoides"
"28"	"Oecophylla_smaragdina"	"Turneria_bidentata"	"Merremia_peltata"	"Macaranga_involucrata_subsp._mallotoides"
"29"	"Oecophylla_smaragdina"	"Rhoptromyrmex_wroughtonii"	"Merremia_peltata"	"Macaranga_involucrata_subsp._mallotoides"
"30"	"Oecophylla_smaragdina"	"Tapinoma_melanocephalum"	"Merremia_peltata"	"Macaranga_involucrata_subsp._mallotoides"
"31"	"Oecophylla_smaragdina"	"Tetraponera_nitida"	"Merremia_peltata"	"Macaranga_involucrata_subsp._mallotoides"
"32"	"Oecophylla_smaragdina"	"Pheidole_sp1_M_PA_004"	"Merremia_peltata"	"Macaranga_involucrata_subsp._mallotoides"
"33"	"Oecophylla_smaragdina"	"Polyrhachis_sp3_M_PA_004"	"Merremia_peltata"	"Macaranga_involucrata_subsp._mallotoides"
"34"	"Oecophylla_smaragdina"	"Monomorium_fieldi"	"Merremia_peltata"	"Macaranga_involucrata_subsp._mallotoides"
"35"	"Oecophylla_smaragdina"	"Crematogaster_fusca"	"Merremia_peltata"	"Entada_phaseoloides"
"36"	"Oecophylla_smaragdina"	"Anonychomyrma_gilberti"	"Merremia_peltata"	"Entada_phaseoloides"
"37"	"Oecophylla_smaragdina"	"Polyrhachis_foreli"	"Merremia_peltata"	"Entada_phaseoloides"
"38"	"Oecophylla_smaragdina"	"Monomorium_floricola"	"Merremia_peltata"	"Entada_phaseoloides"
"39"	"Oecophylla_smaragdina"	"Camponotus_vitreus"	"Merremia_peltata"	"Entada_phaseoloides"
"40"	"Oecophylla_smaragdina"	"Tetramorium_validiusculum"	"Merremia_peltata"	"Entada_phaseoloides"
"41"	"Oecophylla_smaragdina"	"Polyrhachis_sp1_M_PA_004"	"Merremia_peltata"	"Entada_phaseoloides"
"42"	"Oecophylla_smaragdina"	"Tapinoma_melanocephalum"	"Merremia_peltata"	"Entada_phaseoloides"
"43"	"Oecophylla_smaragdina"	"Tetraponera_nitida"	"Merremia_peltata"	"Entada_phaseoloides"
"44"	"Oecophylla_smaragdina"	"Rhytidoponera_spoliata"	"Merremia_peltata"	"Entada_phaseoloides"
