"R1"	"R2"	"C1"	"C2"
"1"	"R1"	"R2"	"C2"	"C3"
"2"	"R1"	"R3"	"C2"	"C3"
"3"	"R1"	"R4"	"C2"	"C3"
"4"	"R1"	"R5"	"C2"	"C3"
"5"	"R1"	"R6"	"C2"	"C3"
"6"	"R1"	"R7"	"C2"	"C3"
"7"	"R1"	"R8"	"C2"	"C3"
"8"	"R1"	"R9"	"C2"	"C3"
"9"	"R1"	"R10"	"C2"	"C3"
"10"	"R1"	"R11"	"C2"	"C3"
"11"	"R1"	"R13"	"C2"	"C3"
"12"	"R2"	"R3"	"C2"	"C3"
"13"	"R2"	"R4"	"C2"	"C3"
"14"	"R2"	"R5"	"C2"	"C3"
"15"	"R2"	"R6"	"C2"	"C3"
"16"	"R2"	"R7"	"C2"	"C3"
"17"	"R2"	"R8"	"C2"	"C3"
"18"	"R2"	"R9"	"C2"	"C3"
"19"	"R2"	"R10"	"C2"	"C3"
"20"	"R2"	"R11"	"C2"	"C3"
"21"	"R2"	"R13"	"C2"	"C3"
"22"	"R3"	"R4"	"C2"	"C3"
"23"	"R3"	"R5"	"C2"	"C3"
"24"	"R3"	"R6"	"C2"	"C3"
"25"	"R3"	"R7"	"C2"	"C3"
"26"	"R3"	"R8"	"C2"	"C3"
"27"	"R3"	"R9"	"C2"	"C3"
"28"	"R3"	"R10"	"C2"	"C3"
"29"	"R3"	"R11"	"C2"	"C3"
"30"	"R3"	"R13"	"C2"	"C3"
"31"	"R4"	"R5"	"C2"	"C3"
"32"	"R4"	"R6"	"C2"	"C3"
"33"	"R4"	"R7"	"C2"	"C3"
"34"	"R4"	"R8"	"C2"	"C3"
"35"	"R4"	"R9"	"C2"	"C3"
"36"	"R4"	"R10"	"C2"	"C3"
"37"	"R4"	"R11"	"C2"	"C3"
"38"	"R4"	"R13"	"C2"	"C3"
"39"	"R5"	"R6"	"C2"	"C3"
"40"	"R5"	"R7"	"C2"	"C3"
"41"	"R5"	"R8"	"C2"	"C3"
"42"	"R5"	"R9"	"C2"	"C3"
"43"	"R5"	"R10"	"C2"	"C3"
"44"	"R5"	"R11"	"C2"	"C3"
"45"	"R5"	"R13"	"C2"	"C3"
"46"	"R6"	"R7"	"C2"	"C3"
"47"	"R6"	"R8"	"C2"	"C3"
"48"	"R6"	"R9"	"C2"	"C3"
"49"	"R6"	"R10"	"C2"	"C3"
"50"	"R6"	"R11"	"C2"	"C3"
"51"	"R6"	"R13"	"C2"	"C3"
"52"	"R7"	"R8"	"C2"	"C3"
"53"	"R7"	"R9"	"C2"	"C3"
"54"	"R7"	"R10"	"C2"	"C3"
"55"	"R7"	"R11"	"C2"	"C3"
"56"	"R7"	"R13"	"C2"	"C3"
"57"	"R8"	"R9"	"C2"	"C3"
"58"	"R8"	"R10"	"C2"	"C3"
"59"	"R8"	"R11"	"C2"	"C3"
"60"	"R8"	"R13"	"C2"	"C3"
"61"	"R9"	"R10"	"C2"	"C3"
"62"	"R9"	"R11"	"C2"	"C3"
"63"	"R9"	"R13"	"C2"	"C3"
"64"	"R10"	"R11"	"C2"	"C3"
"65"	"R10"	"R13"	"C2"	"C3"
"66"	"R11"	"R13"	"C2"	"C3"
