"R1"	"R2"	"C1"	"C2"
"1"	"R17"	"R18"	"C1"	"C2"
"2"	"R17"	"R19"	"C1"	"C2"
"3"	"R17"	"R18"	"C1"	"C4"
"4"	"R17"	"R19"	"C1"	"C4"
"5"	"R17"	"R18"	"C1"	"C5"
"6"	"R17"	"R19"	"C1"	"C5"
"7"	"R17"	"R18"	"C1"	"C6"
"8"	"R17"	"R19"	"C1"	"C6"
"9"	"R17"	"R18"	"C1"	"C7"
"10"	"R17"	"R19"	"C1"	"C7"
"11"	"R17"	"R18"	"C1"	"C8"
"12"	"R17"	"R18"	"C1"	"C9"
"13"	"R17"	"R19"	"C1"	"C9"
"14"	"R17"	"R18"	"C1"	"C11"
"15"	"R17"	"R19"	"C1"	"C11"
"16"	"R17"	"R18"	"C1"	"C17"
"17"	"R17"	"R19"	"C1"	"C17"
"18"	"R17"	"R18"	"C1"	"C18"
"19"	"R17"	"R19"	"C1"	"C18"
"20"	"R18"	"R19"	"C1"	"C2"
"21"	"R18"	"R19"	"C1"	"C4"
"22"	"R18"	"R19"	"C1"	"C5"
"23"	"R18"	"R19"	"C1"	"C6"
"24"	"R18"	"R19"	"C1"	"C7"
"25"	"R18"	"R19"	"C1"	"C9"
"26"	"R18"	"R19"	"C1"	"C10"
"27"	"R18"	"R19"	"C1"	"C11"
"28"	"R18"	"R19"	"C1"	"C17"
"29"	"R18"	"R19"	"C1"	"C18"
"30"	"R10"	"R16"	"C2"	"C4"
"31"	"R10"	"R17"	"C2"	"C4"
"32"	"R10"	"R18"	"C2"	"C4"
"33"	"R10"	"R19"	"C2"	"C4"
"34"	"R10"	"R16"	"C2"	"C9"
"35"	"R10"	"R17"	"C2"	"C9"
"36"	"R10"	"R18"	"C2"	"C9"
"37"	"R10"	"R19"	"C2"	"C9"
"38"	"R10"	"R16"	"C2"	"C10"
"39"	"R10"	"R18"	"C2"	"C10"
"40"	"R10"	"R19"	"C2"	"C10"
"41"	"R10"	"R16"	"C2"	"C11"
"42"	"R10"	"R17"	"C2"	"C11"
"43"	"R10"	"R18"	"C2"	"C11"
"44"	"R10"	"R19"	"C2"	"C11"
"45"	"R10"	"R16"	"C2"	"C17"
"46"	"R10"	"R17"	"C2"	"C17"
"47"	"R10"	"R18"	"C2"	"C17"
"48"	"R10"	"R19"	"C2"	"C17"
"49"	"R10"	"R16"	"C2"	"C18"
"50"	"R10"	"R17"	"C2"	"C18"
"51"	"R10"	"R18"	"C2"	"C18"
"52"	"R10"	"R19"	"C2"	"C18"
"53"	"R10"	"R19"	"C2"	"C23"
"54"	"R16"	"R19"	"C2"	"C3"
"55"	"R16"	"R17"	"C2"	"C4"
"56"	"R16"	"R18"	"C2"	"C4"
"57"	"R16"	"R19"	"C2"	"C4"
"58"	"R16"	"R17"	"C2"	"C6"
"59"	"R16"	"R18"	"C2"	"C6"
"60"	"R16"	"R19"	"C2"	"C6"
"61"	"R16"	"R17"	"C2"	"C7"
"62"	"R16"	"R18"	"C2"	"C7"
"63"	"R16"	"R19"	"C2"	"C7"
"64"	"R16"	"R17"	"C2"	"C9"
"65"	"R16"	"R18"	"C2"	"C9"
"66"	"R16"	"R19"	"C2"	"C9"
"67"	"R16"	"R18"	"C2"	"C10"
"68"	"R16"	"R19"	"C2"	"C10"
"69"	"R16"	"R17"	"C2"	"C11"
"70"	"R16"	"R18"	"C2"	"C11"
"71"	"R16"	"R19"	"C2"	"C11"
"72"	"R16"	"R17"	"C2"	"C17"
"73"	"R16"	"R18"	"C2"	"C17"
"74"	"R16"	"R19"	"C2"	"C17"
"75"	"R16"	"R17"	"C2"	"C18"
"76"	"R16"	"R18"	"C2"	"C18"
"77"	"R16"	"R19"	"C2"	"C18"
"78"	"R17"	"R18"	"C2"	"C4"
"79"	"R17"	"R19"	"C2"	"C4"
"80"	"R17"	"R18"	"C2"	"C5"
"81"	"R17"	"R19"	"C2"	"C5"
"82"	"R17"	"R18"	"C2"	"C6"
"83"	"R17"	"R19"	"C2"	"C6"
"84"	"R17"	"R18"	"C2"	"C7"
"85"	"R17"	"R19"	"C2"	"C7"
"86"	"R17"	"R18"	"C2"	"C8"
"87"	"R17"	"R18"	"C2"	"C9"
"88"	"R17"	"R19"	"C2"	"C9"
"89"	"R17"	"R18"	"C2"	"C11"
"90"	"R17"	"R19"	"C2"	"C11"
"91"	"R17"	"R18"	"C2"	"C17"
"92"	"R17"	"R19"	"C2"	"C17"
"93"	"R17"	"R18"	"C2"	"C18"
"94"	"R17"	"R19"	"C2"	"C18"
"95"	"R18"	"R19"	"C2"	"C4"
"96"	"R18"	"R19"	"C2"	"C5"
"97"	"R18"	"R19"	"C2"	"C6"
"98"	"R18"	"R19"	"C2"	"C7"
"99"	"R18"	"R19"	"C2"	"C9"
"100"	"R18"	"R19"	"C2"	"C10"
"101"	"R18"	"R19"	"C2"	"C11"
"102"	"R18"	"R19"	"C2"	"C17"
"103"	"R18"	"R19"	"C2"	"C18"
"104"	"R16"	"R19"	"C3"	"C4"
"105"	"R16"	"R19"	"C3"	"C6"
"106"	"R16"	"R19"	"C3"	"C7"
"107"	"R16"	"R19"	"C3"	"C9"
"108"	"R16"	"R19"	"C3"	"C10"
"109"	"R16"	"R19"	"C3"	"C11"
"110"	"R16"	"R19"	"C3"	"C17"
"111"	"R16"	"R19"	"C3"	"C18"
"112"	"R10"	"R12"	"C4"	"C9"
"113"	"R10"	"R14"	"C4"	"C9"
"114"	"R10"	"R15"	"C4"	"C9"
"115"	"R10"	"R16"	"C4"	"C9"
"116"	"R10"	"R17"	"C4"	"C9"
"117"	"R10"	"R18"	"C4"	"C9"
"118"	"R10"	"R19"	"C4"	"C9"
"119"	"R10"	"R15"	"C4"	"C10"
"120"	"R10"	"R16"	"C4"	"C10"
"121"	"R10"	"R18"	"C4"	"C10"
"122"	"R10"	"R19"	"C4"	"C10"
"123"	"R10"	"R12"	"C4"	"C11"
"124"	"R10"	"R15"	"C4"	"C11"
"125"	"R10"	"R16"	"C4"	"C11"
"126"	"R10"	"R17"	"C4"	"C11"
"127"	"R10"	"R18"	"C4"	"C11"
"128"	"R10"	"R19"	"C4"	"C11"
"129"	"R10"	"R12"	"C4"	"C17"
"130"	"R10"	"R15"	"C4"	"C17"
"131"	"R10"	"R16"	"C4"	"C17"
"132"	"R10"	"R17"	"C4"	"C17"
"133"	"R10"	"R18"	"C4"	"C17"
"134"	"R10"	"R19"	"C4"	"C17"
"135"	"R10"	"R12"	"C4"	"C18"
"136"	"R10"	"R15"	"C4"	"C18"
"137"	"R10"	"R16"	"C4"	"C18"
"138"	"R10"	"R17"	"C4"	"C18"
"139"	"R10"	"R18"	"C4"	"C18"
"140"	"R10"	"R19"	"C4"	"C18"
"141"	"R10"	"R19"	"C4"	"C23"
"142"	"R12"	"R14"	"C4"	"C5"
"143"	"R12"	"R15"	"C4"	"C5"
"144"	"R12"	"R17"	"C4"	"C5"
"145"	"R12"	"R18"	"C4"	"C5"
"146"	"R12"	"R19"	"C4"	"C5"
"147"	"R12"	"R14"	"C4"	"C6"
"148"	"R12"	"R15"	"C4"	"C6"
"149"	"R12"	"R16"	"C4"	"C6"
"150"	"R12"	"R17"	"C4"	"C6"
"151"	"R12"	"R18"	"C4"	"C6"
"152"	"R12"	"R19"	"C4"	"C6"
"153"	"R12"	"R14"	"C4"	"C7"
"154"	"R12"	"R15"	"C4"	"C7"
"155"	"R12"	"R16"	"C4"	"C7"
"156"	"R12"	"R17"	"C4"	"C7"
"157"	"R12"	"R18"	"C4"	"C7"
"158"	"R12"	"R19"	"C4"	"C7"
"159"	"R12"	"R14"	"C4"	"C9"
"160"	"R12"	"R15"	"C4"	"C9"
"161"	"R12"	"R16"	"C4"	"C9"
"162"	"R12"	"R17"	"C4"	"C9"
"163"	"R12"	"R18"	"C4"	"C9"
"164"	"R12"	"R19"	"C4"	"C9"
"165"	"R12"	"R15"	"C4"	"C11"
"166"	"R12"	"R16"	"C4"	"C11"
"167"	"R12"	"R17"	"C4"	"C11"
"168"	"R12"	"R18"	"C4"	"C11"
"169"	"R12"	"R19"	"C4"	"C11"
"170"	"R12"	"R15"	"C4"	"C17"
"171"	"R12"	"R16"	"C4"	"C17"
"172"	"R12"	"R17"	"C4"	"C17"
"173"	"R12"	"R18"	"C4"	"C17"
"174"	"R12"	"R19"	"C4"	"C17"
"175"	"R12"	"R15"	"C4"	"C18"
"176"	"R12"	"R16"	"C4"	"C18"
"177"	"R12"	"R17"	"C4"	"C18"
"178"	"R12"	"R18"	"C4"	"C18"
"179"	"R12"	"R19"	"C4"	"C18"
"180"	"R14"	"R15"	"C4"	"C5"
"181"	"R14"	"R17"	"C4"	"C5"
"182"	"R14"	"R18"	"C4"	"C5"
"183"	"R14"	"R19"	"C4"	"C5"
"184"	"R14"	"R15"	"C4"	"C6"
"185"	"R14"	"R16"	"C4"	"C6"
"186"	"R14"	"R17"	"C4"	"C6"
"187"	"R14"	"R18"	"C4"	"C6"
"188"	"R14"	"R19"	"C4"	"C6"
"189"	"R14"	"R15"	"C4"	"C7"
"190"	"R14"	"R16"	"C4"	"C7"
"191"	"R14"	"R17"	"C4"	"C7"
"192"	"R14"	"R18"	"C4"	"C7"
"193"	"R14"	"R19"	"C4"	"C7"
"194"	"R14"	"R15"	"C4"	"C9"
"195"	"R14"	"R16"	"C4"	"C9"
"196"	"R14"	"R17"	"C4"	"C9"
"197"	"R14"	"R18"	"C4"	"C9"
"198"	"R14"	"R19"	"C4"	"C9"
"199"	"R14"	"R15"	"C4"	"C13"
"200"	"R14"	"R15"	"C4"	"C14"
"201"	"R14"	"R15"	"C4"	"C15"
"202"	"R14"	"R15"	"C4"	"C27"
"203"	"R14"	"R19"	"C4"	"C27"
"204"	"R14"	"R15"	"C4"	"C28"
"205"	"R14"	"R19"	"C4"	"C28"
"206"	"R15"	"R17"	"C4"	"C5"
"207"	"R15"	"R18"	"C4"	"C5"
"208"	"R15"	"R19"	"C4"	"C5"
"209"	"R15"	"R16"	"C4"	"C6"
"210"	"R15"	"R17"	"C4"	"C6"
"211"	"R15"	"R18"	"C4"	"C6"
"212"	"R15"	"R19"	"C4"	"C6"
"213"	"R15"	"R16"	"C4"	"C7"
"214"	"R15"	"R17"	"C4"	"C7"
"215"	"R15"	"R18"	"C4"	"C7"
"216"	"R15"	"R19"	"C4"	"C7"
"217"	"R15"	"R16"	"C4"	"C9"
"218"	"R15"	"R17"	"C4"	"C9"
"219"	"R15"	"R18"	"C4"	"C9"
"220"	"R15"	"R19"	"C4"	"C9"
"221"	"R15"	"R16"	"C4"	"C10"
"222"	"R15"	"R18"	"C4"	"C10"
"223"	"R15"	"R19"	"C4"	"C10"
"224"	"R15"	"R16"	"C4"	"C11"
"225"	"R15"	"R17"	"C4"	"C11"
"226"	"R15"	"R18"	"C4"	"C11"
"227"	"R15"	"R19"	"C4"	"C11"
"228"	"R15"	"R16"	"C4"	"C17"
"229"	"R15"	"R17"	"C4"	"C17"
"230"	"R15"	"R18"	"C4"	"C17"
"231"	"R15"	"R19"	"C4"	"C17"
"232"	"R15"	"R16"	"C4"	"C18"
"233"	"R15"	"R17"	"C4"	"C18"
"234"	"R15"	"R18"	"C4"	"C18"
"235"	"R15"	"R19"	"C4"	"C18"
"236"	"R15"	"R19"	"C4"	"C27"
"237"	"R15"	"R19"	"C4"	"C28"
"238"	"R16"	"R17"	"C4"	"C6"
"239"	"R16"	"R18"	"C4"	"C6"
"240"	"R16"	"R19"	"C4"	"C6"
"241"	"R16"	"R17"	"C4"	"C7"
"242"	"R16"	"R18"	"C4"	"C7"
"243"	"R16"	"R19"	"C4"	"C7"
"244"	"R16"	"R17"	"C4"	"C9"
"245"	"R16"	"R18"	"C4"	"C9"
"246"	"R16"	"R19"	"C4"	"C9"
"247"	"R16"	"R18"	"C4"	"C10"
"248"	"R16"	"R19"	"C4"	"C10"
"249"	"R16"	"R17"	"C4"	"C11"
"250"	"R16"	"R18"	"C4"	"C11"
"251"	"R16"	"R19"	"C4"	"C11"
"252"	"R16"	"R17"	"C4"	"C17"
"253"	"R16"	"R18"	"C4"	"C17"
"254"	"R16"	"R19"	"C4"	"C17"
"255"	"R16"	"R17"	"C4"	"C18"
"256"	"R16"	"R18"	"C4"	"C18"
"257"	"R16"	"R19"	"C4"	"C18"
"258"	"R17"	"R18"	"C4"	"C5"
"259"	"R17"	"R19"	"C4"	"C5"
"260"	"R17"	"R18"	"C4"	"C6"
"261"	"R17"	"R19"	"C4"	"C6"
"262"	"R17"	"R18"	"C4"	"C7"
"263"	"R17"	"R19"	"C4"	"C7"
"264"	"R17"	"R18"	"C4"	"C8"
"265"	"R17"	"R18"	"C4"	"C9"
"266"	"R17"	"R19"	"C4"	"C9"
"267"	"R17"	"R18"	"C4"	"C11"
"268"	"R17"	"R19"	"C4"	"C11"
"269"	"R17"	"R18"	"C4"	"C17"
"270"	"R17"	"R19"	"C4"	"C17"
"271"	"R17"	"R18"	"C4"	"C18"
"272"	"R17"	"R19"	"C4"	"C18"
"273"	"R18"	"R19"	"C4"	"C5"
"274"	"R18"	"R19"	"C4"	"C6"
"275"	"R18"	"R19"	"C4"	"C7"
"276"	"R18"	"R19"	"C4"	"C9"
"277"	"R18"	"R19"	"C4"	"C10"
"278"	"R18"	"R19"	"C4"	"C11"
"279"	"R18"	"R19"	"C4"	"C17"
"280"	"R18"	"R19"	"C4"	"C18"
"281"	"R6"	"R12"	"C5"	"C6"
