"Spermophilus_xanthoprymnus"	"Meriones_vinogradovi"	"Cricetulus_migratorius"	"Meriones_persicus"	"Microtus_arvalis"	"Mesocricetus_brandti"	"Meriones_tristrami"	"Arvicola_terrestris"	"Microtus_socialis"	"Apodemus_flavicollis"	"Crocidura_suaveolens"	"Dryomys_nitedula"	"Chionomys_nivalis"	"Allactaga_elater"	"Sciurus_anomalus"	"Neomys_schelkovnikovi"	"Neopsylla_setosa"	"Xenopsylla_cheopis"	"Citellophilus_transcaucasicus"	"Amphipsylla_schelkovnikovi"	"Nosopsyllus_iranus"	"Oropsylla_ilovaiskii"	"Nosopsyllus_consimilis"	"Ctenophthalmus_teres"	"Megabothris_walkeri"	"Ctenophthalmus_acuminatus"	"Wagnerina_schelkovnikovi"	"Amphipsylla_rossica"	"Ctenophthalmus_secundus"	"Neopsylla_pleskei"	"Nosopsyllus_mokrzeckyi"	"Stenoponia_ivanovi"	"Leptopsylla_segnis"	"Nosopsyllus_fasciatus"	"Callopsylla_saxatilis"	"Ctenophthalmus_bogatschevi"	"Frontopsylla_elata"	"Callopsylla_caspia"	"Stenoponia_tripectinata"	"Ceratophyllus_sciurorum"	"Xenopsylla_conformis"	"Ctenophthalmus_proximus"	"Mesopsylla_tuschkan"	"Rhadinopsylla_cedestis"	"Megabothris_turbidus"	"Ctenophthalmus_golovi"	"Myoxopsylla_jordani"	"Rhadinopsylla_integella"	"Ophthalmopsylla_volgensis"	"Hystrichopsylla_talpae"	"Paradoxopsyllus_hesperius"	"Mesopsylla_apscheronica"	"Rhadinopsylla_ucrainica"
"Spermophilus_xanthoprymnus"	1.06175073941137	0.0185443365031664	0.0623244455226431	0.020928890510438	0.0317438919079174	0.03746030265768	0.0180532959115527	0.0242531844098543	0.0165488014746593	0.0219736700288716	0.0117166705165841	0.000790883286889625	0.000418882819059523	0.00077042706106237	3.7661108899506e-05	0.00601725020268084	0.0806068251129706	0.00660727287174495	0.0798813915472641	0.00527001553927987	0.0830081083189103	0.0777869774519665	0.0883399334438234	0.0842415028375317	0.00326608114695603	0.00506709360455648	0.0019476389225826	0.00768039174843489	0.00646913743152241	0.0846867821294348	0.00723878063039329	0.000991996622122419	0.00373673358416003	0.00438041641615425	0.0021991348000625	0.00278109128369985	0.0042911217336323	0.00278109128369985	0.0022759086695318	0.000150644435598024	0.00095131320501991	0.00373673358416003	0.00087928395366783	0.00378034999549452	0.00212745805985147	0.00099199662212242	0.000818491069550508	0.00144078087144923	0.0022759086695318	0.00099199662212242	0.000104720704764881	0.00144078087144923	0.00144078087144923
"Meriones_vinogradovi"	0.0185443365031664	1.07855981656046	0.0298489876419648	0.0826415611388681	0.0137442977892663	0.0204434055858533	0.0390832870002475	0.00707118900118389	0.00700567559299212	0.0219791848337999	0.00547067545815216	0.000488314319085474	0.000150185397557313	0.00797577645870794	2.3253062813594e-05	0.000303386989214447	0.00362746745796442	0.0876669365822956	0.00300830331610985	0.00570253106636326	0.0870970232362994	0.00225737632832329	0.0896656735953733	0.00424741784900226	0.00129799453360178	0.00283542452600734	0.000932780863811401	0.00382203422714293	0.00921681186985889	0.0882133820682701	0.00682835651419214	0.000429509305914572	0.00194104807173964	0.0021485749999511	0.000788473337175895	0.00143777651384281	0.00244971120801116	0.00143777651384281	0.080796421494397	9.30122512543759e-05	0.00375643459722128	0.00194104807173964	0.00268079364073323	0.084053362077751	0.00147313435628137	0.000429509305914572	0.000768235245903825	0.000786284830225127	0.080796421494397	0.000429509305914572	3.75463493893283e-05	0.000786284830225127	0.000786284830225127
"Cricetulus_migratorius"	0.0272669449161564	0.0130589320933596	1.08471075480182	0.0256630208912968	0.0325164709406208	0.0299679743651028	0.0159526545919408	0.0278720086874233	0.0219111404617239	0.0388673843602259	0.00699873169331347	0.00354632018434714	0.000456609840537274	0.0038349367116966	0.000168872389730816	0.00054057640403816	0.0388233927806076	0.0394992207228156	0.0381278992128258	0.037905780125866	0.0404261341048748	0.0358448500101395	0.0464495906099599	0.00756806965653425	0.00298292237201772	0.0372805709643661	0.0338972110875569	0.0409644621860263	0.0394336340528904	0.0426568795830262	0.040071028825352	0.0010161397168944	0.0363787263346059	0.036065965203109	0.00239720166282069	0.00349765496394343	0.0040832330461406	0.00349765496394343	0.0020992818134158	0.000675489558923264	0.0011665009496044	0.0363787263346059	0.00217333993918121	0.00342866969607753	0.00236722015991486	0.0010161397168944	0.00180565912531491	0.0011526143986578	0.0020992818134158	0.0010161397168944	0.000114152460134318	0.0011526143986578	0.0011526143986578
"Meriones_persicus"	0.0133183848702787	0.0525900843610979	0.0373280303873407	1.09427278754731	0.0173918776513664	0.0151156606731856	0.0314469546151551	0.010432263348145	0.0206230224424546	0.0257247509516423	0.00840089361001712	0.000643842976309472	0.00020353799303145	0.00549988919348049	3.06591893480701e-05	0.000310693523168221	0.00441777092251548	0.059462058024939	0.00313550411978156	0.053168254490989	0.0588158720287033	0.00211781415462431	0.0631961350256389	0.0043497093243551	0.00185777932615896	0.00309526715780171	0.0011665009496044	0.00539535331260989	0.0560492363328855	0.0601632666725472	0.0547429399311763	0.000543496176605201	0.00244459320539527	0.00229136869056289	0.00106857446341511	0.00182158843239607	0.00276885556919903	0.00182158843239607	0.0534961067584628	0.00012263675739228	0.0497396721612414	0.00244459320539527	0.00217887076560894	0.0561166863097257	0.00138527003159212	0.000543496176605202	0.000911205629957067	0.000581371564353294	0.0534961067584628	0.000543496176605202	5.08844982578624e-05	0.000581371564353294	0.000581371564353294
"Microtus_arvalis"	0.0138879527097139	0.00601313028280401	0.0325164709406208	0.0119569158853144	1.11346326166093	0.0295634586140489	0.00594040171052333	0.0402348764234303	0.0111890575609808	0.0368208274240145	0.0169591748385359	0.00356726869537769	0.00732491698923015	0.000644252918481175	0.000169869937875128	0.00308149674145685	0.00407761390297223	0.00379589276191186	0.0386327212851676	0.0372877842838186	0.00461323139795388	0.00200813633901682	0.0450168061483737	0.043140954380396	0.0383205024300043	0.0380995736013391	0.0010161397168944	0.041455397866564	0.00413774168979206	0.0405596091818582	0.00716748371701553	0.0347957269269039	0.00399564859314168	0.0369489227443386	0.0384558141934583	0.0377752358031512	0.0387793513682983	0.0377752358031512	0.000973005482519774	0.000679479751500512	0.000543496176605202	0.00399564859314168	0.00131171408662075	0.00146803895839672	0.0022877069575408	0.0347957269269039	0.0017451956395634	0.00113705610054034	0.000973005482519774	0.0347957269269039	0.00183122924730754	0.00113705610054034	0.00113705610054034
"Mesocricetus_brandti"	0.0201709322002892	0.0110079876231518	0.0368836607570496	0.0127901744157725	0.036385795217291	1.11715882540804	0.0108217128903488	0.0133587442153155	0.0132355431880655	0.0395768749434522	0.0128542367417558	0.00417480741041236	0.00034885434933821	0.000760835415336073	0.000198800352876779	0.00360554820484274	0.0466640043335241	0.00484906639658218	0.00433766701679808	0.00397400399589023	0.0478305082032928	0.00259339527010703	0.0531999428984811	0.0504776748677984	0.00302969542086663	0.0464940949722593	0.0011526143986578	0.0489000737858176	0.00497553464486183	0.050204341645816	0.00596636455765905	0.00113705610054034	0.00299660738679139	0.0452573176302764	0.0018314853340256	0.00298104908867393	0.0466269042477771	0.00298104908867393	0.00136765639457842	0.000795201411507116	0.000581371564353294	0.00299660738679138	0.0014269861958169	0.00226946580210748	0.0442044244730612	0.00113705610054034	0.00193257857705161	0.0429676471310783	0.00136765639457842	0.00113705610054034	8.72135873345524e-05	0.0429676471310783	0.0429676471310783
"Meriones_tristrami"	0.0210621785634782	0.0455971681669554	0.0425404122451753	0.0576527501277843	0.0158410712280622	0.0234470445957556	1.05206273082885	0.00842083914345092	0.0163869658148946	0.0337851244085094	0.00621662908524625	0.000733161042611947	0.00017555977829767	0.0090092675276436	3.49124306005689e-05	0.00036751834602005	0.00510121910072807	0.0981869042726927	0.00371162810011281	0.00581058139437615	0.0972850529865077	0.00283382920862446	0.101205880408861	0.00514525684428071	0.00149946180001297	0.00378201590383365	0.00132938788266173	0.0056525553111216	0.0940432272920024	0.0988358716001504	0.00737576138040115	0.000495033475876944	0.00276793843603906	0.00272623076606773	0.000921688836062767	0.00193358402925427	0.00307429092969655	0.00193358402925427	0.00587752013461688	0.000139649722402276	0.00262057955126292	0.00276793843603905	0.00330810201967682	0.0935494143703542	0.00195759454529498	0.000495033475876944	0.00117797864486791	0.000901809407529062	0.00587752013461688	0.000495033475876944	4.38899445744175e-05	0.000901809407529063	0.000901809407529062
"Arvicola_terrestris"	0.0154338446244527	0.00449984754620793	0.0405411035453429	0.010432263348145	0.0585234566158986	0.0157876067999183	0.00459318498733686	1.07453935300581	0.0129270652941052	0.0547298442329193	0.0210791946199363	0.00487305860674327	0.0101343111766294	0.000844228809176576	0.000232050409844918	0.00416291971087002	0.0040537980462933	0.00436665120640029	0.0530408828421143	0.00464721673476628	0.00415491949115331	0.00236932695896716	0.0597219579097482	0.0582808759521803	0.0527794753451407	0.00541329078346823	0.00126690948579197	0.0561454205230012	0.00491143176340958	0.00769408514267887	0.0554792836736921	0.00182885801924683	0.051819914981971	0.0037029831511895	0.0532051336773044	0.0523818635154259	0.00625430075966989	0.0523818635154258	0.000795611470424042	0.00092820163937967	0.000474193788552047	0.0518199149819709	0.00192136483457287	0.00117837688603545	0.00231752327842943	0.00182885801924683	0.00252248406673594	0.000607215646150704	0.000795611470424042	0.00182885801924683	0.00253357779415736	0.000607215646150704	0.000607215646150704
"Microtus_socialis"	0.0193069350537692	0.00817328819182414	0.0584297078979305	0.0378088744778334	0.0298374868292821	0.0286770102408085	0.0163869658148946	0.0236996197058596	1.05160410048266	0.0353588686505481	0.0141071989576171	0.00775188740288304	0.0004019353809181	0.000901250812787026	0.000369137495375383	0.000519065938338931	0.091941632133926	0.00682417770786516	0.00521467206595577	0.0921106100789853	0.0079759290812325	0.00320499516136527	0.100134965567136	0.00726692313674503	0.00342039680035221	0.00496627641289381	0.00182592837181033	0.0949691881281051	0.0936487337454743	0.0100133151899772	0.0947711285978369	0.000932421463415064	0.00400814845831539	0.00386131176756418	0.00211016074982002	0.00311464154992013	0.00455106793684519	0.00311464154992013	0.00230239150295389	0.00147654998150153	0.00171858520353788	0.00400814845831539	0.00133027734852638	0.00366797198752845	0.00220792657766842	0.000932421463415065	0.00239694587914347	0.00110296193233879	0.00230239150295389	0.000932421463415065	0.000100483845229525	0.00110296193233879	0.00110296193233879
"Apodemus_flavicollis"	0.00961348063763132	0.00961589336478744	0.0388673843602259	0.0176857662792541	0.0368208274240145	0.0321562108915549	0.012669421653191	0.0376267679101321	0.0132595757439555	1.08191260284544	0.0137353180829003	0.0126008953122905	0.000572191697855836	0.0126363831134543	0.000600042633918593	0.00296057138273142	0.0042430249369718	0.0407300035096015	0.00476224143893848	0.00427411973082596	0.00568459342270316	0.0019012829496593	0.0448338172045219	0.0414479993582399	0.00423449029756921	0.0374118027991602	0.00121460576125706	0.0423272242954837	0.0379890228505113	0.0406450131186234	0.0400170771533141	0.00115065085700045	0.0367346822324557	0.00360203396024039	0.00300400641374314	0.0366707273281991	0.0375707288461932	0.036670727328199	0.00149074799329507	0.00240017053567437	0.000803898467238821	0.0367346822324556	0.0369688646172835	0.00254653313106099	0.0350465461809027	0.00115065085700045	0.0359099180576349	0.00123677734198288	0.00149074799329507	0.00115065085700045	0.000143047924463959	0.00123677734198288	0.00123677734198288
