"Acrocomia_aculeata"	"Agonandra_brasiliensis"	"Alibertia_sessilis"	"Anonna_dioica"	"Attalea_phalerata"	"Bactris_glaucescens"	"Byrsonima_orbignyana"	"Byrsonima_verbascifolia"	"Caryocar_brasiliense"	"Cecropia_pachystachia"	"Copernicia_alba"	"Couepia_uiti"	"Curatella_americana"	"Diospyros_hispida"	"Dipteryx_alata"	"Doliocarpus_dentatus"	"Dulacia_egleri"	"Enterolobium_contortisiliquum"	"Eugenia_dysenterica"	"Ficus_gomelleira"	"Ficus_pertusa"	"Garcinia_brasiliensis"	"Genipa_americana"	"Guazuma_ulmifolia"	"Hancornia_speciosa"	"Hymenaea_stigonocarpa"	"Inga_laurina"	"Licania_parvifolia"	"Melicoccus_lepidopetalus"	"Mouriri_elliptica"	"Ocotea_diospyrifolia"	"Pouteria_gardneri"	"Pouteria_ramiflora"	"Protium_heptaphyllum"	"Psidium_nutans"	"Psittacanthus_calyculatus"	"Psittacanthus_cordatus"	"Rhamnidium_elaeocarpum"	"Salacia_elliptica"	"Sterculia_apetala"	"Swartzia_jorori"	"Syagrus_flexuosa"	"Tocoyena_formosa"	"Vitex_cymosa"	"Zanthoxyllum_rigidum"	"Aburria_pipile"	"Agouti_paca"	"Alouatta_caraya"	"Aratinga_aurea"	"Aratinga_leucophthalmus"	"Brotogeris_versicolurus"	"Casiornis_rufa"	"Cerdocyon_thous"	"Columba_sp."	"Crax_fasciolata"	"Crypturellus_sp."	"Cyanocorax_chrysops"	"Cyanocorax_cyanomelas"	"Dasyprocta_sp."	"Euphractus_sexcintus"	"Geochelone_carbonaria"	"Gnorimopsar_chopi"	"Guira_guira"	"Icterus_croconotus"	"Mazama_sp."	"Myiarchus_ferox"	"Myiodynastes_maculatus"	"Nasua_nasua"	"Ortalis_canicollis"	"Paroaria_coronata"	"Pecari_tajacu"	"Piaractus_mesopotamicus"	"Pitangus_sulphuratus"	"Procyon_cancrivorus"	"Psarocolius_decumanus"	"Pteroglossus_castanotis"	"Ramphastos_toco"	"Ramphocelus_carbo"	"Rhea_americana"	"Saltator_coerulescens"	"Sus_scrofa"	"Tachyphonus_rufus"	"Tapirus_terrestris"	"Tayassu_pecari"	"Thraupis_palmerum"	"Thraupis_sayaca"	"Tityra_cayana"	"Trogon_curucui"	"Turdus_rufiventris"	"Turdus_sp."	"Tyrannus_melancholicus"
"Acrocomia_aculeata"	1.01809911747259	0.0135846054985581	0.0101023415772534	0.00900823596131218	0.015438851930988	0.00919856436829983	0.018368174713815	0.00292530991864419	0.00305606052748365	0.000944013037637	0.00925361374573543	0.00865829814506177	0.000815935574929163	0.00596485133085968	0.0116144230472662	0.000858077143088645	0.00341425108672091	0.0041471444340197	0.00416152724513901	0.0089617605178373	0.0104199381457656	0.0113196427144247	0.0116908518932669	0.0124210848425616	0.0198920738715676	0.000368548780838164	0.000660707224086186	0.000277588135235738	0.0124350004718538	0.00828868950913731	0.000663450546606124	0.0124862958073004	0.0051964829746215	0.00730211247526966	0.019702468791797	6.00220482439429e-05	4.05759419133109e-05	0.000510534010356709	0.00598137044612785	0.00343331787675696	0.000175171506638603	0.00825656809162356	0.00398751108566603	0.0188655925024387	0.000322576361996192	0.00197122397386397	0.00214914335542355	0.00230013564598937	0.000420927874384978	2.0161022624762e-05	0.000453212020517827	2.0161022624762e-05	0.0103193658634686	0.000132043713626972	0.00502714926147227	5.10534010356709e-05	8.10477401938993e-05	0.00196244544033176	0.0977939368794769	0.00346641821569092	0.0960017491395262	0.000400766851760216	0.000629346832541537	5.7797822542722e-05	0.00413846939125814	5.33335499550682e-05	3.31725273303062e-05	0.0984501088976811	0.0035454938434002	2.86025714362882e-05	0.00629593665207016	0.00222070508188591	0.000486911302959731	0.0038524926738773	0.00141835732968616	0.00125939786753884	0.0023961801308204	0.00185900429814108	0.0964579967111877	7.7958845167484e-05	0.104473960574956	0.000343848585096084	0.102270445512241	0.0130260490209152	5.8767268768374e-05	3.8606246143612e-05	3.31725273303062e-05	6.17750987665944e-05	5.33335499550682e-05	0.000445897959564828	2.86025714362882e-05
"Agonandra_brasiliensis"	0.0116439475701926	1.02422791887761	0.012248418756012	0.0110098431658174	0.0115695474201616	0.00847903084107133	0.0265230117983413	0.00343799429402539	0.000302614842867586	0.00084293058688548	0.00621907989490302	0.00853470258504577	0.000742147981324798	0.00838918766587629	0.008297521041083	0.00082323722397266	0.000486953845390378	0.00344122153013878	0.00599807937099045	0.00608568575973142	0.00910467618574424	0.00578871850292587	0.0209279367089773	0.0117758359954161	0.0257855674517892	0.0030328498077418	0.00287328006906785	0.000327024719157805	0.00886628580034892	0.0172517590982316	0.000666095731119365	0.0109361882410415	0.0054197761296653	0.0040800986821959	0.0182218237490731	8.46101109993307e-05	6.40660444885609e-05	0.000498633780573072	0.00374060913689297	0.000584345403525691	0.000176405809797625	0.00543073800816555	0.00354584916923778	0.0145365705993098	0.00031051334640815	0.00227553949697272	0.00110603401513675	0.00207820607524271	0.000369586937448365	1.94070841505094e-05	0.000397009330347049	1.94070841505094e-05	0.0849197946167704	0.000120654966681082	0.00570369896677371	4.98633780573072e-05	7.4270717848282e-05	0.00177992440936897	0.00968367497176277	0.0771262547891448	0.0852267272147773	0.000350179853297855	0.000435076742264238	5.68422090986928e-05	0.00530252292230309	5.27118707064776e-05	3.33047865559682e-05	0.0861366486105445	0.00358768900755403	2.74412407990886e-05	0.00734422202709059	0.00261619775326244	0.000768792533862731	0.00423156186300954	0.000798884163056892	0.00111888484260777	0.00185883113056656	0.00168671068348697	0.0836894357020795	7.62492932492022e-05	0.0911619644394361	0.000615527550264038	0.0162057794513435	0.0865726818969414	6.09500101161531e-05	4.15429259656438e-05	3.33047865559682e-05	6.07460273550569e-05	5.27118707064776e-05	0.000711775177154146	2.74412407990887e-05
"Alibertia_sessilis"	0.00757675618294006	0.0107173664115105	1.0275595191485	0.011646115391689	0.0141584673480087	0.00668529154480972	0.0276533658855754	0.00482823476223191	0.000344049361842228	0.00057788108935255	0.0045982658340539	0.0139456420005703	0.00053447824360542	0.015887307096975	0.00455342811008176	0.000606616029305381	0.000636380209573493	0.00699242238756177	0.00903532088900434	0.010964337314619	0.00324870824902806	0.00956397069888094	0.0146694740471106	0.0187026737463998	0.0175431018076885	0.00278266086953059	0.00253071779810586	0.000190198338323238	0.0115333957687839	0.0152392284519129	0.000495784627304004	0.00518713292839651	0.00662631722089028	0.00356005884487639	0.0182242046617578	5.99806760914875e-05	4.52057873288664e-05	0.000337180205969707	0.00517228412407414	0.000523230939822344	0.000147092419137596	0.00652293506237576	0.000501115733667407	0.0102157383092072	0.000209696774861204	0.00184364359494628	0.00175398508638759	0.00179077599890711	0.000138056365699135	1.31060484288253e-05	0.00015705482223434	1.31060484288253e-05	0.0779145043468565	8.57299294995487e-05	0.0696837487122156	3.37180205969707e-05	5.232503927421e-05	0.00118574867883264	0.0110095795789513	0.00407053153800761	0.0750198039084499	0.00012495031727031	0.000320796504853707	4.47359374997787e-05	0.00504707308114592	3.78952797940254e-05	2.47892313652002e-05	0.0127633396280927	0.00303043449058922	2.02205343101794e-05	0.0722794089277019	0.00152158670658591	0.000542469447946396	0.0692047041630211	0.000498587792052426	0.000678703040109997	0.00125572124336545	0.00112023928364327	0.00808385227894839	5.7841985928604e-05	0.0827117930982851	0.000431455119032664	0.0818229557080529	0.079577661632609	4.33233620875859e-05	3.02173136587606e-05	2.47892313652002e-05	4.50097656753795e-05	3.78952797940255e-05	0.000498578029854973	2.02205343101794e-05
"Anonna_dioica"	0.0108098831535746	0.0154137804321443	0.0186337846267024	1.01732478183652	0.0106803705732027	0.00973580772968326	0.0176489007297762	0.00721026735055689	0.000330835363842001	0.000604800473943192	0.00655639401528411	0.0107394143351549	0.000594533690948276	0.0137737633770497	0.00642711624966297	0.000627594030814792	0.000558380974872272	0.00440620694797331	0.00789975751317068	0.0102127082096068	0.00420628025596888	0.00677396193254646	0.0136073982502666	0.0147989322070843	0.0195639056958551	0.00417714430143677	0.00369584831722658	0.000274342438125566	0.0107984408634704	0.0093977362337027	0.000483435418931636	0.00744592474061249	0.00985134441735192	0.00495284817236541	0.0192726879434681	5.77660972488951e-05	4.27908874894697e-05	0.000380420477435961	0.00754110271439889	0.000534255445807352	0.000143464741524853	0.0097261316559848	0.000640101734667091	0.0145622659950512	0.000215720780825813	0.00158056009772408	0.00136527366618163	0.00198526177425368	0.00017526255864657	1.34825488016133e-05	0.000195380036175134	1.34825488016133e-05	0.11696004044023	9.16781830416043e-05	0.00534477461816223	3.80420477435961e-05	5.45198273573371e-05	0.00141104547295433	0.010586731642944	0.00369205510994071	0.11345408312195	0.000161780009844957	0.000446932981639524	4.48305912813019e-05	0.00431816108098384	3.76543197481951e-05	2.41717709465818e-05	0.0123890187906011	0.00294091768857701	2.09198010271597e-05	0.00767376169200047	0.00219473950500452	0.000513490649873636	0.00500913080596727	0.000629793134385318	0.000686551333443711	0.00148107937359967	0.00134028709093989	0.00950974171007965	5.83131400829152e-05	0.121489545072572	0.000400217595596077	0.121324921964805	0.116331199889434	4.40300327035889e-05	3.05474839019756e-05	2.41717709465818e-05	4.50915719737415e-05	3.76543197481951e-05	0.00047541799902394	2.09198010271597e-05
"Attalea_phalerata"	0.0132333016551326	0.0115695474201616	0.0161811055405814	0.00762883612371622	1.02320603750686	0.0104071526512192	0.0233759257874249	0.00269120927934764	0.00267051085837824	0.000765195405542717	0.00807467524550385	0.0151898249301238	0.000641510714394826	0.0150521191232489	0.0101904224432635	0.000680678383429928	0.00306178803916848	0.00599746786838811	0.00330804818271049	0.010228579531837	0.00902500444800979	0.0100194298858727	0.00770665483270893	0.0133707553515098	0.0172328684611209	0.000415645636417489	0.00290388886702031	0.000354436014830643	0.0133205214624128	0.00701383926893795	0.000545734809932323	0.00828722715382418	0.00470701491803569	0.00368955694650442	0.0170286949974517	4.35537122748665e-05	2.81735400216395e-05	0.000375853901191442	0.00536172013772589	0.00296112660960034	0.000151780097745836	0.00466373763510906	0.00356633051741131	0.0161272801606641	0.000278567276570776	0.00173172055167409	0.00234766308474144	0.0020671539200514	0.000364526010478358	1.74104547856735e-05	0.000389626411556169	1.74104547856735e-05	0.0116380778196897	0.000105294554960825	0.0051854752153632	3.75853901191442e-05	6.52001353111486e-05	0.00145192633138226	0.0854563474681038	0.00317221777730245	0.010426313897744	0.000347115555692685	0.000544761622493667	4.79859624053036e-05	0.00397223475145154	4.46971952822897e-05	2.72867404966162e-05	0.0859890770900673	0.00309322090270433	2.26892794476643e-05	0.00695208558653929	0.00283548811864514	0.000338082480259674	0.0779565135302355	0.00105314824601008	0.00101372029686191	0.00182666461863125	0.0013693210558691	0.0835092570670973	6.53964171909771e-05	0.0927270593796501	0.000226666318609086	0.0910225457172062	0.0866813969744487	4.73586862791488e-05	2.99482314934754e-05	2.72867404966162e-05	4.99760199442805e-05	4.46971952822897e-05	0.000304346128377907	2.26892794476643e-05
"Bactris_glaucescens"	0.0110382772419598	0.0118706431774999	0.0106964664716956	0.00973580772968326	0.0145700137117068	1.02852288680373	0.0135729016312332	0.0033018738453729	0.000284973161228686	0.000561251044560932	0.0106029286264921	0.00664972851852163	0.00055604582287717	0.00978045614619269	0.0104142515599501	0.000519734975183052	0.000505336630410948	0.00430472817069629	0.00413844406106632	0.00992930441831926	0.00833367545002675	0.00647870856244392	0.00537036869608771	0.0106150466004194	0.0157050662322897	0.000336946497690173	0.0184649956693498	0.0149779076161121	0.0105240901784608	0.00528990975666151	0.000386036534942906	0.00778837673304838	0.00590966715566464	0.00111765240624058	0.0155049580395507	3.23379104550493e-05	2.04105097448185e-05	0.00031823906454939	0.00358684700660158	0.000465006446068346	0.000124070596272432	0.00591177317875545	0.0194630780925212	0.0148156462194209	0.00023646443157109	0.00110088470104677	0.00132218081509357	0.00174168554534077	0.000335305005820376	1.47790269731931e-05	0.000351706592433901	1.47790269731931e-05	0.00943450193532486	8.325797668931e-05	0.00370516044743847	3.1823906454939e-05	4.85051127594869e-05	0.00132609619701039	0.00911914115931794	0.00258231893523671	0.00949347058186742	0.000320525978847183	0.000697435903085578	3.80029318848404e-05	0.00326662870596909	3.40808537203385e-05	1.93018267471453e-05	0.0114035336181306	0.0025385488837972	1.73244991727684e-05	0.00562146276685876	0.119823260928897	0.000244926116937822	0.00383700937290407	0.000531763036685072	0.000587086245412757	0.00138619933034331	0.00126016271949385	0.116614432386636	5.27819588580336e-05	0.11995849227342	0.000157952020473168	0.118597093907309	0.11856099381008	3.74931778884698e-05	2.27141509152766e-05	1.93018267471453e-05	3.66263259199137e-05	3.40808537203385e-05	0.00022452879085793	1.73244991727684e-05
"Byrsonima_orbignyana"	0.00787207487734928	0.0132615058991707	0.015801923363186	0.00630317883206294	0.0116879628937124	0.00484746486829755	1.03220106399798	0.0020215117191701	0.0014685972027025	0.00561450963421477	0.0055673634611985	0.00871462375313923	0.00271499465936345	0.00866068793635896	0.00471855382036576	0.0060773418441771	0.00175263267376858	0.00565194576438462	0.00558423694489706	0.0103081355863536	0.0102619711416539	0.0074801810645135	0.0226854077727794	0.0130554784818778	0.0209728982269124	0.00167598432674827	0.00164122577677922	0.000182846864712071	0.00895298299849997	0.0176374549999404	0.00560773234378435	0.00605795028222496	0.00315987606571477	0.0083422504904577	0.0191909957805799	0.000244627443296326	0.000118316605312293	0.00070537498001091	0.0034901089218726	0.00198004396325664	0.00195815233873936	0.00316881559324753	0.00190519421726391	0.00963528455571786	0.00239186836558882	0.0392425053238555	0.00170421282639647	0.0018289845978086	0.000544182970605219	0.000149491772849301	0.000706608399656738	0.000149491772849301	0.0469275611489517	0.000684182429583606	0.042215283515959	7.0537498001091e-05	0.00051449526337339	0.00268597987298911	0.04699511048648	0.0406919237813029	0.0471778679198687	0.000394691197755918	0.000517647382535122	0.000528936784595797	0.0414760026488227	0.000429878390038519	0.000280386617189217	0.0483940713231175	0.0411083211923895	0.00020257806147257	0.0439368152138801	0.00146277491769657	0.00141979926374752	0.0404243295857704	0.00184776977840021	0.00190171838792302	0.00301129392411284	0.00220437550487807	0.0447810311663478	0.000678428557445099	0.0523647599410551	0.000667217875669982	0.013821095696873	0.0495848830102829	0.000392841074871259	0.000243349302021958	0.000280386617189217	0.000482964678661787	0.000429878390038519	0.000907442539881288	0.00020257806147257
"Byrsonima_verbascifolia"	0.00877592975593259	0.0120329800290889	0.0193129390489276	0.0180256683763922	0.00941923247771675	0.00825468461343224	0.0141505820341907	1.0168020214824	0.000346451241879544	0.000445739921384721	0.00819437755061519	0.0182482843300681	0.000531016921207777	0.0182801695377825	0.00808017124274607	0.00048510411661422	0.000487594809806453	0.00118798803534107	0.00104970049684158	0.00876671785464721	0.0017104629055107	0.00849557990188148	0.0130454707597714	0.0190631909394824	0.0199253582610506	0.00986721781206634	0.000531429723365618	0.000142628162971728	0.00922342721107528	0.00236030489173552	0.00039013946810671	0.00149467484371959	0.0172875595446914	0.00113078426888807	0.0198101305268142	5.21862980105579e-05	4.0109017478283e-05	0.000318738230518162	0.0171484727242793	0.000491474610824599	0.000123831834098786	0.007769649003932	0.000445541320413313	0.0094229124067562	0.000164704788875717	0.00108596973748086	0.000846861407561452	0.00154908654257833	7.6081084132067e-05	1.02940493047323e-05	9.05503637931524e-05	1.02940493047323e-05	0.276282098737858	7.41220237617778e-05	0.00520618804576426	3.18738230518162e-05	4.09334661862918e-05	0.00113829581182375	0.0110864397401454	0.0028228581290903	0.00978060359659509	6.57870348273346e-05	0.000545337154488935	3.68087762369382e-05	0.00359437985529611	2.98010227100678e-05	1.95069734053355e-05	0.0114213232857424	0.00256270005878254	1.6170137220474e-05	0.00560864997253309	0.00114102530377382	0.000481308209739395	0.00603808432697247	0.000272017401747692	0.000555181980015428	0.00120306697436168	0.00108034392528244	0.00787574209348122	4.71028255416706e-05	0.0223347508654132	0.000383690316463865	0.277392146813338	0.0132192530533923	3.51619028602993e-05	2.4867853555567e-05	1.95069734053355e-05	3.56771106258095e-05	2.98010227100678e-05	0.000448752697091168	1.6170137220474e-05
"Caryocar_brasiliense"	0.0183363631649019	0.00211830390007311	0.00275239489473783	0.00165417681921	0.0186935760086477	0.00142486580614343	0.020560360837835	0.000692902483759089	1.01668337919694	0.00124672198906654	0.00162316066054484	0.00163478340597477	0.000870335656319714	0.00163683679095155	0.00137876986658727	0.000990897429555371	0.0180413160060613	0.0188921266596796	0.00112502475499221	0.0186170353168147	0.00236632202893512	0.0181385429505656	0.00371199436937637	0.0192771854042168	0.0200482789828108	0.000287831800032893	0.000418595426583614	4.40425545793723e-05	0.0204124163319648	0.00243588382707561	0.000869892267488502	0.00124791328423495	0.00100540984583189	0.017989005858018	0.0198668232217017	4.04154128724159e-05	2.14637142034766e-05	0.00050086039797494	0.0173762816806999	0.0174411072853176	0.000165349414512759	0.000991792147172868	0.000332734888340185	0.0191411281763649	0.000228730413661575	0.00220458701860616	0.00814762085472308	0.00258127283675227	0.000105308036582122	1.42956508538485e-05	0.000160274718454193	1.42956508538485e-05	0.00805929040092102	0.000156688225564413	0.00511120709117636	5.0086039797494e-05	0.000102292247044431	0.00163272336348202	0.533868134302105	0.00208005943801026	0.00767799483846827	9.10123857282738e-05	0.000155843519804035	6.05881500706388e-05	0.00438320904547928	5.77902642282736e-05	4.34946133744251e-05	0.0119199835848787	0.00330532184418443	3.30299143185124e-05	0.00857264006905383	0.000352340436634979	0.000257564570441719	0.00256874073115412	0.00355215188808351	0.00249308404747498	0.00382332647320263	0.00150906505223612	0.00750600067778114	7.48838009244873e-05	0.0143753386553491	0.000109176304981658	0.0162028273490478	0.0127347976481442	5.40614673177635e-05	3.9765816463915e-05	4.34946133744251e-05	7.65245276929374e-05	5.77902642282736e-05	0.000213658323299134	3.30299143185124e-05
"Cecropia_pachystachia"	0.000629342025091333	0.000655612678688707	0.000513672079424489	0.000336000263301773	0.00059515198208878	0.000311806135867185	0.00873368165322297	9.90533158632713e-05	0.000138524665451838	1.06897921981111	0.0126086730653806	0.000352072408373895	0.0289251446997825	0.00027185521950628	0.000381779783292367	0.0484918131877916	0.00015591454679192	0.000219340019144543	0.000172463048699751	0.000454243682466462	0.0456039369576054	0.000487471555507311	0.0251903444924707	0.000608438825638118	0.000981946990063794	5.75417977781848e-05	4.01985422353723e-05	1.02435414424323e-05	0.000607090383191124	0.000613581745213358	0.0208971485092958	0.000449305841554409	0.000197007686161705	0.0223333172435742	0.00384576118418134	0.00128938997092935	0.000471727265712041	0.00985296358757925	0.000237577981315109	0.0161838256338306	0.00391691565912668	0.000248503464730649	0.000142385246690724	0.000797409311886779	0.00524393564427674	0.0662516252223312	0.000104339288040493	0.000828673716015036	0.00208174355305981	0.000327745977767296	0.0611417320092432	0.000327745977767296	0.00161117033778917	0.0628119497506134	0.00139032336815957	0.000985296358757925	0.0610041282068771	0.0684760105640462	0.0044327892944588	0.00118810038563173	0.00305305213771959	0.00175399757529252	0.00259586361032269	0.0022692130494475	0.00135393187534177	0.00137260340323209	0.00104485742546479	0.00352551006913776	0.070002861413496	0.00161639377292639	0.000602468488074292	8.19483315394588e-05	0.0056607271885445	0.000448925325516353	0.0679847578578582	0.0649504601240094	0.0699274524208135	0.00728045458635917	0.00343568433645559	0.0025969590272148	0.00450590103372796	0.000740892485072668	0.00166046072340346	0.00101847002695996	0.00215903807918191	0.00183129210141461	0.00104485742546479	0.00266125119839118	0.00137260340323209	0.003534010387567	0.00161639377292639
