"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"	"R16"	"R17"	"R18"	"R19"	"R20"	"R21"	"R22"	"R23"	"R24"	"R25"	"R26"	"R27"	"R28"	"R29"	"R30"	"R31"	"R32"	"R33"	"R34"	"R35"	"R36"	"R37"	"R38"	"R39"	"R40"	"R41"	"R42"	"R43"	"R44"	"R45"	"R46"	"R47"	"R48"	"R49"	"R50"	"R51"	"R52"	"R53"	"R54"	"R55"	"R56"	"R57"	"R58"	"R59"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"	"C13"	"C14"	"C15"	"C16"	"C17"	"C18"	"C19"	"C20"	"C21"	"C22"
"R1"	1.00692406300475	0.00722510922234475	0.00547227944173878	0.00389299274577421	0.00582569780237678	0.00773254706853546	0.00582299815728958	0.00558979371873135	0.00582299815728958	0.00549096454398983	0.00548303571517301	0.00741877288400773	0.00763001903207225	0.00740653568117625	0.00233512013374028	0.00549698676993037	0.0074095276672439	0.00717075975040388	0.0011667040683792	0.0058194846978451	0.00740653568117625	0.00233512013374028	0.00249653497256318	0.00584264084320178	0.00448343696182617	0.00717075975040388	0.00717075975040388	0.00501451409350116	0.00692406300474705	0.005261210839158	0.00549997875599802	0.00592077903150491	0.00549997875599802	0.00717075975040388	0.00692406300474705	0.0074095276672439	0.00116841606536107	0.00424466904498616	0.00424466904498616	0.00501451409350116	0.00572047012082637	0.00715381670957888	0.00424466904498616	0.00692406300474705	0.0052541801163248	0.00433246079662056	0.00501451409350116	0.00233512013374028	0.00447442274981799	0.00568108226017091	0.00692406300474705	0.00501451409350116	0.00716283092158706	0.00763001903207225	0.00572047012082637	0.00350137033064791	0.00717075975040388	0.00692406300474705	0.00781112253624515	0.118392032497245	0.13086259932044	0.130670855658471	0.0123348372828417	0.124317304835408	0.124843177276998	0.000691051840796708	0.000529912348857695	0.000370048689469057	0.000691051840796708	0.000839742842025827	0.00115746071791317	0.00115746071791317	0.00115746071791317	0.00573043000416036	0.00188620744617891	0.00597359632562765	0.00220491364828356	0.000602092435195395	0.000456023286811565	0.000958664091294536	0.000839742842025827
"R2"	0.00602092435195395	1.04976096454117	0.00475850386238155	0.00338521108328192	0.00506582417597981	0.00672395397263953	0.00506347665851268	0.00486069019020117	0.00506347665851268	0.00477475177738246	0.00476785714362871	0.00645110685565889	0.0066347991583237	0.00644046580971847	0.00203053924673068	0.00477998849559162	0.00644306753673382	0.00623544326122077	0.00101452527685148	0.00506042147638704	0.00644046580971847	0.00203053924673068	0.00217089997614189	0.00508055725495807	0.00389864083637059	0.00623544326122077	0.00623544326122077	0.0043604470378271	0.00602092435195395	0.00457496594709391	0.00478259022260697	0.00514850350565644	0.00478259022260697	0.00623544326122077	0.00602092435195395	0.00644306753673382	0.0010160139698792	0.00369101656085753	0.00369101656085753	0.0043604470378271	0.00497432184419684	0.0062207101822425	0.00369101656085753	0.00602092435195395	0.00456885227506504	0.00376735721445266	0.0043604470378271	0.00203053924673068	0.00389080239114608	0.0049400715305834	0.00602092435195395	0.0043604470378271	0.00622854862746701	0.0066347991583237	0.00497432184419684	0.00304466985273731	0.00623544326122077	0.00602092435195395	0.00679228046630013	0.102949593475865	0.11379356462647	0.113626831007366	0.0107259454633406	0.108102004204703	0.108559284588694	0.00060091464417105	0.000460793346832778	0.000321781469103527	0.00060091464417105	0.00073021116697898	0.00100648758079406	0.00100648758079406	0.00100648758079406	0.00498298261231335	0.00164018038798166	0.0051944315875023	0.00191731621589875	0.0874800803784308	0.000396541988531796	0.00083362094895177	0.00073021116697898
"R3"	0.00456023286811565	0.00475850386238155	1.05184297888936	0.00684209664532739	0.00707306776851055	0.00903150545099022	0.00881820080396933	0.00860617338949223	0.00881820080396933	0.00820935334047569	0.00820491080237179	0.00853428877707855	0.00510489594295268	0.00493013063385645	0.00201641178330209	0.00471682598683556	0.00494212080635342	0.00475339810628649	0.00100745477010498	0.00357930664930902	0.00493013063385645	0.00201641178330209	0.00216538199401231	0.00359697312547129	0.00241843913038992	0.00475339810628649	0.00475339810628649	0.00434692822109475	0.00456023286811565	0.00454009345926559	0.00472881615933253	0.00506379219293161	0.00472881615933253	0.00475339810628649	0.00456023286811565	0.00494212080635342	0.00100895701319711	0.00222971643032299	0.00222971643032299	0.00434692822109475	0.00489159129593179	0.00822949274932575	0.00222971643032299	0.00456023286811565	0.00455424571233589	0.00373845393730962	0.00434692822109475	0.00201641178330209	0.00589897631153308	0.00485905131449267	0.00456023286811565	0.00434692822109475	0.00474895556818259	0.00510489594295268	0.00489159129593179	0.00678292684436098	0.00475339810628649	0.00456023286811565	0.00523513109811283	0.0132248881152955	0.113003185478076	0.112834934251758	0.00965826190854188	0.108016414041927	0.108703948196629	0.00117997057437477	0.000609592055505611	0.000316487012058226	0.00117997057437477	0.000637915710454157	0.00160402540332896	0.00160402540332896	0.00160402540332896	0.00452934480160651	0.00141386022055973	0.0954007569114625	0.00162775136599259	0.000396541988531796	0.0876535815741135	0.000829269964964552	0.000637915710454157
"R4"	0.00486624093221776	0.00507781662492289	0.0102631449679911	1.00958081347556	0.00848862153721627	0.0110642823504293	0.0108190454443295	0.0105446326313884	0.0108190454443295	0.0100456479220801	0.0100448251735855	0.0104541119757489	0.00545947498788087	0.00526484635378461	0.00277417427747461	0.00501960944768488	0.00528568617256705	0.00507637492663972	0.00138538410853927	0.00482167447453786	0.00526484635378461	0.00277417427747461	0.00298091946547691	0.00348424563009815	0.00322872242950167	0.00507637492663972	0.00507637492663972	0.00462100402611804	0.00486624093221776	0.00483113802053999	0.00504044926646733	0.00539759555469648	0.00504044926646733	0.00507637492663972	0.00486624093221776	0.00528568617256705	0.00138879016893534	0.00301941118357434	0.00301941118357434	0.00462100402611804	0.00521423808178114	0.0100807508337578	0.00301941118357434	0.00486624093221776	0.00483319749658442	0.00365454132207104	0.00462100402611804	0.00277417427747461	0.00823392108511441	0.00517110153061853	0.00486624093221776	0.00462100402611804	0.0050755521781451	0.00545947498788087	0.00521423808178114	0.0079805923483357	0.00507637492663972	0.00486624093221776	0.00559012725203207	0.0152046881781831	0.155544498920758	0.155163020156398	0.0105066997210977	0.0234324415933712	0.149660153874907	0.00141823740746048	0.000746722283982063	0.00033734972216853	0.00141823740746048	0.000679927020157073	0.00196706303334282	0.00196706303334282	0.00196706303334282	0.00502346990225605	0.00150777141715912	0.135577257440042	0.00173788815313817	0.00042315138541024	0.000855262080665923	0.000848773881865547	0.000679927020157073
"R5"	0.00582569780237678	0.00607898901117577	0.00848768132221266	0.00679089722977302	1.00978394247514	0.0109011604724157	0.00899929381003711	0.00872086363325961	0.00899929381003711	0.00835094343146217	0.00834735282685753	0.0104075943960237	0.00643768953443623	0.00623578282359649	0.00232874831496052	0.0043339161612179	0.00625593819312221	0.00604261330005182	0.00116420219995254	0.0046994825960377	0.00623578282359649	0.00232874831496052	0.00141649823603154	0.00579066117902826	0.00444393987040951	0.00604261330005182	0.00604261330005182	0.00392383113999818	0.00582569780237678	0.00414074663767322	0.00435407153074362	0.00469392624958791	0.00435407153074362	0.00604261330005182	0.00582569780237678	0.00625593819312221	0.00116454611500798	0.00423061497733911	0.00423061497733911	0.00392383113999818	0.00453582287205764	0.0100358945961657	0.00423061497733911	0.00582569780237678	0.00410541092059459	0.00315778030326165	0.00392383113999818	0.00232874831496052	0.00844081177112806	0.00448327745220127	0.00582569780237678	0.00392383113999818	0.00603902269544717	0.00643768953443623	0.00453582287205764	0.00660903081597413	0.00604261330005182	0.00582569780237678	0.00656689545589388	0.117915733067473	0.130429164880894	0.130390646394684	0.0108457748837519	0.123568024769298	0.0236834993762145	0.00117367139894496	0.00074339959971598	0.000293370390599244	0.00117367139894496	0.0006850616290561	0.00173053175249996	0.00173053175249996	0.00173053175249996	0.00511979743368951	0.00154535618835738	0.109465116638513	0.0018175134131402	0.000506582417597981	0.000707306776851055	0.000726319122385624	0.0006850616290561
"R6"	0.0042958594825197	0.00448263598175969	0.00602100363399348	0.004917458822413	0.00605620026245317	1.03803631623078	0.036911435306772	0.00619462389334111	0.036911435306772	0.00593321657892704	0.00592847134717787	0.00715038012534613	0.00475560733658596	0.00460684026941584	0.00147949975421833	0.00348195934540916	0.00461729044347044	0.00445894757886965	0.000739210745438516	0.00360627791870557	0.00460684026941584	0.00147949975421833	0.00157909815291041	0.00362013843473905	0.0027627235428258	0.00445894757886965	0.00445894757886965	0.00317097855851302	0.0042958594825197	0.00333406665486297	0.00349240951946376	0.00375773131355865	0.00349240951946376	0.00445894757886965	0.0042958594825197	0.00461729044347044	0.000740289008779813	0.00260438067822501	0.00260438067822501	0.00317097855851302	0.00363072641257927	0.00689500940658377	0.00260438067822501	0.0042958594825197	0.00332268266916029	0.00274548175673043	0.00317097855851302	0.00147949975421833	0.00520353060228908	0.00359757280400561	0.0042958594825197	0.00317097855851302	0.00445420234712049	0.00475560733658596	0.00363072641257927	0.00487821223547273	0.00445894757886965	0.0042958594825197	0.00486077062112781	0.0697426172884143	0.0829123689833389	0.0827916034891138	0.0081544048174976	0.0784456087350961	0.0788480595482767	0.000848990821528045	0.000510741437524724	0.000234858207097416	0.000848990821528045	0.000527012298285279	0.0622826136483897	0.0622826136483897	0.0622826136483897	0.00380022875041886	0.00118314152436949	0.0675778980256658	0.00138316893115516	0.000373552998479974	0.00050175030283279	0.000606816442589072	0.000527012298285279
"R7"	0.00363937384830599	0.00379760749388451	0.006613650602977	0.00540952272216476	0.00562455863127319	0.0415253647201185	1.0413243351266	0.00680455372838875	0.0413243351266022	0.0064916114469956	0.0064880473267243	0.00678130073327176	0.00407227380081659	0.00393332816160381	0.00159523235900555	0.00373229856808757	0.00394286896631997	0.00379290346744863	0.000797022348595103	0.00286434436176044	0.00393332816160381	0.00159523235900555	0.00171276280050645	0.00287835067735262	0.00194622745139313	0.00379290346744863	0.00379290346744863	0.00343834425478975	0.00363937384830599	0.00359187387393239	0.00374183937280373	0.00400749839169952	0.00374183937280373	0.00379290346744863	0.00363937384830599	0.00394286896631997	0.000798210010410443	0.00179626195252179	0.00179626195252179	0.00343834425478975	0.00387124420730035	0.0065391114213692	0.00179626195252179	0.00363937384830599	0.00360234446842953	0.00295766407716172	0.00343834425478975	0.00159523235900555	0.004695999525585	0.00384519176791124	0.00363937384830599	0.00343834425478975	0.00378933934717733	0.00407227380081659	0.00387124420730035	0.00536285098852584	0.00379290346744863	0.00363937384830599	0.00417562619592409	0.0124638347980071	0.0893995211659696	0.0892665030426516	0.00767648095713203	0.0854274377233138	0.0859679622690245	0.000932943801071588	0.000484378623805126	0.00025046864948122	0.000932943801071588	0.000506635787957696	0.0699725065974985	0.0699725065974985	0.0699725065974985	0.00359917197291229	0.00112339755324144	0.0753931768996435	0.00129404834496616	0.000316467291157042	0.000551137550248083	0.000656000854559125	0.000506635787957696
"R8"	0.00399270979909382	0.00416630587731529	0.0073767200481362	0.00602550436079335	0.00622918830947115	0.00796451643429571	0.00777663283244428	1.04630437084583	0.00777663283244428	0.00730592903189094	0.00723649866573595	0.00752602699296894	0.004541258531266	0.00438655789526597	0.00173292184006108	0.00419867429341454	0.00439642407112633	0.00422928211818757	0.000865842153803065	0.00318542976618372	0.00438655789526597	0.00173292184006108	0.00189513169143548	0.0032012301130101	0.00208794739485127	0.00422928211818757	0.00422928211818757	0.00380482619724239	0.00399270979909382	0.00404139851633614	0.0042085404692749	0.00450664902849373	0.0042085404692749	0.00422928211818757	0.00399270979909382	0.00439642407112633	0.000867079686258011	0.00192080544191251	0.00192080544191251	0.00380482619724239	0.00435337492941457	0.00725724031464862	0.00192080544191251	0.00399270979909382	0.00398848790848767	0.00335798054132341	0.00380482619724239	0.00173292184006108	0.0051853359574673	0.00432526039216375	0.00399270979909382	0.00380482619724239	0.00415985175203258	0.004541258531266	0.00435337492941457	0.0448080213248595	0.00422928211818757	0.00399270979909382	0.00465797845415485	0.0116487833147886	0.0971129248608972	0.0969743212259433	0.0118286159546874	0.0960344163843539	0.0966368884866822	0.0784700282660592	0.000537573356640639	0.000281665564280858	0.0784700282660592	0.00056772375165522	0.00141455223929419	0.00141455223929419	0.00141455223929419	0.00401140687053027	0.00125820621662721	0.0848777934044247	0.00144834460139671	0.000347192156442941	0.000614726670678017	0.000734646844981108	0.00056772375165522
"R9"	0.00363937384830599	0.00379760749388451	0.006613650602977	0.00540952272216476	0.00562455863127319	0.0415253647201185	0.0413243351266022	0.00680455372838875	1.0413243351266	0.0064916114469956	0.0064880473267243	0.00678130073327176	0.00407227380081659	0.00393332816160381	0.00159523235900555	0.00373229856808757	0.00394286896631997	0.00379290346744863	0.000797022348595103	0.00286434436176044	0.00393332816160381	0.00159523235900555	0.00171276280050645	0.00287835067735262	0.00194622745139313	0.00379290346744863	0.00379290346744863	0.00343834425478975	0.00363937384830599	0.00359187387393239	0.00374183937280373	0.00400749839169952	0.00374183937280373	0.00379290346744863	0.00363937384830599	0.00394286896631997	0.000798210010410443	0.00179626195252179	0.00179626195252179	0.00343834425478975	0.00387124420730035	0.0065391114213692	0.00179626195252179	0.00363937384830599	0.00360234446842953	0.00295766407716172	0.00343834425478975	0.00159523235900555	0.004695999525585	0.00384519176791124	0.00363937384830599	0.00343834425478975	0.00378933934717733	0.00407227380081659	0.00387124420730035	0.00536285098852584	0.00379290346744863	0.00363937384830599	0.00417562619592409	0.0124638347980071	0.0893995211659696	0.0892665030426516	0.00767648095713203	0.0854274377233138	0.0859679622690245	0.000932943801071588	0.000484378623805126	0.00025046864948122	0.000932943801071588	0.000506635787957696	0.0699725065974985	0.0699725065974985	0.0699725065974985	0.00359917197291229	0.00112339755324144	0.0753931768996435	0.00129404834496616	0.000316467291157042	0.000551137550248083	0.000656000854559125	0.000506635787957696
"R10"	0.00457580378665819	0.00477475177738246	0.00820935334047569	0.00669709861472005	0.00695911952621847	0.00889982486839056	0.00865548192932746	0.00852358387053943	0.00865548192932746	1.00979741225776	0.00810481362183494	0.00841207099740238	0.0069663620142277	0.00674854980408972	0.00200874214689211	0.00650420686502663	0.00674343576367116	0.00650591909312542	0.00100442376205468	0.00533572075655627	0.00674854980408972	0.00200874214689211	0.00215683874897126	0.0053533987289916	0.00249060175650095	0.00650591909312542	0.00650591909312542	0.00433146084759509	0.00457580378665819	0.00626157615406232	0.00649909282460806	0.00695919848833276	0.00649909282460806	0.00650591909312542	0.00457580378665819	0.00674343576367116	0.00100431838483743	0.00225308508595521	0.00225308508595521	0.00433146084759509	0.0067220190751646	0.0081116398903523	0.00225308508595521	0.00457580378665819	0.00458379554803773	0.00550959246966753	0.00433146084759509	0.00200874214689211	0.00578892118964932	0.006699949470979	0.00457580378665819	0.00433146084759509	0.00481332045720393	0.0069663620142277	0.0067220190751646	0.00844495703011455	0.00650591909312542	0.00457580378665819	0.00716721866059864	0.0151492622219121	0.112483659101792	0.112495461350125	0.0965057653233615	0.107658246964362	0.10833691422858	0.00131257383850046	0.00060086221410017	0.000434949905520798	0.00131257383850046	0.000876746633833344	0.00157636995607652	0.00157636995607652	0.00157636995607652	0.00570040009309776	0.00194104568771441	0.0919317386960468	0.00222926250556539	0.000397895981448539	0.000684112778372974	0.00100933880177053	0.000876746633833344
