"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"	"C13"	"C14"	"C15"	"C16"	"C17"	"C18"	"C19"	"C20"	"C21"	"C22"	"C23"	"C24"
"R1"	1.02410333398411	0.0254699600334812	0.0313044883230893	0.0313044883230893	0.0313044883230893	0.0313044883230893	0.0313044883230893	0.0313044883230893	0.0313044883230893	0.0323143105270599	0.0323143105270599	0.265136673825184	0.265136673825184	0.00911084032915717	0.00911084032915717	0.00911084032915716	0.00656384432580904	0.00656384432580903	0.00656384432580904	0.00656384432580904	0.00656384432580904	0.00656384432580903	0.00656384432580903	0.00656384432580903	0.00656384432580903	0.00656384432580903	0.00656384432580903	0.00656384432580903	0.00656384432580903	0.00656384432580903	0.00656384432580903	0.00656384432580903	0.00134642960529416	0.00134642960529416	0.00134642960529416
"R2"	0.0101879840133925	1.02661610823499	0.0327131902976283	0.0327131902976283	0.0327131902976283	0.0327131902976283	0.0327131902976283	0.0327131902976283	0.0327131902976283	0.0337684545007776	0.0337684545007776	0.112067824147317	0.112067824147318	0.109520828143969	0.109520828143969	0.109520828143969	0.00685921732047045	0.00685921732047044	0.00685921732047044	0.00685921732047044	0.00685921732047044	0.00685921732047044	0.00685921732047043	0.00685921732047043	0.00685921732047044	0.00685921732047044	0.00685921732047044	0.00685921732047044	0.00685921732047044	0.00685921732047044	0.00685921732047044	0.00685921732047044	0.0014070189375324	0.0014070189375324	0.0014070189375324
"R3"	0.00298137984029422	0.00778885483276863	1.03558525287711	0.0355852528771117	0.0355852528771117	0.0355852528771117	0.0355852528771117	0.0355852528771117	0.0355852528771117	0.0367331642602443	0.0367331642602443	0.0327951782432364	0.0327951782432364	0.0320498332831628	0.0320498332831628	0.0320498332831628	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.00153054851084351	0.00153054851084351	0.00153054851084351
"R4"	0.00298137984029422	0.00778885483276863	0.0355852528771117	1.03558525287711	0.0355852528771117	0.0355852528771117	0.0355852528771117	0.0355852528771117	0.0355852528771117	0.0367331642602443	0.0367331642602443	0.0327951782432364	0.0327951782432364	0.0320498332831628	0.0320498332831628	0.0320498332831628	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.00153054851084351	0.00153054851084351	0.00153054851084351
"R5"	0.00298137984029422	0.00778885483276863	0.0355852528771117	0.0355852528771117	1.03558525287711	0.0355852528771117	0.0355852528771117	0.0355852528771117	0.0355852528771117	0.0367331642602443	0.0367331642602443	0.0327951782432364	0.0327951782432364	0.0320498332831628	0.0320498332831628	0.0320498332831628	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.00153054851084351	0.00153054851084351	0.00153054851084351
"R6"	0.00298137984029422	0.00778885483276863	0.0355852528771117	0.0355852528771117	0.0355852528771117	1.03558525287711	0.0355852528771117	0.0355852528771117	0.0355852528771117	0.0367331642602443	0.0367331642602443	0.0327951782432364	0.0327951782432364	0.0320498332831628	0.0320498332831628	0.0320498332831628	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.00153054851084351	0.00153054851084351	0.00153054851084351
"R7"	0.00298137984029422	0.00778885483276863	0.0355852528771117	0.0355852528771117	0.0355852528771117	0.0355852528771117	1.03558525287711	0.0355852528771117	0.0355852528771117	0.0367331642602443	0.0367331642602443	0.0327951782432364	0.0327951782432364	0.0320498332831628	0.0320498332831628	0.0320498332831628	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.00153054851084351	0.00153054851084351	0.00153054851084351
"R8"	0.00298137984029422	0.00778885483276863	0.0355852528771117	0.0355852528771117	0.0355852528771117	0.0355852528771117	0.0355852528771117	1.03558525287711	0.0355852528771117	0.0367331642602443	0.0367331642602443	0.0327951782432364	0.0327951782432364	0.0320498332831628	0.0320498332831628	0.0320498332831628	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.00153054851084351	0.00153054851084351	0.00153054851084351
"R9"	0.00298137984029422	0.00778885483276863	0.0355852528771117	0.0355852528771117	0.0355852528771117	0.0355852528771117	0.0355852528771117	0.0355852528771117	1.03558525287711	0.0367331642602443	0.0367331642602443	0.0327951782432364	0.0327951782432364	0.0320498332831628	0.0320498332831628	0.0320498332831628	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.0312709477998859	0.00153054851084351	0.00153054851084351	0.00153054851084351
"R10"	0.00269285921058832	0.00703509468766199	0.0321415187277138	0.0321415187277138	0.0321415187277138	0.0321415187277138	0.0321415187277138	0.0321415187277138	0.0321415187277138	1.04930737417054	0.0493073741705433	0.0296214513164716	0.0296214513164716	0.0289482365138245	0.0289482365138245	0.0289482365138245	0.0282447270450583	0.0282447270450582	0.0282447270450583	0.0282447270450583	0.0282447270450583	0.0282447270450582	0.0282447270450582	0.0282447270450582	0.0282447270450583	0.0282447270450582	0.0282447270450582	0.0282447270450582	0.0282447270450583	0.0282447270450582	0.0282447270450583	0.0282447270450582	0.0228878072571059	0.0228878072571059	0.0228878072571059
