"Gastonia_mauritiana"	"Pemphis_acidula"	"Stachytapheta_jamaicensis"	"Turnera_angustifolia"	"Scaevola_sericea"	"Thespesia_populnea"	"Tourneortia_argentea"	"Leucaena_leucocephala"	"Morinda_citrifolia"	"Dracaena_concinna"	"Hibiscus_tiliaceus"	"Passiflora_suberosa"	"Suriana_maritima"	"Ipomoea_macrantha"	"Apis_mellifera"	"Phelsuma_ornata"	"Unidentified_sp1_M_PL_011"	"Leptotes_pirithous"	"Syrphid_sp1_M_PL_011"	"Unidentified_sp2_M_PL_011"	"Unidentified_sp3_M_PL_011"	"Xylocopa_fenestrata"	"Phalantha_phalantha"	"Unidentified_sp4_M_PL_011"	"Lucilia_sp1_M_PL_011"	"Ornidia_obesa"	"Protaetia_aurichalcea"
"Hibiscus_tiliaceus"	0.0343255189981912	0.0320346642838304	0.0187680454617734	0.017321225103123	0.02942518869208	0.0296337930079014	0.0301289152832543	0.0284670679371045	0.0282496565849953	0.0162146315092893	1.02708708776694	0.0270870877669375	0.00215403200089896	0.0124364189370166	0.298474054488398	0.293013376598418	0.0165597620420047	0.0116256881805779	0.00938377607621022	0.00594877909704704	0.00700035042478109	0.00807982645380817	0.00423355914546698	0.00591145934779373	0.00214534493738695	0.00214534493738695	0.00214534493738695
"Passiflora_suberosa"	0.0343255189981912	0.0320346642838304	0.0187680454617734	0.017321225103123	0.02942518869208	0.0296337930079014	0.0301289152832543	0.0284670679371045	0.0282496565849953	0.0162146315092893	0.0270870877669375	1.02708708776694	0.00215403200089896	0.0124364189370166	0.298474054488398	0.293013376598418	0.0165597620420047	0.0116256881805779	0.00938377607621022	0.00594877909704704	0.00700035042478109	0.00807982645380817	0.00423355914546698	0.00591145934779373	0.00214534493738695	0.00214534493738695	0.00214534493738695
"Suriana_maritima"	0.0355339996139198	0.0354337679985953	0.0340710584566596	0.0530190381582093	0.0513410785985149	0.0048176882327703	0.00342751142793268	0.00336045994671938	0.030333930728204	0.00159684762312025	0.00215403200089896	0.00215403200089896	1.07492155321817	0.00116833532872203	0.0280400478893288	0.0197139334435386	0.014477135349845	0.28179898727305	0.00366690570565994	0.280449926945177	0.00874336971630551	0.0146723526405182	0.00579206887127124	0.00264931390436157	0.00222087497586999	0.00222087497586999	0.00222087497586999
"Ipomoea_macrantha"	0.0318786158191374	0.03025244971426	0.0295132023532214	0.0285923043998413	0.0274888162199507	0.027813746721711	0.0273265677336375	0.0263478496701055	0.0260629251761707	0.00293909191354143	0.0248728378740331	0.0248728378740331	0.00233667065744406	1.02303541720625	0.552850012949902	0.0367484133557448	0.0177001415528685	0.0119008730213757	0.00661002747452517	0.00687950013183899	0.00879538230963313	0.0088163699436663	0.00498047100562345	0.00540823445540078	0.00199241348869609	0.00199241348869609	0.00199241348869609
"Apis_mellifera"	0.0637572316382748	0.06050489942852	0.0590264047064428	0.0571846087996827	0.0549776324399014	0.055627493443422	0.0546531354672751	0.052695699340211	0.0521258503523414	0.00587818382708287	0.0497456757480663	0.0497456757480663	0.00467334131488813	0.0460708344124918	1.1057000258998	0.0734968267114896	0.0354002831057369	0.0238017460427513	0.0132200549490503	0.013759000263678	0.0175907646192663	0.0176327398873326	0.0099609420112469	0.0108164689108016	0.00398482697739217	0.00398482697739217	0.00398482697739217
"Phelsuma_ornata"	0.0735448443544899	0.0676337577068017	0.0160457771406507	0.0121002916128094	0.0627231223284187	0.0629076785881835	0.0658625256657421	0.0611725724082071	0.0608727759876397	0.0589803422100743	0.0586026753196836	0.0586026753196836	0.00394278668870772	0.00367484133557448	0.0881961920537875	1.09855667968218	0.0308387650622817	0.0227010066795602	0.0243150493557905	0.0100361161245102	0.0104106370798581	0.0146865659279001	0.00697329457062104	0.0128293684803734	0.00459655277215562	0.00459655277215562	0.00459655277215562
"Unidentified_sp1_M_PL_011"	0.108975758365466	0.10452921088137	0.105660615354436	0.102266768996817	0.0110417518961114	0.0993148348698974	0.00936178782322536	0.0940738211135715	0.00821007849186388	0.00441646213714442	0.00551992068066822	0.00551992068066822	0.00482571178328167	0.00295002359214475	0.0708005662114739	0.0513979417704695	1.06264680519484	0.0269015781119566	0.0110793902917256	0.0128133238325161	0.0314460825379553	0.0203176634601432	0.0175158188529839	0.00798120837574478	0.00681098489784161	0.00681098489784161	0.00681098489784161
"Leptotes_pirithous"	0.129292721165039	0.122143589576702	0.121877496558578	0.0145840140336626	0.0120307801099391	0.0094736098639107	0.00901311154245745	0.00734043308342681	0.112179512240716	0.00433107843427678	0.00465027527223115	0.00465027527223115	0.11271959490922	0.00238017460427514	0.0571241905026032	0.0454020133591204	0.0322818937343479	1.07529236968485	0.0123658665979246	0.0311421476444137	0.0127990606829033	0.0131408813818338	0.0203350905112734	0.00920743401562214	0.00808079507281496	0.00808079507281496	0.00808079507281496
"Syrphid_sp1_M_PL_011"	0.0182085733420916	0.0150224189856152	0.194671014587399	0.00799369147685854	0.00712988900868821	0.0111721614116089	0.193715747212326	0.00810241576609443	0.00831682848379424	0.185174278661962	0.00625585071747348	0.00625585071747348	0.0024446038037733	0.00220334249150839	0.0528802197962013	0.0810501645193018	0.0221587805834513	0.0206097776632076	1.08673062261598	0.0023017562247152	0.0184184738730869	0.00294247352257315	0.0174744527977512	0.0253525042354214	0.00113803583388073	0.00113803583388073	0.00113803583388073
"Unidentified_sp2_M_PL_011"	0.0128432772906398	0.0195914824176791	0.0144067372680598	0.197492138599175	0.19333353428412	0.0097971430671705	0.00469693416927327	0.00610140670345071	0.00915621067210031	0.00205631205820423	0.0039658527313647	0.0039658527313647	0.186966617963452	0.002293166710613	0.0550360010547119	0.033453720415034	0.0256266476650321	0.0519035794073562	0.0023017562247152	1.0906575601363	0.0221744181823188	0.0455485291802391	0.00283318497381158	0.00138982160182415	0.00080270483066499	0.00080270483066499	0.00080270483066499
"Unidentified_sp3_M_PL_011"	0.0138078536389079	0.0202446825718085	0.194293747297123	0.192051051742117	0.0120966777764492	0.186356380428832	0.00820892246896497	0.00990791403951327	0.00680007706367127	0.00480485182549084	0.00466690028318739	0.00466690028318739	0.00582891314420367	0.00293179410321104	0.0703630584770651	0.034702123599527	0.0628921650759105	0.0213317678048388	0.0184184738730869	0.0221744181823188	1.05869079833591	0.0224042467772519	0.0178782024890776	0.00188910616105236	0.000862990852431741	0.000862990852431741	0.000862990852431741
"Xylocopa_fenestrata"	0.0125292572273994	0.191830362370739	0.0170922213319961	0.194165363318225	0.189492805933309	0.0125068693421046	0.00626862747576336	0.00877282821256265	0.00757669786617775	0.00293817324174554	0.00538655096920545	0.00538655096920545	0.00978156842701216	0.0029387899812221	0.0705309595493304	0.048955219759667	0.0406353269202863	0.021901468969723	0.00294247352257315	0.0455485291802391	0.0224042467772519	1.05908900060438	0.0174102153085612	0.00156665701118288	0.00078307857671246	0.00078307857671246	0.00078307857671246
"Phalantha_phalantha"	0.0156987380630532	0.279762752639308	0.282505038991219	0.0163995909089203	0.00929440921606018	0.0130820644809824	0.00913286722801548	0.00861251385871296	0.00931733177328532	0.00611193684209306	0.00423355914546698	0.00423355914546698	0.00579206887127124	0.00249023550281173	0.0597656520674814	0.0348664728531052	0.0525474565589517	0.0508377262781834	0.0262116791966268	0.00424977746071736	0.0268173037336164	0.0261153229628419	1.04685564930254	0.00212277953244276	0.000981171128940827	0.000981171128940827	0.000981171128940827
"Unidentified_sp4_M_PL_011"	0.30183345155049	0.0111309790815419	0.0143423753077713	0.00591081551515143	0.00665057900104549	0.00837903798199302	0.275577530928646	0.00790676144172993	0.00821331785169927	0.0095454681789487	0.00591145934779373	0.00591145934779373	0.00264931390436157	0.00270411722770039	0.0648988134648093	0.0641468424018669	0.0239436251272343	0.0230185850390554	0.0380287563531322	0.00208473240273622	0.00283365924157854	0.00234998551677432	0.00212277953244276	1.05331178208799	0.0188645907219057	0.0188645907219057	0.0188645907219057
"Lucilia_sp1_M_PL_011"	0.575082896795647	0.0126187047129288	0.010929402381651	0.00662229306752149	0.00508358157846262	0.00812767774991057	0.0142920031526671	0.0076961823236947	0.00833108741118138	0.00286729430301817	0.0042906898747739	0.0042906898747739	0.00444174995173998	0.00199241348869609	0.0478179237287061	0.0459655277215562	0.0408659093870497	0.0404039753640748	0.00341410750164218	0.00240811449199497	0.00258897255729522	0.00234923573013738	0.00196234225788165	0.0377291814438113	1.03594268104973	0.0359426810497279	0.0359426810497279
"Ornidia_obesa"	0.575082896795647	0.0126187047129288	0.010929402381651	0.00662229306752149	0.00508358157846262	0.00812767774991057	0.0142920031526671	0.0076961823236947	0.00833108741118138	0.00286729430301817	0.0042906898747739	0.0042906898747739	0.00444174995173998	0.00199241348869609	0.0478179237287061	0.0459655277215562	0.0408659093870497	0.0404039753640748	0.00341410750164218	0.00240811449199497	0.00258897255729522	0.00234923573013738	0.00196234225788165	0.0377291814438113	0.0359426810497279	1.03594268104973	0.0359426810497279
"Protaetia_aurichalcea"	0.575082896795647	0.0126187047129288	0.010929402381651	0.00662229306752149	0.00508358157846262	0.00812767774991057	0.0142920031526671	0.0076961823236947	0.00833108741118138	0.00286729430301817	0.0042906898747739	0.0042906898747739	0.00444174995173998	0.00199241348869609	0.0478179237287061	0.0459655277215562	0.0408659093870497	0.0404039753640748	0.00341410750164218	0.00240811449199497	0.00258897255729522	0.00234923573013738	0.00196234225788165	0.0377291814438113	0.0359426810497279	0.0359426810497279	1.03594268104973
