"Abutilon_bedfordianum"	"Aechmea_nudicaulis"	"Aechmea_vanhoutteana"	"Billbergia_distachya"	"Billbergia_vitata"	"Bomarea_edulis"	"Fuchsia_regia"	"Hippeastrum_aulicum"	"Justicia_sebastianopolitanae"	"Manettia_mirtis"	"Mendoncia_sp1_M_PL_066"	"Nematanthus_crassifolius"	"Nematanthus_fornix"	"Nematanthus_lanceolatus"	"Nidularium_itatiaiae"	"Odontonema_barlerioides"	"Pitcaimia_flammea"	"Psittacanthus_flavo_viridis"	"Pyrostegia_venusta"	"Quesnelia_augusto-coburgii"	"Salvia_sellowiana"	"Sinningia_cooperi"	"Sinningia_gigantifolia"	"Siphocampylus_longepedunculatus"	"Staurogyne_itatiaiae"	"Tillandsia_gardneri"	"Velloziela_dracocephaloides"	"Vriesea_carinata"	"Vriesea_longicaulis"	"Vriesea_sp1_M_PL_066"	"Stromanthe_thalia"	"Phaethornis_eurynome"	"Thalurania_glaucopis"	"Phaethornis_squalidus"	"Clytolaema_rubricauda"	"Leucochloris_albicollis"
"Abutilon_bedfordianum"	1.02403603502705	0.0250038355630617	0.0250038355630617	0.0110603335856924	0.0189217309692425	0.0110603335856924	0.0110603335856924	0.0110603335856924	0.00401042845586514	0.0110603335856924	0.0109189502739069	0.00401042845586514	0.0110603335856924	0.00497822899187322	0.00401042845586514	0.00497822899187322	0.0110603335856924	0.0200256065711884	0.011886750809915	0.00401042845586514	0.00497822899187322	0.0110603335856924	0.00497822899187322	0.00401042845586514	0.00497822899187322	0.00704990512982722	0.00401042845586514	0.0100925330496843	0.0100925330496843	0.0139435019773693	0.0189217309692425	0.224583993528448	0.206791556189851	0.0367764203683071	0.19520902768317	0.00330566889689053
"Aechmea_nudicaulis"	0.0187528766722962	1.02315037111925	0.0231503711192483	0.0124916485747102	0.0183289045214749	0.0124916485747102	0.0124916485747102	0.0124916485747102	0.00327268752998484	0.0124916485747102	0.00887900314163639	0.00327268752998484	0.0124916485747102	0.00767018197693685	0.00327268752998484	0.00767018197693685	0.0124916485747102	0.0154801891423114	0.0132764975885884	0.00327268752998484	0.00767018197693685	0.0124916485747102	0.00767018197693685	0.00327268752998484	0.00767018197693685	0.00921896104472533	0.00327268752998484	0.00809415412775816	0.00809415412775816	0.0106587225445381	0.0183289045214749	0.183270501679151	0.163929864324293	0.167104788984177	0.149222115623533	0.00313939605551295
"Aechmea_vanhoutteana"	0.0187528766722962	0.0231503711192483	1.02315037111925	0.0124916485747102	0.0183289045214749	0.0124916485747102	0.0124916485747102	0.0124916485747102	0.00327268752998484	0.0124916485747102	0.00887900314163639	0.00327268752998484	0.0124916485747102	0.00767018197693685	0.00327268752998484	0.00767018197693685	0.0124916485747102	0.0154801891423114	0.0132764975885884	0.00327268752998484	0.00767018197693685	0.0124916485747102	0.00767018197693685	0.00327268752998484	0.00767018197693685	0.00921896104472533	0.00327268752998484	0.00809415412775816	0.00809415412775816	0.0106587225445381	0.0183289045214749	0.183270501679151	0.163929864324293	0.167104788984177	0.149222115623533	0.00313939605551295
"Billbergia_distachya"	0.0110603335856924	0.0166555314329469	0.0166555314329469	1.01582153105562	0.0105522042262474	0.0158215310556179	0.0158215310556179	0.0158215310556179	0.00412300600166385	0.0158215310556179	0.0112192537252207	0.00412300600166385	0.0158215310556179	0.00971820384891839	0.00412300600166385	0.00971820384891839	0.0158215310556179	0.00693732758402851	0.0168144515724753	0.00412300600166385	0.00971820384891839	0.0158215310556179	0.00971820384891839	0.00412300600166385	0.00971820384891839	0.011698525053954	0.00412300600166385	0.0102263332083633	0.0102263332083633	0.000834000377329015	0.0105522042262474	0.230888336093176	0.207513125027783	0.212617518195672	0.0116760052826062	0.00397168206742953
"Billbergia_vitata"	0.0189217309692425	0.0244385393619666	0.0244385393619666	0.0105522042262474	1.02345258846907	0.0105522042262474	0.0105522042262474	0.0105522042262474	0.00404944494062383	0.0105522042262474	0.00561739803591475	0.00404944494062383	0.0105522042262474	0.0095662533333479	0.00404944494062383	0.0095662533333479	0.0105522042262474	0.0148722860286187	0.0111342064286388	0.00404944494062383	0.0095662533333479	0.0105522042262474	0.0095662533333479	0.00404944494062383	0.0095662533333479	0.00650275928562357	0.00404944494062383	0.00503539583352334	0.00503539583352334	0.0138863351357192	0.0234525884690671	0.226768916674935	0.0335223303585831	0.209638718923514	0.194408691900069	0.00232800880956564
"Bomarea_edulis"	0.0110603335856924	0.0166555314329469	0.0166555314329469	0.0158215310556179	0.0105522042262474	1.01582153105562	0.0158215310556179	0.0158215310556179	0.00412300600166385	0.0158215310556179	0.0112192537252207	0.00412300600166385	0.0158215310556179	0.00971820384891839	0.00412300600166385	0.00971820384891839	0.0158215310556179	0.00693732758402851	0.0168144515724753	0.00412300600166385	0.00971820384891839	0.0158215310556179	0.00971820384891839	0.00412300600166385	0.00971820384891839	0.011698525053954	0.00412300600166385	0.0102263332083633	0.0102263332083633	0.000834000377329015	0.0105522042262474	0.230888336093176	0.207513125027783	0.212617518195672	0.0116760052826062	0.00397168206742953
"Fuchsia_regia"	0.0110603335856924	0.0166555314329469	0.0166555314329469	0.0158215310556179	0.0105522042262474	0.0158215310556179	1.01582153105562	0.0158215310556179	0.00412300600166385	0.0158215310556179	0.0112192537252207	0.00412300600166385	0.0158215310556179	0.00971820384891839	0.00412300600166385	0.00971820384891839	0.0158215310556179	0.00693732758402851	0.0168144515724753	0.00412300600166385	0.00971820384891839	0.0158215310556179	0.00971820384891839	0.00412300600166385	0.00971820384891839	0.011698525053954	0.00412300600166385	0.0102263332083633	0.0102263332083633	0.000834000377329015	0.0105522042262474	0.230888336093176	0.207513125027783	0.212617518195672	0.0116760052826062	0.00397168206742953
"Hippeastrum_aulicum"	0.0110603335856924	0.0166555314329469	0.0166555314329469	0.0158215310556179	0.0105522042262474	0.0158215310556179	0.0158215310556179	1.01582153105562	0.00412300600166385	0.0158215310556179	0.0112192537252207	0.00412300600166385	0.0158215310556179	0.00971820384891839	0.00412300600166385	0.00971820384891839	0.0158215310556179	0.00693732758402851	0.0168144515724753	0.00412300600166385	0.00971820384891839	0.0158215310556179	0.00971820384891839	0.00412300600166385	0.00971820384891839	0.011698525053954	0.00412300600166385	0.0102263332083633	0.0102263332083633	0.000834000377329015	0.0105522042262474	0.230888336093176	0.207513125027783	0.212617518195672	0.0116760052826062	0.00397168206742953
"Justicia_sebastianopolitanae"	0.0120312853675954	0.0130907501199393	0.0130907501199393	0.0123690180049916	0.0121483348218715	0.0123690180049916	0.0123690180049916	0.0123690180049916	1.01036713795458	0.0123690180049916	0.012234780972036	0.0103671379545798	0.0123690180049916	0.0114266027069237	0.0103671379545798	0.0114266027069237	0.0123690180049916	0.00166414741301564	0.0132942457243799	0.0103671379545798	0.0114266027069237	0.0123690180049916	0.0114266027069237	0.0103671379545798	0.0114266027069237	0.00200188005041178	0.0103671379545798	0.0113095532526476	0.0113095532526476	0.000721732114947788	0.0121483348218715	0.580559725456468	0.032042120134307	0.0402596605890691	0.010104249609269	0.00370091087755349
"Manettia_mirtis"	0.0110603335856924	0.0166555314329469	0.0166555314329469	0.0158215310556179	0.0105522042262474	0.0158215310556179	0.0158215310556179	0.0158215310556179	0.00412300600166385	1.01582153105562	0.0112192537252207	0.00412300600166385	0.0158215310556179	0.00971820384891839	0.00412300600166385	0.00971820384891839	0.0158215310556179	0.00693732758402851	0.0168144515724753	0.00412300600166385	0.00971820384891839	0.0158215310556179	0.00971820384891839	0.00412300600166385	0.00971820384891839	0.011698525053954	0.00412300600166385	0.0102263332083633	0.0102263332083633	0.000834000377329015	0.0105522042262474	0.230888336093176	0.207513125027783	0.212617518195672	0.0116760052826062	0.00397168206742953
