"Cornus_florida"	"Vitis_sp1_M_SD_001"	"Celastrus_orbiculatus"	"Rhus_radicans"	"Lindera_benzoin"	"Smilax_rotundifolia"	"Lonicera_japonica"	"Quiscalus_quiscula"	"Turdus_migratorius"	"Zonotrichia_albicollis"	"Junco_hyemalis"	"Cardinalis_cardinalis"	"Dendroica_coronata"	"Parus_atricapillus"	"Catharus_guttata"	"Parus_bicolor"	"Picoides_pubescens"	"Mimus_polyglottos"	"Bombycilla_cedrorum"	"Melanerpes_carolinensis"	"Picoides_villosus"	"Sturnus_vulgaris"	"Carpodacus_purpureus"	"Colaptes_auratus"	"Zenaidura_macroura"	"Euphagus_carolinus"	"Pipilo_erythophtalmus"	"Vireo_olivaceus"
"Cornus_florida"	1.14236807438133	0.038578050351718	0.0496681087472676	0.0431072401641421	0.0266792958304427	0.0164662819292152	0.0164662819292152	0.0503542447910116	0.0555055798114192	0.063149702462698	0.0549818175329952	0.0609943404544909	0.0021553620082071	0.0021553620082071	0.0527500047862965	0.054993012236582	0.0021553620082071	0.0549818175329952	0.00248340543736338	0.00491093703332982	0.0021553620082071	0.00248340543736338	0.0475986697658889	0.049754031774096	0.00542350460816698	0.00248340543736338	0.0475986697658889	0.0475986697658889
"Vitis_sp1_M_SD_001"	0.0661338006029452	1.09761694879599	0.0437260020130995	0.0460636826809144	0.0480706940444132	0.0158611025979847	0.0158611025979847	0.0811567856534078	0.0881501551585041	0.095740373491878	0.00988857635948753	0.0934371893578323	0.00230318413404572	0.00230318413404572	0.00974894453021901	0.0856462698881085	0.00230318413404572	0.00988857635948753	0.00218630010065498	0.0807043947623308	0.00230318413404572	0.00218630010065498	0.00275557502512272	0.00505875915916844	0.0832082800327265	0.00218630010065497	0.00275557502512272	0.00275557502512272
"Celastrus_orbiculatus"	0.0596017304967211	0.0306082014091697	1.1390857260608	0.0347238392469982	0.0309624518544628	0.0191756921325892	0.0191756921325892	0.00466970553801835	0.0647202370265048	0.0728483263663844	0.0643698323915183	0.0711121344040345	0.00173619196234991	0.00173619196234991	0.0625339369258498	0.0633601838034084	0.00173619196234991	0.0643698323915183	0.0569542863030402	0.00392249206300488	0.00173619196234991	0.0569542863030402	0.00248340543736338	0.00421959739971329	0.00528254528610125	0.0569542863030402	0.00248340543736338	0.00248340543736338
"Rhus_radicans"	0.0517286881969705	0.0322445778766401	0.0347238392469982	1.17780934748572	0.00848590180429726	0.0141704893613518	0.0141704893613518	0.00445854614225282	0.00704332828503246	0.0706572921131025	0.0651437695717351	0.0117668247388164	0.0588904673742862	0.0588904673742862	0.00474014415098674	0.0650852054788889	0.0588904673742862	0.0651437695717352	0.00173619196234991	0.0611936515083319	0.0588904673742862	0.00173619196234991	0.0021553620082071	0.0610458293824933	0.00315177431447545	0.00173619196234991	0.0021553620082071	0.0021553620082071
"Lindera_benzoin"	0.0640303099930624	0.0672989716621785	0.0619249037089255	0.0169718036085945	1.08157578663017	0.020765778865201	0.020765778865201	0.00747499898748559	0.118728822835949	0.126499339304779	0.0100737280931204	0.125650749124349	0.000848590180429726	0.000848590180429726	0.113921753431508	0.0114198343533616	0.000848590180429726	0.0100737280931204	0.00309624518544628	0.00565565958487105	0.000848590180429726	0.00309624518544628	0.00266792958304427	0.00351651976347399	0.112964648067458	0.00309624518544628	0.00266792958304427	0.00266792958304427
"Smilax_rotundifolia"	0.0658651277168607	0.0370092393952976	0.0639189737752973	0.0472349645378393	0.0346096314420016	1.05298599610536	0.031709400360678	0.00538789742119998	0.012044809254165	0.19518912355873	0.0135869772973057	0.192827375331838	0.00236174822689196	0.00236174822689196	0.00940129215450089	0.0109455943368568	0.00236174822689196	0.183799743254753	0.00319594868876486	0.00500526532655608	0.00236174822689196	0.00319594868876486	0.00274438032153586	0.00510612854842782	0.00610448024386428	0.00319594868876486	0.00274438032153586	0.00274438032153586
"Lonicera_japonica"	0.0658651277168607	0.0370092393952976	0.0639189737752972	0.0472349645378392	0.0346096314420016	0.031709400360678	1.05298599610536	0.00538789742119998	0.012044809254165	0.19518912355873	0.183799743254752	0.192827375331838	0.00236174822689196	0.00236174822689196	0.00940129215450089	0.0109455943368568	0.00236174822689196	0.0135869772973057	0.00319594868876486	0.00500526532655608	0.00236174822689196	0.00319594868876486	0.00274438032153586	0.00510612854842782	0.00610448024386428	0.00319594868876486	0.00274438032153586	0.00274438032153586
"Quiscalus_quiscula"	0.302125468746069	0.284048749786927	0.0233485276900918	0.0222927307112641	0.018687497468714	0.00808184613179997	0.00808184613179996	1.0328777576111	0.0359139337424808	0.039722518988644	0.0162175984731207	0.0386078824530808	0.00111463653556321	0.00111463653556321	0.0156247373291289	0.0351598205311726	0.00111463653556321	0.0162175984731207	0.00116742638450459	0.0214038329489152	0.00111463653556321	0.00116742638450459	0.0125885611977529	0.0137031977333161	0.0221579461602234	0.00116742638450459	0.0125885611977529	0.0125885611977529
"Turdus_migratorius"	0.166516739434258	0.154262771527382	0.161800592566262	0.0176083207125812	0.148411028544936	0.00903360694062375	0.00903360694062375	0.0179569668712404	1.04088809935405	0.0447797177032174	0.0174142442971402	0.0438993016675883	0.000880416035629058	0.000880416035629057	0.0298693299592341	0.0269274125351826	0.000880416035629057	0.0174142442971402	0.0080900296283131	0.0118991854304421	0.000880416035629058	0.0080900296283131	0.0069381974764274	0.00781861351205646	0.0258598722493066	0.0080900296283131	0.0069381974764274	0.0069381974764274
"Zonotrichia_albicollis"	0.108256632793197	0.0957403734918781	0.104069037666263	0.100938988733004	0.0903566709319849	0.0836524815251699	0.0836524815251699	0.0113492911396126	0.0255884101161242	1.05851952006116	0.0287031746072082	0.0534725706245142	0.00504694943665018	0.00504694943665018	0.0187498120095615	0.0215996924595759	0.00504694943665018	0.0287031746072082	0.00520345188331317	0.0118855475432129	0.00504694943665018	0.00520345188331317	0.00451069303304986	0.00955764246970004	0.0158742651997612	0.00520345188331317	0.00451069303304986	0.00451069303304986
"Junco_hyemalis"	0.164945452598986	0.0173050086291032	0.160924580978796	0.162859423929338	0.0125921601164005	0.0101902329729793	0.137849807441064	0.00810879923656034	0.0174142442971402	0.0502305555626144	1.04603689534387	0.0420875843661474	0.0081429711964669	0.0081429711964669	0.0161781722522042	0.024297999481967	0.0081429711964669	0.0247602995991943	0.00804622904893979	0.00937904324140284	0.0081429711964669	0.00804622904893979	0.0068727271916244	0.0150156983880913	0.002495288056576	0.00804622904893979	0.0068727271916244	0.0068727271916244
"Cardinalis_cardinalis"	0.121988680908982	0.109010054250804	0.118520224006724	0.019611374564694	0.104708957603624	0.0964136876659189	0.0964136876659189	0.0128692941510269	0.0292662011117256	0.0623846657285999	0.0280583895774316	1.06140409700036	0.000980568728234699	0.000980568728234698	0.0214797686652396	0.0197758740795978	0.000980568728234698	0.0280583895774316	0.00592601120033621	0.00876700117472073	0.000980568728234699	0.00592601120033621	0.00508286170454091	0.00606343043277561	0.0182573282068485	0.00592601120033621	0.00508286170454091	0.00508286170454091
"Dendroica_coronata"	0.0258643440984852	0.01612228893832	0.0173619196234991	0.588904673742862	0.00424295090214863	0.00708524468067589	0.00708524468067589	0.00222927307112641	0.00352166414251623	0.0353286460565513	0.0325718847858676	0.00588341236940819	1.02944523368714	0.0294452336871431	0.00237007207549337	0.0325426027394445	0.0294452336871431	0.0325718847858676	0.000868095981174954	0.030596825754166	0.0294452336871431	0.000868095981174954	0.00107768100410355	0.0305229146912466	0.00157588715723772	0.000868095981174954	0.00107768100410355	0.00107768100410355
"Parus_atricapillus"	0.0258643440984852	0.01612228893832	0.0173619196234991	0.588904673742862	0.00424295090214863	0.00708524468067589	0.00708524468067589	0.00222927307112641	0.00352166414251623	0.0353286460565513	0.0325718847858676	0.00588341236940819	0.0294452336871431	1.02944523368714	0.00237007207549337	0.0325426027394445	0.0294452336871431	0.0325718847858676	0.000868095981174954	0.030596825754166	0.0294452336871431	0.000868095981174954	0.00107768100410355	0.0305229146912466	0.00157588715723772	0.000868095981174954	0.00107768100410355	0.00107768100410355
"Catharus_guttata"	0.211000019145186	0.0227475372371777	0.208446456419499	0.0158004805032891	0.189869589052513	0.00940129215450088	0.00940129215450088	0.0104164915527526	0.0398257732789788	0.0437495613556436	0.0215708963362723	0.0429595373304791	0.000790024025164456	0.000790024025164456	1.03820094919061	0.021628838398892	0.000790024025164456	0.0215708963362723	0.010422322820975	0.00241484811353429	0.000790024025164456	0.010422322820975	0.00879166746438275	0.00958169148954721	0.0206117829936211	0.010422322820975	0.00879166746438275	0.00879166746438275
"Parus_bicolor"	0.164979036709746	0.14988097230419	0.158400459508521	0.162713013697222	0.014274792941702	0.0082091957526426	0.0082091957526426	0.0175799102655863	0.0269274125351826	0.0377994618042579	0.024297999481967	0.0296638111193968	0.00813565068486112	0.00813565068486112	0.016221628799169	1.03363558392587	0.00813565068486111	0.024297999481967	0.00792002297542605	0.0188414344208747	0.00813565068486112	0.00792002297542606	0.00687412652957276	0.0150097772144339	0.0121332630301838	0.00792002297542605	0.00687412652957276	0.00687412652957276
"Picoides_pubescens"	0.0258643440984852	0.01612228893832	0.0173619196234991	0.588904673742862	0.00424295090214863	0.00708524468067589	0.00708524468067589	0.00222927307112641	0.00352166414251623	0.0353286460565513	0.0325718847858676	0.00588341236940819	0.0294452336871431	0.0294452336871431	0.00237007207549337	0.0325426027394445	1.02944523368714	0.0325718847858676	0.000868095981174954	0.030596825754166	0.0294452336871431	0.000868095981174954	0.00107768100410355	0.0305229146912466	0.00157588715723772	0.000868095981174954	0.00107768100410355	0.00107768100410355
"Mimus_polyglottos"	0.164945452598986	0.0173050086291032	0.160924580978796	0.162859423929338	0.0125921601164005	0.137849807441064	0.0101902329729793	0.00810879923656034	0.0174142442971402	0.0502305555626144	0.0247602995991943	0.0420875843661474	0.0081429711964669	0.0081429711964669	0.0161781722522042	0.024297999481967	0.0081429711964669	1.04603689534388	0.00804622904893979	0.00937904324140284	0.0081429711964669	0.00804622904893979	0.0068727271916244	0.0150156983880913	0.002495288056576	0.00804622904893979	0.0068727271916244	0.0068727271916244
