"Saurauia_ferox"	"Fissistigma_sp."	"Goniothalamus_sp."	"Popowia_pisocarpa"	"Poikilospermum_sp."	"Combretaceae"	"Costus_sp."	"Tetracera_indica"	"Dryobalanops_lanceolata"	"Diospyros_sp."	"Glochidion_sp."	"Mallotus_floribundus"	"Mallotus_miquelianus"	"Mallotus_sp."	"Mallotus_wrayi"	"Bauhinia_sp."	"Spatholobus_sp."	"Fordia_sp."	"Ryparosa_hullettii"	"Lauraceae"	"Leea_indica"	"Magnolia_candollii"	"Aglaia_sp."	"Chisocheton_sp."	"Ardisia_sp."	"Chionanthus_pluriflorus"	"Passifloraceae"	"Uncaria_sp."	"Urophyllum_sp."	"Rubiaceae"	"Paranephelium_xestophyllum"	"Selaginella_sp."	"Pterospermum_sp."	"Brownlowia_peltata"	"Callicarpa_longifolia"	"Tetrastigma_sp."	"Globba_pendula"	"Zingiber_flagelliforme"	"Haaniella_echinata"	"Necrosciinae"	"Centrophasma_longipennis"	"Asceles_margaritatus"	"Lonchodes_hosei_herberti"	"Lonchodes_imitator"	"Dinophasma_ruficornis"	"Unidentified_juveniles"	"Acacus_sarawacus"	"Marmessoidea_rubescens"	"Lonchodes_thami"	"Lonchodes_malleti"
"Saurauia_ferox"	1.05407824445525	0.00775498569350968	0.000417718310570629	0.0087720845219832	0	0.00775498569350968	0.00775498569350968	0.000596537361039206	0.00775498569350968	0.00205043499903957	0.00775498569350968	0.0097775880283029	0.00145105448113667	0.00145105448113667	0.0561286794542911	0.00775498569350968	0.00775498569350968	0.00775498569350968	0.00775498569350968	0	0.00835152305454888	0.000571547853656547	0.0592312521988141	0.00775498569350968	0.000599380517902898	0.000599380517902898	0.000599380517902898	0.000599380517902898	0.00908349114236315	0.000599380517902898	0.000599380517902898	0.00775498569350968	0.00775498569350968	0.00920604017464635	0	0.00775498569350968	0.00775498569350968	0	0.341219370514426	0.277939552570451	0.00167087324228251	0.0203147627359135	0.0107888493222522	0	0.00238614944415682	0.00342928712193928	0.00740390652485176	0	0.00151391519039386	0
"Fissistigma_sp."	0.0155099713870194	1.01415277325451	0.000724012232072397	0.0152042568735203	0	0.0141527732545127	0.0141527732545127	0.00108867486573174	0.0141527732545127	0.0011714175157288	0.0141527732545127	0.0159814170076313	0.000843946128793528	0.000843946128793528	0.0166813889027482	0.0141527732545127	0.0141527732545127	0.0141527732545127	0.0141527732545127	0	0.0152414481202444	0.00098469762432506	0.0174441786835337	0.0141527732545127	0.000327471386935274	0.000327471386935274	0.000327471386935274	0.000327471386935274	0.0165136045950957	0.000327471386935274	0.000327471386935274	0.0141527732545127	0.0141527732545127	0.0149967193833062	0	0.0141527732545127	0.0141527732545127	0	0.622722023198558	0.00814318879504008	0.00289604892828959	0.0118152458031094	0.00589448496483493	0	0.00435469946292698	0.00590818574595036	0.00218052233544172	0	0.00275226743251595	0
"Goniothalamus_sp."	0.000835436621141258	0.000724012232072398	1.15012363257496	0.152596284074203	0	0.000724012232072398	0.000724012232072398	5.56932486209537e-05	0.000724012232072398	0.00184652111337602	0.000724012232072398	0.000874038141944592	9.78818462076379e-05	9.78818462076379e-05	0.00268195773451728	0.000724012232072398	0.000724012232072398	0.000724012232072398	0.000724012232072398	0	0.000779705480693351	5.21440636645563e-05	0.000995539698505488	0.000724012232072398	0.00174863926716839	0.00174863926716839	0.00174863926716839	0.00174863926716839	0.000846715958985768	0.00174863926716839	0.00174863926716839	0.000724012232072398	0.000724012232072398	0.000821894078280035	0	0.000724012232072398	0.000724012232072398	0	0.0318565382111855	0.000668546334413161	0.600494530299848	0.00137034584690693	0.031475506809031	0	0.000222772994483815	0.000312864381987338	0.000124442462313186	0	0.000141119326497628	0
"Popowia_pisocarpa"	0.0058480563479888	0.00506808562450678	0.0508654280247343	1.06817398851942	0	0.00506808562450678	0.00506808562450678	0.000389852740346676	0.00506808562450678	0.0129256477936322	0.00506808562450678	0.00611826699361214	0.000685172923453466	0.000685172923453466	0.018773704141621	0.00506808562450678	0.00506808562450678	0.00506808562450678	0.00506808562450678	0	0.00545793836485346	0.000365008445651895	0.00696877788953842	0.00506808562450678	0.0122404748701787	0.0122404748701787	0.0122404748701787	0.0122404748701787	0.00592701171290037	0.0122404748701787	0.0122404748701787	0.00506808562450678	0.00506808562450678	0.00575325854796025	0	0.00506808562450678	0.00506808562450678	0	0.222995767478298	0.00467982434089213	0.203461712098937	0.00959242092834852	0.220328547663217	0	0.0015594109613867	0.00219005067391137	0.000871097236192302	0	0.000987835285483396	0
"Poikilospermum_sp."	0	0	0	0	1.16666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0
"Combretaceae"	0.0155099713870194	0.0141527732545127	0.000724012232072397	0.0152042568735203	0	1.01415277325451	0.0141527732545127	0.00108867486573174	0.0141527732545127	0.0011714175157288	0.0141527732545127	0.0159814170076313	0.000843946128793528	0.000843946128793528	0.0166813889027482	0.0141527732545127	0.0141527732545127	0.0141527732545127	0.0141527732545127	0	0.0152414481202444	0.00098469762432506	0.0174441786835337	0.0141527732545127	0.000327471386935274	0.000327471386935274	0.000327471386935274	0.000327471386935274	0.0165136045950957	0.000327471386935274	0.000327471386935274	0.0141527732545127	0.0141527732545127	0.0149967193833062	0	0.0141527732545127	0.0141527732545127	0	0.622722023198558	0.00814318879504008	0.00289604892828959	0.0118152458031094	0.00589448496483493	0	0.00435469946292698	0.00590818574595036	0.00218052233544172	0	0.00275226743251595	0
"Costus_sp."	0.0155099713870194	0.0141527732545127	0.000724012232072397	0.0152042568735203	0	0.0141527732545127	1.01415277325451	0.00108867486573174	0.0141527732545127	0.0011714175157288	0.0141527732545127	0.0159814170076313	0.000843946128793528	0.000843946128793528	0.0166813889027482	0.0141527732545127	0.0141527732545127	0.0141527732545127	0.0141527732545127	0	0.0152414481202444	0.00098469762432506	0.0174441786835337	0.0141527732545127	0.000327471386935274	0.000327471386935274	0.000327471386935274	0.000327471386935274	0.0165136045950957	0.000327471386935274	0.000327471386935274	0.0141527732545127	0.0141527732545127	0.0149967193833062	0	0.0141527732545127	0.0141527732545127	0	0.622722023198558	0.00814318879504008	0.00289604892828959	0.0118152458031094	0.00589448496483493	0	0.00435469946292698	0.00590818574595036	0.00218052233544172	0	0.00275226743251595	0
"Tetracera_indica"	0.00119307472207841	0.00108867486573174	5.56932486209536e-05	0.00116955822104003	0	0.00108867486573174	0.00108867486573174	1.15392989806659	0.00108867486573174	9.01090396714463e-05	0.00108867486573174	0.00122933976981779	6.49189329841175e-05	6.49189329841175e-05	0.00128318376174986	0.00108867486573174	0.00108867486573174	0.00108867486573174	0.00108867486573174	0	0.155018572932327	7.57459711019277e-05	0.00134185989873336	0.00108867486573174	2.51901066873288e-05	2.51901066873288e-05	2.51901066873288e-05	2.51901066873288e-05	0.00127027727654582	2.51901066873288e-05	2.51901066873288e-05	0.00108867486573174	0.00108867486573174	0.00115359379871586	0	0.00108867486573174	0.00108867486573174	0	0.0479016940921967	0.000626399138080006	0.000222772994483815	0.000908865061777646	0.000453421920371918	0	0.615719592266379	0.000454475826611566	0.000167732487341671	0	0.000211712879424304	0
"Dryobalanops_lanceolata"	0.0155099713870194	0.0141527732545127	0.000724012232072397	0.0152042568735203	0	0.0141527732545127	0.0141527732545127	0.00108867486573174	1.01415277325451	0.0011714175157288	0.0141527732545127	0.0159814170076313	0.000843946128793528	0.000843946128793528	0.0166813889027482	0.0141527732545127	0.0141527732545127	0.0141527732545127	0.0141527732545127	0	0.0152414481202444	0.00098469762432506	0.0174441786835337	0.0141527732545127	0.000327471386935274	0.000327471386935274	0.000327471386935274	0.000327471386935274	0.0165136045950957	0.000327471386935274	0.000327471386935274	0.0141527732545127	0.0141527732545127	0.0149967193833062	0	0.0141527732545127	0.0141527732545127	0	0.622722023198558	0.00814318879504008	0.00289604892828959	0.0118152458031094	0.00589448496483493	0	0.00435469946292698	0.00590818574595036	0.00218052233544172	0	0.00275226743251595	0
"Diospyros_sp."	0.00205043499903957	0.000585708757864401	0.000923260556688012	0.0193884716904483	0	0.000585708757864401	0.000585708757864401	4.50545198357232e-05	0.000585708757864401	1.03921285150707	0.000585708757864401	0.022648875953369	0.0213333491311701	0.0213333491311701	0.0412632865061055	0.000585708757864401	0.000585708757864401	0.000585708757864401	0.000585708757864401	0	0.000630763277700124	0.000729818064334565	0.0249427030722236	0.000585708757864401	0.0178795023758958	0.0178795023758958	0.0178795023758958	0.0178795023758958	0.0014351201696716	0.0178795023758958	0.0178795023758958	0.000585708757864401	0.000585708757864401	0.0219190578890345	0	0.000585708757864401	0.000585708757864401	0	0.0257711853460336	0.00878835744705103	0.00369304222675205	0.298666887836381	0.321831042766125	0	0.000180218079342893	0.00437890838600739	0.00311783788402795	0	0.000239186694945267	0
