"R1"	"R2"	"R3"	"R4"	"C1"	"C2"	"C3"	"C4"	"C5"
"R1"	1.33333333333333	0	0	0	0.666666666666667	0	0	0	0
"R2"	0	1.18840579710145	0.072463768115942	0.072463768115942	0	0.184782608695652	0.166666666666667	0.148550724637681	0.166666666666667
"R3"	0	0.144927536231884	1.12753623188406	0.0608695652173913	0	0.315217391304348	0.0333333333333333	0.0181159420289855	0.3
"R4"	0	0.144927536231884	0.0608695652173913	1.12753623188406	0	0.315217391304348	0.3	0.0181159420289855	0.0333333333333333
"C1"	0.666666666666667	0	0	0	1.33333333333333	0	0	0	0
"C2"	0	0.246376811594203	0.210144927536232	0.210144927536232	0	1.13586956521739	0.0833333333333333	0.0307971014492754	0.0833333333333333
"C3"	0	0.333333333333333	0.0333333333333333	0.3	0	0.125	1.11666666666667	0.0416666666666667	0.05
"C4"	0	0.594202898550725	0.036231884057971	0.036231884057971	0	0.0923913043478261	0.0833333333333333	1.07427536231884	0.0833333333333333
"C5"	0	0.333333333333333	0.3	0.0333333333333333	0	0.125	0.05	0.0416666666666667	1.11666666666667
