"Discaria_nana"	"Azorella_monanthos"	"Phacelia_secunda"	"Senecio_looseri"	"Sisyrinchium_junceum"	"Adesmia_haemisphaerica"	"Jaborosa_laciniata"	"Astragalus_nivicola"	"Cerastium_arvense"	"Montiopsis_gilliesii"	"Oxalis_erythrorhiza"	"Perezia_pilifera"	"Senecio_tricephalus"	"Tarasa_humilis"	"Astragalus_cruckshanksii"	"Calandrinia_caespitosa"	"Epilobium_nivale"	"Hypochoeris_montana"	"Leuceria_candidissima"	"Loasa_incurva"	"Menonvillea_hookeri"	"Megachile_sp1_M_PL_022"	"Chilimelissa_sp1_M_PL_022"	"Geron_sp1_M_PL_022"	"Megachile_sp2_M_PL_022"	"Unidentified_sp2_M_PL_022"	"Unidentified_sp5_M_PL_022"	"Anthidium_chubuti"	"Thysanoptera_sp1_M_PL_022"	"Astylus_sp1_M_PL_022"	"Chironomidae_sp1_M_PL_022"	"Chlorobrachycoma_versicolor"	"Hypodinerus_sp1_M_PL_022"	"Ichneumonidae_sp1_M_PL_022"	"Liphantus_sp1_M_PL_022"	"Liphantus_sp2_M_PL_022"	"Microcerella_rusca"	"Mosillus_sp1_M_PL_022"	"Spinoliella_sp1_M_PL_022"	"Thyridanthrax_sp2_M_PL_022"	"Tropidia_notata"	"Unidentified_sp1_M_PL_022"	"Agrotis_ipsilon"	"Alloscirtetica_antarctica"	"Alloscirtetica_sp1_M_PL_022"	"Calliphoridae_sp1_M_PL_022"	"Chilimelissa_farellones"	"Coccinela_anchoralis"	"Dasybaris_chillan"	"Dolichogyna_sp1_M_PL_022"	"Hypodinerus_sp2_M_PL_022"	"Issoria_lathonioides"	"Peridroma_saucia"	"Phulia_sp1_M_PL_022"	"Phulia_sp2_M_PL_022"	"Podagritus_sp1_M_PL_022"	"Pseudoleucania_nobilis"	"Pseudoleucania_sp1_M_PL_022"	"Pyrgus_fides"	"Tamseuxoa_ingoufii"	"Thyridanthrax_sp1_M_PL_022"	"Thyridanthrax_sp3_M_PL_022"	"Thyridanthrax_sp4_M_PL_022"	"Unidentified_sp3_M_PL_022"	"Unidentified_sp4_M_PL_022"	"Unidentified_sp6_M_PL_022"
"Discaria_nana"	1.24896816425664	0.0314281328391529	0.0133897243571605	0.000654980218749875	0.000307136301608682	0.000623163774497805	0.00579995454377612	0.00433987886756011	0.00914994992129404	0.00438484094417627	0.000326530708608871	0.00438484094417627	0.000378120111179065	0.000174575673419429	0.000150019272606759	0.00849638206977304	0.000303207086565381	2.33236220434908e-05	7.312769085921e-06	1.59838307728189e-05	2.7111220489198e-05	0.00210026981649462	0.00242565669252305	0.0326530708608871	0.000865805898739678	0.0327426485966446	0.00254221396040702	9.59029846369134e-05	0.000162667322935188	9.32944881739633e-05	0.0308531476073024	0.0310468427791703	0.0339855282790922	0.00140403556275947	2.9251076343684e-05	0.00188950098934232	0.0310468427791703	0.00188950098934232	9.82256032506802e-05	0.0310468427791703	0.0320248247245292	0.00188950098934231	0.0297373372442056	2.55946918007235e-05	2.55946918007235e-05	0.00228748748032351	0.00111581036309671	0.0013095055349647	0.0297373372442056	0.0297373372442056	0.0297373372442056	0.0297373372442056	0.0297373372442056	0.0297373372442056	6.23163774497805e-05	0.0013095055349647	0.0297373372442056	0.0297373372442056	5.45816848958229e-05	0.0297373372442056	0.0297373372442056	0.0297373372442056	0.0013095055349647	0.0297373372442056	0.000579995454377613	0.00111581036309671
"Azorella_monanthos"	0.0549992324685175	1.1788271318413	0.0157694456853299	0.00819611507608308	0.000631453432003476	0.0074167078507564	0.0502098849462495	0.000608438886071051	0.000402924779989139	0.000203102189129855	1.51246311054147e-05	0.000203102189129855	0.0139047094389296	0.000418981224303923	0.000222042500366531	0.000374144438561344	1.40443003121708e-05	1.08033079324391e-06	1.50346055238923e-05	0.000144416709892593	0.000756215808982906	0.00310859500513143	0.000112354402497367	0.00151246311054147	0.0015787079750947	0.0567624116634213	0.0518565980085809	0.000866500259355559	0.00453729485389743	4.32132317297564e-06	0.00262362600874219	0.0504273026950189	0.00149657775424537	0.0525939745197866	6.01384220955691e-05	0.0541387856546793	0.0504273026950189	0.0541387856546792	0.000787754895749571	0.0504273026950189	0.00141023672996199	0.0541387856546792	0.0013095055349647	5.2621119333623e-05	5.2621119333623e-05	0.000100731194997285	0.00131412047377749	0.0491177971600543	0.0013095055349647	0.0013095055349647	0.0013095055349647	0.0013095055349647	0.0013095055349647	0.0013095055349647	0.00074167078507564	0.0491177971600543	0.0013095055349647	0.0013095055349647	0.000683009589673589	0.0013095055349647	0.0013095055349647	0.0013095055349647	0.0491177971600543	0.0013095055349647	0.00502098849462496	0.00131412047377749
"Phacelia_secunda"	0.0468640352500618	0.0315388913706597	1.15342832362206	0.023748689597121	0.0102797757061841	0.0230452232318128	0.0154251711084122	0.0089530755517017	0.000343326265568218	0.000375422702053727	2.79570097274052e-05	0.000375422702053727	0.000771663310648824	0.00882061484666483	0.0077745620521416	0.000318802960884774	2.5960080461162e-05	1.99692926624323e-06	0.000244756564432954	0.000574758236126657	0.000394904235288901	0.108843868729982	0.000207680643689296	0.00279570097274053	0.00663240702374031	0.10009147491622	0.101716727231891	0.00344854941675994	0.00236942541173341	7.98771706497293e-06	0.0972348373316019	0.00242993083687419	0.0012752118435391	0.00150703630143969	0.000979026257731817	0.00285663758461871	0.0024299308368742	0.00285663758461871	0.00418421117809296	0.0024299308368742	0.00120164192948876	0.00285663758461871	0.00111581036309671	0.000856647975515342	0.000856647975515341	8.58315663920546e-05	0.096119026968505	0.00131412047377749	0.00111581036309671	0.00111581036309671	0.00111581036309671	0.00111581036309671	0.00111581036309671	0.00111581036309671	0.00230452232318127	0.00131412047377749	0.00111581036309671	0.00111581036309671	0.00197905746642675	0.00111581036309671	0.00111581036309671	0.00111581036309671	0.00131412047377749	0.00111581036309671	0.00154251711084122	0.0961190269685051
"Senecio_looseri"	0.00229243076562456	0.0163922301521662	0.023748689597121	1.12407579955746	0.0250171812401319	0.0366705602757044	0.000987638591164884	0.0217848134631436	1.67943645833301e-05	0.000530514684996616	3.95064127125139e-05	0.000530514684996616	0.0192839992830076	0.0339490968474106	0.0084090324703338	1.55947671130923e-05	3.66845260901915e-05	2.82188662232243e-06	0.000595647172384092	0.00104578566016632	0.0179079969304012	0.117726454584673	0.000293476208721532	0.0039506412712514	0.103055606671227	0.00281541260011265	0.100002106380126	0.00627471396099792	0.107447981582407	1.12875464892897e-05	0.00203363915132257	0.000737591274569412	6.23790684523691e-05	0.00550400941042549	0.00238258868953637	0.000781773448790079	0.000737591274569412	0.000781773448790079	0.102160257508308	0.000737591274569413	5.87802760416555e-05	0.000781773448790078	5.45816848958229e-05	0.00208476510334433	0.00208476510334432	4.19859114583254e-06	0.00197905746642675	0.00068300958967359	5.45816848958229e-05	5.45816848958229e-05	5.45816848958229e-05	5.45816848958229e-05	5.45816848958229e-05	5.45816848958229e-05	0.00366705602757044	0.00068300958967359	5.45816848958229e-05	5.45816848958229e-05	0.0936729832964548	5.45816848958229e-05	5.45816848958229e-05	5.45816848958229e-05	0.00068300958967359	5.45816848958229e-05	9.87638591164884e-05	0.00197905746642675
"Sisyrinchium_junceum"	0.00107497705563039	0.00126290686400695	0.0102797757061841	0.0250171812401319	1.16479314615512	0.0430593437551067	0.000181245000384264	0.0220586641843666	7.875289784838e-06	0.000532912159138864	3.96849480209792e-05	0.000532912159138864	0.000439667595908903	0.00927161464760192	0.00817094745629073	7.312769085921e-06	3.68503088766235e-05	2.83463914435566e-06	0.0277331701465503	0.018431278161534	0.000399033091331191	0.11439326438807	0.000294802471012988	0.00396849480209792	0.107133239022509	0.000952988286688113	0.00729996857370395	0.110587668969204	0.00239419854798715	1.13385565774226e-05	0.000882242667316065	7.82158111343464e-05	2.9251076343684e-05	0.000162538018310849	0.110932680586201	7.07456193720495e-05	7.82158111343465e-05	7.07456193720495e-05	0.00440266876524481	7.82158111343465e-05	2.7563514246933e-05	7.07456193720494e-05	2.55946918007235e-05	0.0970660955129263	0.0970660955129262	1.9688224462095e-06	0.00085664797551534	5.2621119333623e-05	2.55946918007235e-05	2.55946918007235e-05	2.55946918007235e-05	2.55946918007235e-05	2.55946918007235e-05	2.55946918007235e-05	0.00430593437551066	5.2621119333623e-05	2.55946918007235e-05	2.55946918007235e-05	0.00208476510334432	2.55946918007235e-05	2.55946918007235e-05	2.55946918007235e-05	5.2621119333623e-05	2.55946918007235e-05	1.81245000384265e-05	0.000856647975515341
"Adesmia_haemisphaerica"	0.00261728785289078	0.0178000988418154	0.0276542678781753	0.0440046723308453	0.051671212506128	1.11677244512871	0.00109543973857399	0.0256278529636693	1.91742699845478e-05	0.000623829661936342	4.64554003569616e-05	0.000623829661936342	0.000955282212901798	0.0111719802647425	0.00955696749130349	1.78046792713659e-05	4.31371574743215e-05	3.31824288264012e-06	0.00123026696443162	0.0210878507069784	0.000710159378326525	0.133797544878249	0.000345097259794572	0.00464554003569617	0.12392154374323	0.0032180534595641	0.118390493648698	0.126527104241871	0.00426095626995916	1.32729715305605e-05	0.00236683870063106	0.000803987162525419	7.12187170854634e-05	0.000980491338301089	0.00492106785772647	0.00085121475893304	0.00080398716252542	0.00085121475893304	0.00646005109375607	0.00080398716252542	6.71099449459175e-05	0.000851214758933039	6.23163774497804e-05	0.00430593437551067	0.00430593437551066	4.79356749613696e-06	0.00230452232318127	0.00074167078507564	6.23163774497805e-05	6.23163774497805e-05	6.23163774497805e-05	6.23163774497805e-05	6.23163774497805e-05	6.23163774497805e-05	0.111677244512871	0.00074167078507564	6.23163774497805e-05	6.23163774497805e-05	0.00366705602757044	6.23163774497804e-05	6.23163774497805e-05	6.23163774497804e-05	0.00074167078507564	6.23163774497805e-05	0.000109543973857399	0.00230452232318128
"Jaborosa_laciniata"	0.0243598090838597	0.120503723870999	0.0185102053300946	0.00118516630939786	0.000217494000461118	0.00109543973857399	1.16482165681559	0.000254377197416799	0.000178460139808496	8.95938981179563e-05	6.67188603006057e-06	8.95938981179563e-05	0.00142728622455558	0.000172870421597271	0.00013737505546832	0.000165712986965032	6.19532274219911e-06	4.7656328786147e-07	5.17842858240756e-06	2.3212449799241e-05	8.28337118646151e-05	0.00192325077655648	4.95625819375929e-05	0.000667188603006057	0.000268828532581781	0.123625666741403	0.00677181343844006	0.000139274698795446	0.000497002271187691	1.90625315144588e-06	0.00212251256521883	0.00560098394900256	0.000662851947860129	0.00537781005076385	2.07137143296302e-05	0.121503154176184	0.00560098394900256	0.121503154176184	0.000141981464515806	0.00560098394900257	0.000624610489329737	0.121503154176184	0.000579995454377612	1.81245000384265e-05	1.81245000384265e-05	4.46150349521241e-05	0.00154251711084122	0.00502098849462496	0.000579995454377612	0.000579995454377613	0.000579995454377612	0.000579995454377613	0.000579995454377612	0.000579995454377612	0.000109543973857399	0.00502098849462496	0.000579995454377612	0.000579995454377612	9.87638591164884e-05	0.000579995454377612	0.000579995454377612	0.000579995454377612	0.00502098849462496	0.000579995454377612	0.116482165681559	0.00154251711084122
"Astragalus_nivicola"	0.0303791520729208	0.00243375554428421	0.0179061511034034	0.0435696269262872	0.0441173283687332	0.0427130882727821	0.000423961995694666	1.06175431865843	0.000222557890644108	0.0255775534883724	0.00190471142998518	0.0255775534883724	0.000768455776865946	0.016304987006004	0.0143782247571644	0.000206660898455243	0.00176866061355767	0.000136050816427513	0.00105041258020793	0.0014450459741829	0.000695075670558864	0.201295146600302	0.0141492849084613	0.190471142998518	0.188537608211601	0.00235929508379161	0.00949569681076426	0.00867027584509742	0.00417045402335318	0.000544203265710051	0.0022154924032103	0.000824719625605192	0.000826643593820973	0.000293520425228328	0.00420165032083173	0.000143802680581309	0.000824719625605193	0.000143802680581309	0.00770704899535826	0.000824719625605193	0.000778952617254379	0.000143802680581308	0.000723313144593351	0.00367644403072777	0.00367644403072776	5.56394726610271e-05	0.00149217925861695	0.000101406481011842	0.000723313144593352	0.000723313144593352	0.000723313144593352	0.000723313144593352	0.000723313144593351	0.000723313144593352	0.00427130882727821	0.000101406481011842	0.000723313144593351	0.000723313144593352	0.00363080224385726	0.000723313144593351	0.000723313144593352	0.000723313144593351	0.000101406481011842	0.000723313144593352	4.23961995694666e-05	0.00149217925861695
"Cerastium_arvense"	0.0960744741735874	0.00241754867993483	0.00102997879670466	5.03830937499904e-05	2.3625869354514e-05	4.79356749613696e-05	0.00044615034952124	0.000333836835966162	1.23147307307087	0.000337295457244329	2.5117746816067e-05	0.000337295457244329	2.90861623983897e-05	1.34288979553407e-05	1.15399440466738e-05	0.000653567851521003	2.33236220434908e-05	1.79412477257622e-06	5.62520698917e-07	1.22952544406299e-06	2.08547849916908e-06	0.000161559216653433	0.000186588976347926	0.0025117746816067	6.6600453749206e-05	0.00251866527666497	0.000195554920031309	7.37715266437796e-06	1.25128709950145e-05	7.17649909030487e-06	0.00237331904671557	0.00238821867532079	0.00261427140608401	0.000108002735596882	2.250082795668e-06	0.000145346229949409	0.00238821867532079	0.000145346229949409	7.5558156346677e-06	0.0023882186753208	0.310155755748041	0.000145346229949409	0.00228748748032351	1.9688224462095e-06	1.9688224462095e-06	0.307868268267718	8.58315663920545e-05	0.000100731194997285	0.00228748748032351	0.00228748748032351	0.00228748748032351	0.00228748748032351	0.00228748748032351	0.00228748748032351	4.79356749613696e-06	0.000100731194997285	0.00228748748032351	0.00228748748032351	4.19859114583253e-06	0.00228748748032351	0.00228748748032351	0.00228748748032351	0.000100731194997285	0.00228748748032351	4.46150349521241e-05	8.58315663920546e-05
"Montiopsis_gilliesii"	0.0460408299138509	0.00121861313477913	0.00112626810616118	0.00159154405498985	0.00159873647741659	0.00155957415484086	0.000223984745294891	0.0383663302325586	0.000337295457244328	1.0768822607491	0.0429593172898269	0.0768822607491039	4.12626850980976e-05	0.000593062362888897	0.000522838797396053	0.000313202924584019	0.0398907946262678	0.00306852266355907	3.80651542242045e-05	5.25791736852366e-05	2.59898804588506e-05	0.00731974316354474	0.319126357010143	0.295931728982689	0.00681620249861105	0.00126323993336945	0.000433217309529135	0.00031547504211142	0.000155939282753104	0.0122740906542363	0.0011900659115575	0.00114698578332653	0.00125281169833608	6.10912185569881e-05	0.000152260616896818	7.31740218119528e-05	0.00114698578332653	7.31740218119528e-05	0.000280894261971378	0.00114698578332653	0.00118053410035515	7.31740218119527e-05	0.00109621023604407	0.000133228039784716	0.000133228039784716	8.43238643110821e-05	9.38556755134318e-05	5.07755472824637e-05	0.00109621023604407	0.00109621023604407	0.00109621023604407	0.00109621023604407	0.00109621023604407	0.00109621023604407	0.000155957415484085	5.07755472824637e-05	0.00109621023604407	0.00109621023604407	0.000132628671249154	0.00109621023604407	0.00109621023604407	0.00109621023604407	5.07755472824637e-05	0.00109621023604407	2.23984745294891e-05	9.38556755134319e-05
