"Chirocentrus_dorab"	"Psettodes_erumei"	"Cynoglossus_arel"	"Dussumieria_acuta"	"Sardinella_fimbriata"	"Tenualosa_ilisha"	"Eusphyra_blochii"	"Ilisha_filigera"	"Selaroides_leptolepis"	"Atropus_atropos"	"Chirocentrus_nudus"	"Harpadon_neherius"	"Lepturacanthus_savala"	"Pampus_argenteus"	"Parastromateus_niger"	"Rastrelliger_kanagurta"	"Scomberomorus_guttatus"	"Solea_elongata"	"Trichiurus_lepturus"	"Aetobatus_narinari"	"Bagarius_bagarius"	"Clarias_batrachus"	"Glossogobius_giuris"	"Heteropneustes_fossilis"	"Hilsa_kelee"	"Johnius_borneensis"	"Lutjanus_argentimaculatus"	"Mystus_vittatus"	"Nandus_nandus"	"Ompok_bimaculatus"	"Ompok_pabda"	"Polydactylus_sextarius"	"Polynemus_paradiseus"	"Scoliodon_laticaudus"	"Tachysurus_sp."	"Upeneus_sulphureus"	"Wallago_attu"	"Ascaridida_gen._sp."	"Capillaria_sp."	"Raphidascaris_sp."	"Aphanurus_stossichi"	"Goezia_sp."	"Heterotyphlum_sp"	"Paraquimperia_sp"	"Quimperia_sp."	"Quimperiidae_gen._sp"	"Camallanus_dollfusi"	"Bucephalus_polymorphus"	"Faustula_brevichrus"	"Faustula_sp."	"Opisthadena_sp."	"Dinurinae_gen._sp."	"Lecithocladium_excisum"	"Lecithocladium_harpodontis"	"Lecithocladium_magnacetabulum"	"Lecithocladium_megalaspis"	"Lecithocladium_seriolellae"	"Lecithocladium_sp."	"Hemiurus_appendiculatus"	"Hemiurus_sp."	"Parahemiurus_sp"	"Lecithochiriinae_gen._sp."	"Hemiuridae_gen._sp."	"Acanthocolpus_liodorus"	"Acanthocolpus_luehei"	"Pseudoanthocotyle_pavlovskyi"	"Pricea_multae"	"Megamicrocotyle_chirocentrus"	"Choricotyle_pagelli"	"Choricotyle_sp."	"Nybelinia_sp."	"Contracaecum_sp."	"Paranisakis_sp."	"Terranova_sp."	"Pseudanisakis_sp."	"Dujardinascaris_sp."	"Porrocaecum_trichiuri"	"Cucullanus_sp."	"Camallanus_atropusi"	"Camallanus_bispiculus"	"Camallanus_trichiuris"	"Camallanus_sp."	"Procamallanus_(Spirocamallanus)_sp."	"Neoechinorhynchus_sp."	"Ergasilus_sp."	"Cymothoidae_gen._sp"
"Chirocentrus_nudus"	0	0.0813969564443277	0	0	0.0015103477670253	0	0.0128412735099241	0	0	0	1.07988995326314	0.0122297842951658	0	0.000875236090799222	0.000875236090799222	0	0.0122297842951658	0.000875236090799222	0.000875236090799222	0.0107010612582701	0.0107010612582701	0.0107010612582701	0.0107010612582701	0.0107010612582701	0	0.0107010612582701	0	0.0107010612582701	0.0107010612582701	0.0107010612582701	0.0107010612582701	0	0.00126761330446766	0.0107010612582701	0.0107010612582701	5.39409916794749e-05	0	0.342433960264642	0.00765831579449319	0.00760567982680597	0	0	0	0	0.0002157639667179	0.276755568019479	0.000437618045399611	0	0	0	0	0	0.000218809022699806	0	0	0	0	0.000218809022699806	0	0	0	0	0.00305744607379145	0	0	0	0.00305744607379145	0	0	0	0	0.000188793470878162	0	0.00214021225165401	0.00214021225165402	0	0.00678307970369397	0.00678307970369397	0	0	0	0	0	0.000188793470878162	0	0.00678307970369397
"Harpadon_neherius"	0	0.000921822836289102	0	0	1.71047312233896e-05	0	0.0137354617611543	0	0	0	0.0122297842951658	1.15593853501062	0	9.91207350848496e-06	9.91207350848496e-06	0	0.0130813921534803	9.91207350848496e-06	9.91207350848496e-06	0.0114462181342952	0.0114462181342952	0.0114462181342952	0.0114462181342952	0.0114462181342952	0	0.0114462181342952	0	0.0114462181342952	0.0114462181342952	0.0114462181342952	0.0114462181342952	0	1.43557565624877e-05	0.0114462181342952	0.0114462181342952	6.10883257978199e-07	0	0.366278980297448	8.67306431992434e-05	8.6134539374926e-05	0	0	0	0	2.44353303191279e-06	0.00313426464348221	4.95603675424248e-06	0	0	0	0	0	2.47801837712124e-06	0	0	0	0	2.47801837712124e-06	0	0	0	0	0.288984633752656	0	0	0	0.00327034803837007	0	0	0	0	2.13809140292369e-06	0	0.00228924362685905	0.00228924362685905	0	7.68185696907585e-05	7.68185696907585e-05	0	0	0	0	0	2.1380914029237e-06	0	7.68185696907585e-05
"Lepturacanthus_savala"	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0
"Pampus_argenteus"	0	0.0389693169986086	0	0	0.00072308871833071	0	1.04076771839092e-05	0	0	0	0.000875236090799222	9.91207350848497e-06	0	1.18014252721811	0.0372853843609681	0	9.91207350848496e-06	0.0372853843609681	0.0372853843609681	8.67306431992434e-06	8.67306431992434e-06	8.67306431992434e-06	8.67306431992434e-06	8.67306431992434e-06	0	8.67306431992434e-06	0	8.67306431992434e-06	8.67306431992434e-06	8.67306431992434e-06	8.67306431992434e-06	0	0.000606878031456132	8.67306431992434e-06	8.67306431992434e-06	2.58245970832396e-05	0	0.000277538058237579	0.326247113158471	0.00364126818873679	0	0	0	0	0.000103298388332959	0.00346625210591719	0.0186426921804841	0	0	0	0	0	0.00932134609024204	0	0	0	0	0.295035631804528	0	0	0	0	2.47801837712124e-06	0	0	0	2.47801837712124e-06	0	0	0	0	9.03860897913388e-05	0	1.73461286398487e-06	1.73461286398487e-06	0	0.00324744308321739	0.00324744308321739	0	0	0	0	0	9.03860897913388e-05	0	0.00324744308321739
"Parastromateus_niger"	0	0.0389693169986086	0	0	0.00072308871833071	0	1.04076771839092e-05	0	0	0	0.000875236090799222	9.91207350848497e-06	0	0.0372853843609681	1.18014252721811	0	9.91207350848496e-06	0.0372853843609681	0.0372853843609681	8.67306431992434e-06	8.67306431992434e-06	8.67306431992434e-06	8.67306431992434e-06	8.67306431992434e-06	0	8.67306431992434e-06	0	8.67306431992434e-06	8.67306431992434e-06	8.67306431992434e-06	8.67306431992434e-06	0	0.000606878031456132	8.67306431992434e-06	8.67306431992434e-06	2.58245970832396e-05	0	0.000277538058237579	0.326247113158471	0.00364126818873679	0	0	0	0	0.000103298388332959	0.00346625210591719	0.0186426921804841	0	0	0	0	0	0.295035631804528	0	0	0	0	0.00932134609024204	0	0	0	0	2.47801837712124e-06	0	0	0	2.47801837712124e-06	0	0	0	0	9.03860897913388e-05	0	1.73461286398487e-06	1.73461286398487e-06	0	0.00324744308321739	0.00324744308321739	0	0	0	0	0	9.03860897913388e-05	0	0.00324744308321739
"Rastrelliger_kanagurta"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Scomberomorus_guttatus"	0	0.000921822836289102	0	0	1.71047312233896e-05	0	0.0137354617611543	0	0	0	0.0122297842951658	0.0130813921534803	0	9.91207350848496e-06	9.91207350848496e-06	0	1.15593853501062	9.91207350848496e-06	9.91207350848496e-06	0.0114462181342952	0.0114462181342952	0.0114462181342952	0.0114462181342952	0.0114462181342952	0	0.0114462181342952	0	0.0114462181342952	0.0114462181342952	0.0114462181342952	0.0114462181342952	0	1.43557565624877e-05	0.0114462181342952	0.0114462181342952	6.10883257978199e-07	0	0.366278980297448	8.67306431992434e-05	8.6134539374926e-05	0	0	0	0	2.44353303191279e-06	0.00313426464348221	4.95603675424248e-06	0	0	0	0	0	2.47801837712124e-06	0	0	0	0	2.47801837712124e-06	0	0	0	0	0.00327034803837007	0	0	0	0.288984633752656	0	0	0	0	2.13809140292369e-06	0	0.00228924362685905	0.00228924362685905	0	7.68185696907585e-05	7.68185696907585e-05	0	0	0	0	0	2.1380914029237e-06	0	7.68185696907585e-05
"Solea_elongata"	0	0.0389693169986086	0	0	0.00072308871833071	0	1.04076771839092e-05	0	0	0	0.000875236090799222	9.91207350848497e-06	0	0.0372853843609681	0.0372853843609681	0	9.91207350848496e-06	1.10871395578954	0.10871395578954	8.67306431992434e-06	8.67306431992434e-06	8.67306431992434e-06	8.67306431992434e-06	8.67306431992434e-06	0	8.67306431992434e-06	0	8.67306431992434e-06	8.67306431992434e-06	8.67306431992434e-06	8.67306431992434e-06	0	0.000606878031456132	8.67306431992434e-06	8.67306431992434e-06	2.58245970832396e-05	0	0.000277538058237579	0.326247113158471	0.00364126818873679	0	0	0	0	0.000103298388332959	0.00346625210591719	0.30435697789477	0	0	0	0	0	0.00932134609024204	0	0	0	0	0.00932134609024204	0	0	0	0	2.47801837712124e-06	0	0	0	2.47801837712124e-06	0	0	0	0	9.03860897913388e-05	0	1.73461286398487e-06	1.73461286398487e-06	0	0.00324744308321739	0.00324744308321739	0	0	0	0	0	9.03860897913388e-05	0	0.00324744308321739
"Trichiurus_lepturus"	0	0.0389693169986086	0	0	0.00072308871833071	0	1.04076771839092e-05	0	0	0	0.000875236090799222	9.91207350848497e-06	0	0.0372853843609681	0.0372853843609681	0	9.91207350848496e-06	0.10871395578954	1.10871395578954	8.67306431992434e-06	8.67306431992434e-06	8.67306431992434e-06	8.67306431992434e-06	8.67306431992434e-06	0	8.67306431992434e-06	0	8.67306431992434e-06	8.67306431992434e-06	8.67306431992434e-06	8.67306431992434e-06	0	0.000606878031456132	8.67306431992434e-06	8.67306431992434e-06	2.58245970832396e-05	0	0.000277538058237579	0.326247113158471	0.00364126818873679	0	0	0	0	0.000103298388332959	0.00346625210591719	0.30435697789477	0	0	0	0	0	0.00932134609024204	0	0	0	0	0.00932134609024204	0	0	0	0	2.47801837712124e-06	0	0	0	2.47801837712124e-06	0	0	0	0	9.03860897913388e-05	0	1.73461286398487e-06	1.73461286398487e-06	0	0.00324744308321739	0.00324744308321739	0	0	0	0	0	9.03860897913388e-05	0	0.00324744308321739
"Aetobatus_narinari"	0	0.00161318996350593	0	0	2.99332796409317e-05	0	0.02403705808202	0	0	0	0.0214021225165401	0.0228924362685905	0	1.73461286398487e-05	1.73461286398487e-05	0	0.0228924362685905	1.73461286398487e-05	1.73461286398487e-05	1.02003088173502	0.0200308817350167	0.0200308817350167	0.0200308817350167	0.0200308817350167	0	0.0200308817350167	0	0.0200308817350167	0.0200308817350167	0.0200308817350167	0.0200308817350167	0	2.51225739843534e-05	0.0200308817350167	0.0200308817350167	1.06904570146185e-06	0	0.640988215520534	0.000151778625598676	0.00015073544390612	0	0	0	0	4.27618280584739e-06	0.00548496312609387	8.67306431992434e-06	0	0	0	0	0	4.33653215996217e-06	0	0	0	0	4.33653215996217e-06	0	0	0	0	0.00572310906714762	0	0	0	0.00572310906714762	0	0	0	0	3.74165995511647e-06	0	0.00400617634700334	0.00400617634700334	0	0.000134432496958827	0.000134432496958827	0	0	0	0	0	3.74165995511647e-06	0	0.000134432496958827
"Bagarius_bagarius"	0	0.00161318996350593	0	0	2.99332796409317e-05	0	0.02403705808202	0	0	0	0.0214021225165401	0.0228924362685905	0	1.73461286398487e-05	1.73461286398487e-05	0	0.0228924362685905	1.73461286398487e-05	1.73461286398487e-05	0.0200308817350167	1.02003088173502	0.0200308817350167	0.0200308817350167	0.0200308817350167	0	0.0200308817350167	0	0.0200308817350167	0.0200308817350167	0.0200308817350167	0.0200308817350167	0	2.51225739843534e-05	0.0200308817350167	0.0200308817350167	1.06904570146185e-06	0	0.640988215520534	0.000151778625598676	0.00015073544390612	0	0	0	0	4.27618280584739e-06	0.00548496312609387	8.67306431992434e-06	0	0	0	0	0	4.33653215996217e-06	0	0	0	0	4.33653215996217e-06	0	0	0	0	0.00572310906714762	0	0	0	0.00572310906714762	0	0	0	0	3.74165995511647e-06	0	0.00400617634700334	0.00400617634700334	0	0.000134432496958827	0.000134432496958827	0	0	0	0	0	3.74165995511647e-06	0	0.000134432496958827
"Clarias_batrachus"	0	0.00161318996350593	0	0	2.99332796409317e-05	0	0.02403705808202	0	0	0	0.0214021225165401	0.0228924362685905	0	1.73461286398487e-05	1.73461286398487e-05	0	0.0228924362685905	1.73461286398487e-05	1.73461286398487e-05	0.0200308817350167	0.0200308817350167	1.02003088173502	0.0200308817350167	0.0200308817350167	0	0.0200308817350167	0	0.0200308817350167	0.0200308817350167	0.0200308817350167	0.0200308817350167	0	2.51225739843534e-05	0.0200308817350167	0.0200308817350167	1.06904570146185e-06	0	0.640988215520534	0.000151778625598676	0.00015073544390612	0	0	0	0	4.27618280584739e-06	0.00548496312609387	8.67306431992434e-06	0	0	0	0	0	4.33653215996217e-06	0	0	0	0	4.33653215996217e-06	0	0	0	0	0.00572310906714762	0	0	0	0.00572310906714762	0	0	0	0	3.74165995511647e-06	0	0.00400617634700334	0.00400617634700334	0	0.000134432496958827	0.000134432496958827	0	0	0	0	0	3.74165995511647e-06	0	0.000134432496958827
"Glossogobius_giuris"	0	0.00161318996350593	0	0	2.99332796409317e-05	0	0.02403705808202	0	0	0	0.0214021225165401	0.0228924362685905	0	1.73461286398487e-05	1.73461286398487e-05	0	0.0228924362685905	1.73461286398487e-05	1.73461286398487e-05	0.0200308817350167	0.0200308817350167	0.0200308817350167	1.02003088173502	0.0200308817350167	0	0.0200308817350167	0	0.0200308817350167	0.0200308817350167	0.0200308817350167	0.0200308817350167	0	2.51225739843534e-05	0.0200308817350167	0.0200308817350167	1.06904570146185e-06	0	0.640988215520534	0.000151778625598676	0.00015073544390612	0	0	0	0	4.27618280584739e-06	0.00548496312609387	8.67306431992434e-06	0	0	0	0	0	4.33653215996217e-06	0	0	0	0	4.33653215996217e-06	0	0	0	0	0.00572310906714762	0	0	0	0.00572310906714762	0	0	0	0	3.74165995511647e-06	0	0.00400617634700334	0.00400617634700334	0	0.000134432496958827	0.000134432496958827	0	0	0	0	0	3.74165995511647e-06	0	0.000134432496958827
"Heteropneustes_fossilis"	0	0.00161318996350593	0	0	2.99332796409317e-05	0	0.02403705808202	0	0	0	0.0214021225165401	0.0228924362685905	0	1.73461286398487e-05	1.73461286398487e-05	0	0.0228924362685905	1.73461286398487e-05	1.73461286398487e-05	0.0200308817350167	0.0200308817350167	0.0200308817350167	0.0200308817350167	1.02003088173502	0	0.0200308817350167	0	0.0200308817350167	0.0200308817350167	0.0200308817350167	0.0200308817350167	0	2.51225739843534e-05	0.0200308817350167	0.0200308817350167	1.06904570146185e-06	0	0.640988215520534	0.000151778625598676	0.00015073544390612	0	0	0	0	4.27618280584739e-06	0.00548496312609387	8.67306431992434e-06	0	0	0	0	0	4.33653215996217e-06	0	0	0	0	4.33653215996217e-06	0	0	0	0	0.00572310906714762	0	0	0	0.00572310906714762	0	0	0	0	3.74165995511647e-06	0	0.00400617634700334	0.00400617634700334	0	0.000134432496958827	0.000134432496958827	0	0	0	0	0	3.74165995511647e-06	0	0.000134432496958827
"Hilsa_kelee"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Johnius_borneensis"	0	0.00161318996350593	0	0	2.99332796409317e-05	0	0.02403705808202	0	0	0	0.0214021225165401	0.0228924362685905	0	1.73461286398487e-05	1.73461286398487e-05	0	0.0228924362685905	1.73461286398487e-05	1.73461286398487e-05	0.0200308817350167	0.0200308817350167	0.0200308817350167	0.0200308817350167	0.0200308817350167	0	1.02003088173502	0	0.0200308817350167	0.0200308817350167	0.0200308817350167	0.0200308817350167	0	2.51225739843534e-05	0.0200308817350167	0.0200308817350167	1.06904570146185e-06	0	0.640988215520534	0.000151778625598676	0.00015073544390612	0	0	0	0	4.27618280584739e-06	0.00548496312609387	8.67306431992434e-06	0	0	0	0	0	4.33653215996217e-06	0	0	0	0	4.33653215996217e-06	0	0	0	0	0.00572310906714762	0	0	0	0.00572310906714762	0	0	0	0	3.74165995511647e-06	0	0.00400617634700334	0.00400617634700334	0	0.000134432496958827	0.000134432496958827	0	0	0	0	0	3.74165995511647e-06	0	0.000134432496958827
"Lutjanus_argentimaculatus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16666666666667	0	0	0	0	0	0	0	0	0	0.166666666666667	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mystus_vittatus"	0	0.00161318996350593	0	0	2.99332796409317e-05	0	0.02403705808202	0	0	0	0.0214021225165401	0.0228924362685905	0	1.73461286398487e-05	1.73461286398487e-05	0	0.0228924362685905	1.73461286398487e-05	1.73461286398487e-05	0.0200308817350167	0.0200308817350167	0.0200308817350167	0.0200308817350167	0.0200308817350167	0	0.0200308817350167	0	1.02003088173502	0.0200308817350167	0.0200308817350167	0.0200308817350167	0	2.51225739843534e-05	0.0200308817350167	0.0200308817350167	1.06904570146185e-06	0	0.640988215520534	0.000151778625598676	0.00015073544390612	0	0	0	0	4.27618280584739e-06	0.00548496312609387	8.67306431992434e-06	0	0	0	0	0	4.33653215996217e-06	0	0	0	0	4.33653215996217e-06	0	0	0	0	0.00572310906714762	0	0	0	0.00572310906714762	0	0	0	0	3.74165995511647e-06	0	0.00400617634700334	0.00400617634700334	0	0.000134432496958827	0.000134432496958827	0	0	0	0	0	3.74165995511647e-06	0	0.000134432496958827
"Nandus_nandus"	0	0.00161318996350593	0	0	2.99332796409317e-05	0	0.02403705808202	0	0	0	0.0214021225165401	0.0228924362685905	0	1.73461286398487e-05	1.73461286398487e-05	0	0.0228924362685905	1.73461286398487e-05	1.73461286398487e-05	0.0200308817350167	0.0200308817350167	0.0200308817350167	0.0200308817350167	0.0200308817350167	0	0.0200308817350167	0	0.0200308817350167	1.02003088173502	0.0200308817350167	0.0200308817350167	0	2.51225739843534e-05	0.0200308817350167	0.0200308817350167	1.06904570146185e-06	0	0.640988215520534	0.000151778625598676	0.00015073544390612	0	0	0	0	4.27618280584739e-06	0.00548496312609387	8.67306431992434e-06	0	0	0	0	0	4.33653215996217e-06	0	0	0	0	4.33653215996217e-06	0	0	0	0	0.00572310906714762	0	0	0	0.00572310906714762	0	0	0	0	3.74165995511647e-06	0	0.00400617634700334	0.00400617634700334	0	0.000134432496958827	0.000134432496958827	0	0	0	0	0	3.74165995511647e-06	0	0.000134432496958827
