"Chirocentrus_dorab"	"Psettodes_erumei"	"Cynoglossus_arel"	"Dussumieria_acuta"	"Sardinella_fimbriata"	"Tenualosa_ilisha"	"Eusphyra_blochii"	"Ilisha_filigera"	"Selaroides_leptolepis"	"Atropus_atropos"	"Chirocentrus_nudus"	"Harpadon_neherius"	"Lepturacanthus_savala"	"Pampus_argenteus"	"Parastromateus_niger"	"Rastrelliger_kanagurta"	"Scomberomorus_guttatus"	"Solea_elongata"	"Trichiurus_lepturus"	"Aetobatus_narinari"	"Bagarius_bagarius"	"Clarias_batrachus"	"Glossogobius_giuris"	"Heteropneustes_fossilis"	"Hilsa_kelee"	"Johnius_borneensis"	"Lutjanus_argentimaculatus"	"Mystus_vittatus"	"Nandus_nandus"	"Ompok_bimaculatus"	"Ompok_pabda"	"Polydactylus_sextarius"	"Polynemus_paradiseus"	"Scoliodon_laticaudus"	"Tachysurus_sp."	"Upeneus_sulphureus"	"Wallago_attu"	"Ascaridida_gen._sp."	"Capillaria_sp."	"Raphidascaris_sp."	"Aphanurus_stossichi"	"Goezia_sp."	"Heterotyphlum_sp"	"Paraquimperia_sp"	"Quimperia_sp."	"Quimperiidae_gen._sp"	"Camallanus_dollfusi"	"Bucephalus_polymorphus"	"Faustula_brevichrus"	"Faustula_sp."	"Opisthadena_sp."	"Dinurinae_gen._sp."	"Lecithocladium_excisum"	"Lecithocladium_harpodontis"	"Lecithocladium_magnacetabulum"	"Lecithocladium_megalaspis"	"Lecithocladium_seriolellae"	"Lecithocladium_sp."	"Hemiurus_appendiculatus"	"Hemiurus_sp."	"Parahemiurus_sp"	"Lecithochiriinae_gen._sp."	"Hemiuridae_gen._sp."	"Acanthocolpus_liodorus"	"Acanthocolpus_luehei"	"Pseudoanthocotyle_pavlovskyi"	"Pricea_multae"	"Megamicrocotyle_chirocentrus"	"Choricotyle_pagelli"	"Choricotyle_sp."	"Nybelinia_sp."	"Contracaecum_sp."	"Paranisakis_sp."	"Terranova_sp."	"Pseudanisakis_sp."	"Dujardinascaris_sp."	"Porrocaecum_trichiuri"	"Cucullanus_sp."	"Camallanus_atropusi"	"Camallanus_bispiculus"	"Camallanus_trichiuris"	"Camallanus_sp."	"Procamallanus_(Spirocamallanus)_sp."	"Neoechinorhynchus_sp."	"Ergasilus_sp."	"Cymothoidae_gen._sp"
"Chirocentrus_dorab"	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111111111111111	0.111111111111111	0	0	0.111111111111111	0	0	0.111111111111111	0	0	0	0	0	0	0	0	0.111111111111111	0	0.111111111111111	0	0	0	0
"Psettodes_erumei"	0	1.20804882695687	0	0	0.022415750268252	0	0.000322637992701186	0	0	0	0.0271323188147759	0.000307274278763034	0	0.0129897723328695	0.0129897723328695	0	0.000307274278763034	0.0129897723328695	0.0129897723328695	0.000268864993917655	0.000268864993917655	0.000268864993917655	0.000268864993917655	0.000268864993917655	0	0.000268864993917655	0	0.000268864993917655	0.000268864993917655	0.000268864993917655	0.000268864993917655	0	0.0188132189751401	0.000268864993917655	0.000268864993917655	0.000800562509580429	0	0.00860367980536495	0.113660507912609	0.112879313850841	0	0	0	0	0.00320225003832172	0.107453815283433	0.00649488616643477	0	0	0	0	0	0.00324744308321739	0	0	0	0	0.00324744308321739	0	0	0	0	7.68185696907585e-05	0	0	0	7.68185696907585e-05	0	0	0	0	0.0028019687835315	0	5.37729987835309e-05	5.3772998783531e-05	0	0.100670735579739	0.100670735579739	0	0	0	0	0	0.0028019687835315	0	0.100670735579739
"Cynoglossus_arel"	0	0	1.25768321513002	0	0	0	0	0.0397163120567376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0359338061465721	0	0	0	0	0	0	0	0	0	0	0.132387706855792	0.143735224586288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0066193853427896	0.0066193853427896	0	0	0	0	0	0.125768321513002	0	0	0	0	0	0	0.125768321513002	0	0.125768321513002	0
"Dussumieria_acuta"	0	0	0	1.29198966408269	0	0.041343669250646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1343669250646	0	0	0	0	0	0	0	0.00516795865633075	0	0.129198966408269	0	0	0.00516795865633075	0.00516795865633075	0	0	0	0.129198966408269	0	0.129198966408269	0	0	0	0	0	0	0	0	0	0	0	0.129198966408269	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sardinella_fimbriata"	0	0.033623625402378	0	0	1.22527598509693	0	8.97998389227952e-06	0	0	0	0.000755173883512649	8.55236561169478e-06	0	0.000361544359165355	0.000361544359165355	0	8.55236561169478e-06	0.000361544359165355	0.000361544359165355	7.48331991023293e-06	7.48331991023293e-06	7.48331991023293e-06	7.48331991023293e-06	7.48331991023293e-06	0	7.48331991023293e-06	0	7.48331991023293e-06	7.48331991023293e-06	7.48331991023293e-06	7.48331991023293e-06	0	0.0283566303492087	7.48331991023293e-06	7.48331991023293e-06	0.0437598566106046	0	0.000239466237127454	0.00316351314269686	0.170139782095252	0	0	0	0	0.175039426442418	0.00299076225440967	0.000180772179582678	0	0	0	0	0	9.03860897913388e-05	0	0	0	0	9.03860897913388e-05	0	0	0	0	2.1380914029237e-06	0	0	0	2.1380914029237e-06	0	0	0	0	0.153159498137116	0	1.49666398204659e-06	1.49666398204659e-06	0	0.0028019687835315	0.0028019687835315	0	0	0	0	0	0.153159498137116	0	0.0028019687835315
"Tenualosa_ilisha"	0	0	0	0.0516795865633075	0	1.28165374677003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165374677002584	0	0	0	0	0	0	0	0.160206718346253	0	0.00516795865633075	0	0	0.160206718346253	0.160206718346253	0	0	0	0.00516795865633075	0	0.00516795865633075	0	0	0	0	0	0	0	0	0	0	0	0.00516795865633075	0	0	0	0	0	0	0	0	0	0	0	0	0
"Eusphyra_blochii"	0	0.000645275985402371	0	0	1.19733118563727e-05	0	1.20961482323281	0	0	0	0.00856084900661606	0.0091569745074362	0	6.93845145593947e-06	6.93845145593947e-06	0	0.0091569745074362	6.93845145593947e-06	6.93845145593947e-06	0.00801235269400667	0.00801235269400667	0.00801235269400667	0.00801235269400667	0.00801235269400667	0	0.00801235269400667	0	0.00801235269400667	0.00801235269400667	0.00801235269400667	0.00801235269400667	0	1.00490295937414e-05	0.00801235269400667	0.00801235269400667	4.27618280584739e-07	0	0.256395286208213	6.07114502394704e-05	6.02941775624482e-05	0	0	0	0	1.71047312233896e-06	0.00219398525043755	3.46922572796974e-06	0	0	0	0	0	1.73461286398487e-06	0	0	0	0	1.73461286398487e-06	0	0	0	0	0.00228924362685905	0	0	0	0.00228924362685905	0	0	0	0	1.49666398204659e-06	0	0.201602470538801	0.201602470538801	0	5.37729987835309e-05	5.37729987835309e-05	0	0	0	0	0	1.49666398204659e-06	0	5.37729987835309e-05
"Ilisha_filigera"	0	0	0.066193853427896	0	0	0	0	1.26524822695035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00189125295508274	0	0	0	0	0	0	0	0	0	0	0.217494089834515	0.00756501182033097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.210874704491726	0.210874704491726	0	0	0	0	0	0.0066193853427896	0	0	0	0	0	0	0.0066193853427896	0	0.0066193853427896	0
"Selaroides_leptolepis"	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.222222222222222	0.222222222222222	0	0	0.222222222222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Atropus_atropos"	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0
