"Clethrionomys_centralis"	"Alticola_argentatus"	"Microtus_gregalis"	"Sicista_tianshanica"	"Sorex_minutus"	"Sorex_asper"	"Apodemus_uralensis"	"Amalaraeus_penicilliger"	"Amphipsylla_primaris"	"Paraneopsylla_ioffi"	"Corrodopsylla_birulai"	"Frontopsylla_ornata"	"Amphipsylla_kuznetzovi"	"Neopsylla_mana"	"Rhadinopsylla_dahurica"	"Frontopsylla_elata"	"Amphipsylla_sibirica"	"Stenoponia_suknevi"	"Rhadinopsylla_angusta"	"Pectinoctenus_nemorosa"	"Palaeopsylla_soricis"	"Callopsylla_caspia"	"Ctenophthalmus_assimilis"
"Clethrionomys_centralis"	1.10669605038931	0.0680007668593808	0.0548481252950848	0.0227164565026525	0.0280035672743178	0.035383150984384	0.0176852160282016	0.049815700541593	0.0450166869638717	0.0422506015595739	0.049815700541593	0.049815700541593	0.0470153438141612	0.044743698163896	0.0422163302364399	0.0444879758867052	0.0413111723533608	0.04221633023644	0.044743698163896	0.0441445376391683	0.0396902250737422	0.0368898683463104	0.00249309660432204
"Alticola_argentatus"	0.085000958574226	1.08099582525327	0.0656209933964026	0.0270668255088453	0.0226265791114822	0.0423244945712681	0.00969765691784278	0.0588501490774976	0.0531202883429511	0.0508980361883557	0.0588501490774976	0.0588501490774976	0.0565874911663494	0.0538808086154649	0.0508576304318028	0.0535643129826874	0.00525777951526823	0.0508576304318028	0.0538808086154649	0.0502992722341543	0.00509602319695576	0.00283336528580753	0.00298277242710921
"Microtus_gregalis"	0.0747928981296611	0.071586538250621	1.09410670209228	0.0291581720169337	0.0242442454362057	0.0377302631866217	0.00171451422100731	0.0632432523981661	0.0576324163974283	0.00817088783047565	0.0632432523981661	0.0632432523981661	0.0608188278545455	0.0579030106528522	0.0552079918538077	0.0581238090555011	0.00292172515957386	0.0552079918538077	0.0579030106528521	0.00590449758668307	0.00491752114794261	0.00249309660432204	0.0497321228223765
"Sicista_tianshanica"	0.0681493695079576	0.0649603812212286	0.0641479784372542	1.05586967311003	0.0327933349113165	0.0458524479266578	0.00156014821889259	0.120035621056881	0.0111734788939748	0.00825350305305391	0.120035621056882	0.120035621056882	0.11675628756575	0.0111693202547473	0.00789414540284315	0.113481112713846	0.0026616827049884	0.00789414540284315	0.0111693202547473	0.00536836525587292	0.0055509791413969	0.00227164565026525	0.00291581720169337
"Sorex_minutus"	0.0840107018229532	0.0543037898675573	0.0533373399596526	0.0327933349113165	1.0719535813373	0.0352111343220482	0.00172345111250747	0.120477211830065	0.11468279731593	0.00757809566158344	0.120477211830065	0.120477211830065	0.0132818536963357	0.010002520205204	0.00748743918220057	0.0107667726733322	0.00323121950555864	0.00748743918220057	0.010002520205204	0.00549387741670687	0.109995714861162	0.00280035672743178	0.00242442454362057
"Sorex_asper"	0.07582103782368	0.0725562764078883	0.059290413578977	0.0327517485190413	0.0251508102300344	1.06602507505235	0.00173797172135851	0.0901804690030952	0.0107606459331659	0.0816951943291433	0.0901804690030952	0.0901804690030953	0.0876653879800919	0.0843902131281877	0.00824556491016242	0.0115207397620666	0.00296186085779563	0.00824556491016242	0.0843902131281877	0.00598503904145764	0.00504244895045944	0.002527367927456	0.00269501879904441
"Apodemus_uralensis"	0.132639120211512	0.0581859415070567	0.00942982821554022	0.00390037054723147	0.00430862778126868	0.0060829010247548	1.11878654404597	0.00852973955495256	0.00770520956988979	0.00728021116685072	0.00852973955495256	0.00852973955495256	0.00809887677682569	0.00770883972210255	0.00727434679176292	0.00766438384648606	0.284117940018543	0.00727434679176292	0.00770883972210255	0.286542354248003	0.00485216678517726	0.0044213040070504	0.000428628555251828
"Amalaraeus_penicilliger"	0.124539251353982	0.117700298154995	0.115945962729971	0.100029684214068	0.100397676525055	0.105210547170278	0.00284324651831752	1.04188353365894	0.0243655261539435	0.0165705265518488	0.0418835336589416	0.0418835336589416	0.0318437660064361	0.0218407975850293	0.0143257585014381	0.0243287269228449	0.00486212000804546	0.0143257585014381	0.0218407975850293	0.00976629909783693	0.0141910760309715	0.00415130837846608	0.00527027103318051
"Amphipsylla_primaris"	0.168812576114519	0.159360865028853	0.158489145092928	0.0139668486174685	0.143353496644913	0.0188311303830403	0.00385260478494489	0.0365482892309153	1.03380652362752	0.0136122026549986	0.0365482892309153	0.0365482892309153	0.022212939566424	0.0208162547046771	0.0194711739630314	0.0208678588247782	0.00659023706672019	0.0194711739630314	0.0208162547046771	0.0132302731095891	0.0199624355349753	0.00562708587048397	0.00720405204967854
"Paraneopsylla_ioffi"	0.21125300779787	0.203592144753422	0.0299599220450774	0.0137558384217565	0.0126301594359724	0.190622120101334	0.00485347411123381	0.0331410531036976	0.0181496035399981	1.02914063867951	0.0331410531036976	0.0331410531036976	0.0318780371601004	0.0305024533179247	0.0168865875964009	0.0182621714385765	0.0082551354544041	0.0168865875964009	0.0305024533179247	0.0167381414857967	0.00830478287019289	0.00704176692659565	0.00136181463841261
