"Arvicola_terrestris"	"Sorex_araneus"	"Clethrionomys_rutilus"	"Microtus_gregalis"	"Lagurus_lagurus"	"Apodemus_agrarius"	"Neomys_fodiens"	"Sicista_betulina"	"Microtus_agrestis"	"Talpa_europaea"	"Myospalax_aspalax"	"Spermophilus_erythrogenys"	"Microtus_oeconomus"	"Phodopus_campbelli"	"Tamias_sibiricus"	"Clethrionomys_glareolus"	"Cricetus_cricetus"	"Microtus_arvalis"	"Myopus_schisticolor"	"Cricetulus_barabensis"	"Clethrionomys_rufocanus"	"Micromys_minutus"	"Sicista_subtilis"	"Pteromys_volans"	"Sciurus_vulgaris"	"Ctenophthalmus_assimilis"	"Megabothris_walkeri"	"Palaeopsylla_soricis"	"Amalaraeus_penicilliger"	"Corrodopsylla_birulai"	"Megabothris_rectangulatus"	"Megabothris_turbidus"	"Hystrichopsylla_talpae"	"Ctenophthalmus_arvalis"	"Amphipsylla_sibirica"	"Ctenophthalmus_dilatatus"	"Ceratophyllus_indages"	"Pectinoctenus_pavlovskii"	"Frontopsylla_elata"	"Citellophilus_tesquorum"	"Leptopsylla_sicistae"	"Peromyscopsylla_silvatica"	"Megabothris_calcarifer"	"Neopsylla_pleskei"	"Amphipsylla_kuznetzovi"	"Peromyscopsylla_bidentata"	"Neopsylla_acanthina"	"Neopsylla_mana"	"Ctenophthalmus_pisticus"	"Tarsopsylla_octodecimdentata"	"Amphipsylla_vinogradovi"	"Oropsylla_ilovaiskii"	"Ctenophthalmus_uncinatus"	"Amphipsylla_prima"	"Catallagia_dacenkoi"	"Rhadinopsylla_integella"
"Arvicola_terrestris"	1.0652495979981	0.0267237042425102	0.0292576640888694	0.023537090251623	0.012512843871694	0.0239722754946449	0.0119686208177529	0.0166269110102323	0.0128406303597082	0.00705323290571759	0	0.00466373427775279	0.0110604138708685	0.00901768407169351	0.0105733284483468	0.0110730138141399	0.0179959245788026	0.00652158271239597	0.00377173486268223	0.0103387735896197	0.0050237854237296	0.0103421210855437	0.0032086655569077	0	0	0.0463860916263837	0.0403080939759961	0.0396056565417886	0.0406387026554255	0.0400389611355126	0.0403512549398719	0.037797216875367	0.0422883172530075	0.0347715118440694	0.0353602022423378	0	0.00276515237278802	0.0341369403916346	0.00983678320752253	0.00434240972188293	0.00137481077654461	0.00342299666058938	0.00476583955453809	0.0366513985375084	0.0330966627633669	0.0344091495326915	0.0326525365853992	0.0353739953203089	0.00132166605604335	0	0.00140502969183464	0.000582966784719098	0.000790929558152847	0.0313308705293558	0.000860519532025569	0
"Sorex_araneus"	0.0324502122944767	1.03944553100423	0.0362906806312349	0.0234121142237924	0.0110329944001347	0.0258788719727967	0.0102092062117255	0.0171828368388509	0.015408898817319	0.00972848798874362	0	0.00922762042036466	0.0174357496121215	0.0084037962265291	0.00233364083399439	0.0129451585107122	0.0146511065606112	0.00626834363454667	0.0075326100806905	0.00886927819797414	0.00588028398281957	0.0135680097629799	0.00517790112668696	0	0	0.0524700864318949	0.0468244957276765	0.0457396710567714	0.0480811068671614	0.0465270025956087	0.0481454600375931	0.044362220938787	0.0488834353974403	0.0412177143996825	0.0412368521695637	0	0.00251253061653708	0.00345332034782306	0.0473894819357034	0.0411036760136743	0.0013815038114881	0.00385590784766672	0.0422780375159088	0.00601579206867573	0.0029222569000876	0.0406105860260814	0.00124612311291038	0.00475633355735213	0.000291705104249299	0	0.0012614684860434	0.00115345255254558	0.000924654179336589	0.000954418008661078	0.0010673729597422	0
"Clethrionomys_rutilus"	0.0292576640888694	0.0298864428727817	1.06053000737612	0.0290555817365188	0.0136012747008708	0.0181358235060133	0.00872084426896783	0.0146331451503804	0.0132740782127016	0.00830604513759187	0	0.0136832118194214	0.0188352902874692	0.00736604904838173	0.00786722928772265	0.0110592016386493	0.0125203761481429	0.0054231913088473	0.00645889089517862	0.00760399160008903	0.00503288287752744	0.00764851519970757	0.00443359617137982	0	0	0.0456084946505186	0.0400758817436808	0.0387075136963194	0.0411490744954869	0.0398198676456938	0.0412053647991493	0.0373482812723121	0.0418421272979853	0.0359637925680755	0.0347268306554105	0	0.0338858641788671	0.00336422996194373	0.0401359644716398	0.0358398779408881	0.00118358986658963	0.034489425989332	0.0363294710948253	0.00591217237637452	0.0331701009469812	0.00351709962564822	0.0018439231929909	0.0039257929351272	0.000983403660965331	0	0.00108559857574469	0.00171040147742767	0.000789942974189239	0.00086051953202557	0.0311920590404741	0
"Microtus_gregalis"	0.030779271867507	0.025213046087161	0.0379957607323708	1.03917452709299	0.0114322850415828	0.0186300942699488	0.0108313767497401	0.0182837843548715	0.0193307313464429	0.0103549086246746	0	0.00111548055560663	0.0235954431432442	0.00770859372039119	0.00223843905633572	0.0137860769266056	0.0144267300485787	0.00959530599878467	0.00811483997219255	0.0094823899782267	0.00630319975071133	0.00942210950788841	0.00551893850747572	0	0	0.0556610459392377	0.0500969016079987	0.0483778876032227	0.0514459069959782	0.0498490860707731	0.0515947696597273	0.0465794544660096	0.052536002127934	0.00401538649773405	0.00467175410300334	0	0.00153676232597429	0.00341902165900874	0.0503163012531248	0.00388097316778766	0.00171379805097563	0.043349321789054	0.0458577413384579	0.0455065237066156	0.0419910461185052	0.00359477205127452	0.00118507758402747	0.00447056974372611	0.000279804882041965	0	0.00158980799808428	0.000139435069450829	0.000984719780471827	0.000905272701985501	0.00111752237448149	0
"Lagurus_lagurus"	0.0354530576364664	0.0257436536003143	0.0385369449858006	0.0247699509234294	1.0514321593997	0.0063676687765581	0.00454840115621221	0.00595664901037017	0.0117415040665993	0.00429786190375834	0	0.0208902013911894	0.0167416085456957	0.0312367782858436	0.00418116914921696	0.00467979780478991	0.0117175369209791	0.0112768919015881	0.00104437260476466	0.0137141425794087	0.00102178250721799	0.00433037554469772	0.00365082463873644	0	0	0.101421845333693	0.00761760386906521	0.00746316406541724	0.00796995409653298	0.00815563839243692	0.00740790512350812	0.0054028639344594	0.0102722220276855	0.093326214538265	0.0041173782951297	0	0.0042673608759567	0.0929286066494842	0.0112004660358633	0.0954071553775414	0.00123757344231752	0.0906355659588289	0.00484354164715536	0.095144382908188	0.00312886696784564	0.00268463023363238	0.00156538313295996	0.00274138841691544	0.00052264614365212	0	0.00208258620674973	0.00261127517389868	0.000334271271770708	0.00104273698930783	0.0011334395584059	0
"Apodemus_agrarius"	0.0370480621280876	0.0329367461471958	0.0280280908729296	0.0220173841372122	0.0034732738781226	1.03647957270846	0.0148417790862534	0.0233362185840847	0.0148435006230902	0.00953078960084644	0	0.000905132214205392	0.0172012750444648	0.00514939211179659	0.0024577593146041	0.015819332463404	0.0202175355759847	0.00745871343849511	0.0053267880202779	0.00832391238320794	0.00720230470034582	0.0144496487526729	0.00628612154758687	0	0	0.0629092553338114	0.057763939692825	0.0106960643564226	0.0583344285449148	0.0571604298970733	0.0582712166881401	0.0547915753029165	0.0601637040462878	0.00349289787904899	0.0514666206863135	0	0.00124471705501088	0.00258768695241076	0.0573585244036782	0.00291818820410843	0.00178837038241216	0.00291624396192825	0.00561863362680735	0.00555372426960939	0.00276082696684577	0.0508236339741722	0.00139686880044574	0.0518695785630627	0.000307219914325512	0	0.00131521881847525	0.000113141526775674	0.00112995231881457	0.00108964888612022	0.000824355613909694	0
"Neomys_fodiens"	0.0339110923169664	0.0238214811606927	0.0247090587620755	0.0234679829577702	0.00454840115621221	0.0272099283247978	1.02898538506899	0.0270505829177539	0.0169341065599555	0.00901868453682551	0	0.000819732215968125	0.0173400538450658	0.00434083354734052	0.00361683292477489	0.0135168288887887	0.0260947722273726	0.00826008208077949	0.00136938680654854	0.0139933307732667	0.00843550280521292	0.00903807587867972	0.00685119757749996	0	0	0.101334862567425	0.0964871471778587	0.0951815254425188	0.0118150766885695	0.0959689468231057	0.0115900705585608	0.00793614343939625	0.099870505880063	0.00305638923155088	0.00544262746293574	0	0.00128130766500686	0.0029766127503367	0.0112688760607092	0.00249308751813886	0.00204086931928599	0.00297172150596922	0.0047300680550173	0.00609076167931577	0.00262673681970507	0.00398877476417895	0.00144948918374293	0.0909664344911811	0.000452104115596861	0	0.00185445107117052	0.000102466526996016	0.000965487777770622	0.000997385068146071	0.000726737022413985	0
"Sicista_betulina"	0.0282657487173949	0.0240559715743913	0.0248763467556468	0.023768919661333	0.0035739894062221	0.0256698404424932	0.0162303497506524	1.04073690058804	0.0136183621182457	0.0128188840948495	0	0.000775452833668313	0.016171507984715	0.0055851478525955	0.0025339307293413	0.0145882152206295	0.0169509336731761	0.0214886572846984	0.00564427143052869	0.0118838122504632	0.00542526321193864	0.011784549326429	0.00688627842588261	0	0	0.0683153988727841	0.0106108979482597	0.0612358024272463	0.0626136036110239	0.0616744167753036	0.0624583807917735	0.0587604601318679	0.0655344798036701	0.00281690870470023	0.00464838893375092	0	0.00114533020289522	0.00267801047382827	0.0635546717123711	0.00254407793944816	0.0538275664697934	0.00284209603604305	0.00519526496494556	0.00630318443138864	0.00247719202577421	0.0040357532543013	0.00114808689167928	0.056446964009579	0.000316741341167663	0	0.00278103912793013	9.69316042085391e-05	0.0010420153729021	0.000831345550511614	0.000731657257519022	0
"Microtus_agrestis"	0.02728633951438	0.0269655729303083	0.028207416201991	0.0314124384379697	0.0088061280499495	0.0204098133567491	0.0127005799199666	0.0170229526478072	1.02907776747594	0.00951097158784513	0	0.000973854368027218	0.0250529164709681	0.00839283895572418	0.00290848738058205	0.0164488149206959	0.0179824456518972	0.011280524651035	0.0122977015614611	0.00781078480824181	0.00940467912960143	0.00394282447377943	0.005437480838417	0	0	0.0797770105729334	0.0753649505063508	0.00883310665682449	0.0765909840428383	0.0741756474979175	0.077034527711195	0.00715146039120045	0.0775383720486055	0.00345080126202392	0.00464684710404477	0	0.00131492260687001	0.00302656603123679	0.0108534046507715	0.00348754576011457	0.00179119135330994	0.00416347329444055	0.0707596628605167	0.0699651450477785	0.0028403399949283	0.00308759680988529	0.00116610032005452	0.00476369033205605	0.000363560922572756	0	0.00159094245493974	0.000121731796003402	0.00117491535147827	0.000802539397481764	0.000829629888293853	0
"Talpa_europaea"	0.0239809918794398	0.0272397663684821	0.0282405534678124	0.0269227624241539	0.00515743428451001	0.0209677371218622	0.0108224214441906	0.0256377681896989	0.0152175545405522	1.02311695955254	0	0.00093406745744145	0.0199804873622872	0.00918237196404992	0.00410106150204209	0.0147996814937171	0.0159406608081394	0.00995966369062942	0.0100357580860565	0.0121664673504445	0.00571746175015906	0.0146599792047337	0.00855172339039538	0	0	0.11868924808681	0.0104666608128031	0.11151588178428	0.113878092779842	0.0108132199092898	0.113834711771026	0.0083023528624098	0.0139605606007493	0.00305532122576132	0.00445814686379866	0	0.00145999563369463	0.00306721895655629	0.11414900117764	0.00326823513159456	0.00211186038370406	0.0034059086422851	0.00657269475724423	0.00586619797333238	0.0025714186667984	0.00409724897000414	0.00121795597832702	0.00483845041433261	0.000512632687755261	0	0.00184384425342283	0.000116758432180181	0.00105712010669408	0.000705323290571759	0.000830604513759187	0
