"Hamelia_versicolor"	"Vitex_mollis"	"Combretum_farinosum"	"Ipomoea_bracteata"	"Mirabilis_sp1_M_PL_065"	"Ipomoea_wolcottiana"	"Opuntia_excelsa"	"Nopalea_karwinskiana"	"Ceiba_aesculifolia"	"Caesalpinia_pulcherrima"	"Cordia_seleriana"	"Psittacanthus_calyculatus"	"Tillandsia_bartramii"	"Pithecellobium_mangens"	"Tillandsia_paucifolia"	"Tillandsia_dasyrifolia"	"Groton_suberosus"	"Justicia_mexicana"	"Erythrina_lanata"	"Ipomoea_quamoclit"	"Tabebuia_donnell-smithii"	"Amazilia_rutila"	"Chlorostilbon_canivetii"	"Cynanthus_latirostris"	"Heliomaster_constantii"	"Archilochus_colubris"
"Hamelia_versicolor"	1.03538558294832	0.0165801038193548	0.0254562883996643	0.0254686526233424	0.00887618458030953	0.0155393580746867	0.0265093983680105	0.0153525900490396	0.0242287746293491	0.00542329550038385	0.0165801038193548	0.00666317349437716	0.00542329550038385	0.0111568083189709	0.0242287746293491	0.00542329550038385	0.00542329550038385	0.0142994800806934	0.00992929454865572	0.0254562883996643	0.00992929454865572	0.184392047013051	0.156195316465593	0.159771322445571	0.158868712778492	0.00743926796395988
"Vitex_mollis"	0.0331602076387095	1.03054271442783	0.0319789651990392	0.013059267818577	0.00143625077121068	0.0118780253789068	0.0317239568674988	0.0105859298764112	0.0120221806476219	0.00940468743674097	0.0305427144278286	0.0104417746076961	0.00940468743674097	0.0211380269910876	0.0120221806476219	0.00940468743674097	0.00940468743674097	0.0108409382079516	0.00118124243967027	0.0319789651990392	0.00118124243967027	0.319759372849193	0.295932377875226	0.0258525138817923	0.0188998790347243	0.0062225230257306
"Combretum_farinosum"	0.033941717866219	0.0213193101326928	1.03266969871596	0.0207154745711605	0.0113503885832653	0.0194434554208996	0.0225913292829538	0.00805620649884744	0.0194065950821127	0.0067841873485865	0.0213193101326928	0.00809306683763432	0.0067841873485865	0.0145351227841063	0.0194065950821127	0.0067841873485865	0.0067841873485865	0.0181345759318518	0.00127201915026094	0.0326696987159581	0.00127201915026094	0.230662369851941	0.203491718977489	0.204306994498775	0.0203523064041751	0.00785327693428691
"Ipomoea_bracteata"	0.0254686526233424	0.00652963390928851	0.0155366059283704	1.04855598691244	0.00900697201908189	0.0386239402174723	0.0164616806042605	0.0153971709294905	0.0244041429485724	0.00546512423451847	0.00652963390928851	0.0296169681983904	0.00546512423451847	0.00106450967477004	0.0244041429485724	0.00546512423451847	0.00546512423451847	0.0144720962536004	0.00993204669497201	0.0155366059283704	0.00993204669497201	0.185814223973628	0.0149031354467806	0.162125496343474	0.158912747119552	0.144911063783232
"Mirabilis_sp1_M_PL_065"	0.0355047383212381	0.00287250154242136	0.0340511657497958	0.0360278880763276	1.03117866420737	0.0345743155048853	0.00432607411386365	0.00299675974371985	0.0341754239510943	0.00154318717227756	0.00287250154242136	0.00339565129751081	0.00154318717227756	0.0013293143701438	0.0341754239510943	0.00154318717227756	0.00154318717227756	0.032721851379652	0.00145357257144229	0.0340511657497958	0.00145357257144229	0.052468363857437	0.0186104011820132	0.56121595573274	0.0232571611430767	0.0111147847513995
"Ipomoea_wolcottiana"	0.0207191440995823	0.00791868358593783	0.0194434554208996	0.0514985869566298	0.0115247718349618	1.05022289827795	0.0091943722646205	0.00811564767278198	0.0196404195077437	0.00683995899409932	0.00791868358593783	0.0386981264429853	0.00683995899409932	0.00107872459183852	0.0196404195077437	0.00683995899409932	0.00683995899409932	0.0183647308290611	0.00127568867868267	0.0194434554208996	0.00127568867868267	0.232558605799377	0.0151021442857392	0.207445893029312	0.0204110188589227	0.191149004693316
"Opuntia_excelsa"	0.0353458644906806	0.0211493045783326	0.0225913292829538	0.0219489074723474	0.00144202470462122	0.0091943722646205	1.03390383978606	0.0194712001508128	0.020913224855434	0.00671666494308595	0.0211493045783326	0.00775234755999928	0.00671666494308595	0.0144326396352466	0.020913224855434	0.00671666494308595	0.00671666494308595	0.00815868964770717	0.0127545352077269	0.0225913292829538	0.0127545352077269	0.228366608064922	0.202056954893453	0.0259564446831819	0.20407256332363	0.00621409570147999
"Nopalea_karwinskiana"	0.0307051800980791	0.0105859298764112	0.0120843097482712	0.0307943418589809	0.00149837987185993	0.012173471509173	0.0292068002262192	1.02787146572714	0.0293698455989982	0.00925059537733032	0.0105859298764112	0.010675091637313	0.00925059537733032	0.00133533449908092	0.0293698455989982	0.00925059537733032	0.00925059537733032	0.0107489752491902	0.018620870349808	0.0120843097482712	0.018620870349808	0.314520242829231	0.0186946829871329	0.0269708376934787	0.297933925596928	0.00854697755989638
"Ceiba_aesculifolia"	0.0323050328391321	0.00801478709841461	0.0194065950821127	0.0325388572647632	0.0113918079836981	0.0196404195077437	0.020913224855434	0.0195798970659988	1.0309717050497	0.0066814593089794	0.00801478709841461	0.00824861152404563	0.0066814593089794	0.00133332778943521	0.0309717050496969	0.0066814593089794	0.0066814593089794	0.0180732672926775	0.0128984377570194	0.0194065950821127	0.0128984377570194	0.2271696165053	0.018666589052093	0.205052543706566	0.206375004112311	0.00940291329039743
"Caesalpinia_pulcherrima"	0.0216931820015354	0.0188093748734819	0.0203525620457595	0.0218604969380739	0.00154318717227756	0.020519876982298	0.0201499948292579	0.0185011907546606	0.0200443779269382	1.01716057079888	0.0188093748734819	0.0189766898100204	0.0171605707988847	0.00164880407459721	0.0200443779269382	0.0171605707988847	0.0171605707988847	0.0187037579711623	0.00134061995577591	0.0203525620457595	0.00134061995577591	0.583459407162081	0.023083257044361	0.0277773691009961	0.0214499192924146	0.010896714066814
