"Syzygium_glomeratum"	"Stillingia_lineata"	"Badula_insularis"	"Aphloia_theiformis"	"Syzygium_petrinese"	"Diospyros_revaughanii"	"Pleurostylia_leucocarpa"	"Calophyllum_eputamen"	"Pandanus_rigidifolius"	"Turraea_rigida"	"Xyris_sp1_M_PL_071"	"Apis_mellifera"	"Stomorhina_lunata"	"Musca_domestica"	"Chrysomya_megacephala"	"Ophyra_capensis"	"Paragus_borbonicus"	"Eristalinus_flaveolus"	"Ornidia_obesa"	"Phelsuma_cepediana"	"Polistes_hebraeus"	"Phorinia_sp1_M_PL_071"	"Trirhithrum_sp1_M_PL_071"	"Sepsis_lateralis"	"Episyrphus_sp1_M_PL_071"	"Graphomya_maculata"	"Lygistorrhina_sp1_M_PL_071"	"Syritta_sp1_M_PL_071"	"Lecithoceridae_sp1_M_PL_071"	"Nacoleia_sp1_M_PL_071"	"Pachycerina_crinicornis"	"Paleorhiza_sp1_M_PL_071"	"Scolia_carniflex"	"Simulium_sp1_M_PL_071"	"Simulium_sp2_M_PL_071"	"Zizeeria_knysa"	"Zosterops_mauritianus"
"Syzygium_glomeratum"	1.13271944112322	0.0225583654863373	0.0564948368976959	0.0476976476900161	0.00180670920754527	0.00838553605358705	0.0285855254641285	0.0179812428259097	0.00707317128785383	0	0.0100308572970428	0.0100394881875255	0.0823952099482914	0.0797799296205891	0.0779933342790812	0.00764448678310709	0.0802468583763425	0.078381560718776	0.00683666337268238	0.00140470053225213	0.00202396293353413	0.0739335671200731	0.00633509523427611	0.00140989784289608	0.070794965070201	0.00140989784289608	0.00178659534150803	0.00178659534150803	0.0707949650702011	0.00104819200669838	0.00140989784289608	0.000225838650943158	0.00264986931611201	0.00178659534150803	0.00140989784289608	0.00313860204987199	0
"Stillingia_lineata"	0.0225583654863373	1.18991802313359	0.0356420110891317	0.032282376300411	0.000933420525093118	0.0018984412037114	0.0359837027680363	0.0121999499115608	0.00119006363333406	0	0.000726979282122824	0.00554589872334247	0.00908810042360418	0.0818023327889448	0.0795533513659426	0.0796323182100309	0.00581583425698259	0.00640346991124897	0.00401088222766074	0.00031502150452565	0.00133667255679272	0.00339000957007006	0.0785989695960259	0.0743698764458497	0.00140989784289608	0.0743698764458497	0.00224898142300227	0.00224898142300227	0.00140989784289608	0.000237305150463925	0.0743698764458497	0.00011667756563664	0.00179346535002283	0.00224898142300227	0.0743698764458497	0.00198011172717398	0
"Badula_insularis"	0.0502176327979519	0.0316817876347837	1.10483843382445	0.0506983510218108	0.0081189013930485	0.0242135136712716	0.0281836917851903	0.0220912411174083	0.012260892374987	0	0.00102888771242849	0.0724906461042933	0.0763758662166086	0.0710766825606349	0.0693152018240606	0.00876729163225647	0.00823110169942789	0.0695442142086274	0.0672231772559236	0.0030583447366289	0.00322398678587189	0.0645185150401194	0.0651215054539958	0.00198011172717398	0.00313860204987199	0.00198011172717398	0.00176148073657439	0.00176148073657439	0.00313860204987199	0.00302668920890895	0.00198011172717398	0.00101486267413106	0.00281657505676726	0.00176148073657439	0.00198011172717398	0.0613799129902474	0
"Aphloia_theiformis"	0.0423979090577921	0.0286954456003653	0.0506983510218108	1.09440459666007	0.00835453523622387	0.0241294462051779	0.0339892090014274	0.0296316067680041	0.0122889737493042	0	0.00874326003316066	0.0726886510752973	0.0764185290494705	0.070184490655495	0.0680601650929058	0.0676812069594162	0.0699460802652853	0.0692298604196834	0.0666330112024182	0.00309247919607869	0.0040074775813284	0.00546644437287927	0.00673436596937931	0.00179346535002283	0.002649869316112	0.00179346535002283	0.00212432556258921	0.00212432556258921	0.00264986931611201	0.00301618077564724	0.00179346535002283	0.00104431690452798	0.0608002553700037	0.00212432556258921	0.00179346535002283	0.00281657505676726	0
"Syzygium_petrinese"	0.00361341841509054	0.00186684105018624	0.0182675281343591	0.0187977042815037	1.16257108397409	0.0167475076360656	0.00318154644852238	0.0545206728384987	0.0535711635938857	0	0.000195866961133839	0.163854598079426	0.0189578978866405	0.00260054244827149	0.00240169579523885	0.00681190840704714	0.00156693568907071	0.00773708551345207	0.00415261803316725	0.154249912762409	0.150773452780611	0.00124070132507422	0.00133038689280035	0.00011667756563664	0.000225838650943158	0.00011667756563664	0.000198846653032649	0.000198846653032649	0.000225838650943159	0.0020934384545082	0.00011667756563664	0.145321385496761	0.00104431690452798	0.000198846653032649	0.00011667756563664	0.00101486267413106	0
"Diospyros_revaughanii"	0.0167710721071741	0.0037968824074228	0.054480405760361	0.0542912539616503	0.0167475076360656	1.11815278986607	0.0155992015453222	0.027267939556324	0.025554370775754	0	0.000671909717190434	0.154891262923914	0.154820966572687	0.00830331723830112	0.00732836714171849	0.0069552299783262	0.00537527773752347	0.00981785594688696	0.145811968717815	0.00635250025046719	0.0048202324101406	0.00407488121560733	0.00423894445595551	0.000237305150463925	0.00104819200669838	0.000237305150463925	0.000974950096582636	0.000974950096582636	0.00104819200669838	0.139769098733259	0.000237305150463925	0.0020934384545082	0.00301618077564724	0.000974950096582637	0.000237305150463925	0.00302668920890894	0
"Pleurostylia_leucocarpa"	0.0285855254641285	0.0359837027680363	0.0317066532583391	0.0382378601266058	0.00159077322426119	0.00779960077266109	1.15473390179268	0.0177145089554825	0.00683656833565589	0	0.0101442386354853	0.00797048200026979	0.0817290995507875	0.0800922519257162	0.00792138306367391	0.0783156267431821	0.0811539090838822	0.00744385253621989	0.00486075639574624	0.0013382747089753	0.0019702975485809	0.00354807607808243	0.076181331021619	0.00224898142300227	0.00178659534150803	0.00224898142300227	0.0721708688620423	0.0721708688620423	0.00178659534150803	0.000974950096582637	0.00224898142300227	0.000198846653032649	0.00212432556258921	0.0721708688620423	0.00224898142300227	0.00176148073657439	0
"Calophyllum_eputamen"	0.0287699885214555	0.0195199198584973	0.0397642340113349	0.0533368921824074	0.043616538270799	0.0218143516450592	0.0283432143287721	1.07590851086159	0.0213886522060972	0	0.000871031447325285	0.124506772481865	0.122624280376154	0.00996185495783654	0.00819040406228829	0.113545457649663	0.00696825157860228	0.114561260157291	0.00789907874417364	0.00901684265153274	0.113042918370008	0.0040072483943318	0.00520056999844516	0.00121999499115608	0.00179812428259097	0.00121999499115608	0.00177145089554825	0.00177145089554825	0.00179812428259097	0.0027267939556324	0.00121999499115608	0.00545206728384987	0.00296316067680041	0.00177145089554825	0.00121999499115608	0.00220912411174083	0
"Pandanus_rigidifolius"	0.0188617901009435	0.00317350302222416	0.0367826771249611	0.0368669212479127	0.071428218125181	0.034072494367672	0.0182308488950824	0.0356477536768287	1.07768693314202	0	0.000582193630506977	0.200458497640341	0.193848260311945	0.00660827823018917	0.00546885017424653	0.00695070965406524	0.00465754904405582	0.00883528160304039	0.00835070615000755	0.188543016122651	0.0124933026333305	0.00322234394380681	0.0033812540573295	0.00019834393888901	0.00117886188130897	0.00019834393888901	0.00113942805594265	0.00113942805594265	0.00117886188130897	0.004259061795959	0.00019834393888901	0.00892852726564763	0.00204816229155071	0.00113942805594265	0.00019834393888901	0.00204348206249784	0
"Turraea_rigida"	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667
