"Microtus_arvalis"	"Apodemus_agrarius"	"Clethrionomys_glareolus"	"Apodemus_uralensis"	"Cricetulus_migratorius"	"Sorex_araneus"	"Apodemus_flavicollis"	"Arvicola_terrestris"	"Micromys_minutus"	"Ctenophthalmus_assimilis"	"Leptopsylla_taschenbergi"	"Ctenophthalmus_wagneri"	"Amphipsylla_rossica"	"Ctenophthalmus_agyrtes"	"Nosopsyllus_consimilis"	"Leptopsylla_segnis"	"Ctenophthalmus_orientalis"	"Hystrichopsylla_talpae"	"Peromyscopsylla_bidentata"	"Megabothris_turbidus"	"Nosopsyllus_mokrzeckyi"	"Palaeopsylla_soricis"	"Megabothris_walkeri"	"Doratopsylla_dasycnema"
"Microtus_arvalis"	1.09865858104347	0.0672418689527379	0.0374926848941193	0.0566833294952043	0.0160367096560647	0.0341769899748298	0.00869533288441355	0.00934050642207733	0.00500733001041998	0.0519224773718609	0.0500733001041998	0.0451284215293591	0.0392378064658381	0.0524215172411017	0.0478012064720366	0.0501363330775559	0.0504792553930451	0.0478064704503676	0.0471912354312375	0.0478064704503676	0.0422942550545989	0.0471912354312375	0.0447354686242296	0.0024412135696307
"Apodemus_agrarius"	0.0855805604853028	1.08146426490136	0.0333630693578782	0.0567776293801539	0.0194670603428257	0.0290343020491064	0.0103479915031828	0.0112851210648977	0.00601333424863022	0.0620791484177051	0.0601333424863022	0.0550527966441938	0.00305644858876082	0.0620967496204884	0.0582973067013314	0.0611185869675558	0.060680383084037	0.0574358730268993	0.0103522851582674	0.0574358730268993	0.0522139151751861	0.0103522851582674	0.0542877938929794	0.00207387871779331
"Clethrionomys_glareolus"	0.0749853697882387	0.0524276804195228	1.06602687679623	0.0635556433518708	0.0111122946521839	0.0402367228231868	0.0150887174422884	0.00873024289122589	0.00116978516858266	0.090034693931337	0.0116978516858266	0.00823890747130765	0.00267804892100852	0.0910299153761241	0.010090956580005	0.0122735173028114	0.0862357334940216	0.0843836843853243	0.0848746596328463	0.0843836843853243	0.00506112530371411	0.0848746596328463	0.00793517693394174	0.00287405163022763
"Apodemus_uralensis"	0.079356661293286	0.0624553923181693	0.0444889503463096	1.07398040916591	0.020940561714861	0.0311608339041601	0.00676330754727886	0.00770323364837785	0.0064839833949853	0.0146932392605728	0.064839833949853	0.0593720684020632	0.00283416647476021	0.0664664513067736	0.0628621620212067	0.0647879704333011	0.0660399441888002	0.0625498505696567	0.0619367429509462	0.0625498505696567	0.00567304794376791	0.0619367429509462	0.00789882179406506	0.00222577385029715
"Cricetulus_migratorius"	0.0748379783949685	0.0713792212570276	0.0259286875217625	0.0698018723828699	1.06123333619408	0.00664343394246528	0.00217829738057942	0.0202903041948571	0.00104020206472094	0.0138610254982619	0.0104020206472094	0.00940738861895856	0.00267278494267744	0.0122785430686911	0.186279611317972	0.191352187366686	0.18813166042667	0.0112594377276559	0.00848945866640863	0.0112594377276559	0.00591729499981506	0.00848945866640863	0.00639182599570544	0.000474530995890377
"Sorex_araneus"	0.0683539799496597	0.0456253317914529	0.0402367228231868	0.044515477005943	0.00284718597534226	1.09887577020774	0.0153160071314242	0.00859106975582985	0.00897178869275068	0.0918570395828755	0.0897178869275068	0.00674086613772117	0.0024412135696307	0.0919350459942151	0.00721539713361155	0.00936316457256901	0.0100894487638392	0.0096149177679488	0.0860321654935657	0.0096149177679488	0.00451509228742402	0.0860321654935657	0.0830062187308343	0.0784911264434103
"Apodemus_flavicollis"	0.0608673301908948	0.0569139532675053	0.0528105110480095	0.0338165377363943	0.00326744607086913	0.0536060249599847	1.04631125023016	0.0246581051172491	0.00108217471227104	0.280104351077178	0.0108217471227104	0.0064516579837188	0.00217383322110339	0.275630651684686	0.00699623232886365	0.0131607586081759	0.0107684116894358	0.0102238373442909	0.0114658412513513	0.0102238373442909	0.00476083109689909	0.0114658412513513	0.00858983287975514	0.00382900178285605
"Arvicola_terrestris"	0.0653835449545413	0.0620681658569372	0.0305558501192906	0.0385161682418892	0.0304354562922857	0.0300687441454045	0.0246581051172491	1.05067572147702	0.000971577128715334	0.278320191682075	0.00971577128715334	0.00708221528383821	0.00233512660551933	0.0175770697249144	0.0121547913325525	0.274823721701807	0.014337352055359	0.00926477600664468	0.00859126317937772	0.00926477600664468	0.00515640687174375	0.00859126317937772	0.00730417431070121	0.00214776743895746
"Micromys_minutus"	0.0701026201458798	0.0661466767349324	0.00818849618007863	0.064839833949853	0.00312060619416282	0.0628025208492548	0.00216434942454207	0.00194315425743067	1.0540250755972	0.011607994980685	0.540250755971993	0.00875232382701775	0.00250366500520999	0.0143641981138199	0.00927242485937822	0.00975821342373588	0.00985731744366955	0.00933721641130908	0.0108164436333693	0.00933721641130908	0.0055103321295251	0.0108164436333693	0.00999622647590044	0.00448589434637534
"Ctenophthalmus_assimilis"	0.121152447201009	0.113811772099126	0.105040476253226	0.0244887321009546	0.00693051274913095	0.107166546180021	0.0933681170257261	0.0927733972273584	0.00193466583011416	1.07119315850525	0.0193466583011416	0.0107245720875116	0.00432687311432174	0.0492242458034608	0.0118796575457001	0.0350730068525396	0.0193825487066448	0.0182274632484563	0.0207089541788872	0.0182274632484563	0.00950013548246383	0.0207089541788872	0.0171548887810368	0.00765475329857295
"Leptopsylla_taschenbergi"	0.14020524029176	0.132293353469865	0.0163769923601573	0.129679667899706	0.00624121238832564	0.12560504169851	0.00432869884908415	0.00388630851486134	0.108050151194399	0.0232159899613699	1.08050151194399	0.0175046476540355	0.00500733001041998	0.0287283962276399	0.0185448497187564	0.0195164268474718	0.0197146348873391	0.0186744328226182	0.0216328872667386	0.0186744328226182	0.0110206642590502	0.0216328872667386	0.0199924529518009	0.00897178869275068
"Ctenophthalmus_wagneri"	0.210599300470342	0.201860254362044	0.0192241174330512	0.197906894673544	0.00940738861895856	0.0157286876546827	0.0043011053224792	0.00472147685589214	0.00291744127567258	0.0214491441750231	0.0291744127567258	1.02659221442927	0.00752140358822652	0.0301641196947273	0.0281601125324291	0.0293404817464021	0.029533263777647	0.0279653656744873	0.0199133772567418	0.0279653656744873	0.0166968696955921	0.0199133772567418	0.0178203473852123	0.0011234776896202
"Amphipsylla_rossica"	0.549329290521733	0.033620934476369	0.0187463424470597	0.0283416647476021	0.00801835482803234	0.0170884949874149	0.00434766644220677	0.00467025321103866	0.00250366500520999	0.0259612386859304	0.0250366500520999	0.0225642107646796	1.01961890323292	0.0262107586205509	0.0239006032360183	0.0250681665387779	0.0252396276965225	0.0239032352251838	0.0235956177156188	0.0239032352251838	0.0211471275272995	0.0235956177156188	0.0223677343121148	0.00122060678481535
"Ctenophthalmus_agyrtes"	0.122316873562571	0.113844040970895	0.106201567938811	0.110777418844623	0.00613927153434555	0.107257553659918	0.0918768838948952	0.00585902324163814	0.00239403301896999	0.0492242458034608	0.0239403301896999	0.0150820598473636	0.00436845977009181	1.05329836093528	0.0161052717697546	0.0175700275801641	0.0236910980510982	0.0226678861287073	0.0251544108265179	0.0226678861287073	0.00954318890513251	0.0251544108265179	0.0172044427379838	0.00766125383285126
"Nosopsyllus_consimilis"	0.167304222652128	0.160317593428661	0.0176591740150087	0.157155405053017	0.139709708488479	0.0126269449838202	0.00349811616443183	0.00607739566627625	0.00231810621484456	0.0178194863185501	0.0231810621484456	0.0211200843993218	0.00597515080900457	0.0241579076546318	1.04440503581407	0.0459243847306374	0.045666405386569	0.0223814539718225	0.0159962152758575	0.0223814539718224	0.013262314146671	0.0159962152758575	0.0141642387883724	0.000901924641701443
"Leptopsylla_segnis"	0.140381732617157	0.134460891328623	0.017182924223936	0.129575940866602	0.114811312420012	0.0131084304015966	0.00526430344327037	0.109929488680723	0.00195164268474718	0.0420876082230476	0.0195164268474718	0.0176042890478413	0.00501363330775559	0.0210840330961969	0.0367395077845099	1.06422187995469	0.0379668595147911	0.0188316407781224	0.0136560985386237	0.0188316407781224	0.0111254920045112	0.0136560985386237	0.0120618084617681	0.000936316457256901
"Ctenophthalmus_orientalis"	0.141341915100526	0.133496842784881	0.12073002689163	0.1320798883776	0.112878996256002	0.0141252282693748	0.0043073646757743	0.00573494082214359	0.00197146348873391	0.0232590584479738	0.0197146348873391	0.0177199582665882	0.00504792553930451	0.0284293176613179	0.0365331243092552	0.0379668595147911	1.04515669765866	0.0263435316159904	0.0212844381839706	0.0263435316159904	0.0111159638477082	0.0212844381839706	0.0121249087240921	0.00100894487638392
"Hystrichopsylla_talpae"	0.167322646576287	0.157948650823973	0.147671447674318	0.156374626424142	0.00844457829574191	0.0168261060939104	0.00511191867214545	0.00463238800332234	0.00233430410282727	0.0273411948726845	0.0233430410282727	0.0209740242558655	0.00597580880629595	0.034001829193061	0.0223814539718225	0.023539550972653	0.032929414519988	1.03152198480403	0.0255443653966622	0.031521984804031	0.0131552929346584	0.0255443653966622	0.014357157655652	0.0012018647209936
"Peromyscopsylla_bidentata"	0.165169324009331	0.0284687841852354	0.148530654357481	0.154841857377365	0.00636709399980648	0.15055628961374	0.00573292062567563	0.00429563158968886	0.00270411090834233	0.0310634312683307	0.0270411090834233	0.0149350329425564	0.00589890442890469	0.0377316162397768	0.0159962152758575	0.0170701231732797	0.0266055477299633	0.0255443653966622	1.03500435043857	0.0255443653966622	0.00719294007368812	0.0350043504385744	0.0179469607603838	0.0107540206866957
"Megabothris_turbidus"	0.167322646576287	0.157948650823973	0.147671447674318	0.156374626424142	0.00844457829574191	0.0168261060939104	0.00511191867214545	0.00463238800332234	0.00233430410282727	0.0273411948726845	0.0233430410282727	0.0209740242558655	0.00597580880629595	0.034001829193061	0.0223814539718224	0.023539550972653	0.032929414519988	0.031521984804031	0.0255443653966622	1.03152198480403	0.0131552929346584	0.0255443653966622	0.014357157655652	0.0012018647209936
"Nosopsyllus_mokrzeckyi"	0.296059785382192	0.287176533463523	0.0177139385629994	0.0283652397188395	0.00887594249972259	0.0158028230059841	0.00476083109689908	0.00515640687174375	0.00275516606476255	0.0285004064473915	0.0275516606476255	0.0250453045433882	0.0105735637636497	0.0286295667153975	0.026524628293342	0.0278137300112779	0.0277899096192705	0.0263105858693167	0.0143858801473762	0.0263105858693167	1.02362704255745	0.0143858801473762	0.0247558156293022	0.001128773071856
"Palaeopsylla_soricis"	0.165169324009331	0.0284687841852354	0.148530654357481	0.154841857377365	0.00636709399980648	0.15055628961374	0.00573292062567563	0.00429563158968886	0.00270411090834233	0.0310634312683307	0.0270411090834233	0.0149350329425564	0.00589890442890469	0.0377316162397768	0.0159962152758575	0.0170701231732797	0.0266055477299633	0.0255443653966622	0.0350043504385745	0.0255443653966622	0.00719294007368811	1.03500435043857	0.0179469607603838	0.0107540206866957
"Megabothris_walkeri"	0.208765520246405	0.199055244274258	0.018515412845864	0.0263294059802169	0.00639182599570544	0.193681177038613	0.00572655525317009	0.00486944954046747	0.00333207549196681	0.0343097775620735	0.0333207549196681	0.0178203473852123	0.0074559114373716	0.0344088854759675	0.0188856517178299	0.0201030141029468	0.0202081812068202	0.0191428768742026	0.0239292810138451	0.0191428768742026	0.0165038770862015	0.0239292810138451	1.03033824687467	0.0138343697884724
"Doratopsylla_dasycnema"	0.0341769899748299	0.0228126658957265	0.0201183614115934	0.0222577385029715	0.00142359298767113	0.549437885103872	0.0076580035657121	0.00429553487791493	0.00448589434637534	0.0459285197914377	0.0448589434637534	0.00337043306886059	0.00122060678481535	0.0459675229971076	0.00360769856680577	0.0046815822862845	0.00504472438191959	0.0048074588839744	0.0430160827467829	0.0048074588839744	0.00225754614371201	0.0430160827467829	0.0415031093654171	1.03924556322171
