"Nephrosperma_vanhoutteanum"	"Phoenicophorium_borsigianum"	"Northea_hornei"	"Paragenipa_wrightii"	"Erythroxylum_sechellarum"	"Pittosporum_senacia"	"Memecylon_eleagni"	"Colea_seychellarum"	"Lasioglossum_mahense"	"Apis_mellifera"	"Phelsuma_sp1_M_PL_099"	"Rhiparida_seychellensis"	"Cratopus_aurostriatus"	"Hemipyrellia_germana"	"Unidentified_sp2_M_PL_099"	"Neophyllomyza_approximatonervis"	"Unidentified_sp1_M_PL_099"	"Unidentified_sp4_M_PL_099"	"Melanostoma_annulipes"	"Nectarinia_dussumieri"	"Unidentified_sp3_M_PL_099"	"Mabuya_sechellensis"	"Pachycerina_seychellensis"	"Tricimba_seychellensis"	"Ceratina_tabescens"	"Forcipomyia_sp1_M_PL_099"	"Lygistorrhina_sp1_M_PL_099"
"Nephrosperma_vanhoutteanum"	1.13843836496291	0.108585713146131	0.0259000394988289	0.0162960105652105	0.00687089172436465	0.0143481738549131	0.00629831741400093	0.0165958221669704	0.0770774087746287	0.0764696350214923	0.0715908693185692	0.0677709805456951	0.0677709805456951	0.0677709805456951	0.063246575831273	0.00668274133932454	0.00475672929487899	0.0677709805456951	0.00452440471442214	0.00419533794555373	0.00452440471442214	0.00215833662490241	0.00452440471442214	0.0677709805456951	0.00239136230915218	0.00452440471442214	0.00114514862072744
"Phoenicophorium_borsigianum"	0.0814392848595985	1.19013054961577	0.0263399598849021	0.00678910461198026	0.0052998271104276	0.0113079157158288	0.0048581748512253	0.00716851668359766	0.0611393131991678	0.0599849560623588	0.00936016861889425	0.0541131776150793	0.0541131776150794	0.0541131776150793	0.00452440471442214	0.0517837695577324	0.00294648630770846	0.0541131776150794	0.0495887729006572	0.00304363473357271	0.0495887729006572	0.00219499665707517	0.0495887729006572	0.0541131776150793	0.00188465261930481	0.0495887729006572	0.0008833045184046
"Northea_hornei"	0.0388500592482434	0.0526799197698041	1.12842124910945	0.0482614886211216	0.0105884197211751	0.0204989832717812	0.00970605141107714	0.0243271621806773	0.112028870137001	0.107886725131565	0.108307917340166	0.00435333328197758	0.00435333328197758	0.00435333328197758	0.00215833662490241	0.0962301007495296	0.0102239355506053	0.00435333328197758	0.00219499665707517	0.100067790170095	0.00219499665707517	0.0940351040924545	0.00219499665707517	0.00435333328197758	0.00341649721196353	0.00219499665707517	0.00176473662019584
"Paragenipa_wrightii"	0.0366660237717237	0.0203673138359408	0.0723922329316824	1.09142123103859	0.0404818140897111	0.0145556262523366	0.0371083295822351	0.0203407618311158	0.163795968473846	0.0164294536412908	0.149582531735894	0.00288563939714885	0.00288563939714885	0.00288563939714885	0.00203700132065131	0.00688132415413773	0.152451705290334	0.00288563939714885	0.000848638076497532	0.142460339957464	0.000848638076497532	0.0060326860776402	0.000848638076497533	0.00288563939714885	0.00242593770872277	0.000848638076497532	0.00674696901495185
"Erythroxylum_sechellarum"	0.0206126751730939	0.0211993084417104	0.0211768394423501	0.0539757521196148	1.14608554251093	0.0177110429414575	0.0505784139683487	0.00199375873583202	0.217150859841764	0.00724346993352881	0.0101552939398331	0.00202845313913204	0.00202845313913204	0.00202845313913204	0.00114514862072744	0.00264804113860044	0.210405829592193	0.00202845313913204	0.0008833045184046	0.00851170563514769	0.0008833045184046	0.00176473662019584	0.0008833045184046	0.00202845313913204	0.00295184049024292	0.0008833045184046	0.191014257085154
"Pittosporum_senacia"	0.0430445215647392	0.0452316628633153	0.0409979665435623	0.0194075016697821	0.0177110429414575	1.12886405618871	0.016235122696336	0.0218414588654308	0.205273080378255	0.201296886221563	0.0136941619461962	0.00427601492845699	0.00427601492845699	0.00427601492845698	0.00239136230915218	0.00530114983126833	0.00943655887304969	0.00427601492845699	0.00188465261930481	0.0058424349206863	0.00188465261930481	0.00341649721196353	0.00188465261930481	0.00427601492845699	0.188144009364785	0.00188465261930481	0.00295184049024292
"Memecylon_eleagni"	0.0283424283630042	0.0291490491073518	0.0291181542332314	0.0742166591644703	0.0758676209525231	0.024352684044504	1.06954531920648	0.00274141826176903	0.298582432282426	0.00995977115860211	0.0139635291672706	0.00278912306630656	0.00278912306630656	0.00278912306630656	0.00157457935350023	0.00364105656557561	0.289308015689266	0.00278912306630656	0.00121454371280633	0.0117035952483281	0.00121454371280633	0.00242651285276929	0.00121454371280633	0.00278912306630656	0.00405878067408401	0.00121454371280632	0.0126446034920872
"Colea_seychellarum"	0.0746811997513668	0.0430111001015859	0.0729814865420318	0.0406815236622317	0.00299063810374803	0.0327621882981463	0.00274141826176903	1.06348377861245	0.0237522246813483	0.283354184627283	0.281186881197804	0.00594108471264201	0.00594108471264201	0.00594108471264201	0.0041489555417426	0.00787391971606873	0.00626898470717922	0.00594108471264201	0.00179212917089942	0.0111669810029483	0.00179212917089942	0.00608179054516932	0.00179212917089942	0.00594108471264201	0.00546036471635771	0.00179212917089942	0.000498439683958006
"Lasioglossum_mahense"	0.0990995255673797	0.104810251198573	0.096024745831715	0.0935976962707691	0.093064654217899	0.0879741773049665	0.0853092663664073	0.00678634990895665	1.08107485236336	0.0342336355121715	0.026903890861916	0.00987262299812832	0.00987262299812832	0.00987262299812832	0.00550552919818776	0.0123691559525835	0.0485378043284311	0.00987262299812832	0.00436709379994056	0.0197017741864891	0.00436709379994056	0.00800206215264292	0.00436709379994056	0.00987262299812832	0.0146623628841611	0.00436709379994056	0.0155107757029832
"Apis_mellifera"	0.137645343038686	0.143963894549661	0.129464070157878	0.0131435629130326	0.00434608196011728	0.120778131732938	0.00398390846344084	0.113341673850913	0.0479270897170401	1.07289923870643	0.048413999842163	0.0136454591083851	0.0136454591083851	0.0136454591083851	0.00764696350214923	0.0167871681193924	0.00336326947334217	0.0136454591083851	0.00599849560623588	0.0124316178772856	0.00599849560623588	0.0107886725131565	0.00599849560623588	0.0136454591083851	0.0201296886221563	0.00599849560623588	0.000724346993352881
