"Prunus_padus"	"Prunus_domestica"	"Prunus_cerasus"	"Prunus_avium"	"Prunus_spinosa"	"Acronicta_psi"	"Allophyes_oxycanthae"	"Cosmia_trapezina"	"Diloba_caeruleocephala"	"Aporia_crataegi"	"Biston_betularia"	"Eupsilia_transversa"	"Operophtera_brumata"	"Arctia_caja"	"Colocasia_coryli"	"Electrophaes_corylata"	"Epirrita_autumnata"	"Erannis_defoliaria"	"Eriogaster_lanestris"	"Lomographa_temerata"	"Opisthograptis_luteolata"	"Orthosia_gothica"	"Orthosia_gracilis"	"Thecla_betulae"	"Abraxas_grossulariata"	"Abraxas_sylvata"	"Acronicta_strigosa"	"Agriopis_marginaria"	"Agrochola_circellaris"	"Angerona_prunaria"	"Apocheima_pilosaria"	"Blepharita_satura"	"Boarmia_punctinalis"	"Brachionycha_nubeculosa"	"Camptogramma_bilineata"	"Chloroclysta_siterata"	"Chloroclysta_truncata"	"Chloroclystis_chloerata"	"Chloroclystis_rectangulata"	"Colotois_pennaria"	"Conistra_vaccinii"	"Crocallis_elinguaria"	"Dasychira_fascelina"	"Dasychira_pudibunda"	"Epirrita_christyi"	"Eupithecia_exiguata"	"Euproctis_similis"	"Eurois_occulata"	"Lasiocampa_quercus"	"Lithophane_ornitopus"	"Lithophane_socia"	"Lomographa_bimaculata"	"Lycia_hirtaria"	"Lycia_pomonaria"	"Naenia_typica"	"Nola_cucullatella"	"Odontopera_bidentata"	"Plagodis_pulveraria"	"Plemyria_rubiginata"	"Polia_bombycina"	"Psyche_betulina"	"Selenia_dentaria"	"Selenia_lunalaria"	"Selenia_tetralunaria"	"Smerinthus_ocellata"	"Strymonidia_pruni"	"Trichiura_crataegi"	"Triphosa_dubitata"	"Xanthia_togata"
"Prunus_padus"	1.26755677748479	0.0275085718872841	0.0187479811132993	0.00995561273041675	0.00956439011754125	0.0130860935987395	0.0130469713374519	0.0130469713374519	0.0128963421151902	0.0118547876088957	0.0120445390924451	0.0120905323256979	0.0120905323256978	0.0110489778194035	0.0110489778194034	0.0108983485971416	0.0110489778194034	0.0108592263358541	0.0109443418303944	0.0109443418303943	0.0110489778194034	0.0110489778194034	0.0109443418303943	0.0110489778194034	0.00990278732409992	0.00990278732409996	0.00990278732409992	0.00990278732409994	0.00990278732409996	0.00990278732409995	0.00990278732409997	0.00990278732409995	0.00990278732409992	0.00990278732409994	0.00990278732409993	0.00990278732409992	0.00990278732409996	0.00990278732409997	0.00990278732409994	0.00990278732409996	0.00990278732409995	0.00990278732409994	0.00990278732409994	0.00990278732409994	0.00990278732409996	0.00990278732409996	0.00990278732409994	0.00990278732409995	0.00990278732409996	0.00990278732409993	0.00990278732409994	0.00990278732409994	0.00990278732409996	0.00990278732409994	0.00990278732409994	0.00990278732409994	0.00990278732409994	0.00990278732409995	0.00990278732409995	0.00990278732409996	0.00990278732409996	0.00990278732409995	0.00990278732409996	0.00990278732409995	0.00990278732409996	0.00990278732409995	0.00990278732409996	0.00990278732409995	0.00990278732409995
"Prunus_domestica"	0.146712383398848	1.11552249703062	0.0391697379573407	0.0169026968276806	0.0150260181188447	0.0514926607741996	0.0513049929033159	0.0513049929033159	0.00651515854314164	0.00433906198995603	0.0493165642210139	0.0498023910914316	0.0498023910914315	0.0476262945382462	0.0476262945382459	0.00283646017807155	0.0476262945382459	0.00264879230718797	0.0033222870484891	0.00332228704848908	0.047626294538246	0.047626294538246	0.00332228704848909	0.0476262945382459	0.0011461904953035	0.0011461904953035	0.0011461904953035	0.0011461904953035	0.0011461904953035	0.0011461904953035	0.0011461904953035	0.0011461904953035	0.0011461904953035	0.0011461904953035	0.0011461904953035	0.0011461904953035	0.0011461904953035	0.0011461904953035	0.0011461904953035	0.0011461904953035	0.0011461904953035	0.0011461904953035	0.0011461904953035	0.0011461904953035	0.0011461904953035	0.0011461904953035	0.0011461904953035	0.0011461904953035	0.0011461904953035	0.0011461904953035	0.0011461904953035	0.0011461904953035	0.0011461904953035	0.0011461904953035	0.0011461904953035	0.0011461904953035	0.0011461904953035	0.0011461904953035	0.0011461904953035	0.0011461904953035	0.0011461904953035	0.0011461904953035	0.0011461904953035	0.0011461904953035	0.0011461904953035	0.0011461904953035	0.0011461904953035	0.0011461904953035	0.0011461904953035
"Prunus_cerasus"	0.133318976805683	0.0522263172764542	1.10158179342692	0.0191895184677307	0.0270167273565421	0.066335591429971	0.0671183123188519	0.067118312318852	0.0668611676124399	0.00566217908872168	0.00513660290625305	0.0644166395831981	0.0644166395831978	0.00321765105948	0.00321765105947999	0.00296050635306746	0.00321765105947999	0.00374322724194861	0.0622405430300124	0.0622405430300121	0.00321765105948	0.00321765105947999	0.0622405430300122	0.00321765105947999	0.0010415545062944	0.0010415545062944	0.0010415545062944	0.0010415545062944	0.0010415545062944	0.0010415545062944	0.0010415545062944	0.0010415545062944	0.0010415545062944	0.0010415545062944	0.0010415545062944	0.0010415545062944	0.0010415545062944	0.0010415545062944	0.0010415545062944	0.0010415545062944	0.0010415545062944	0.0010415545062944	0.0010415545062944	0.0010415545062944	0.0010415545062944	0.0010415545062944	0.0010415545062944	0.0010415545062944	0.0010415545062944	0.0010415545062944	0.0010415545062944	0.0010415545062944	0.0010415545062944	0.0010415545062944	0.0010415545062944	0.0010415545062944	0.0010415545062944	0.0010415545062944	0.0010415545062944	0.0010415545062944	0.0010415545062944	0.0010415545062944	0.0010415545062944	0.0010415545062944	0.0010415545062944	0.0010415545062944	0.0010415545062944	0.0010415545062944	0.0010415545062944
"Prunus_avium"	0.127431842949334	0.0405664723864333	0.0345411332419152	1.09404460544713	0.0367492793085225	0.114009243347296	0.00827971073343504	0.00827971073343504	0.11599390159538	0.114074949748607	0.112090291500522	0.0046047828025828	0.00460478280258279	0.00268583095580974	0.00268583095580973	0.110400021817754	0.00268583095580973	0.00467048920389393	0.00291451311981474	0.00291451311981473	0.00268583095580973	0.00268583095580973	0.00291451311981474	0.00268583095580973	0.000995561273041673	0.000995561273041677	0.000995561273041673	0.000995561273041675	0.000995561273041677	0.000995561273041676	0.000995561273041678	0.000995561273041675	0.000995561273041673	0.000995561273041675	0.000995561273041674	0.000995561273041673	0.000995561273041677	0.000995561273041678	0.000995561273041675	0.000995561273041677	0.000995561273041675	0.000995561273041675	0.000995561273041674	0.000995561273041675	0.000995561273041677	0.000995561273041676	0.000995561273041675	0.000995561273041675	0.000995561273041676	0.000995561273041674	0.000995561273041674	0.000995561273041674	0.000995561273041676	0.000995561273041674	0.000995561273041674	0.000995561273041675	0.000995561273041674	0.000995561273041675	0.000995561273041675	0.000995561273041676	0.000995561273041676	0.000995561273041675	0.000995561273041676	0.000995561273041675	0.000995561273041676	0.000995561273041675	0.000995561273041676	0.000995561273041675	0.000995561273041675
"Prunus_spinosa"	0.122424193504528	0.0360624434852274	0.0486301092417759	0.0367492793085225	1.08946730779328	0.00883564149014504	0.11410744433862	0.114107444338621	0.116279770457589	0.113578097721934	0.00613396875449082	0.00516071355929281	0.0051607135592928	0.0024590408236386	0.00245904082363859	0.00463136694260636	0.00245904082363859	0.109903169791082	0.00365811174740834	0.00365811174740832	0.0024590408236386	0.00245904082363859	0.00365811174740832	0.00245904082363859	0.000956439011754121	0.000956439011754124	0.000956439011754121	0.000956439011754123	0.000956439011754124	0.000956439011754124	0.000956439011754125	0.000956439011754123	0.000956439011754121	0.000956439011754123	0.000956439011754122	0.00095643901175412	0.000956439011754124	0.000956439011754125	0.000956439011754122	0.000956439011754124	0.000956439011754123	0.000956439011754122	0.000956439011754122	0.000956439011754122	0.000956439011754124	0.000956439011754124	0.000956439011754122	0.000956439011754123	0.000956439011754124	0.000956439011754121	0.000956439011754121	0.000956439011754121	0.000956439011754124	0.000956439011754122	0.000956439011754122	0.000956439011754122	0.000956439011754122	0.000956439011754123	0.000956439011754122	0.000956439011754124	0.000956439011754123	0.000956439011754122	0.000956439011754123	0.000956439011754122	0.000956439011754123	0.000956439011754123	0.000956439011754123	0.000956439011754123	0.000956439011754123
"Acronicta_psi"	0.209377497579832	0.154477982322598	0.149255080717434	0.14251155418412	0.0110445518626813	1.03061544864378	0.0174687484116318	0.0174687484116319	0.025283321233269	0.0169913723045225	0.0223234997150293	0.0163642932253638	0.0163642932253637	0.00807234429661742	0.00807234429661738	0.0158869171182543	0.00807234429661738	0.00274021688611057	0.00992771062858883	0.00992771062858877	0.0080723442966174	0.00807234429661739	0.0099277106285888	0.00807234429661739	0.00163576169984244	0.00163576169984244	0.00163576169984244	0.00163576169984244	0.00163576169984244	0.00163576169984244	0.00163576169984244	0.00163576169984244	0.00163576169984244	0.00163576169984244	0.00163576169984244	0.00163576169984244	0.00163576169984244	0.00163576169984244	0.00163576169984244	0.00163576169984244	0.00163576169984244	0.00163576169984244	0.00163576169984244	0.00163576169984244	0.00163576169984244	0.00163576169984244	0.00163576169984244	0.00163576169984244	0.00163576169984244	0.00163576169984244	0.00163576169984244	0.00163576169984244	0.00163576169984244	0.00163576169984244	0.00163576169984244	0.00163576169984244	0.00163576169984244	0.00163576169984244	0.00163576169984244	0.00163576169984244	0.00163576169984244	0.00163576169984244	0.00163576169984244	0.00163576169984244	0.00163576169984244	0.00163576169984244	0.00163576169984244	0.00163576169984244	0.00163576169984244
"Allophyes_oxycanthae"	0.208751541399232	0.153914978709949	0.151016202717418	0.0103496384167938	0.142634305423276	0.0174687484116319	1.03069721511228	0.03069721511228	0.0253190548410451	0.0169292658011885	0.00907895937177535	0.0164337845699525	0.0164337845699525	0.00804399553009603	0.00804399553009598	0.00266583525886087	0.00804399553009599	0.0158943019595091	0.010020660457038	0.010020660457038	0.00804399553009601	0.008043995530096	0.010020660457038	0.00804399553009599	0.00163087141718149	0.0016308714171815	0.00163087141718149	0.0016308714171815	0.0016308714171815	0.0016308714171815	0.0016308714171815	0.0016308714171815	0.00163087141718149	0.0016308714171815	0.00163087141718149	0.00163087141718149	0.0016308714171815	0.0016308714171815	0.00163087141718149	0.0016308714171815	0.0016308714171815	0.00163087141718149	0.00163087141718149	0.00163087141718149	0.0016308714171815	0.0016308714171815	0.0016308714171815	0.0016308714171815	0.0016308714171815	0.00163087141718149	0.00163087141718149	0.00163087141718149	0.0016308714171815	0.00163087141718149	0.00163087141718149	0.0016308714171815	0.00163087141718149	0.0016308714171815	0.0016308714171815	0.0016308714171815	0.0016308714171815	0.0016308714171815	0.0016308714171815	0.0016308714171815	0.0016308714171815	0.0016308714171815	0.0016308714171815	0.0016308714171815	0.0016308714171815
"Cosmia_trapezina"	0.208751541399231	0.153914978709948	0.151016202717417	0.0103496384167938	0.142634305423277	0.0174687484116319	0.0306972151122802	1.03069721511228	0.0253190548410451	0.0169292658011885	0.00907895937177535	0.0164337845699525	0.0164337845699525	0.00804399553009603	0.00804399553009598	0.00266583525886087	0.00804399553009599	0.0158943019595091	0.010020660457038	0.010020660457038	0.00804399553009601	0.008043995530096	0.010020660457038	0.008043995530096	0.00163087141718149	0.0016308714171815	0.00163087141718149	0.00163087141718149	0.0016308714171815	0.0016308714171815	0.0016308714171815	0.0016308714171815	0.00163087141718149	0.00163087141718149	0.00163087141718149	0.00163087141718149	0.0016308714171815	0.0016308714171815	0.00163087141718149	0.0016308714171815	0.00163087141718149	0.00163087141718149	0.00163087141718149	0.00163087141718149	0.0016308714171815	0.0016308714171815	0.00163087141718149	0.00163087141718149	0.0016308714171815	0.00163087141718149	0.00163087141718149	0.00163087141718149	0.0016308714171815	0.00163087141718149	0.00163087141718149	0.00163087141718149	0.00163087141718149	0.00163087141718149	0.00163087141718149	0.00163087141718149	0.00163087141718149	0.00163087141718149	0.00163087141718149	0.00163087141718149	0.00163087141718149	0.00163087141718149	0.00163087141718149	0.00163087141718149	0.00163087141718149
"Diloba_caeruleocephala"	0.206341473843042	0.0195454756294248	0.15043762712799	0.144992376994225	0.145349713071986	0.0252833212332688	0.025319054841045	0.025319054841045	1.03900389772258	0.0306462517710198	0.0169256752817139	0.0107840835338464	0.0107840835338464	0.00242643758229148	0.00242643758229147	0.0161112804638212	0.00242643758229147	0.0161470140715973	0.00996968871595373	0.00996968871595368	0.00242643758229147	0.00242643758229147	0.0099696887159537	0.00242643758229147	0.00161204276439876	0.00161204276439877	0.00161204276439876	0.00161204276439877	0.00161204276439877	0.00161204276439877	0.00161204276439877	0.00161204276439877	0.00161204276439876	0.00161204276439877	0.00161204276439877	0.00161204276439876	0.00161204276439877	0.00161204276439877	0.00161204276439877	0.00161204276439877	0.00161204276439877	0.00161204276439877	0.00161204276439877	0.00161204276439877	0.00161204276439877	0.00161204276439877	0.00161204276439877	0.00161204276439877	0.00161204276439877	0.00161204276439877	0.00161204276439877	0.00161204276439877	0.00161204276439877	0.00161204276439877	0.00161204276439877	0.00161204276439877	0.00161204276439877	0.00161204276439877	0.00161204276439877	0.00161204276439877	0.00161204276439877	0.00161204276439877	0.00161204276439877	0.00161204276439877	0.00161204276439877	0.00161204276439877	0.00161204276439877	0.00161204276439877	0.00161204276439877
"Aporia_crataegi"	0.252902135656442	0.0173562479598241	0.016986537266165	0.190124916247678	0.189296829536557	0.0226551630726966	0.0225723544015847	0.0225723544015847	0.0408616690280265	1.03991797251324	0.0217114665579097	0.00364267144792891	0.0036426714479289	0.00269897493314197	0.00269897493314196	0.0209882895595837	0.00269897493314196	0.0209054808884717	0.00291949444960291	0.00291949444960289	0.00269897493314196	0.00269897493314196	0.0029194944496029	0.00269897493314196	0.00197579793481595	0.00197579793481596	0.00197579793481595	0.00197579793481596	0.00197579793481596	0.00197579793481596	0.00197579793481596	0.00197579793481596	0.00197579793481595	0.00197579793481596	0.00197579793481595	0.00197579793481595	0.00197579793481596	0.00197579793481596	0.00197579793481595	0.00197579793481596	0.00197579793481596	0.00197579793481595	0.00197579793481595	0.00197579793481595	0.00197579793481596	0.00197579793481596	0.00197579793481596	0.00197579793481596	0.00197579793481596	0.00197579793481595	0.00197579793481595	0.00197579793481595	0.00197579793481596	0.00197579793481595	0.00197579793481595	0.00197579793481595	0.00197579793481595	0.00197579793481596	0.00197579793481596	0.00197579793481596	0.00197579793481596	0.00197579793481596	0.00197579793481596	0.00197579793481596	0.00197579793481596	0.00197579793481596	0.00197579793481596	0.00197579793481596	0.00197579793481596
