"Symplocos_prunifolia"	"Cleyera_japonica"	"Eurya_japonica"	"Schefflera_octophylla"	"Myrsine_sguinii"	"Daphniphyllum_teijsmannii"	"Myrica_rubra"	"Ardisia_sieboldii"	"Litsea_acuminata"	"Vaccinium_bracteatum"	"Neolitsea_aciculata"	"Persea_thunbergii"	"Diospyros_morrisiana"	"Prunus_jamasakura"	"Taxillus_yadoriki"	"Hypsipetes_amaurotis"	"Turdus_pallidus"	"Sphenurus_formosae"	"Zosterops_japonica"	"Columba_janthina"	"Turdus_chrysolaus"	"Ficedula_narcissina"	"Turdus_dauma"
"Symplocos_prunifolia"	1.1050146585823	0.0380524901969716	0.034652753509498	0.0256746975263171	0.0238604812637174	0.0311637338738293	0.0176363784877357	0.0131831538648805	0.00502988997935533	0.00815326388552513	0.00502988997935533	0.00502988997935533	0.0107922722457806	0.00502988997935533	0.00502988997935533	0.130777139463238	0.114145694397352	0.107922722457806	0.106773273988369	0.0145137301007981	0.0972785105274967	0.0920845548818584	0.00317104084974763
"Cleyera_japonica"	0.0380524901969716	1.09339229591346	0.0348559301047799	0.0369433548715212	0.0239650013925723	0.0196387069171429	0.0289185959620326	0.0132393870895721	0.00504931377087621	0.00819007331869592	0.00504931377087621	0.00504931377087621	0.0108909287122076	0.00504931377087621	0.00504931377087621	0.131282158042781	0.114661026461743	0.108909287122076	0.107256143030002	0.103826827831591	0.00644415866927145	0.00317104084974763	0.0911160246594546
"Eurya_japonica"	0.051979130264247	0.0522838951571699	1.04830957758381	0.034981104717645	0.0331852827758305	0.0101005689341972	0.0237211081560766	0.0182222026556201	0.00680099140628604	0.011421211249334	0.00680099140628604	0.00680099140628604	0.0151242948079761	0.00680099140628604	0.00680099140628604	0.176825776563437	0.159896957490677	0.151242948079761	0.149630801202105	0.0143665755345154	0.00601502234438678	0.00433159418868725	0.00435699126309749
"Schefflera_octophylla"	0.0385120462894757	0.0554150323072818	0.034981104717645	1.05135165078585	0.0332266828756825	0.0269745282897242	0.0268026771552508	0.0183110197289878	0.00692328740312155	0.0113877323258662	0.00692328740312155	0.00692328740312155	0.00175442184196251	0.00692328740312155	0.00692328740312155	0.18000547248116	0.159428252562127	0.0175442184196251	0.149156631466947	0.144999743281334	0.00770509190574368	0.00320933719078964	0.00461791935894015
"Myrsine_sguinii"	0.0477209625274348	0.0479300027851447	0.0442470437011074	0.0443022438342433	1.04261636819959	0.0117926080407045	0.0119377381545407	0.0233354712577972	0.00862118701836405	0.0147142842394332	0.00862118701836405	0.00862118701836405	0.00163067550152037	0.00862118701836405	0.00862118701836405	0.224150862477465	0.205999979352064	0.0163067550152037	0.192808969417898	0.01348700507725	0.00594218155073699	0.00397674687728623	0.00399416689876206
"Daphniphyllum_teijsmannii"	0.0623274677476585	0.0392774138342858	0.0134674252455962	0.0359660377196323	0.0117926080407045	1.07914981842801	0.0345615709536557	0.0101314389397779	0.00871332406983637	0.00141811486994154	0.00871332406983637	0.00871332406983637	0.00167481720489167	0.00871332406983637	0.00871332406983637	0.226546425815746	0.0198536081791816	0.0167481720489167	0.0166116910092663	0.193387437431422	0.185052258716973	0.00519395564563821	0.00327311781952382
"Myrica_rubra"	0.0352727569754714	0.0578371919240653	0.0316281442081021	0.0357369028736677	0.0119377381545407	0.0345615709536557	1.05207706244716	0.0101207965226134	0.00858749167447072	0.00153330484814267	0.00858749167447072	0.00858749167447072	0.0196904060535615	0.00858749167447072	0.00858749167447072	0.223274783536239	0.0214662678739974	0.196904060535615	0.0181694163192727	0.190393317753016	0.00869965824023191	0.00293939641462262	0.0048197659936721
"Ardisia_sieboldii"	0.0395494615946414	0.0397181612687164	0.0364444053112402	0.0366220394579755	0.0350032068866958	0.0151971584096669	0.0151811947839201	1.03284592602177	0.012121163788096	0.0207247622336784	0.012121163788096	0.012121163788096	0.00144119842454437	0.012121163788096	0.012121163788096	0.315150258490496	0.290146671271497	0.0144119842454437	0.0215728086492144	0.0129506605702378	0.00582864820116459	0.00329578846622012	0.00330984677239303
"Litsea_acuminata"	0.030179339876132	0.0302958826252573	0.0272039656251442	0.0276931496124862	0.0258635610550921	0.0261399722095091	0.0257624750234122	0.024242327576192	1.02259248189597	0.00164984568022589	0.0225924818959661	0.0225924818959661	0.00134040457005202	0.0225924818959661	0.0225924818959661	0.587404529295118	0.0230978395231625	0.0134040457005202	0.0162123347890016	0.0146367084591524	0.00687160702459585	0.00251494498967766	0.00252465688543811
"Vaccinium_bracteatum"	0.0489195833131508	0.0491404399121756	0.0456848449973362	0.0455509293034649	0.0441428527182995	0.00425434460982463	0.00459991454442802	0.0414495244673567	0.00164984568022589	1.03979967878713	0.00164984568022589	0.00164984568022589	0.00154199227903673	0.00164984568022589	0.00164984568022589	0.0428959876858733	0.557195503019832	0.0154199227903672	0.0269332825094272	0.0112646126813232	0.00478568937773334	0.00407663194276257	0.00409503665934796
