"Elephant"	"Rhinoceros"	"Hippopotamus"	"Giraffe"	"Buffalo"	"Eland"	"Zebra"	"Roan"	"Sable"	"Wildebeest"	"Waterbuck"	"Kudu"	"Tsessebe"	"Nyala"	"Warthog"	"Reedbuck"	"Impala"	"Bushbuck"	"Duiker"	"Klipsringer"	"Steenbok"	"Grysbok"	"Lion"	"spotted_hyena"	"Chettah"	"Leopard"	"wild_dog"
"Waterbuck"	0.00320354490153511	0.00320354490153511	0.00692594525218821	0.0147333190908587	0.0106533515202204	0.0106533515202204	0.0192675580360739	0.0110059128228265	0.0110109187402056	0.0192675580360739	1.01926755803607	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0114651901147825	0.0192675580360739	0.0192675580360739	0.140955975667545	0.134186625649158	0.126958690466026	0.130558962260426	0.134006412623512
"Kudu"	0.00320354490153511	0.00320354490153511	0.00692594525218821	0.0147333190908587	0.0106533515202204	0.0106533515202204	0.0192675580360739	0.0110059128228265	0.0110109187402056	0.0192675580360739	0.0192675580360739	1.01926755803607	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0114651901147825	0.0192675580360739	0.0192675580360739	0.140955975667545	0.134186625649158	0.126958690466026	0.130558962260426	0.134006412623512
"Tsessebe"	0.00320354490153511	0.00320354490153511	0.00692594525218821	0.0147333190908587	0.0106533515202204	0.0106533515202204	0.0192675580360739	0.0110059128228265	0.0110109187402056	0.0192675580360739	0.0192675580360739	0.0192675580360739	1.01926755803607	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0114651901147825	0.0192675580360739	0.0192675580360739	0.140955975667545	0.134186625649158	0.126958690466026	0.130558962260426	0.134006412623512
"Nyala"	0.00320354490153511	0.00320354490153511	0.00692594525218821	0.0147333190908587	0.0106533515202204	0.0106533515202204	0.0192675580360739	0.0110059128228265	0.0110109187402056	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	1.01926755803607	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0114651901147825	0.0192675580360739	0.0192675580360739	0.140955975667545	0.134186625649158	0.126958690466026	0.130558962260426	0.134006412623512
"Warthog"	0.00320354490153511	0.00320354490153511	0.00692594525218821	0.0147333190908587	0.0106533515202204	0.0106533515202204	0.0192675580360739	0.0110059128228265	0.0110109187402056	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	1.01926755803607	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0114651901147825	0.0192675580360739	0.0192675580360739	0.140955975667545	0.134186625649158	0.126958690466026	0.130558962260426	0.134006412623512
"Reedbuck"	0.00320354490153511	0.00320354490153511	0.00692594525218821	0.0147333190908587	0.0106533515202204	0.0106533515202204	0.0192675580360739	0.0110059128228265	0.0110109187402056	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	1.01926755803607	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0114651901147825	0.0192675580360739	0.0192675580360739	0.140955975667545	0.134186625649158	0.126958690466026	0.130558962260426	0.134006412623512
"Impala"	0.00320354490153511	0.00320354490153511	0.00692594525218821	0.0147333190908587	0.0106533515202204	0.0106533515202204	0.0192675580360739	0.0110059128228265	0.0110109187402056	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	1.01926755803607	0.0192675580360739	0.0192675580360739	0.0114651901147825	0.0192675580360739	0.0192675580360739	0.140955975667545	0.134186625649158	0.126958690466026	0.130558962260426	0.134006412623512
"Bushbuck"	0.00320354490153511	0.00320354490153511	0.00692594525218821	0.0147333190908587	0.0106533515202204	0.0106533515202204	0.0192675580360739	0.0110059128228265	0.0110109187402056	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	1.01926755803607	0.0192675580360739	0.0114651901147825	0.0192675580360739	0.0192675580360739	0.140955975667545	0.134186625649158	0.126958690466026	0.130558962260426	0.134006412623512
"Duiker"	0.00320354490153511	0.00320354490153511	0.00692594525218821	0.0147333190908587	0.0106533515202204	0.0106533515202204	0.0192675580360739	0.0110059128228265	0.0110109187402056	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	1.01926755803607	0.0114651901147825	0.0192675580360739	0.0192675580360739	0.140955975667545	0.134186625649158	0.126958690466026	0.130558962260426	0.134006412623512
"Klipsringer"	0.00474520173931339	0.00474520173931339	0.00565129461973579	0.0121661897077539	0.0112495221411567	0.0112495221411567	0.0191086501913042	0.00656796218633294	0.0112600968273315	0.0191086501913042	0.0191086501913042	0.0191086501913042	0.0191086501913042	0.0191086501913042	0.0191086501913042	0.0191086501913042	0.0191086501913042	0.0191086501913042	0.0191086501913042	1.01728588974428	0.0191086501913042	0.0191086501913042	0.208788876529789	0.201536190771153	0.194388893539409	0.0293333621311088	0.0326193436952064
"Steenbok"	0.00320354490153511	0.00320354490153511	0.00692594525218821	0.0147333190908587	0.0106533515202204	0.0106533515202204	0.0192675580360739	0.0110059128228265	0.0110109187402056	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0114651901147825	1.01926755803607	0.0192675580360739	0.140955975667545	0.134186625649158	0.126958690466026	0.130558962260426	0.134006412623512
"Grysbok"	0.00320354490153511	0.00320354490153511	0.00692594525218821	0.0147333190908587	0.0106533515202204	0.0106533515202204	0.0192675580360739	0.0110059128228265	0.0110109187402056	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0114651901147825	0.0192675580360739	1.01926755803607	0.140955975667545	0.134186625649158	0.126958690466026	0.130558962260426	0.134006412623512
"Lion"	0.0250227784047975	0.0250227784047975	0.0268694156169374	0.0303786173918058	0.0286610160244749	0.0286610160244749	0.0320354490153511	0.0285870169842683	0.0285319801796659	0.0320354490153511	0.0320354490153511	0.0320354490153511	0.0320354490153511	0.0320354490153511	0.0320354490153511	0.0320354490153511	0.0320354490153511	0.0320354490153511	0.0320354490153511	0.0284712104358804	0.0320354490153511	0.0320354490153511	1.10100224981109	0.0644976146713482	0.0463912854592698	0.0549632437545879	0.0664789396370362
"spotted_hyena"	0.00179160040753745	0.00179160040753745	0.00362090271225649	0.0353435445015418	0.0334881492544646	0.0334881492544646	0.0372740626803217	0.00547629795933369	0.0335142421968227	0.0372740626803217	0.0372740626803217	0.0372740626803217	0.0372740626803217	0.0372740626803217	0.0372740626803217	0.0372740626803217	0.0372740626803217	0.0372740626803217	0.0372740626803217	0.0335893651285255	0.0372740626803217	0.0372740626803217	0.0788304179316477	1.07522087551949	0.0540545090058391	0.0593726479064704	0.0658548829698855
"Chettah"	0.00165683162354535	0.00165683162354535	0.00341744938922081	0.0072749763531756	0.00534796756800078	0.00534796756800078	0.0453423894521523	0.00534445817439563	0.00551435858750014	0.0453423894521523	0.0453423894521523	0.0453423894521523	0.0453423894521523	0.0453423894521523	0.0453423894521523	0.0453423894521523	0.0453423894521523	0.0453423894521523	0.0453423894521523	0.041654762901302	0.0453423894521523	0.0453423894521523	0.0729005914359954	0.0694986544360789	1.06588756677135	0.0616642811255943	0.0633822395643164
"Leopard"	0.00171760136733087	0.00171760136733087	0.00357233848570563	0.0388726669212082	0.00542773373278283	0.00542773373278283	0.040799675706383	0.037017271674131	0.0370179298028334	0.040799675706383	0.040799675706383	0.040799675706383	0.040799675706383	0.040799675706383	0.040799675706383	0.040799675706383	0.040799675706383	0.040799675706383	0.040799675706383	0.0055000053995829	0.040799675706383	0.040799675706383	0.0755744601625584	0.0667942288947792	0.053956245984895	1.07023786202961	0.0667705362614914
"wild_dog"	0.00184663721213989	0.00184663721213989	0.0317793463177618	0.0354633857408556	0.0336086486224808	0.0336086486224808	0.037224003506531	0.0336340834361365	0.0055306766352337	0.037224003506531	0.037224003506531	0.037224003506531	0.037224003506531	0.037224003506531	0.037224003506531	0.037224003506531	0.037224003506531	0.037224003506531	0.037224003506531	0.00543655728253439	0.037224003506531	0.037224003506531	0.0812520373341553	0.0658548829698856	0.0492972974389127	0.0593515877879923	1.07757752780239
