"Elephant"	"Rhinoceros"	"Hippopotamus"	"Giraffe"	"Buffalo"	"Eland"	"Zebra"	"Roan"	"Sable"	"Wildebeest"	"Waterbuck"	"Kudu"	"Tsessebe"	"Nyala"	"Warthog"	"Reedbuck"	"Impala"	"Bushbuck"	"Duiker"	"Klipsringer"	"Steenbok"	"Grysbok"	"Lion"	"spotted_hyena"	"Chettah"	"Leopard"	"wild_dog"
"Elephant"	1.0125113892024	0.0125113892023988	0.0134347078084687	0.0151893086959029	0.0143305080122374	0.0143305080122374	0.0160177245076756	0.0142935084921342	0.0142659900898329	0.0160177245076756	0.0160177245076756	0.0160177245076756	0.0160177245076756	0.0160177245076756	0.0160177245076756	0.0160177245076756	0.0160177245076756	0.0160177245076756	0.0160177245076756	0.0142356052179402	0.0160177245076756	0.0160177245076756	0.550501124905546	0.0322488073356741	0.0231956427296349	0.027481621877294	0.0332394698185181
"Rhinoceros"	0.0125113892023988	1.0125113892024	0.0134347078084687	0.0151893086959029	0.0143305080122374	0.0143305080122374	0.0160177245076756	0.0142935084921342	0.0142659900898329	0.0160177245076756	0.0160177245076756	0.0160177245076756	0.0160177245076756	0.0160177245076756	0.0160177245076756	0.0160177245076756	0.0160177245076756	0.0160177245076756	0.0160177245076756	0.0142356052179402	0.0160177245076756	0.0160177245076756	0.550501124905546	0.0322488073356741	0.0231956427296349	0.027481621877294	0.0332394698185181
"Hippopotamus"	0.00671735390423436	0.00671735390423436	1.01466219048367	0.0164605007831653	0.0155674161617389	0.0155674161617389	0.0173148631304705	0.0155552751051012	0.00851566420372489	0.0173148631304705	0.0173148631304705	0.0173148631304705	0.0173148631304705	0.0173148631304705	0.0173148631304705	0.0173148631304705	0.0173148631304705	0.0173148631304705	0.0173148631304705	0.00847694192960369	0.0173148631304705	0.0173148631304705	0.295563571786312	0.0325881244103084	0.0239221457245456	0.0285787078856451	0.286014116859856
"Giraffe"	0.00379732717397572	0.00379732717397572	0.00823025039158267	1.01750727681943	0.0126481934542754	0.0126481934542754	0.0184166488635734	0.0130893337567337	0.0130743536018195	0.0184166488635734	0.0184166488635734	0.0184166488635734	0.0184166488635734	0.0184166488635734	0.0184166488635734	0.0184166488635734	0.0184166488635734	0.0184166488635734	0.0184166488635734	0.00912464228081539	0.0184166488635734	0.0184166488635734	0.167082395654932	0.159045950256938	0.0254624172361146	0.155490667684833	0.15958523583385
"Buffalo"	0.00477683600407915	0.00477683600407915	0.0103782774411593	0.0168642579390338	1.01595963565024	0.0159596356502367	0.017755585867034	0.0112828997299564	0.0112628165019537	0.017755585867034	0.017755585867034	0.017755585867034	0.017755585867034	0.017755585867034	0.017755585867034	0.017755585867034	0.017755585867034	0.017755585867034	0.017755585867034	0.0112495221411567	0.017755585867034	0.017755585867034	0.210180784179483	0.200928895526787	0.0249571819840036	0.0289479132415084	0.201651891734885
"Eland"	0.00477683600407915	0.00477683600407915	0.0103782774411593	0.0168642579390338	0.0159596356502367	1.01595963565024	0.017755585867034	0.0112828997299564	0.0112628165019537	0.017755585867034	0.017755585867034	0.017755585867034	0.017755585867034	0.017755585867034	0.017755585867034	0.017755585867034	0.017755585867034	0.017755585867034	0.017755585867034	0.0112495221411567	0.017755585867034	0.017755585867034	0.210180784179483	0.200928895526787	0.0249571819840036	0.0289479132415084	0.201651891734885
"Zebra"	0.00320354490153511	0.00320354490153511	0.00692594525218821	0.0147333190908587	0.0106533515202204	0.0106533515202204	1.01926755803607	0.0110059128228265	0.0110109187402056	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0114651901147825	0.0192675580360739	0.0192675580360739	0.140955975667545	0.134186625649158	0.126958690466026	0.130558962260426	0.134006412623512
"Roan"	0.00476450283071139	0.00476450283071139	0.0103701834034008	0.0174524450089782	0.0112828997299564	0.0112828997299564	0.0183431880380442	1.01653972868242	0.0118467644362888	0.0183431880380442	0.0183431880380442	0.0183431880380442	0.0183431880380442	0.0183431880380442	0.0183431880380442	0.0183431880380442	0.0183431880380442	0.0183431880380442	0.0183431880380442	0.00656796218633294	0.0183431880380442	0.0183431880380442	0.209638124551301	0.0328577877560022	0.0249408048138463	0.197425448928698	0.201804500616819
"Sable"	0.00475533002994431	0.00475533002994431	0.00567710946914993	0.0174324714690926	0.0112628165019537	0.0112628165019537	0.018351531233676	0.0118467644362888	1.01651069202989	0.018351531233676	0.018351531233676	0.018351531233676	0.018351531233676	0.018351531233676	0.018351531233676	0.018351531233676	0.018351531233676	0.018351531233676	0.018351531233676	0.0112600968273315	0.018351531233676	0.018351531233676	0.20923452131755	0.201085453180936	0.025733673408334	0.197428958948445	0.0331840598114022
"Wildebeest"	0.00320354490153511	0.00320354490153511	0.00692594525218821	0.0147333190908587	0.0106533515202204	0.0106533515202204	0.0192675580360739	0.0110059128228265	0.0110109187402056	1.01926755803607	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0192675580360739	0.0114651901147825	0.0192675580360739	0.0192675580360739	0.140955975667545	0.134186625649158	0.126958690466026	0.130558962260426	0.134006412623512
