"Prunus_spinosa"	"Prunus_domestica"	"Prunus_avium"	"Prunus_cerasus"	"Prunus_padus"	"Prunus_laurocerasus"	"Chloroclystis_rectangulata"	"Diloba_caeruleocephala"	"Lomographa_temerata"	"Abraxas_grossulariata"	"Acronicta_psi"	"Acronicta_tridens"	"Allophyes_oxycanthae"	"Angerona_prunaria"	"Aporia_crataegi"	"Callimorpha_dominula"	"Conistra_ligula"	"Cosmia_pyralina"	"Dasycampa_rubiginea"	"Ennomos_autumnaria"	"Epirrita_dilutata"	"Naenia_typica"	"Nola_cucullatella"	"Odontopera_bidentata"	"Phalera_bucephala"	"Selenia_lunalaria"	"Strymonidia_pruni"	"Thalera_fimbrialis"	"Thecla_betulae"	"Theria_rupicaprarian"	"Xestia_baja"	"Acronicta_aceris"	"Acronicta_strigosa"	"Agriopis_aurantiaria"	"Agriopis_marginaria"	"Agrochola_lota"	"Aleucis_distinctata"	"Alsophila_aescularia"	"Amphipyra_pyramidea"	"Apocheima_pilosaria"	"Biston_betularia"	"Blepharita_satura"	"Brachionycha_sphinx"	"Campaea_margaritata"	"Catocala_nupta"	"Chloroclysta_siterata"	"Chloroclystis_chloerata"	"Cilix_glaucata"	"Colocasia_coryli"	"Colotois_pennaria"	"Crocallis_elinguaria"	"Dasychira_fascelina"	"Diarsia_mendica"	"Egira_conspicillaris"	"Electrophaes_corylata"	"Epirrita_christyi"	"Erannis_defoliaria"	"Eriogaster_lanestris"	"Eupithecia_exiguata"	"Euproctis_chrysorrhoea"	"Eupsilia_transversa"	"Eurois_occulata"	"Gastropacha_quercifolia"	"Graphiphora_augur"	"Hydrelia_sylvata"	"Lasiocampa_quercus"	"Lasiocampa_trifolii"	"Lithophane_semibrunnea"	"Lithophane_socia"	"Lomographa_bimaculata"	"Malacosoma_neustria"	"Nola_confusalis"	"Nymphalis_polychlorus"	"Operophtera_brumata"	"Opisthograptis_luteolata"	"Orgyia_antiqua"	"Orgyia_recens"	"Orthosia_gothica"	"Orthosia_gracilis"	"Orthosia_incerta"	"Orthosia_munda"	"Ourapteryx_sambucaria"	"Perconia_strigillaria"	"Plagodis_pulveraria"	"Plemyria_rubiginata"	"Saturnia_pavonia"	"Selenia_dentaria"	"Selenia_tetralunaria"	"Semiothisa_alternaria"	"Smerinthus_ocellata"	"Stauropus_fagi"	"Trichiura_crataegi"	"Triphosa_dubitata"	"Xestia_triangulum"
"Prunus_spinosa"	1.26685827400086	0.0536438625245567	0.00199374146238188	0.00458366376328899	0.00449690967463573	0.00175688190761627	0.00956995901943305	0.0105412914456976	0.0104123354376621	0.00966285049188947	0.00966285049188946	0.00966285049188948	0.00937058487319481	0.00966285049188944	0.00966285049188946	0.00966285049188945	0.00966285049188946	0.00966285049188947	0.00966285049188949	0.00966285049188946	0.00966285049188946	0.00966285049188947	0.0096628504918895	0.00966285049188949	0.00143818155951688	0.0096628504918895	0.00966285049188946	0.00966285049188945	0.00966285049188944	0.00966285049188947	0.00954711184855639	0.000865223589105755	0.00879762690278374	0.00879762690278373	0.00879762690278372	0.00879762690278376	0.00879762690278371	0.000199374146238188	0.000865223589105754	0.00879762690278369	0.00086522358910575	0.0087976269027837	0.00879762690278372	0.0087976269027837	0.000865223589105752	0.00879762690278369	0.0087976269027837	0.0087976269027837	0.0087976269027837	0.00879762690278372	0.00879762690278369	0.000865223589105751	0.00879762690278371	0.00879762690278374	0.00879762690278368	0.00879762690278368	0.00879762690278369	0.00879762690278369	0.00879762690278371	0.00879762690278374	0.00879762690278368	0.00879762690278373	0.00879762690278371	0.00879762690278369	0.00879762690278375	0.00879762690278372	0.000865223589105753	0.000865223589105753	0.000865223589105752	0.000199374146238188	0.00879762690278372	0.00879762690278369	0.000199374146238187	0.0087976269027837	0.0087976269027837	0.00879762690278369	0.00879762690278371	0.00879762690278372	0.00879762690278369	0.00879762690278371	0.000865223589105753	0.00879762690278371	0.00879762690278371	0.000572957970411124	0.00879762690278371	0.00879762690278371	0.00879762690278371	0.000199374146238188	0.00879762690278371	0.00879762690278371	0.00879762690278371	0.00879762690278371	0.000749484945772624	0.00879762690278371
"Prunus_domestica"	0.124592196831228	1.19445269839149	0.000345458334790929	0.0060674446752929	0.00421542788377432	0.0036601072167626	0.00165820000699646	0.0219606433005755	0.0208331610061566	0.0201305896921942	0.0201305896921942	0.0201305896921942	0.00162365417351736	0.0201305896921942	0.0201305896921942	0.0201305896921942	0.0201305896921942	0.0201305896921942	0.0201305896921943	0.0201305896921942	0.0201305896921942	0.0201305896921942	0.0201305896921943	0.0201305896921943	0.0200237966875001	0.0201305896921943	0.0201305896921942	0.0201305896921942	0.0201305896921942	0.0201305896921942	0.00156779490306815	0.0192653661030885	0.000865223589105754	0.000865223589105753	0.000865223589105752	0.000865223589105755	0.000865223589105752	3.45458334790929e-05	0.0192653661030885	0.00086522358910575	0.0192653661030884	0.000865223589105751	0.000865223589105752	0.000865223589105751	0.0192653661030885	0.00086522358910575	0.000865223589105751	0.000865223589105751	0.000865223589105751	0.000865223589105753	0.00086522358910575	0.0192653661030884	0.000865223589105752	0.000865223589105753	0.000865223589105749	0.00086522358910575	0.000865223589105751	0.000865223589105751	0.000865223589105752	0.000865223589105753	0.00086522358910575	0.000865223589105753	0.000865223589105752	0.000865223589105751	0.000865223589105754	0.000865223589105752	0.0192653661030885	0.0192653661030885	0.0192653661030885	3.45458334790929e-05	0.000865223589105753	0.000865223589105751	3.45458334790928e-05	0.000865223589105752	0.000865223589105751	0.000865223589105751	0.000865223589105752	0.000865223589105752	0.000865223589105751	0.000865223589105752	0.0192653661030885	0.000865223589105752	0.000865223589105752	0.000758430584411612	0.000865223589105752	0.000865223589105752	0.000865223589105752	3.45458334790929e-05	0.000865223589105752	0.000865223589105752	0.000865223589105752	0.000865223589105752	0.000702571313962388	0.000865223589105752
"Prunus_avium"	0.028709877058299	0.00214184167570376	1.27730386601304	0.0250303689204133	0.000104848760473684	4.25309054031421e-05	0.131058556862594	0.000255185432418852	0.000251394773129561	0.000233919979717281	0.000233919979717281	0.000233919979717281	0.00332817026128984	0.00023391997971728	0.000233919979717281	0.000233919979717281	0.000233919979717281	0.000233919979717281	0.000233919979717281	0.000233919979717281	0.000233919979717281	0.000233919979717281	0.000233919979717281	0.000233919979717281	0.00316334194853076	0.000233919979717281	0.000233919979717281	0.000233919979717281	0.00023391997971728	0.000233919979717281	0.00021684893965047	3.4545833479093e-05	0.000199374146238188	0.000199374146238188	0.000199374146238188	0.000199374146238188	0.000199374146238188	0.127730386601304	3.4545833479093e-05	0.000199374146238187	3.45458334790928e-05	0.000199374146238188	0.000199374146238188	0.000199374146238188	3.45458334790929e-05	0.000199374146238187	0.000199374146238188	0.000199374146238188	0.000199374146238188	0.000199374146238188	0.000199374146238187	3.45458334790929e-05	0.000199374146238188	0.000199374146238188	0.000199374146238187	0.000199374146238187	0.000199374146238188	0.000199374146238188	0.000199374146238188	0.000199374146238188	0.000199374146238187	0.000199374146238188	0.000199374146238188	0.000199374146238188	0.000199374146238188	0.000199374146238188	3.45458334790929e-05	3.45458334790929e-05	3.45458334790929e-05	0.127730386601304	0.000199374146238188	0.000199374146238187	0.127730386601304	0.000199374146238188	0.000199374146238188	0.000199374146238187	0.000199374146238188	0.000199374146238188	0.000199374146238187	0.000199374146238188	3.45458334790929e-05	0.000199374146238188	0.000199374146238188	0.00312879611505166	0.000199374146238188	0.000199374146238188	0.000199374146238188	0.127730386601304	0.000199374146238188	0.000199374146238188	0.000199374146238188	0.000199374146238188	1.74747934122808e-05	0.000199374146238188
"Prunus_cerasus"	0.0825059477392018	0.0470226962335201	0.0312879611505166	1.17184367549614	0.000430982067627427	0.000242070646331407	0.15018221352248	0.00145242387798844	0.00140321889942731	0.00133138855482274	0.00133138855482274	0.00133138855482274	0.147053417407428	0.00133138855482274	0.00133138855482274	0.00133138855482274	0.00133138855482274	0.00133138855482274	0.00133138855482274	0.00133138855482274	0.00133138855482274	0.00133138855482274	0.00133138855482274	0.00133138855482274	0.147238890021429	0.00133138855482274	0.00133138855482274	0.00133138855482274	0.00133138855482273	0.00133138855482274	0.000644788315015699	0.000758430584411616	0.000572957970411125	0.000572957970411125	0.000572957970411124	0.000572957970411126	0.000572957970411123	0.00312879611505166	0.000758430584411615	0.000572957970411122	0.000758430584411611	0.000572957970411123	0.000572957970411124	0.000572957970411123	0.000758430584411613	0.000572957970411122	0.000572957970411123	0.000572957970411123	0.000572957970411123	0.000572957970411124	0.000572957970411122	0.000758430584411612	0.000572957970411123	0.000572957970411124	0.000572957970411122	0.000572957970411122	0.000572957970411123	0.000572957970411122	0.000572957970411123	0.000572957970411124	0.000572957970411122	0.000572957970411124	0.000572957970411123	0.000572957970411122	0.000572957970411124	0.000572957970411123	0.000758430584411614	0.000758430584411614	0.000758430584411613	0.00312879611505166	0.000572957970411123	0.000572957970411122	0.00312879611505166	0.000572957970411123	0.000572957970411122	0.000572957970411122	0.000572957970411123	0.000572957970411123	0.000572957970411122	0.000572957970411123	0.000758430584411614	0.000572957970411123	0.000572957970411123	0.146480459437017	0.000572957970411123	0.000572957970411123	0.000572957970411123	0.00312879611505166	0.000572957970411123	0.000572957970411123	0.000572957970411123	0.000572957970411123	7.18303446045713e-05	0.000572957970411123
"Prunus_padus"	0.107925832191258	0.043559421465668	0.000174747934122808	0.000574642756836569	1.18083467875641	0.000264010229042729	0.000838790083789476	0.00158406137425638	0.198257836052469	0.00145205625973501	0.00145205625973501	0.00145205625973501	0.000821315290377194	0.00145205625973501	0.00145205625973501	0.00145205625973501	0.00145205625973501	0.00145205625973501	0.00145205625973501	0.00145205625973501	0.00145205625973501	0.00145205625973501	0.00145205625973501	0.00145205625973501	0.000774401658566961	0.00145205625973501	0.00145205625973501	0.00145205625973501	0.00145205625973501	0.00145205625973501	0.197555264738508	0.000702571313962391	0.000749484945772625	0.000749484945772625	0.000749484945772624	0.000749484945772626	0.000749484945772623	1.74747934122807e-05	0.00070257131396239	0.000749484945772622	0.000702571313962387	0.000749484945772622	0.000749484945772624	0.000749484945772623	0.000702571313962388	0.000749484945772622	0.000749484945772623	0.000749484945772623	0.000749484945772623	0.000749484945772624	0.000749484945772622	0.000702571313962387	0.000749484945772624	0.000749484945772625	0.000749484945772622	0.000749484945772622	0.000749484945772623	0.000749484945772623	0.000749484945772624	0.000749484945772624	0.000749484945772622	0.000749484945772624	0.000749484945772624	0.000749484945772623	0.000749484945772625	0.000749484945772624	0.000702571313962388	0.000702571313962388	0.000702571313962388	1.74747934122808e-05	0.000749484945772624	0.000749484945772623	1.74747934122807e-05	0.000749484945772624	0.000749484945772623	0.000749484945772623	0.000749484945772624	0.000749484945772624	0.000749484945772623	0.000749484945772624	0.000702571313962388	0.000749484945772624	0.000749484945772624	7.18303446045711e-05	0.000749484945772624	0.000749484945772624	0.000749484945772624	1.74747934122808e-05	0.000749484945772624	0.000749484945772624	0.000749484945772624	0.000749484945772624	0.196805779792734	0.000749484945772624
"Prunus_laurocerasus"	0.126495497348371	0.11346332371964	0.00021265452701571	0.000968282585325628	0.000792030687128187	1.09140154446585	0.00102074172967541	0.548409266795116	0.00284049967671079	0.00270849456218943	0.00270849456218942	0.00270849456218943	0.000999476276973834	0.00270849456218942	0.00270849456218942	0.00270849456218942	0.00270849456218942	0.00270849456218943	0.00270849456218943	0.00270849456218942	0.00270849456218942	0.00270849456218943	0.00270849456218944	0.00270849456218943	0.001951088931547	0.00270849456218944	0.00270849456218942	0.00270849456218942	0.00270849456218941	0.00270849456218943	0.0010104460683295	0.0018300536083813	0.000878440953808134	0.000878440953808133	0.000878440953808132	0.000878440953808137	0.000878440953808132	2.1265452701571e-05	0.0018300536083813	0.00087844095380813	0.00183005360838129	0.000878440953808131	0.000878440953808132	0.000878440953808131	0.00183005360838129	0.00087844095380813	0.000878440953808131	0.000878440953808132	0.000878440953808132	0.000878440953808133	0.000878440953808131	0.00183005360838129	0.000878440953808133	0.000878440953808133	0.00087844095380813	0.000878440953808131	0.000878440953808132	0.000878440953808132	0.000878440953808133	0.000878440953808134	0.000878440953808131	0.000878440953808133	0.000878440953808133	0.000878440953808132	0.000878440953808135	0.000878440953808133	0.0018300536083813	0.0018300536083813	0.00183005360838129	2.1265452701571e-05	0.000878440953808134	0.000878440953808132	2.1265452701571e-05	0.000878440953808133	0.000878440953808132	0.000878440953808132	0.000878440953808133	0.000878440953808134	0.000878440953808132	0.000878440953808133	0.0018300536083813	0.000878440953808133	0.000878440953808133	0.000121035323165703	0.000878440953808133	0.000878440953808133	0.000878440953808133	2.1265452701571e-05	0.000878440953808134	0.000878440953808134	0.000878440953808133	0.000878440953808134	0.000132005114521365	0.000878440953808133
"Chloroclystis_rectangulata"	0.229679016466392	0.0171347334056301	0.218430928104323	0.200242951363306	0.000838790083789473	0.000340247243225137	1.04846845490076	0.00204148345935081	0.00201115818503649	0.00187135983773825	0.00187135983773825	0.00187135983773825	0.0266253620903187	0.00187135983773824	0.00187135983773825	0.00187135983773825	0.00187135983773825	0.00187135983773825	0.00187135983773825	0.00187135983773825	0.00187135983773825	0.00187135983773825	0.00187135983773825	0.00187135983773825	0.0253067355882461	0.00187135983773825	0.00187135983773824	0.00187135983773824	0.00187135983773824	0.00187135983773825	0.00173479151720376	0.000276366667832744	0.00159499316990551	0.0015949931699055	0.0015949931699055	0.00159499316990551	0.0015949931699055	0.0218430928104323	0.000276366667832744	0.0015949931699055	0.000276366667832742	0.0015949931699055	0.0015949931699055	0.0015949931699055	0.000276366667832743	0.0015949931699055	0.0015949931699055	0.0015949931699055	0.0015949931699055	0.0015949931699055	0.0015949931699055	0.000276366667832743	0.0015949931699055	0.0015949931699055	0.0015949931699055	0.0015949931699055	0.0015949931699055	0.0015949931699055	0.0015949931699055	0.0015949931699055	0.0015949931699055	0.0015949931699055	0.0015949931699055	0.0015949931699055	0.0015949931699055	0.0015949931699055	0.000276366667832743	0.000276366667832743	0.000276366667832743	0.0218430928104323	0.0015949931699055	0.0015949931699055	0.0218430928104323	0.0015949931699055	0.0015949931699055	0.0015949931699055	0.0015949931699055	0.0015949931699055	0.0015949931699055	0.0015949931699055	0.000276366667832743	0.0015949931699055	0.0015949931699055	0.0250303689204133	0.0015949931699055	0.0015949931699055	0.0015949931699055	0.0218430928104323	0.0015949931699055	0.0015949931699055	0.0015949931699055	0.0015949931699055	0.000139798347298246	0.0015949931699055
"Diloba_caeruleocephala"	0.252990994696742	0.22692664743928	0.00042530905403142	0.00193656517065126	0.00158406137425637	0.182803088931706	0.00204148345935081	1.09681853359023	0.00568099935342157	0.00541698912437886	0.00541698912437885	0.00541698912437886	0.00199895255394767	0.00541698912437884	0.00541698912437884	0.00541698912437884	0.00541698912437884	0.00541698912437885	0.00541698912437887	0.00541698912437884	0.00541698912437884	0.00541698912437886	0.00541698912437888	0.00541698912437887	0.003902177863094	0.00541698912437887	0.00541698912437884	0.00541698912437883	0.00541698912437883	0.00541698912437886	0.002020892136659	0.0036601072167626	0.00175688190761627	0.00175688190761627	0.00175688190761626	0.00175688190761627	0.00175688190761626	4.25309054031419e-05	0.00366010721676259	0.00175688190761626	0.00366010721676258	0.00175688190761626	0.00175688190761626	0.00175688190761626	0.00366010721676258	0.00175688190761626	0.00175688190761626	0.00175688190761626	0.00175688190761626	0.00175688190761627	0.00175688190761626	0.00366010721676258	0.00175688190761627	0.00175688190761627	0.00175688190761626	0.00175688190761626	0.00175688190761626	0.00175688190761626	0.00175688190761627	0.00175688190761627	0.00175688190761626	0.00175688190761627	0.00175688190761627	0.00175688190761626	0.00175688190761627	0.00175688190761627	0.00366010721676259	0.00366010721676259	0.00366010721676259	4.2530905403142e-05	0.00175688190761627	0.00175688190761626	4.25309054031419e-05	0.00175688190761627	0.00175688190761626	0.00175688190761626	0.00175688190761627	0.00175688190761627	0.00175688190761626	0.00175688190761627	0.00366010721676259	0.00175688190761627	0.00175688190761627	0.000242070646331407	0.00175688190761627	0.00175688190761627	0.00175688190761627	4.25309054031419e-05	0.00175688190761627	0.00175688190761627	0.00175688190761627	0.00175688190761627	0.00026401022904273	0.00175688190761627
"Lomographa_temerata"	0.24989605050389	0.215275997063618	0.00041899128854927	0.00187095853256974	0.198257836052469	0.000946833225570261	0.00201115818503649	0.00568099935342159	1.03825055541605	0.00520758274063645	0.00520758274063644	0.00520758274063646	0.00196925905618156	0.00520758274063644	0.00520758274063645	0.00520758274063645	0.00520758274063645	0.00520758274063645	0.00520758274063647	0.00520758274063645	0.00520758274063645	0.00520758274063645	0.00520758274063647	0.00520758274063646	0.00370606331759732	0.00520758274063647	0.00520758274063645	0.00520758274063644	0.00520758274063643	0.00520758274063645	0.0347783619150221	0.00347219350102611	0.00173538923961035	0.00173538923961035	0.00173538923961035	0.00173538923961035	0.00173538923961035	4.18991288549269e-05	0.00347219350102611	0.00173538923961034	0.00347219350102609	0.00173538923961034	0.00173538923961035	0.00173538923961035	0.0034721935010261	0.00173538923961034	0.00173538923961035	0.00173538923961035	0.00173538923961035	0.00173538923961035	0.00173538923961034	0.0034721935010261	0.00173538923961035	0.00173538923961035	0.00173538923961034	0.00173538923961034	0.00173538923961035	0.00173538923961035	0.00173538923961035	0.00173538923961035	0.00173538923961035	0.00173538923961035	0.00173538923961035	0.00173538923961035	0.00173538923961035	0.00173538923961035	0.0034721935010261	0.0034721935010261	0.0034721935010261	4.18991288549269e-05	0.00173538923961035	0.00173538923961035	4.18991288549269e-05	0.00173538923961035	0.00173538923961035	0.00173538923961035	0.00173538923961035	0.00173538923961035	0.00173538923961035	0.00173538923961035	0.0034721935010261	0.00173538923961035	0.00173538923961035	0.000233869816571218	0.00173538923961035	0.00173538923961035	0.00173538923961035	4.1899128854927e-05	0.00173538923961035	0.00173538923961035	0.00173538923961035	0.00173538923961035	0.0330429726754115	0.00173538923961035
"Abraxas_grossulariata"	0.34786261770802	0.312024140229009	0.000584799949293201	0.00266277710964548	0.00217808438960252	0.00135424728109471	0.00280703975660737	0.00812548368656826	0.00781137411095469	1.00744836004602	0.00744836004602091	0.00744836004602093	0.00274855976167804	0.0074483600460209	0.00744836004602091	0.00744836004602091	0.00744836004602091	0.00744836004602092	0.00744836004602094	0.00744836004602091	0.00744836004602091	0.00744836004602092	0.00744836004602095	0.00744836004602093	0.00536549456175424	0.00744836004602095	0.0074483600460209	0.0074483600460209	0.00744836004602089	0.00744836004602091	0.00277872668790613	0.00503264742304857	0.00241571262297237	0.00241571262297237	0.00241571262297236	0.00241571262297237	0.00241571262297236	5.84799949293202e-05	0.00503264742304855	0.00241571262297236	0.00503264742304853	0.00241571262297236	0.00241571262297236	0.00241571262297236	0.00503264742304854	0.00241571262297236	0.00241571262297236	0.00241571262297236	0.00241571262297236	0.00241571262297236	0.00241571262297236	0.00503264742304854	0.00241571262297236	0.00241571262297236	0.00241571262297235	0.00241571262297235	0.00241571262297236	0.00241571262297236	0.00241571262297236	0.00241571262297236	0.00241571262297235	0.00241571262297236	0.00241571262297236	0.00241571262297236	0.00241571262297236	0.00241571262297236	0.00503264742304854	0.00503264742304854	0.00503264742304854	5.84799949293203e-05	0.00241571262297236	0.00241571262297236	5.84799949293202e-05	0.00241571262297236	0.00241571262297236	0.00241571262297236	0.00241571262297236	0.00241571262297236	0.00241571262297236	0.00241571262297236	0.00503264742304854	0.00241571262297236	0.00241571262297236	0.000332847138705684	0.00241571262297236	0.00241571262297236	0.00241571262297236	5.84799949293203e-05	0.00241571262297236	0.00241571262297236	0.00241571262297236	0.00241571262297236	0.000363014064933752	0.00241571262297236
