"Canthium_bibracteatum"	"Memecylon_eleagni"	"Cinnamomum_verum"	"Ochna_kirkii"	"Paragenipa_wrightii"	"Apis_mellifera"	"Lasioglossum_mahense"	"Xylocopa_caffra"	"Lygistorrhina_sp1_M_PL_108"	"Hemipyrellia_sp1_M_PL_108"	"Unidentified_sp1_M_PL_108"	"Scaptodrosophila_sp1_M_PL_108"	"Chalcidoma_disjunctum"	"Hemipyrellia_germana"	"Nectarinia_dussumieri"	"Phalanta_phalantha"
"Canthium_bibracteatum"	1.16772888866502	0.0300186867540697	0.0578217555318082	0.0331190835083242	0.0446449188741151	0.119805919183264	0.114286071931877	0.110271407785825	0.00578217555318082	0.103092916275265	0.0973107407220847	0.00375233584425871	0.00375233584425871	0.0973107407220847	0.00551984725138736	0.00578217555318082
"Memecylon_eleagni"	0.0450280301311046	1.18510382068323	0.0433187737815891	0.0206280677561686	0.0392546409812414	0.166202642264056	0.162764630971362	0.0137327873004937	0.00433187737815892	0.00808421322241763	0.00375233584425871	0.148137977585404	0.148137977585404	0.00375233584425871	0.00343801129269477	0.00433187737815892
"Cinnamomum_verum"	0.0693861066381698	0.0346550190252713	1.17916421204047	0.0174487137337442	0.0326792818956822	0.136385140073624	0.133477021118	0.0141368414914185	0.117916421204047	0.123698596757227	0.00578217555318082	0.00433187737815891	0.00433187737815891	0.00578217555318082	0.00290811895562403	0.117916421204047
"Ochna_kirkii"	0.0662381670166484	0.0275040903415582	0.0290811895562403	1.15189855820538	0.0586113282135082	0.213617625236187	0.0216345322019575	0.207271494987868	0.00290811895562403	0.00842796620701139	0.00551984725138736	0.00343801129269477	0.00343801129269477	0.00551984725138736	0.19198309303423	0.00290811895562403
"Paragenipa_wrightii"	0.0892898377482302	0.0523395213083219	0.0544654698261369	0.0586113282135082	1.07862717623714	0.20896955770028	0.199201002998029	0.196980570554127	0.00544654698261369	0.0128873667949662	0.00744081981235251	0.00654244016354024	0.00654244016354024	0.00744081981235251	0.00976855470225136	0.0054465469826137
"Apis_mellifera"	0.143767103019917	0.132962113811245	0.136385140073624	0.128170575141712	0.125381734620168	1.08449808844574	0.0631363259221225	0.0542393102119732	0.0136385140073624	0.0256191059256888	0.0119805919183264	0.0166202642264056	0.0166202642264056	0.0119805919183264	0.0213617625236187	0.0136385140073624
"Lasioglossum_mahense"	0.171429107897815	0.162764630971362	0.1668462763975	0.0162258991514681	0.149400752248522	0.0789204074026531	1.07621609087741	0.0418902008914829	0.01668462763975	0.0309703866312346	0.0142857589914846	0.0203455788714202	0.0203455788714202	0.0142857589914846	0.00270431652524469	0.01668462763975
"Xylocopa_caffra"	0.220542815571649	0.018310383067325	0.0235614024856976	0.207271494987868	0.196980570554127	0.0903988503532886	0.0558536011886439	1.0857539122213	0.00235614024856976	0.0207347082128738	0.0183785679643041	0.00228879788341562	0.00228879788341562	0.0183785679643041	0.0345452491646447	0.00235614024856976
"Lygistorrhina_sp1_M_PL_108"	0.0346930533190849	0.0173275095126357	0.589582106020233	0.00872435686687209	0.0163396409478411	0.068192570036812	0.066738510559	0.00706842074570927	1.05895821060202	0.0618492983786137	0.00289108777659041	0.00216593868907946	0.00216593868907946	0.00289108777659041	0.00145405947781201	0.0589582106020233
"Hemipyrellia_sp1_M_PL_108"	0.309278748825797	0.0161684264448353	0.309246491893069	0.0126419493105171	0.0193310501924493	0.064047764814222	0.0619407732624692	0.0311020623193108	0.0309246491893069	1.05669787825812	0.0257732290688164	0.00202105330560441	0.00202105330560441	0.0257732290688164	0.00210699155175285	0.0309246491893069
"Unidentified_sp1_M_PL_108"	0.583864444332508	0.0150093433770349	0.0289108777659041	0.0165595417541621	0.0223224594370575	0.059902959591632	0.0571430359659383	0.0551357038929123	0.00289108777659041	0.0515464581376328	1.04865537036104	0.00187616792212936	0.00187616792212936	0.0486553703610423	0.00275992362569368	0.00289108777659041
"Scaptodrosophila_sp1_M_PL_108"	0.0225140150655523	0.592551910341615	0.0216593868907946	0.0103140338780843	0.0196273204906207	0.0831013211320282	0.0813823154856807	0.00686639365024687	0.00216593868907946	0.00404210661120881	0.00187616792212936	1.0740689887927	0.0740689887927018	0.00187616792212936	0.00171900564634739	0.00216593868907946
"Chalcidoma_disjunctum"	0.0225140150655523	0.592551910341615	0.0216593868907946	0.0103140338780843	0.0196273204906207	0.0831013211320281	0.0813823154856807	0.00686639365024686	0.00216593868907946	0.00404210661120881	0.00187616792212936	0.0740689887927018	1.0740689887927	0.00187616792212936	0.00171900564634739	0.00216593868907946
"Hemipyrellia_germana"	0.583864444332508	0.0150093433770349	0.0289108777659041	0.0165595417541621	0.0223224594370575	0.059902959591632	0.0571430359659384	0.0551357038929123	0.00289108777659041	0.0515464581376328	0.0486553703610423	0.00187616792212936	0.00187616792212936	1.04865537036104	0.00275992362569368	0.00289108777659041
"Nectarinia_dussumieri"	0.0331190835083242	0.0137520451707791	0.0145405947781201	0.575949279102689	0.0293056641067541	0.106808812618094	0.0108172661009788	0.103635747493934	0.00145405947781201	0.0042139831035057	0.00275992362569368	0.00171900564634739	0.00171900564634739	0.00275992362569368	1.09599154651711	0.00145405947781201
"Phalanta_phalantha"	0.0346930533190849	0.0173275095126357	0.589582106020233	0.00872435686687209	0.0163396409478411	0.068192570036812	0.066738510559	0.00706842074570927	0.0589582106020233	0.0618492983786137	0.00289108777659041	0.00216593868907946	0.00216593868907946	0.00289108777659041	0.00145405947781202	1.05895821060202
