"Stillingia_lineata"	"Aphloia_theiformis"	"Croton_grangeroides"	"Phyllanthus_phillyreifolius"	"Psiadia_terebinthina"	"Syzygium_petrinese"	"Badula_insularis"	"Calophyllum_eputamen"	"Diospyros_revaughanii"	"Molinaea_macrantha"	"Rubus_alcefolius"	"Psidium_cattleianum"	"Embelia_angustifolia"	"Tabernaemontana_persicarifolia"	"Apis_mellifera"	"Technomyrmex_albipes"	"Musca_domestica"	"Brachymyrmex_sp1_M_PL_083"	"Chaetocnema_sp1_M_PL_083"	"Chrysomya_megacephala"	"Dysauxes_florida"	"Orthellia_albigena"	"Eristalinus_flaveolus"	"Ophyra_capensis"	"Paragus_borbonicus"	"Pheidole_megacephala"	"Nacoleia_sp1_M_PL_083"	"Ornidia_obesa"	"Polistes_hebraeus"	"Stomorhina_lunata"	"Fannia_pusio"	"Macroglossum_milvus"	"Musca_confiscata"	"Phelsuma_cepediana"	"Sapromyza_sp1_M_PL_083"	"Sarcophaga_arno"	"Simulium_sp1_M_PL_083"	"Syritta_sp1_M_PL_083"
"Stillingia_lineata"	1.18833227443769	0.050700125634144	0.0328605590608169	0.00151647647338181	0.000280357370874019	0.0137884893056775	0.0164326958389209	0.000963902488643895	0.000755849501670374	0.00114479073441856	0.000427552137249481	0.0127092111122486	0.0134210492375995	0	0.00374108120093296	0.00915832587534848	0.0936101902999341	7.00893427185047e-05	0.0917274306270141	0.0939624689888373	0.00273837992173474	0.0891058872150612	0.004225010469512	0.0014718761970886	0.0103186527006466	0.000252746078896968	0	0.00127501569241819	0.00010688803431237	0.0023591774742024	0.00114904077547312	0.000125974916945062	0.0848808767455492	0.00114904077547312	0.00273837992173474	0.0848808767455491	0.0848808767455491	0.00273837992173474
"Aphloia_theiformis"	0.059150146573168	1.12886811753562	0.0369085421798994	0.0153572110365035	0.000782911445470425	0.0162602646552186	0.0152443648573715	0.00107512493527682	0.000870533382861959	0.0133923959353415	0.000483384224404373	0.0140392423312366	0.0309010942409626	0	0.00422961196353826	0.107139167482732	0.107377649212322	0.000195727861367606	0.0111118135321798	0.103712939167678	0.00307571184832495	0.0982973535974802	0.0940723431279682	0.00411028508871973	0.104873328536534	0.00255953517275058	0	0.00150011095174521	0.000120846056101093	0.00260865495569196	0.00135502205460155	0.00014508889714366	0.004225010469512	0.00135502205460155	0.00307571184832495	0.004225010469512	0.004225010469512	0.00307571184832495
"Croton_grangeroides"	0.0383373189042864	0.0369085421798994	1.1993148101878	0.00123739114653526	7.33819835563596e-05	0.00192813672031105	0.0189742046370419	0.000959630844927491	0.000384515293989215	0.00107006598204551	0.000338607276838952	0.0144809411972506	0.0193257869788534	0	0.00296281367234083	0.00856052785636406	0.010806216574799	1.83454958890899e-05	0.107424831929978	0.108170482818585	0.0999429008489831	0.0058140917700597	0.00307571184832495	0.000385255413670888	0.107850059442021	0.000206231857755877	0	0.000224763942357457	8.4651819209738e-05	0.00265339791077363	0.000160678060025921	6.40858823315359e-05	0.00273837992173474	0.000160678060025921	0.0999429008489831	0.00273837992173474	0.00273837992173474	0.0999429008489832
"Phyllanthus_phillyreifolius"	0.00353844510455756	0.0307144220730069	0.00247478229307052	1.15785150143558	0.0392574954213132	0.0397467224076289	0.0282678930209485	0.000455022601551478	0.00139339636695955	0.0270135678223002	0.000447045833444576	0.000850046032572159	0.00132299292039891	0	0.00391165104264004	0.216108542578401	0.00645525634904968	0.00981437385532829	0.00752595119188996	0.00316018744816545	0.000206231857755877	0.00281228125164755	0.00255953517275058	0.206101850961894	0.00309651526060618	0.192975250239263	0	0.003544459595129	0.000111761458361144	0.000255429989149896	0.00331222686730241	0.000232232727826592	0.000252746078896968	0.00331222686730241	0.000206231857755877	0.000252746078896968	0.000252746078896968	0.000206231857755877
"Psiadia_terebinthina"	0.000981250798059065	0.00234873433641128	0.000220145950669079	0.0588862431319698	1.20296656942905	0.0602216794788755	0.00145883174990348	0.000651342806847093	0.00209831312569996	0.00138330795388957	0.000664463614298166	0.000701477253798121	0.000750973703865348	0	0.00581405662510895	0.0110664636311166	0.00547203391995874	0.300741642357262	0.000453142776083464	0.000401075575608221	1.83454958890899e-05	0.000265817204086111	0.000195727861367606	0.315574489502496	0.000401816783223033	0.00981437385532829	0	0.00536819214418961	0.000166115903574541	0.000279748577344794	0.00501847328990629	0.000349718854283327	7.00893427185047e-05	0.00501847328990629	1.83454958890899e-05	7.00893427185047e-05	7.00893427185047e-05	1.83454958890899e-05
"Syzygium_petrinese"	0.0160865708566237	0.0162602646552186	0.00192813672031105	0.0198733612038144	0.0200738931596252	1.16468686716988	0.000908741977121119	0.0125718335353904	0.0405728661470397	0.000652591255491232	0.0128422264525187	0.0131794990433903	0.013696481156908	0	0.112369481459539	0.00522073004392985	0.102985422050125	0.00501847328990629	0.00153690432977933	0.00486132406399897	0.000160678060025921	0.00250406283007468	0.00135502205460155	0.105387939088032	0.00493982040385448	0.00331222686730241	0	0.103819383288663	0.00321055661312969	0.00533954155774598	0.0970572389308234	0.00676214435783995	0.00114904077547313	0.0970572389308234	0.000160678060025921	0.00114904077547313	0.00114904077547313	0.000160678060025921
"Badula_insularis"	0.0575144354362232	0.0457330945721146	0.0569226139111257	0.0424018395314227	0.00145883174990348	0.00272622593136336	1.08424399580084	0.000141786097433965	0.000132950837635892	0.0375918751226386	6.80406964129546e-05	0.00176133256759217	0.00263631107862803	0	0.000595356093613353	0.300735000981109	0.00880552843801039	0.00036470793747587	0.2799127240692	0.0129563717612656	0.00474355115926047	0.00791926517407311	0.00381109121434288	0.00765886668699327	0.00921372014326036	0.00706697325523712	0	0.000249343967219595	1.70101741032386e-05	0.000329001952290519	0.00022718549428028	2.21584729393153e-05	0.00410817395973023	0.00022718549428028	0.00474355115926047	0.00410817395973023	0.00410817395973023	0.00474355115926047
"Calophyllum_eputamen"	0.00337365871025363	0.00322537480583045	0.00287889253478247	0.000682533902327217	0.000651342806847094	0.0377155006061712	0.000141786097433965	1.10472358415219	0.036575759350027	5.57311211420753e-05	0.0356777712403563	0.107047447376773	0.000583950629199444	0	0.312180498353117	0.000445848969136603	0.00379870289712764	0.000162835701711773	0.000516329857751338	0.0185909057966743	0.000239907711231873	0.000509756855980178	0.000268781233819204	0.00341954973594724	0.000654676602350938	0.000113755650387869	0	0.00923891827551876	0.00891944281008907	0.29402213726751	0.0031429583838476	0.00609595989167117	0.000240975622160974	0.0031429583838476	0.000239907711231873	0.000240975622160974	0.000240975622160974	0.000239907711231873
"Diospyros_revaughanii"	0.00176364883723087	0.00174106676572392	0.00076903058797843	0.00139339636695955	0.00139887541713331	0.0811457322940795	8.86338917572611e-05	0.0243838395666847	1.16972684888886	5.32640130546089e-05	0.0249376647866157	0.0249454297314763	0.000985902185783677	0	0.218204566882887	0.000426112104436871	0.00727968371837459	0.000349718854283327	0.000212219272215913	0.00449272131833297	6.40858823315359e-05	0.000271063814088722	0.00014508889714366	0.00734409593994987	0.000455650325921115	0.000232232727826592	0	0.201716619172649	0.00623441619665392	0.0102535315135839	0.00676214435783995	0.194954474814809	0.000125974916945062	0.00676214435783995	6.40858823315358e-05	0.000125974916945062	0.000125974916945062	6.40858823315359e-05
"Molinaea_macrantha"	0.00801353514092992	0.0803543756120493	0.00642039589227304	0.0810407034669005	0.00276661590777914	0.00391554753294739	0.0751837502452772	0.000111462242284151	0.000159792039163827	1.07186652259202	6.65647169507936e-05	0.00111004139542673	0.00232402654933263	0	0.000582441273319444	0.574932180736149	0.00817589559995883	0.000691653976944785	0.0199033659195513	0.0079886332251406	0.000535032991022754	0.00726859333488006	0.00669619796767078	0.0145247335158405	0.00781223759602669	0.0135067839111501	0	0.00035292763427292	1.66411792376984e-05	0.000212872459808825	0.000326295627745616	2.66320065273044e-05	0.00057239536720928	0.000326295627745616	0.000535032991022754	0.00057239536720928	0.00057239536720928	0.000535032991022754
