"Stillingia_lineata"	"Labourdonnaisia_callophylloides"	"Aphloia_theiformis"	"Gaertnera_sp1_M_PL_081"	"Ochna_mauritiana"	"Croton_grangeroides"	"Syzygium_coriaceum"	"Grangeria_borbonica"	"Phyllanthus_phillyreifolius"	"Croton_fothergillifolius"	"Euodia_chapelieri"	"Cordemoya_integrifolia"	"Smilax_anceps"	"Chaetocnema_sp1_M_PL_081"	"Apis_mellifera"	"Musca_domestica"	"Chrysomya_megacephala"	"Nacoleia_sp1_M_PL_081"	"Technomyrmex_albipes"	"Brachymyrmex_sp1_M_PL_081"	"Stomorhina_lunata"	"Dysauxes_florida"	"Phorinia_sp1_M_PL_081"	"Allograpta_nasuta"	"Villa_unifasciata"	"Ahasverus_advena"	"Episyrphus_sp1_M_PL_081"	"Pachycerina_crinicornis"	"Syritta_nigrofemorata"	"Cheloninae_sp1_M_PL_081"	"Fannia_pusio"	"Lecithoceridae_sp1_M_PL_081"	"Mauritiborium_undulatus"	"Melanostoma_annulipes"	"Melanostoma_bituberculatum"	"Mordellidae_sp1_M_PL_081"	"Nacoleia_sp2_M_PL_081"	"Paragus_borbonicus"	"Pelecophora_intemipta"	"Polistes_hebraeus"	"Sarcophaga_arno"	"Stomoxys_calcitrans"	"Syritta_sp1_M_PL_081"	"Thysanoplusia_orichalcea"
"Stillingia_lineata"	1.20792975468637	0.00048952134074992	0.0199380405812068	0.0155189339787367	0.0283847731923239	0.00737037885340205	0.0144884785254151	0.0187574342457634	0.00765773985647273	0.00256993459987864	0.00256993459987864	0.00256993459987864	0.0050884742732545	0.0462588227978155	0.00391617072599936	0.041224765915024	0.040707794186036	0.00408505917588046	0.038049763238474	0.00124612753632542	0.00446902371338717	0.00406780597212608	0.0355273457260698	0.039726676569889	0.0382223211149367	0.0370904652465501	0.000862162998818704	0.03730139405059	0.0355273457260698	0.00127628997607879	0.0355273457260698	0.000862162998818704	0.0355273457260698	0.00177404832452024	0.00124612753632542	0.0355273457260698	0.00156311952048028	0.0355273457260698	0.0355273457260698	0.000862162998818704	0.0355273457260698	0.00124612753632542	0.0355273457260698	0.000862162998818704
"Labourdonnaisia_callophylloides"	0.00832186279274865	1.06879230436271	0.0797501338256548	0.0816288702803868	0.00569853100845229	0.00260372069181446	0.00418180994840089	0.0770755454211737	0.00233923734223457	0.000752178948976332	0.000752178948976332	0.000752178948976332	0.000684780812827	0.013539221081574	0.55033843490169	0.00643743666598248	0.005478246502616	0.00530927642066763	0.00561901692485081	0.00498438336410343	0.00575872254697178	0.00724678845743931	0.00024476067037496	0.0115588182146336	0.00564732502931847	0.0066677227888061	0.00453493723779927	0.000600918858403228	0.00024476067037496	0.000389872890372428	0.00024476067037496	0.00453493723779927	0.00024476067037496	0.000356158188028269	0.00498438336410342	0.00024476067037496	0.00642296211843114	0.00024476067037496	0.00024476067037496	0.00453493723779927	0.00024476067037496	0.00498438336410343	0.00024476067037496	0.00453493723779927
"Aphloia_theiformis"	0.0423683362350644	0.00996876672820684	1.16609512548928	0.0142029211403222	0.0252399249646712	0.00954413816458627	0.0356232614027033	0.013149047328111	0.0148671322291959	0.000597663260573152	0.000597663260573152	0.000597663260573152	0.000481689869477295	0.0107579386903167	0.0797501338256548	0.0808575840240651	0.00385351895581836	0.00592887262502463	0.0766049282509378	0.0728809453430798	0.078020766793642	0.00516429900963961	0.00124612753632542	0.00470842796508897	0.0776893990196754	0.00234188148033467	0.000789051174462345	0.00282362284661737	0.00124612753632542	0.00247785537153265	0.00124612753632542	0.000789051174462345	0.00124612753632542	0.00157749531029195	0.0728809453430797	0.00124612753632542	0.00109575394400925	0.00124612753632542	0.00124612753632542	0.000789051174462345	0.00124612753632542	0.0728809453430797	0.00124612753632542	0.000789051174462344
"Gaertnera_sp1_M_PL_081"	0.0293135419598359	0.00906987447559854	0.0126248187913975	1.17335436852899	0.0373742547638579	0.00563097463761765	0.0180609604978508	0.0245838430243278	0.000897747780305414	0.00443500928101866	0.00443500928101866	0.00443500928101866	0.00911792103049679	0.0798301670583359	0.0725589958047883	0.00673169691874353	0.0729433682439743	0.0693283407796923	0.00180083880333195	0.000789051174462345	0.00493103814698855	0.00313677398834783	0.000862162998818703	0.0704330613140865	0.00345731022306613	0.00291081658417936	0.0651863538071661	0.00319805392155982	0.000862162998818704	0.000149624630050902	0.000862162998818704	0.0651863538071661	0.000862162998818704	0.00233589092274112	0.000789051174462345	0.000862162998818703	0.00204865358536065	0.000862162998818704	0.000862162998818703	0.0651863538071661	0.000862162998818704	0.000789051174462345	0.000862162998818704	0.065186353807166
"Ochna_mauritiana"	0.0603176430336883	0.000712316376056537	0.0252399249646712	0.0420460366093402	1.10946692606289	0.0134443226476625	0.0390733390396715	0.0171478390486915	0.00135895174131875	0.00491082806417136	0.00491082806417136	0.00491082806417136	0.00979354961682563	0.0883949051550844	0.00569853100845229	0.0788412808589872	0.078348396934605	0.0755849077056391	0.00357803559169865	0.00157749531029195	0.0748265120931899	0.0038961989855545	0.00177404832452024	0.0748806087135832	0.00725887753877934	0.0032030349119112	0.00233589092274112	0.0711157312034511	0.00177404832452024	0.000226491956886459	0.00177404832452024	0.00233589092274112	0.00177404832452024	0.0693416828789309	0.00157749531029195	0.00177404832452024	0.00142898658739096	0.00177404832452024	0.00177404832452024	0.00233589092274112	0.00177404832452024	0.00157749531029195	0.00177404832452024	0.00233589092274112
"Croton_grangeroides"	0.0417654801692783	0.000867906897271488	0.0254510351055634	0.016892923912853	0.0358515270604333	1.06107593320472	0.0332517838927341	0.0477613951500261	0.0355442305741199	0.0114278118914551	0.0114278118914551	0.0114278118914551	0.000587681691970716	0.205700614046192	0.00694325517817191	0.185230973867668	0.00470145353576572	0.00650439460348677	0.00874312459868471	0.00159068969409771	0.0071565885246482	0.186750143558975	0.00122839647556701	0.00838772895228255	0.00614426455893813	0.00520851273806918	0.000938495772936276	0.00346911691684409	0.00122839647556701	0.00592403842902	0.00122839647556701	0.000938495772936275	0.00122839647556701	0.00224072044127709	0.00159068969409771	0.00122839647556701	0.00398011626250218	0.00122839647556701	0.00122839647556701	0.000938495772936275	0.00122839647556701	0.00159068969409771	0.00122839647556701	0.000938495772936275
"Syzygium_coriaceum"	0.0492608269864113	0.000836361989680179	0.0569972182443254	0.0325097288961315	0.0625173424634744	0.0199510703356405	1.07603037360641	0.0108515127905511	0.00178851195767055	0.00721180522962147	0.00721180522962147	0.00721180522962147	0.000954970374172499	0.129812494133186	0.00669089591744143	0.119846723646694	0.00763976299337999	0.113316467314393	0.00530925931909027	0.00356232614027034	0.115072697404879	0.00452755644809776	0.00144884785254151	0.00806657053883966	0.112614211353453	0.00235314058508743	0.00180609604978509	0.00535618175650866	0.00144884785254151	0.000298085326278425	0.00144884785254151	0.00180609604978508	0.00144884785254151	0.00390733390396715	0.00356232614027034	0.00144884785254151	0.000904292732545921	0.00144884785254151	0.00144884785254151	0.00180609604978508	0.00144884785254151	0.00356232614027034	0.00144884785254151	0.00180609604978508
"Grangeria_borbonica"	0.0531460636963295	0.0128459242368623	0.017532063104148	0.0368757645364917	0.0228637853982553	0.0238806975750131	0.00904292732545921	1.11840029096517	0.0193236801240172	0.00625001169305316	0.00625001169305316	0.00625001169305316	0.000672101292430918	0.112500210474957	0.102767393894898	0.00897226904692858	0.00537681033944735	0.00438193290529753	0.0058794868184924	0.00109575394400925	0.00342903326394613	0.100400753863602	0.00156311952048028	0.0982407839403291	0.00356316619703545	0.0947631437675775	0.00204865358536065	0.00299210610787123	0.00156311952048028	0.00322061335400287	0.00156311952048028	0.00204865358536065	0.00156311952048028	0.00142898658739096	0.00109575394400925	0.00156311952048028	0.0932000242470972	0.00156311952048028	0.00156311952048028	0.00204865358536065	0.00156311952048028	0.00109575394400925	0.00156311952048028	0.00204865358536065
"Phyllanthus_phillyreifolius"	0.0433938591866789	0.000779745780744855	0.0396456859445223	0.00269324334091624	0.00362387131018334	0.0355442305741199	0.00298085326278425	0.0386473602480344	1.16378686396077	0.00067243294983742	0.00067243294983742	0.00067243294983742	0.00022032087506882	0.0121037930970736	0.00623796624595884	0.0102027610597963	0.00176256700055056	0.000674201913215786	0.197718622674406	0.00247785537153265	0.00300243265469753	0.203109129109818	0.00127628997607879	0.00487301991701902	0.00405223067388986	0.00449690333008166	0.000149624630050902	0.00150278193296525	0.00127628997607879	0.193964477326795	0.00127628997607879	0.000149624630050902	0.00127628997607879	0.000226491956886459	0.00247785537153265	0.00127628997607879	0.00322061335400287	0.00127628997607879	0.00127628997607879	0.000149624630050902	0.00127628997607879	0.00247785537153265	0.00127628997607879	0.000149624630050902
"Croton_fothergillifolius"	0.0436888881979369	0.000752178948976332	0.00478130608458522	0.0399150835291679	0.0392866245133709	0.0342834356743653	0.0360590261481073	0.037500070158319	0.00201729884951226	1.03141834547755	0.0314183454775515	0.0314183454775515	0.00079438479633791	0.565530218595926	0.00601743159181066	0.0133590215228498	0.00635507837070328	0.00827882128740575	0.00192001540514461	0.000298831630286576	0.00636014827718299	0.00917512826717284	0.00128496729993932	0.00908289181906091	0.00518970154503663	0.0044099731464659	0.00221750464050933	0.003740381332025	0.00128496729993932	0.00033621647491871	0.00128496729993932	0.00221750464050933	0.00128496729993932	0.00245541403208568	0.000298831630286576	0.00128496729993932	0.00312500584652658	0.00128496729993932	0.00128496729993932	0.00221750464050933	0.00128496729993932	0.000298831630286576	0.00128496729993932	0.00221750464050933
