"Marmota_caudata"	"Apodemus_uralensis"	"Spermophilus_fulvus"	"Ellobius_tancrei"	"Cricetulus_migratorius"	"Alticola_argentatus"	"Dryomys_nitedula"	"Microtus_juldaschi"	"Citellophilus_lebedewi"	"Oropsylla_silantiewi"	"Pectinoctenus_nemorosa"	"Citellophilus_transcaucasicus"	"Amphipsylla_dumalis"	"Leptopsylla_taschenbergi"	"Amphipsylla_kuznetzovi"	"Ctenophthalmus_dux"	"Callopsylla_caspia"	"Ceratophyllus_sciurorum"	"Amalaraeus_penicilliger"	"Leptopsylla_nana"	"Frontopsylla_elata"	"Ctenophthalmus_assimilis"	"Neopsylla_mana"	"Frontopsylla_protera"	"Amphipsylla_phaiomydis"	"Ophthalmopsylla_praefecta"	"Amphipsylla_schelkovnikovi"	"Ctenophthalmus_dilatatus"	"Neopsylla_pleskei"	"Ctenophthalmus_golovi"	"Amphipsylla_primaris"	"Rhadinopsylla_li"
"Marmota_caudata"	1.33333333333333	0	0	0	0	0	0	0	0.222222222222222	0.222222222222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.222222222222222
"Apodemus_uralensis"	0	1.2121002838995	0	0.0116548104221106	0.0505662817249583	0.025642016080085	0.0216446479267767	0.0117252932799055	0	0	0.0378781338718593	0	0.0407918364773869	0.0378781338718593	0.04531219582635	0.00291370260552764	0.0421518032185401	0.0432892958535535	0.0432892958535535	0.04531219582635	0.00609171592778627	0.0408094571918356	0.0378781338718593	0.0378781338718593	0.0378781338718593	0.0410385264796692	0.0031603926078099	0.0410385264796692	0.0410385264796692	0.0378781338718593	0.0031603926078099	0
"Spermophilus_fulvus"	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ellobius_tancrei"	0	0.0932384833768844	0	1.23166575464785	0.00388971397884295	0.00197246277539116	0.00166497291744436	0.000901945636915806	0	0	0.00291370260552764	0	0.310830141267491	0.00291370260552764	0.00348555352510385	0.307916438661964	0.00324244640142616	0.00332994583488873	0.00332994583488873	0.00348555352510385	0.000468593532906636	0.00313918901475659	0.00291370260552764	0.00291370260552764	0.00291370260552764	0.00315680972920532	0.000243107123677684	0.00315680972920532	0.00315680972920532	0.00291370260552764	0.000243107123677684	0
"Cricetulus_migratorius"	0	0.101132563449917	0	0.000972428494710737	1.17824689741487	0.0292324128561588	0.00180593863303423	0.0219430924846398	0	0	0.0031603926078099	0	0.00340349973148758	0.0031603926078099	0.0816728925055992	0.000243107123677684	0.0080324614171697	0.00361187726606845	0.00361187726606845	0.0816728925055993	0.0791262042095895	0.00864616572896985	0.0031603926078099	0.0031603926078099	0.0031603926078099	0.0768008236962394	0.0736404310884296	0.0768008236962395	0.0768008236962395	0.0031603926078099	0.0736404310884296	0
"Alticola_argentatus"	0	0.136757419093787	0	0.0013149751835941	0.0779531009497569	1.11225267329208	0.00244209676953191	0.00261306804458304	0	0	0.00427366934668084	0	0.00460241314257937	0.00427366934668084	0.194521183704721	0.000328743795898526	0.189649114895361	0.00488419353906381	0.00488419353906382	0.194521183704721	0.00552533582050557	0.0049269363578266	0.00427366934668084	0.00427366934668084	0.00427366934668084	0.00914573815604064	0.00487206880935981	0.00914573815604065	0.00914573815604064	0.00427366934668084	0.00487206880935981	0
"Dryomys_nitedula"	0	0.173157183414214	0	0.00166497291744436	0.00722375453213691	0.00366314515429786	1.14594923541811	0.00167504189712935	0	0	0.00541116198169418	0	0.00582740521105528	0.00541116198169419	0.00647317083233572	0.000416243229361091	0.00602168617407716	0.291898470836222	0.291898470836222	0.00647317083233572	0.000870245132540895	0.00582992245597652	0.00541116198169419	0.00541116198169418	0.00541116198169419	0.00586264663995273	0.000451484658258557	0.00586264663995274	0.00586264663995274	0.00541116198169418	0.000451484658258557	0
"Microtus_juldaschi"	0	0.0938023462392438	0	0.000901945636915806	0.0877723699385594	0.00391960206687456	0.00167504189712935	1.14526202755461	0	0	0.00293132331997637	0	0.00315680972920532	0.00293132331997637	0.0090703634522821	0.000225486409228952	0.00358459033112213	0.00335008379425871	0.00335008379425871	0.00907036345228209	0.291801280009813	0.289246830208629	0.00293132331997637	0.00293132331997637	0.00293132331997637	0.00841709644113633	0.00548577312115996	0.00841709644113633	0.00841709644113633	0.00293132331997637	0.00548577312115996	0
"Citellophilus_lebedewi"	0.666666666666667	0	0	0	0	0	0	0	1.11111111111111	0.111111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111111111111111
"Oropsylla_silantiewi"	0.666666666666667	0	0	0	0	0	0	0	0.111111111111111	1.11111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111111111111111
"Pectinoctenus_nemorosa"	0	0.606050141949749	0	0.00582740521105528	0.0252831408624792	0.0128210080400425	0.0108223239633884	0.00586264663995274	0	0	1.01893906693593	0	0.0203959182386935	0.0189390669359296	0.022656097913175	0.00145685130276382	0.0210759016092701	0.0216446479267767	0.0216446479267767	0.022656097913175	0.00304585796389313	0.0204047285959178	0.0189390669359297	0.0189390669359296	0.0189390669359297	0.0205192632398346	0.00158019630390495	0.0205192632398346	0.0205192632398346	0.0189390669359297	0.00158019630390495	0
"Citellophilus_transcaucasicus"	0	0	0.666666666666667	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_dumalis"	0	0.326334691819096	0	0.310830141267491	0.0136139989259503	0.00690361971386905	0.00582740521105527	0.00315680972920532	0	0	0.0101979591193467	0	1.08790549443622	0.0101979591193467	0.0121994373378635	0.0777075353168729	0.0113485624049916	0.0116548104221105	0.0116548104221106	0.0121994373378635	0.00164007736517323	0.0109871615516481	0.0101979591193467	0.0101979591193467	0.0101979591193467	0.0110488340522186	0.000850874932871895	0.0110488340522186	0.0110488340522186	0.0101979591193467	0.000850874932871895	0
