"Ictalurus_punctatus"	"Rhinichthys_osculus"	"Gila_cypha"	"Pimephales_promelas"	"Fundulus_zebrinus"	"Catostomus_discobolus"	"Oncorhynchus_mykiss"	"Cyprinella_lutrensis"	"Catostomus_latipinnis"	"Cyprinus_carpio"	"Ameiurus_natalis"	"Bothriocephalus_acheilognathi"	"Ornithodiplostomum_sp."	"Lernaea_cyprinacea"	"Contracaecum_sp."	"Rhabdochona_sp."	"Unidenti?ed_metacercaria"	"Corallobothriinae"	"Posthodiplostomum_sp."	"Eustrongylides_sp."	"Oribatida_gen._sp."	"Henneguya_exilis"	"Ligictaluridus_?oridanus"	"Dactylogyrus_extensus"	"Gyrodactylus_hoffmani"	"Corallobothrium_?mbriatum"	"Megathylacoides_giganteum"	"Truttaedacnitis_truttae"	"Ergasilus_arthrosis"	"Myzobdella_lugubris"	"Gyrodactylus_sp."
"Ictalurus_punctatus"	1.20958120137113	0.0343577424753706	0.0258214207956751	0.00990543473042324	0.00529469793441359	0.00940240649446024	0.00427223611366389	0.0116100537710877	0.00851570342452329	0.00366858607414633	0.0109038501484405	0.0706202819273168	0.0636682873157431	0.00706203622647196	0.0615506986684997	0.0044149879123467	0.00532021841962171	0.0568253508983788	0.00308256654099398	0.0568897271695416	0.00257060071265562	0.0549809636986877	0.0549809636986877	0.000917146518536582	0.00123817934130291	0.0549809636986877	0.0549809636986877	0.000712039352277315	0.0549809636986877	0.0549809636986877	0.00190876347085392
"Rhinichthys_osculus"	0.0419927963587863	1.11328062032146	0.0433135482791482	0.0121964713714421	0.0399795093564298	0.021706341256263	0.0126667865835695	0.0204080622275688	0.0102795959610989	0.00464680555996599	0.0128627960576004	0.0894510070293454	0.0745636931535437	0.0754526616996844	0.0703747295410411	0.069940186897828	0.0685604717709847	0.00500258834793594	0.00461838379851227	0.0637576868220461	0.066846362020746	0.00190876347085392	0.00190876347085392	0.0011617013899915	0.00152455892143026	0.00190876347085392	0.00190876347085392	0.00211113109726158	0.00190876347085392	0.00190876347085392	0.0618489233511923
"Gila_cypha"	0.0405765183932037	0.0556888477874762	1.09061676463653	0.0355677362289422	0.0296288880159761	0.0270073357517033	0.0150688256225675	0.0149275361715557	0.0127579615889693	0.0055351856633978	0.00595773347300864	0.106552324020408	0.0949760896019551	0.089698026985471	0.00891556814028454	0.0846986333531171	0.0854962449764039	0.0797455846737292	0.0823471645026558	0.00493821207677309	0.00679743587907903	0.00184438719969108	0.00184438719969108	0.00138379641584945	0.00444596702861778	0.00184438719969108	0.00184438719969108	0.00251147093709458	0.00184438719969108	0.00184438719969108	0.00309382487708201
"Pimephales_promelas"	0.0272399455086639	0.0274420605857447	0.0622435384006488	1.12741987767816	0.0104929285600259	0.0222252274769318	0.00934930306417341	0.00937110841340839	0.0206127723886756	0.00860568390345996	0.00833088735344356	0.165659415141604	0.156993587677778	0.0104022105996482	0.00640731150332879	0.00728214202005127	0.00967473052953666	0.00568414636992068	0.145373451738387	0.00276273826273316	0.0028361749914335	0.00123817934130291	0.00123817934130291	0.00215142097586499	0.14092748470977	0.00123817934130291	0.00123817934130291	0.00155821717736223	0.00123817934130291	0.00123817934130291	0.00152455892143026
"Fundulus_zebrinus"	0.0145604193196374	0.0899538960519671	0.0518505540279582	0.0104929285600259	1.08160640238512	0.0103201598080622	0.0246253101617251	0.0240586137800008	0.0085833137570242	0.00842470543114301	0.00885703005066967	0.162175579549503	0.0145403580572887	0.152015837293312	0.0118833023873563	0.143901849969691	0.0104210763062278	0.00436544824379871	0.00501522707200025	0.00565927591135543	0.140198238967694	0.000661837241801698	0.000661837241801699	0.00210617635778575	0.00131161607000323	0.000661837241801699	0.000661837241801698	0.00410421836028751	0.000661837241801698	0.000661837241801698	0.00499743866955373
"Catostomus_discobolus"	0.0344754904796876	0.065119023768789	0.0630171167539744	0.029633636635909	0.0137602130774162	1.05642857338934	0.0117664873446808	0.012016786003573	0.0257301775449716	0.0107493275008222	0.0106365008341683	0.206924554390826	0.195894191781026	0.0138028516940471	0.00984671416759146	0.00983897280267142	0.184190375066218	0.0060682903743606	0.00820542720477251	0.00518479129178721	0.00533775017738753	0.00156706774907671	0.00156706774907671	0.00268733187520554	0.00370420457948863	0.00156706774907671	0.00156706774907671	0.00196108122411347	0.00156706774907671	0.00156706774907671	0.0036177235427105
"Oncorhynchus_mykiss"	0.0156648657501009	0.0380003597507084	0.0351605931193241	0.0124657374188979	0.0328337468823001	0.0117664873446808	1.12344593394779	0.0311733101590776	0.0106692068016026	0.0110961181076877	0.0110569740511655	0.213600273572988	0.0115212414885098	0.201163361079121	0.0107829656555099	0.00872682039464366	0.00658368325846962	0.00322351028937189	0.00406968811445681	0.00282317044953889	0.00621534945754909	0.000712039352277315	0.000712039352277315	0.00277402952692193	0.00155821717736223	0.000712039352277315	0.000712039352277315	0.187240988991298	0.000712039352277315	0.000712039352277315	0.00211113109726158
"Cyprinella_lutrensis"	0.0425701971606549	0.0612241866827064	0.0348309177336301	0.0124948112178778	0.0320781517066678	0.012016786003573	0.0311733101590776	1.05219944151432	0.010701441992387	0.0108907637123189	0.0331533254501155	0.209647201462138	0.0140642849292957	0.190461160642088	0.188991257614692	0.00989903536318756	0.00789206406711626	0.00442293165710724	0.00404977409749402	0.00533635266644275	0.00741111266792828	0.00193500896184795	0.00193500896184795	0.00272269092807972	0.00156185140223473	0.00193500896184795	0.00193500896184795	0.0051955516931796	0.00193500896184795	0.00193500896184795	0.0034013437045948
"Catostomus_latipinnis"	0.0468363688348781	0.046258181824945	0.0446528655613927	0.0412255447773513	0.0171666275140484	0.0385952663174573	0.0160038102024038	0.0160521629885805	1.03656327735516	0.0152518529710588	0.0147273749860534	0.293598169692882	0.278614872065851	0.0132478800252705	0.0110560290910156	0.0079052178267731	0.0121919337737599	0.00531841625337316	0.00834268349441124	0.00469882484640554	0.00471572742953077	0.00212892585613082	0.00212892585613082	0.00381296324276471	0.00515319309716891	0.00212892585613082	0.00212892585613082	0.00266730170040064	0.00212892585613082	0.00212892585613082	0.00256989899027472
"Cyprinus_carpio"	0.0201772234078048	0.020910625019847	0.0193731498218923	0.0172113678069199	0.016849410862286	0.0161239912512332	0.0166441771615316	0.0163361455684783	0.0152518529710588	1.15913408335567	0.0153213061066155	0.313331104596571	0.0121143604182128	0.0101483946186283	0.00863186536326166	0.0046516741636267	0.00523282968104649	0.00230094293438603	0.00353521739171444	0.00207884790852808	0.00326787774777725	0.000917146518536582	0.000917146518536582	0.289783520838917	0.00215142097586499	0.000917146518536582	0.000917146518536582	0.00277402952692192	0.000917146518536582	0.000917146518536582	0.0011617013899915
