"Syzygium_coriaceum"	"Diospyros_revaughanii"	"Syzygium_petrinese"	"Casearia_coriacea"	"Labourdonnaisia_callophylloides"	"Calophyllum_eputamen"	"Gaertnera_sp1_M_PL_070"	"Ocotea_laevigata"	"Stillingia_lineata"	"Syzygium_mauritianum"	"Cordemoya_integrifolia"	"Tristhema_mauritiana"	"Euodia_obtusifolia"	"Syzygium_commersonii"	"Technomyrmex_albipes"	"Apis_mellifera"	"Musca_domestica"	"Chaetocnema_sp1_M_PL_070"	"Phelsuma_cepediana"	"Eristalinus_flaveolus"	"Brachymyrmex_sp1_M_PL_070"	"Chrysomya_megacephala"	"Episyrphus_sp1_M_PL_070"	"Panara_naso"	"Paragus_borbonicus"	"Anthomyia_faciata"	"Macroglossum_milvus"	"Melanagromyza_sojae"	"Nacoleia_sp1_M_PL_070"	"Ornidia_obesa"	"Phorinia_sp1_M_PL_070"	"Polistes_hebraeus"	"Syritta_sp1_M_PL_070"	"Thelairodrino_sp1_M_PL_070"
"Syzygium_coriaceum"	1.18549417545912	0.00108867046390936	0.0250424363709841	0.0237012015081285	0.00792431559854781	0.020460757055505	0.0204856290175816	0.0179249253903839	0.0210833860746256	0.000997947925250247	0.000523116377916407	0.0074011992206314	0.000730741323410893	0.000474831547333839	0.074011992206314	0.00523116377916407	0.0674832297685896	0.0653462010839987	0.00379865237867072	0.00469462331652912	0.0652000091499883	0.0665269267214235	0.00292296529364357	0.00170713575146514	0.0624050133193292	0.00170713575146514	0.00170713575146514	0.0592747087729562	0.000181445077318227	0.0592747087729562	0.0592747087729562	0.00313030454637301	0.0592747087729562	0.00351389767910427
"Diospyros_revaughanii"	0.00362890154636453	1.14545060459692	0.0317583426780944	0.00120606742316534	0.0234314046442568	0.0241788483532774	0.000574567008507262	0.000502746132443854	0.00066021861773832	0.0499963875471744	0.0223460777043688	0.00108532693988795	0.000863530298331333	0.0276503098428056	0.0108532693988795	0.223460777043688	0.000423153119724194	0.00331383755776762	0.221202478742444	0.000131671606116248	0.000482961933109562	0.00333547272759414	0.00345412119332533	4.78805840422718e-05	0.00415123791208003	4.78805840422718e-05	4.78805840422718e-05	0.000181445077318227	0.190908434099486	0.000181445077318227	0.000181445077318227	0.0039697928347618	0.000181445077318227	0.00011003643628972
"Syzygium_petrinese"	0.0626060909274601	0.0238187570085708	1.14478575264669	0.0182669063761195	0.0178396455737559	0.00266641568003622	0.00111550833960582	0.000976069797155093	0.00115258807910919	0.0218338605911899	0.00149699698273714	0.0163426485910188	9.52291314298649e-05	0.0203368636084528	0.163426485910188	0.0149699698273714	0.00357803988738421	0.0036557045195624	0.162694908867622	0.000255637327826334	0.00769703114040288	0.00371924383420387	0.00038091652571946	9.2959028300485e-05	0.14622852362721	9.2959028300485e-05	9.2959028300485e-05	0.00313030454637301	0.0039697928347618	0.00313030454637301	0.00313030454637301	0.143098219080837	0.00313030454637301	0.000192098013184865
"Casearia_coriacea"	0.118506007540642	0.00180910113474802	0.036533812752239	1.1012313499625	0.0318770309855684	0.00301849500739198	0.00206846794600021	0.00180990945275018	0.00213160424907821	0.00165834270685235	0.000953965489981108	0.0309230654955873	0.000107803393121142	0.00070437721687124	0.309230654955873	0.00953965489981108	0.00675459165617021	0.00665787962780249	0.00563501773496992	0.000474023904291715	0.281233137867657	0.00677663615724784	0.000431213572484568	0.000172372328833351	0.010492026971062	0.000172372328833351	0.000172372328833351	0.00592530037703212	0.000301516855791336	0.00592530037703213	0.00592530037703213	0.00456672659402987	0.00592530037703213	0.000355267374846368
"Labourdonnaisia_callophylloides"	0.039621577992739	0.0351471069663852	0.0356792911475118	0.0318770309855684	1.05915798715645	0.0327939188885816	0.00136619635631348	0.00119542181177429	0.00149778104336232	0.032218181385853	0.0297685403323909	0.0293894468240612	0.00117121138887791	0.00244964105346219	0.293894468240612	0.297685403323909	0.00254379573851918	0.00632994893460338	0.0195971284276975	0.000313086664988506	0.00995033664602905	0.00639340542569816	0.00468484555551166	0.000113849696359457	0.00644099029307593	0.000113849696359457	0.000113849696359457	0.00198107889963695	0.00585785116106419	0.00198107889963695	0.00198107889963695	0.00445991139343898	0.00198107889963695	0.00024963017389372
"Calophyllum_eputamen"	0.0511518926387625	0.018134136264958	0.00266641568003622	0.00150924750369599	0.0163969594442908	1.09701064740697	0.0241488668788928	0.0211302585190312	0.027984519941102	0.0166229582428782	0.0156214385675603	0.000775520876730458	0.0391789516931061	0.00100151967531783	0.00775520876730458	0.156214385675604	0.0127557966152014	0.14434801221466	0.00801215740254266	0.00553411532641294	0.00293490650786212	0.145218040884222	0.156715806772424	0.00201240557324107	0.00289089659194265	0.00201240557324107	0.00201240557324107	0.00255759463193813	0.00302235604415967	0.00255759463193813	0.00255759463193813	0.000333301960004527	0.00255759463193813	0.00466408665685033
"Gaertnera_sp1_M_PL_070"	0.0341427150293027	0.000287283504253631	0.00074367222640388	0.000689489315333403	0.000455398785437826	0.0160992445859285	1.20683138294731	0.0559774600788969	0.0167854151198158	0.000263343212232495	0.000235786490179044	0.000219612295258782	0.000574973020926019	2.75567220534508e-05	0.00219612295258782	0.00235786490179044	0.114403563530193	0.00651711051134218	0.000220453776427606	0.109898858592092	0.00187950808029849	0.113618399916798	0.00229989208370408	0.100569281912276	0.00180009477976562	0.100569281912276	0.100569281912276	0.00170713575146514	4.78805840422718e-05	0.00170713575146514	0.00170713575146514	9.2959028300485e-05	0.00170713575146514	0.00279756918663597
"Ocotea_laevigata"	0.0597497513012797	0.000502746132443854	0.00130142639620679	0.00120660630183346	0.000796947874516196	0.0281736780253749	0.111954920157794	1.09796055513807	0.0293744764596777	0.000460850621406866	0.000412626357813328	0.000384321516702868	0.00100620278662053	4.82242635935388e-05	0.00384321516702868	0.00412626357813327	0.200206236177838	0.0114049433948488	0.000385794108748311	0.192323002536161	0.00328913914052235	0.198832199854397	0.00402481114648213	0.00932957667981616	0.00315016586458984	0.00932957667981616	0.00932957667981616	0.00298748756506399	8.37910220739756e-05	0.00298748756506399	0.00298748756506399	0.000162678299525849	0.00298748756506399	0.00489574607661295
"Stillingia_lineata"	0.0702779535820854	0.00066021861773832	0.00153678410547892	0.00142106949938547	0.00099852069557488	0.0373126932548026	0.0335708302396317	0.0293744764596777	1.1551840116562	0.000605200399593461	0.000544742459677067	0.000453778235897813	0.00133259618767152	6.04579399163934e-05	0.00453778235897813	0.00544742459677067	0.20373788155172	0.200708652945322	0.000483663519331147	0.00769331526324892	0.00386916505395063	0.0158712995992035	0.00533038475068609	0.00279756918663597	0.00370599569228913	0.00279756918663597	0.00279756918663597	0.00351389767910427	0.00011003643628972	0.00351389767910427	0.00351389767910427	0.000192098013184865	0.00351389767910427	0.192530668609367
"Syzygium_mauritianum"	0.00498973962625123	0.0749945813207616	0.0436677211823798	0.00165834270685235	0.0322181813858531	0.0332459164857564	0.000790029636697485	0.000691275932110299	0.00090780059939019	1.06874503287736	0.0307258568435071	0.00149232454234594	0.00118735416020558	0.0380191760338576	0.0149232454234594	0.307258568435071	0.000581835539620767	0.00455652664193047	0.304153408270861	0.00018104845840984	0.000664072658025648	0.00458627500044195	0.00474941664082233	6.58358030581238e-05	0.00570795212911004	6.58358030581237e-05	6.58358030581237e-05	0.000249486981312562	0.0124990968867936	0.000249486981312562	0.000249486981312562	0.00545846514779748	0.000249486981312562	0.000151300099898365
