"Sideroxylon_puberulum"	"Psiadia_terebinthina"	"Psidium_cattleianum"	"Helichrysum_proteoides"	"Stillingia_lineata"	"Grangeria_borbonica"	"Antidesma_madagascariense"	"Labourdonnaisia_callophylloides"	"Olea_lancea"	"Euodia_obtusifolia"	"Warneckea_trinervis"	"Homalanthus_populifolius"	"Phyllanthus_phillyreifolius"	"Wikstroemia_indica"	"Badula_platiphylla"	"Eugenia_orbiculata"	"Euodia_chapelieri"	"Gaertnera_sp1_M_PL_078"	"Apis_mellifera"	"Chaetocnema_sp1_M_PL_078"	"Villa_unifasciata"	"Pachycerina_crinicornis"	"Musca_domestica"	"Chrysomya_megacephala"	"Technomyrmex_albipes"	"Cerambycidae_sp1_M_PL_078"	"Stomorhina_lunata"	"Dysauxes_florida"	"Lygaeidae_sp1_M_PL_078"	"Pelecophora_intemipta"	"Scolia_carniflex"
"Sideroxylon_puberulum"	1.09571477242334	0.0317314847796887	0.0261204065497859	0.0798238113424758	0.00240562409941977	0.0305162506351906	0.00398003658597894	0.0294854698269211	0.00169315485329756	0.000809752166830393	0.0252370038633188	0.000809752166830393	0.000809752166830393	0.000809752166830393	0.000809752166830393	0.00088340268646717	0.000809752166830393	0.00088340268646717	0.302844046359825	0.0194340520039294	0.010600832237606	0.012766975460715	0.0117969124636464	0.281911074240082	0.00276403920036799	0.00226653462712062	0.00608106595651945	0.00798238113424758	0.00226653462712062	0.00368568372836514	0.00226653462712062
"Psiadia_terebinthina"	0.0090661385084825	1.18897832732577	0.0171053775013775	0.00323836424941241	0.00133724372762908	0.0323408140819817	0.0322640839521472	0.0104061754379692	0.00927508426096295	0.000588252505052453	0.00841854574546703	0.000588252505052453	0.000588252505052453	0.000588252505052453	0.000588252505052453	0.0086868317559105	0.000588252505052453	0.0086868317559105	0.101022548945604	0.0141180601212589	0.104241981070926	0.00599192978061306	0.00436643818518895	0.00259037105206187	0.0889600338744304	0.084927023380412	0.0889696251406597	0.000323836424941241	0.084927023380412	0.00130077192974615	0.084927023380412
"Psidium_cattleianum"	0.0261204065497859	0.0598688212548214	1.04952889927592	0.00487280881865109	0.00187235909084805	0.0281805899704419	0.0290108733322824	0.0279876480115265	0.0260251742189933	0.000862335863028895	0.024366060919958	0.000862335863028895	0.000862335863028895	0.000862335863028895	0.000862335863028895	0.0251628383559644	0.000862335863028895	0.0251628383559644	0.292392731039497	0.0206960607126935	0.301954060271573	0.00808018582255323	0.00400985462817035	0.00701738251931159	0.00790270354187968	0.00427634437534438	0.00779891812164962	0.000487280881865109	0.00427634437534438	0.00349845600144081	0.00427634437534438
"Helichrysum_proteoides"	0.0319295245369903	0.00453370994917737	0.00194912352746044	1.13907561955372	0.0219625018300247	0.0387187355124985	0.023262498786204	0.0249808433009173	0.00677601094617875	0.00628392618330361	0.0014570387645853	0.00628392618330361	0.00628392618330361	0.00628392618330361	0.00628392618330361	0.00049208476287514	0.00628392618330361	0.00049208476287514	0.0174844651750236	0.150814228399287	0.00590501715450168	0.125428605173769	0.118747403894435	0.12188994308962	0.00323164877321675	0.000323836424941241	0.00516367836400355	0.113907561955372	0.000323836424941241	0.00312260541261467	0.000323836424941241
"Stillingia_lineata"	0.00240562409941977	0.0046803530467018	0.00187235909084805	0.0549062545750618	1.04873254638978	0.0170473990900033	0.0514125078552512	0.052922840126516	0.0146328291827138	0.0136430863206953	0.000882616228829491	0.0136430863206953	0.0136430863206953	0.0136430863206953	0.0136430863206953	0.000989742862018559	0.0136430863206953	0.000989742862018559	0.0105913947459539	0.327434071696687	0.0118769143442227	0.280715680552672	0.00762155034375659	0.00609203148236112	0.00676087441381368	0.000334310931907271	0.00246523581815769	0.00549062545750618	0.000334310931907271	0.0066153550158145	0.000334310931907271
"Grangeria_borbonica"	0.0152581253175953	0.0565964246434679	0.014090294985221	0.0483984193906231	0.00852369954500167	1.0905998423747	0.0108697940333466	0.0230594469818471	0.00811797228571611	0.00712220930097518	0.01309453200048	0.00712220930097518	0.00712220930097518	0.00712220930097518	0.00712220930097518	0.000995762984740936	0.00712220930097518	0.000995762984740936	0.15713438400576	0.170933023223404	0.0119491558168912	0.0112119219522119	0.1411648222359	0.00865437326846114	0.00540132601441603	0.00404260176024771	0.140367582057085	0.00483984193906231	0.00404260176024771	0.00288243087273089	0.00404260176024771
"Antidesma_madagascariense"	0.00199001829298947	0.0564621469162576	0.0145054366661412	0.029078123482755	0.0257062539276256	0.0108697940333466	1.0736322623532	0.02863460585625	0.0206832847366127	0.00731653713308022	0.00113868906260875	0.00731653713308022	0.00731653713308022	0.00731653713308022	0.00731653713308022	0.0133667476035324	0.00731653713308022	0.0133667476035324	0.013664268751305	0.175596891193925	0.160400971242389	0.147117734356363	0.00426653660244383	0.00340531692152287	0.138237043288168	0.0040330104940184	0.00539173474818672	0.00290781234827551	0.0040330104940184	0.00357932573203125	0.0040330104940184
"Labourdonnaisia_callophylloides"	0.0147427349134606	0.0182108070164461	0.0139938240057633	0.0312260541261467	0.026461420063258	0.0230594469818471	0.02863460585625	1.10880222153757	0.00842488595922354	0.00747172458167589	0.0130406626282156	0.00747172458167589	0.00747172458167589	0.00747172458167589	0.00747172458167589	0.000953161377547645	0.00747172458167589	0.000953161377547645	0.156487951538587	0.179321389960221	0.0114379365305717	0.151917563852657	0.00600503628534556	0.00680828914097981	0.0048800976617774	0.00130077192974615	0.00418320280247704	0.00312260541261467	0.00130077192974615	0.138600277692196	0.00130077192974615
"Olea_lancea"	0.00169315485329756	0.0324627949133703	0.0260251742189933	0.0169400273654469	0.0146328291827138	0.0162359445714322	0.0413665694732253	0.0168497719184471	1.0379155148226	0.0130541725944411	0.00116383199083029	0.0130541725944411	0.0130541725944411	0.0130541725944411	0.0130541725944411	0.024861342228163	0.0130541725944411	0.024861342228163	0.0139659838899635	0.313300142266585	0.298336106737956	0.0126292527061822	0.00372349580797372	0.00211729144986908	0.00748959224939391	0.00231877106524074	0.00434826413666977	0.00169400273654469	0.00231877106524074	0.00210622148980588	0.00231877106524074
"Euodia_obtusifolia"	0.00161950433366079	0.00411776753536717	0.00172467172605779	0.0314196309165181	0.0272861726413905	0.0284888372039007	0.0292661485323209	0.0298868983267036	0.0261083451888821	1.02511646800272	0.000732794539894035	0.0251164680027184	0.0251164680027184	0.0251164680027184	0.0251164680027184	0.000991877186163756	0.0251164680027184	0.000991877186163756	0.00879353447872842	0.602795232065241	0.0119025262339651	0.0173576371093775	0.00670306774213939	0.003546839175067	0.00395239481906634	0.000294126252526226	0.00385523090301381	0.00314196309165181	0.000294126252526226	0.00373586229083794	0.000294126252526226
