"Apodemus_agrarius"	"Microtus_fortis"	"Tamias_sibiricus"	"Micromys_minutus"	"Apodemus_peninsulae"	"Megabothris_calcarifer"	"Neopsylla_bidentatiformis"	"Ctenophthalmus_congeneroides"	"Frontopsylla_elata"	"Pectinoctenus_pectiniceps"	"Ceratophyllus_indages"	"Frontopsylla_luculenta"	"Nosopsyllus_fasciatus"	"Ceratophyllus_anisus"	"Leptopsylla_segnis"	"Hystrichopsylla_microti"	"Megabothris_advenarius"	"Amphipsylla_vinogradovi"	"Ctenophthalmus_pisticus"	"Rhadinopsylla_rothschildi"	"Amphipsylla_marikovskii"	"Stenoponia_sidimi"	"Neopsylla_acanthina"	"Neopsylla_pleskei"
"Apodemus_agrarius"	1.16066475582491	0.0866397254475326	0.0310651466136037	0.0368067179044702	0.0181569875428123	0.0467014832569874	0.0486357382748095	0.0430208114665404	0.0430208114665404	0.0486357382748095	0.0412775874119641	0.0479844237928799	0.0386888251941638	0.0430208114665405	0.0430208114665404	0.0423694969846108	0.0430208114665405	0.0430208114665405	0.00258876221780031	0.0423694969846108	0.00433198627237663	0.00368067179044702	0.00258876221780031	0.0386888251941638
"Microtus_fortis"	0.129959588171299	1.14853605018242	0.0212611925783503	0.0156130139512552	0.0179634884500113	0.063320090176623	0.0665244695713619	0.0617587887814975	0.0617587887814975	0.0665244695713619	0.00610375232057249	0.0106589684573665	0.00433198627237663	0.0617587887814975	0.0617587887814975	0.00589328766750214	0.0617587887814975	0.0617587887814975	0.00177176604819586	0.00589328766750214	0.0574268025091209	0.00156130139512551	0.00177176604819586	0.00433198627237663
"Tamias_sibiricus"	0.0776628665340092	0.0354353209639171	1.16219053540132	0.0175627796915122	0.04048183074257	0.00611680623514738	0.107956711339868	0.00436052826599616	0.00436052826599616	0.107956711339868	0.099437973501244	0.107941223260824	0.00258876221780031	0.00436052826599616	0.00436052826599616	0.00434504018695153	0.00436052826599616	0.00436052826599616	0.0968492112834437	0.00434504018695153	0.00177176604819586	0.00175627796915122	0.0968492112834437	0.00258876221780031
"Micromys_minutus"	0.11042015371341	0.0312260279025103	0.0210753356298147	1.15265199586683	0.0179598202207639	0.120507172772256	0.00999155452485107	0.00524197318557253	0.00524197318557253	0.00999155452485107	0.00543694975959823	0.123695452716409	0.00368067179044702	0.00524197318557253	0.00524197318557253	0.11894587137713	0.00524197318557253	0.00524197318557253	0.00175627796915122	0.11894587137713	0.00156130139512552	0.115265199586683	0.00175627796915122	0.00368067179044702
"Apodemus_peninsulae"	0.0907849377140617	0.059878294833371	0.08096366148514	0.0299330337012731	1.07177340559949	0.00901338270226459	0.191395952055814	0.00602007933213728	0.00602007933213728	0.191395952055813	0.00977313638089706	0.191395340684272	0.00302616459046873	0.00602007933213728	0.00602007933213727	0.00601946796059604	0.00602007933213728	0.00602007933213728	0.00674697179042833	0.00601946796059604	0.00299391474166855	0.00299330337012731	0.00674697179042833	0.00302616459046873
"Megabothris_calcarifer"	0.233507416284937	0.21106696725541	0.0122336124702948	0.20084528795376	0.00901338270226459	1.03842145770098	0.0208586270618371	0.0183369289056017	0.0183369289056017	0.0208586270618371	0.00880304824868914	0.0303898074944425	0.00778358054283125	0.0183369289056018	0.0183369289056017	0.0278681093382072	0.0183369289056018	0.0183369289056018	0.0010194677058579	0.0278681093382072	0.0105533483627705	0.020084528795376	0.0010194677058579	0.00778358054283125
"Neopsylla_bidentatiformis"	0.182384018530536	0.166311173928405	0.161935067009802	0.0124894431560638	0.14354696404186	0.0156439702963778	1.05181410890523	0.0143950259807714	0.0143950259807714	0.0518141089052316	0.0195740562018347	0.0447474945244178	0.00607946728435119	0.0143950259807714	0.0143950259807714	0.00732841159995757	0.0143950259807714	0.0143950259807714	0.0134945889174835	0.00732841159995757	0.00831555869642024	0.00124894431560638	0.0134945889174835	0.00607946728435118
"Ctenophthalmus_congeneroides"	0.322656085999053	0.308793943907487	0.0130815847979885	0.0131049329639313	0.00903011899820591	0.0275053933584026	0.0287900519615428	1.02619490006201	0.0261949000620095	0.0287900519615428	0.0118453349331342	0.0146608480625616	0.0107552028666351	0.0261949000620095	0.0261949000620095	0.0120656961630282	0.0261949000620095	0.0261949000620095	0.00109013206649904	0.0120656961630282	0.0154396971953744	0.00131049329639313	0.00109013206649904	0.0107552028666351
"Frontopsylla_elata"	0.322656085999053	0.308793943907488	0.0130815847979885	0.0131049329639313	0.00903011899820591	0.0275053933584026	0.0287900519615428	0.0261949000620095	1.02619490006201	0.0287900519615428	0.0118453349331342	0.0146608480625616	0.0107552028666351	0.0261949000620095	0.0261949000620095	0.0120656961630282	0.0261949000620095	0.0261949000620095	0.00109013206649904	0.0120656961630282	0.0154396971953744	0.00131049329639313	0.00109013206649904	0.0107552028666351
"Pectinoctenus_pectiniceps"	0.182384018530536	0.166311173928405	0.161935067009802	0.0124894431560638	0.14354696404186	0.0156439702963778	0.0518141089052316	0.0143950259807714	0.0143950259807714	1.05181410890523	0.0195740562018347	0.0447474945244178	0.00607946728435119	0.0143950259807714	0.0143950259807714	0.00732841159995757	0.0143950259807714	0.0143950259807714	0.0134945889174835	0.00732841159995757	0.00831555869642024	0.00124894431560638	0.0134945889174835	0.00607946728435119
"Ceratophyllus_indages"	0.309581905589731	0.0305187616028624	0.298313920503732	0.0135923743989956	0.0146597045713456	0.0132045723730337	0.0391481124036694	0.0118453349331342	0.0118453349331342	0.0391481124036694	1.0351788902283	0.0389814117634258	0.010319396852991	0.0118453349331342	0.0118453349331341	0.0116786342928906	0.0118453349331342	0.0118453349331342	0.024859493375311	0.0116786342928906	0.00152593808014312	0.00135923743989956	0.024859493375311	0.010319396852991
"Frontopsylla_luculenta"	0.179941589223299	0.0266474211434164	0.161911834891235	0.154619315895511	0.143546505513204	0.0227923556208319	0.0447474945244178	0.0073304240312808	0.0073304240312808	0.0447474945244178	0.0194907058817129	1.0588770550568	0.00599805297410998	0.0073304240312808	0.0073304240312808	0.0214599845636611	0.0073304240312808	0.0073304240312808	0.013492652907603	0.0214599845636611	0.00133237105717082	0.0154619315895511	0.013492652907603	0.00599805297410998
"Nosopsyllus_fasciatus"	0.580332377912458	0.0433198627237663	0.0155325733068018	0.0184033589522351	0.00907849377140618	0.0233507416284937	0.0243178691374047	0.0215104057332702	0.0215104057332702	0.0243178691374047	0.0206387937059821	0.0239922118964399	1.01934441259708	0.0215104057332702	0.0215104057332702	0.0211847484923054	0.0215104057332702	0.0215104057332702	0.00129438110890015	0.0211847484923054	0.00216599313618831	0.00184033589522351	0.00129438110890015	0.0193444125970819
"Ceratophyllus_anisus"	0.322656085999053	0.308793943907488	0.0130815847979885	0.0131049329639313	0.00903011899820592	0.0275053933584026	0.0287900519615428	0.0261949000620095	0.0261949000620095	0.0287900519615428	0.0118453349331342	0.0146608480625616	0.0107552028666351	1.02619490006201	0.0261949000620095	0.0120656961630282	0.0261949000620095	0.0261949000620095	0.00109013206649904	0.0120656961630282	0.0154396971953744	0.00131049329639313	0.00109013206649904	0.0107552028666351
"Leptopsylla_segnis"	0.322656085999053	0.308793943907488	0.0130815847979885	0.0131049329639313	0.00903011899820591	0.0275053933584026	0.0287900519615429	0.0261949000620095	0.0261949000620095	0.0287900519615429	0.0118453349331342	0.0146608480625616	0.0107552028666351	0.0261949000620095	1.02619490006201	0.0120656961630282	0.0261949000620095	0.0261949000620095	0.00109013206649904	0.0120656961630282	0.0154396971953744	0.00131049329639313	0.00109013206649904	0.0107552028666351
"Hystrichopsylla_microti"	0.317771227384581	0.0294664383375107	0.0130351205608546	0.297364678442826	0.00902920194089406	0.0418021640073108	0.0146568231999151	0.0120656961630282	0.0120656961630282	0.0146568231999151	0.0116786342928906	0.0429199691273222	0.0105923742461527	0.0120656961630282	0.0120656961630282	1.04032884209044	0.0120656961630282	0.0120656961630282	0.00108626004673788	0.0403288420904353	0.00147332191687554	0.0297364678442826	0.00108626004673788	0.0105923742461527
"Megabothris_advenarius"	0.322656085999053	0.308793943907488	0.0130815847979885	0.0131049329639313	0.00903011899820591	0.0275053933584026	0.0287900519615429	0.0261949000620095	0.0261949000620095	0.0287900519615429	0.0118453349331341	0.0146608480625616	0.0107552028666351	0.0261949000620095	0.0261949000620095	0.0120656961630282	1.02619490006201	0.0261949000620095	0.00109013206649904	0.0120656961630282	0.0154396971953744	0.00131049329639313	0.00109013206649904	0.0107552028666351
"Amphipsylla_vinogradovi"	0.322656085999053	0.308793943907488	0.0130815847979885	0.0131049329639313	0.00903011899820591	0.0275053933584026	0.0287900519615429	0.0261949000620095	0.0261949000620095	0.0287900519615429	0.0118453349331341	0.0146608480625616	0.0107552028666351	0.0261949000620095	0.0261949000620095	0.0120656961630282	0.0261949000620095	1.02619490006201	0.00109013206649904	0.0120656961630282	0.0154396971953744	0.00131049329639313	0.00109013206649904	0.0107552028666351
"Ctenophthalmus_pisticus"	0.0388314332670046	0.0177176604819586	0.581095267700662	0.00878138984575611	0.020240915371285	0.00305840311757369	0.0539783556699341	0.00218026413299808	0.00218026413299808	0.0539783556699341	0.049718986750622	0.0539706116304118	0.00129438110890015	0.00218026413299808	0.00218026413299808	0.00217252009347576	0.00218026413299808	0.00218026413299808	1.04842460564172	0.00217252009347576	0.000885883024097928	0.000878138984575611	0.0484246056417219	0.00129438110890015
"Rhadinopsylla_rothschildi"	0.317771227384581	0.0294664383375107	0.0130351205608546	0.297364678442826	0.00902920194089406	0.0418021640073108	0.0146568231999151	0.0120656961630282	0.0120656961630282	0.0146568231999151	0.0116786342928906	0.0429199691273222	0.0105923742461527	0.0120656961630282	0.0120656961630282	0.0403288420904353	0.0120656961630282	0.0120656961630282	0.00108626004673788	1.04032884209044	0.00147332191687554	0.0297364678442826	0.00108626004673788	0.0105923742461527
"Amphipsylla_marikovskii"	0.0649797940856494	0.574268025091209	0.0106305962891751	0.00780650697562758	0.00898174422500565	0.0316600450883115	0.033262234785681	0.0308793943907488	0.0308793943907488	0.033262234785681	0.00305187616028624	0.00532948422868328	0.00216599313618832	0.0308793943907488	0.0308793943907488	0.00294664383375107	0.0308793943907488	0.0308793943907488	0.000885883024097928	0.00294664383375107	1.02871340125456	0.000780650697562757	0.000885883024097928	0.00216599313618832
"Stenoponia_sidimi"	0.0552100768567053	0.0156130139512552	0.0105376678149073	0.576325997933417	0.00897991011038194	0.060253586386128	0.00499577726242553	0.00262098659278627	0.00262098659278627	0.00499577726242553	0.00271847487979912	0.0618477263582045	0.00184033589522351	0.00262098659278627	0.00262098659278627	0.0594729356885652	0.00262098659278627	0.00262098659278627	0.000878138984575611	0.0594729356885652	0.000780650697562757	1.05763259979334	0.000878138984575611	0.00184033589522351
