"Kunzea_muelleri"	"Aciphylla_glacialis"	"Hypochoeris_radicata"	"Orites_lancifolia"	"Prostanthera_cuneata"	"Craspedia_sp1_M_PL_019"	"Gentianella_diemensis"	"Wahlenbergia_ceracea"	"Microseris_lanceolata"	"Helichrysum_scorpioides"	"Baeckia_gunniana"	"Celmisia_longifolia"	"Epacris_petrophila"	"Oxylobium_ellipticum"	"Senecio_lautus"	"Euphrasia_collina"	"Helipterum_albicans"	"Senecio_gunnii"	"Achillea_millefolium"	"Richea_continentis"	"Leucopogon_montanus"	"Phebalium_ovatifolium"	"Helichrysum_alpinum"	"Brachycome_scapigera"	"Pentachondra_pumila"	"Pimelea_ligustrina"	"Prasophyllum_alpinum"	"Asperula_gunnii"	"Leptorhynchos_squamatus"	"Neopaxia_australasica"	"Olearia_phlogopappa"	"Epilobium_gunnianum"	"Brachycome_stolonifera"	"Epacris_microphylla"	"Senecio_pectinatus"	"Stylidium_graminifolium"	"Aciphylla_simplicifolia"	"Brachycome_scapiformis"	"Brachycome_sp1_M_PL_019"	"Stackhousia_pulvinaris"	"Leioproctus_sp1_M_PL_019"	"Incurviseta_sp1_M_PL_019"	"Unientified_sp1_M_PL_019"	"Lasioglossum_sp6_M_PL_019"	"Dilophus_sp1_M_PL_019"	"Exonera_sp1_M_PL_019"	"Calliphora_sp2_M_PL_019"	"Musca_vetustissima"	"Poecilohetaerus_sp1_M_PL_019"	"Comptosia_sylvana"	"Melangyna_sp1_M_PL_019"	"Pelecorhychus_rubidus"	"Tephritis_sp2_M_PL_019"	"Prosena_sp1_M_PL_019"	"Lasioglossum_sp8_M_PL_019"	"Tephritis_sp1_M_PL_019"	"Lasioglossum_sp1_M_PL_019"	"Coenosia_sp2_M_PL_019"	"Unidentified_sp1_M_PL_019"	"Empis_sp3_M_PL_019"	"Lasioglossum_sp2_M_PL_019"	"Senostoma_sp2_M_PL_019"	"Villa_sp1_M_PL_019"	"Alophera_sp1_M_PL_019"	"Calliphora_sp3_M_PL_019"	"Eristalis_tenax"	"Lasioglossum_sp9_M_PL_019"	"Leioproctus_sp2_M_PL_019"	"Unidentified_sp5_M_PL_019"	"Empis_sp5_M_PL_019"	"Sapromyza_sp1_M_PL_019"	"Apis_mellifera"	"Euryglossa_sp1_M_PL_019"	"Lasioglossum_sp3_M_PL_019"	"Lasioglossum_sp5_M_PL_019"	"Leioproctus_sp4_M_PL_019"	"Rivellia_sp1_M_PL_019"	"Scaptomyza_australis"	"Senostoma_sp3_M_PL_019"	"Tabanus_froggatti"	"Unidentified_sp8_M_PL_019"	"Unientified_sp2_M_PL_019"	"Unientified_sp3_M_PL_019"	"Calliphora_stygia"	"Coenosia_sp1_M_PL_019"	"Empis_sp4_M_PL_019"	"Euryglossa_sp2_M_PL_019"	"Helina_sp1_M_PL_019"	"Helina_sp2_M_PL_019"	"Hydrellia_sp1_M_PL_019"	"Lasioglossum_sp4_M_PL_019"	"Senostoma_sp1_M_PL_019"	"Unidentified_sp6_M_PL_019"	"Unidentified_sp7_M_PL_019"	"Calliphora_fulvicoxa"	"Calliphora_hilli"	"Calliphora_sp1_M_PL_019"	"Chaetophthalamus_dorsalis"	"Chloromerus_sp1_M_PL_019"	"Diostracus_sp1_M_PL_019"	"Empis_sp2_M_PL_019"	"Empis_sp6_M_PL_019"	"Euryglossa_sp3_M_PL_019"	"Hylaeus_semipersonatus"	"Hylaeus_sp1_M_PL_019"	"Hyphesma_sp1_M_PL_019"	"Incurviseta_sp2_M_PL_019"	"Lasioglossum_sp10_M_PL_019"	"Lasioglossum_sp11_M_PL_019"	"Lasioglossum_sp7_M_PL_019"	"Leioproctus_sp3_M_PL_019"	"Leioproctus_sp5_M_PL_019"	"Limnophora_sp1_M_PL_019"	"Megachile_sp1_M_PL_019"	"Phytoliriomyza_sp1_M_PL_019"	"Prohardya_carinata"	"Rutilia_sp1_M_PL_019"	"Scaptia_alpina"	"Sphenella_marginata"	"Syrphus_sp1_M_PL_019"	"Tapeigaster_nigricornis"	"Unidentified_sp2_M_PL_019"	"Unidentified_sp3_M_PL_019"	"Unidentified_sp4_M_PL_019"	"Unientified_sp4_M_PL_019"
"Kunzea_muelleri"	1.02242513490312	0.00222972558463478	0.0251812536297362	0.0290655040294014	0.027091501001661	0.0278706522295624	0.0022233416396649	0.0258838418410614	0.0254576741660795	0.000510000541884522	0.00260098352670021	0.0122775436273179	0.0261276715994291	0.0266916852461324	0.0155085244531086	0.0123957972375164	0.00195190625245367	0.000396437811458756	0.0125661892411717	0.0136864839169582	0.0115531708438965	0.00172338802016093	0.000649777138165094	0.000970604489692374	0.000522620390197274	0.000975469255699497	0.00122365615033674	0.000153529635897792	0.000510000541884522	0.000153529635897792	0.000385008039304767	0.000615698289975382	0.000465660576135448	5.49757236391549e-05	0.000229062895759959	0.000362386325322331	0	0.000257934863013118	0.0002506696078942	0.000134338431410567	0.266703457431332	0.0100787674134382	0.00972375892971038	0.267858512334918	0.00255779567921948	0.0044392026013936	0.00567834432901173	0.00540682427690348	0.00376147607949589	0.000682661243525973	0.00353810489387681	0.00471596563075853	0.0022475011689965	0.00451205294209559	0.00569646884636597	0.000916118806690946	0.00644928430437892	8.12807352093815e-05	0.0018525949620449	0.00206347890410494	0.000897584945797981	0.000867029682772729	0.000133591466205297	0.00163102316236541	0.00163503308879825	0.000855371873529868	0.00103654379827704	0.00524407905027046	0.000861060720294203	0.00321602942774152	0.00178839583450795	0.000121933656962437	0.00218081202748092	0.0013522172727578	0.00190252820794224	0.000667479481596075	0.00115977414525361	0.00136041384442475	0.000187317342656174	0.00122219575753865	9.50246661191703e-05	0.000774737327344777	0.000876088490282721	0.000581310080588027	7.67648179488957e-05	0.000178389876154807	0.00179456850086677	0.00166996306389757	0.000133542774229109	0.000101351162937945	0.00154886368779021	0.00137962673544696	0.000662590815797409	0.000830498665536668	8.61694010080465e-05	8.61694010080465e-05	0.000581310080588028	0.000967553607202179	6.60729685764594e-05	8.74040107383384e-05	0.00073343821656743	8.61694010080466e-05	0.000897584945797981	0.00181840529757711	8.12807352093816e-05	0.00121325842027875	0.00108865298330955	0.000897584945797981	0.00171081048961977	0.00121325842027875	0.00181840529757711	0.000581310080588027	0.000733438216567431	9.05965813305828e-05	8.12221422706367e-05	0.000581310080588027	0.000581310080588027	8.13294271855695e-05	0	0.000581310080588027	8.12807352093815e-05	0.00108865298330955	0.000101351162937945	0.000581310080588027	8.13294271855695e-05
"Aciphylla_glacialis"	0.000405404651751779	1.11282425696285	0.020684535238505	0.0326120554306122	0.00449045221534711	0.015180664097342	0.00711350067900384	0.00571695498614739	0.00234964210904257	0.00167223472212492	0.0151551698733035	0.00714070693577024	0.0135041713082738	0.00397347338113413	0.00530885248558388	0.0202097510685828	0.0131235448478568	0.0038114799589271	0.000701967568541173	0.000581453192837306	0.00888081725604067	0.00499028740612979	0.00649321481003795	0.00209568270377206	0.000819246127842753	0.00182959328746612	0.00425234688872312	0.00240611579122526	0.00167223472212492	0.00240611579122526	0.00226292516881512	0.00279547800642324	0.00159161361087438	0.000235098050529826	0.00138850531169441	0.000127539523642502	0	0.000263321994411108	0.000157573851493023	0.0021053513173221	0.00379089159124112	0.0610942337145539	0.0565734881962958	0.00606037633771585	0.00219062607065986	0.00242334901234998	0.00487459918031939	0.0570577096186696	0.0589498368850189	0.051235161879651	0.00227792005601737	0.00169690814957677	0.00226983528344407	0.00283632932687441	0.00250595632451355	0.0515292263001558	0.00376866138047858	0.000473599058540735	0.0522714347427031	0.00210657595528886	5.01405406100837e-05	0.00102823014190134	0.000628738981444975	0.000449631701066451	0.00106212877232399	0.000628190321389633	0.000494734333047824	0.00118710467773442	0.00132354022688504	0.0015080679243335	0.000863603517341844	0.000228699160933265	0.000340985719820441	0.000625206218852927	0.000669582499123134	0.000901755478918734	0.000711805516296876	0.051617147532964	0.000612027946419169	0.00111819747583642	0.000532373571173192	0.00126310944178643	0.0518460302128252	0.000652241108612244	0.00120305789561263	0.000756382639037907	0.000832853535027431	0.00121491491312365	0.00055552367132501	0.0505829207710387	0.000812614402017498	0.000620693347355695	0.00112584016715298	0.000609059430833573	0.000249514370306489	0.000249514370306489	0.000652241108612245	0.000160373293405254	0.000635246659821183	0.000303739063480223	0.000399491160456367	0.00024951437030649	5.01405406100838e-05	0.000167831579217326	0.000473599058540735	0.000180612426415188	0.000562673804511408	5.01405406100838e-05	7.26816491046633e-05	0.000180612426415188	0.000167831579217326	0.000652241108612244	0.000399491160456367	3.18848809106254e-05	0.000811651851254744	0.000652241108612244	0.000652241108612244	0.000546814368660701	0	0.000652241108612244	0.000473599058540735	0.000562673804511408	0.0505829207710387	0.000652241108612244	0.000546814368660701
"Hypochoeris_radicata"	0.00503625072594724	0.0227529887623555	1.04791992997341	0.0159045593870496	0.0147843691462105	0.0284865524708976	0.0163695982125026	0.0217783007735627	0.0118986359448925	0.00874344655476278	0.0138556970183207	0.0142785728180837	0.0120898419384691	0.0143465499179058	0.0150896025835532	0.0118059782931528	0.00463735756812465	0.00194572877573584	0.00349724823308367	0.00334352776738463	0.00953628602684786	0.00531035528922458	0.00476620693100223	0.00235390679422638	0.000693112321646856	0.00215986181289601	0.00264324767999411	0.000262638734904918	0.00874344655476278	0.000262638734904918	0.000439407334031029	0.00300967346527578	0.00178075135372117	0.000205359435890024	0.00155377581804938	0.000331415063310729	0	0.000277105783205736	0.000209598440989225	0.000229808893041804	0.0592106751671043	0.0683661359941728	0.0599072422366012	0.060966266404414	0.0547595161176731	0.00389927014262846	0.00544741285612281	0.059064154307915	0.0064346490051705	0.00135231794966624	0.00307639868730311	0.00216187420473831	0.0575173658937073	0.00377277193780606	0.0559744032048944	0.00197709611158564	0.0572926813553014	0.000432990531822523	0.00228905189559164	0.00221684626564589	0.000249803445220262	0.00101218058182508	0.000262534464169879	0.000999449562875463	0.00111162213599545	0.0010196288442672	0.00127290333350168	0.00366372450882058	0.00132425843697378	0.00213240902879975	0.0014664627071623	0.000269982726612002	0.00118012908915259	0.00167521579364077	0.00173992908238133	0.000583608952202221	0.00134041973072097	0.0534302232605959	0.0005056610291476	0.00100604517809009	0.000484330390795029	0.000737873643322049	0.0017721004052473	0.000318091187740992	0.000131319367452459	0.000428613911427831	0.000970207093100347	0.000821834601843871	0.000502301763987208	0.00103422676192525	0.000846104371534225	0.00137837955863658	0.000751081719563515	0.000985036797077837	0.000265517764461229	0.000265517764461229	0.000318091187740992	0.000528013183793232	0.000324288129289306	0.000188803405713865	0.0007496461176552	0.000265517764461229	0.000249803445220263	0.000849902567492325	0.000432990531822523	0.000652115905359354	0.000503743414102879	0.000249803445220263	0.000417940970923078	0.000652115905359355	0.000849902567492324	0.000318091187740992	0.0007496461176552	8.28537658276823e-05	0.000595775866375279	0.000318091187740992	0.000318091187740992	0.000193223232005194	0	0.000318091187740992	0.000432990531822523	0.000503743414102879	0.00103422676192525	0.000318091187740992	0.000193223232005194
"Orites_lancifolia"	0.00232524032235211	0.0143493043894694	0.00636182375481984	1.1358396328964	0.0190355710751008	0.00618455178665782	0.00477781549087614	0.00718081029882309	0.00359983980130786	0.000807585556554343	0.014802455868634	0.00674017630038868	0.0186587504577333	0.0155828592052162	0.00904517658987472	0.00460266198341853	0.00549283362007739	0.0018362062737021	0.00155861287096724	0.00527853850156113	0.00636626287415997	0.0161891896614055	0.00313899967786247	0.00398167623954079	0.000639641789958135	0.00360719546852549	0.00349269246664591	0.00112706622145795	0.000807585556554343	0.00112706622145795	0.00113326340967163	0.00341095720438712	0.00186260096687229	0.000326102815859413	0.000697006140451225	9.23903583848827e-05	0	0.000139925806530147	0.000147080465895932	0.000986182943775703	0.0275375783450721	0.0306682701798539	0.028423767215638	0.027911837609706	0.00137848183093319	0.0258160090874158	0.0279742758341056	0.027711708502921	0.0276131224257197	0.0233690337665403	0.0255092124435955	0.025313269121983	0.000884635328824949	0.00264744838612678	0.00272731967893873	0.00104386053892225	0.0020003365940994	0.000462576745894814	0.024609058448174	0.00111940645224118	0.000111329490783374	0.000455583609305823	0.000292832246499038	0.000274080853590159	0.024206093965109	0.000613650796372471	0.000409942958963133	0.00177580738832574	0.0011322913503053	0.00198535825647048	0.00109207122024938	0.000450899433565686	0.00138815360616603	0.00100692525023504	0.000485049381520634	0.0235262521409983	0.000761777175012442	0.000970332296353236	0.00114046322036698	0.00130398886062951	0.000544102449859667	0.000287666373963658	0.000939907482575902	0.022716792657928	0.000563533110728974	0.000627035691457304	0.0234251044399833	0.0234942405936669	0.000526540924890627	0.000652241108612243	0.0233966344820388	0.000539633720718231	0.0231793694038228	0.000560918986760864	0.000809459483070274	0.000809459483070274	0.022716792657928	0.000679841824110743	0.000306034378950351	0.000249478033331851	0.000162751362806785	0.000809459483070275	0.000111329490783374	0.000257131414379133	0.000462576745894814	0.000708311782055284	0.000777447935738888	0.000111329490783374	0.000659817312695141	0.000708311782055285	0.000257131414379133	0.022716792657928	0.000162751362806785	2.30975895962207e-05	0.000392374959732809	0.022716792657928	0.022716792657928	0.000228868067503225	0	0.022716792657928	0.000462576745894814	0.000777447935738887	0.000652241108612244	0.022716792657928	0.000228868067503225
"Prostanthera_cuneata"	0.00387021442880872	0.00352821245491558	0.0105602636758647	0.0339920912055372	1.07999004831948	0.0257501611058911	0.0016957637999208	0.0193038445035397	0.00915454193579734	0.000369379275904815	0.00219849735535522	0.0137434211095168	0.0126647076466737	0.0250304337959772	0.0203282345858306	0.00472705860832687	0.0125452091357791	0.000378060806282689	0.00520941468772746	0.00275347091521948	0.00448106203748269	0.0136128732622361	0.000611155961183006	0.0039536639057672	0.00069358610005248	0.000709306611051227	0.0103308324774248	0.00017253576368899	0.000369379275904815	0.00017253576368899	0.0026291061024413	0.00382418556375379	0.000420108300567061	0.000283091131567335	0.0001955869458646	0.000296392534578047	0	0.000155796141291925	0.00247813730921343	0.000150968793227866	0.0457389770763034	0.00860582561804238	0.0454178868701208	0.0465704204224861	0.00150702831795729	0.0431733910708462	0.00538851251285907	0.00498086543936527	0.00422712621038024	0.000840215117515998	0.0425009787081143	0.00277813215756555	0.00139033864032172	0.0446064715658417	0.0427431518581663	0.00136072615930546	0.00391230788416551	6.87030423548506e-05	0.00143661431181558	0.0012463691303354	0.00037210104912339	0.00126971147590546	0.000592075657329375	0.00104973686769947	0.0399315586414896	0.000766299144957484	0.000478086286618441	0.0415539414541239	0.00150778847409384	0.0404258132078501	0.0399866255783735	8.86633263814034e-05	0.0397088201449933	0.00124373222822128	0.00155606080653475	0.00136048548722255	0.000873029896669004	0.000688386477198486	0.00148933305153398	0.000665757804304834	0.000139475825246684	0.000295441163020429	0.000455814456425683	0.000679841824110744	8.62678818444948e-05	0.000918083437900848	0.00181758881483698	0.00120753797605548	0.000138061652360099	0.000160373293405254	0.0392509149783778	0.00152464559298569	0.000748544866465594	0.0010730022091528	0.000680643663111805	0.000680643663111805	0.000679841824110744	0.0385710731542671	6.30101343804483e-05	0.000737916605530341	0.00067763581857608	0.000680643663111805	0.00037210104912339	0.000653895852556953	6.87030423548506e-05	0.00113774699072623	0.000527696151944736	0.00037210104912339	0.000344183864402436	0.00113774699072623	0.000653895852556953	0.000679841824110744	0.00067763581857608	7.40981336445118e-05	7.63944951478758e-05	0.000679841824110743	0.000679841824110744	0.000522717047324128	0	0.000679841824110744	6.87030423548506e-05	0.000527696151944735	0.000160373293405254	0.000679841824110744	0.000522717047324127
"Craspedia_sp1_M_PL_019"	0.00293375286626972	0.00878880553004007	0.014992922353104	0.00813756814033923	0.0189738029201303	1.09841326194777	0.00447422991252981	0.0171485790179959	0.0101069104273275	0.00494234702653836	0.00299844953822816	0.00872310494228243	0.00582943175074049	0.00843596405291537	0.0212356220951813	0.00677143276317584	0.0144306689030357	0.00117685857167421	0.0123563170005685	0.00212282134018218	0.00423089729877961	0.00348980392959736	0.00133367247963755	0.00926608497310792	0.0059116684697612	0.00924015785776988	0.00869339074346622	0.000173993109630738	0.00494234702653836	0.000173993109630738	0.00207885463200986	0.000407668741458144	0.00113019354192664	0.000174139348885669	0.000926543053107794	0.005924027256454	0	0.000164192029535726	0.00192661066108296	0.000152243970926895	0.0344420461271884	0.0407678943367429	0.0338093650864002	0.0355733381908811	0.00183751116100777	0.00283365378999152	0.0048876117316523	0.00377368036376138	0.00426283118595307	0.000562242523263152	0.00414210545918239	0.00220946966366113	0.0321264317874446	0.0346789918994933	0.0322242435159956	0.0299063811879364	0.0326793760778366	9.37015480696298e-05	0.000898837060946968	0.00131353623628581	0.000882594071469181	0.0300980568744562	0.00119244471793594	0.0297882062279894	0.00101487737786273	0.0300606318887414	0.0011622334410023	0.0319045118615258	0.00217096385330479	0.00223633080489991	0.0302042044567724	0.00115501973222123	0.00106108873007223	0.000663092281029266	0.0311011430963835	0.000337241559286653	0.000808225673819457	0.00114913727811157	0.000838981515377443	0.000927761384659936	0.000137236385291047	0.00042321454769849	0.000822705708154857	0.000162751362806785	8.69965548153688e-05	0.00152788636827061	0.000546204274302938	0.000405644352420971	0.00068486839504575	0.000399491160456366	0.000840387181382865	0.0297904297438194	0.000256452910876414	0.029832220653831	0.000174490196479868	0.000174490196479868	0.000162751362806785	0.00067763581857608	0.000196143095279034	0.000620956481676158	0.0289056121565202	0.000174490196479868	0.000882594071469181	0.000721922173380539	9.37015480696299e-05	0.000383452911496153	0.000242892989614187	0.000882594071469181	0.000265352667522773	0.000383452911496153	0.000721922173380539	0.000162751362806785	0.0289056121565202	0.0014810068141135	0.000166709059954694	0.000162751362806784	0.000162751362806785	0.00060127787095982	0	0.000162751362806785	9.37015480696299e-05	0.000242892989614187	0.000399491160456367	0.000162751362806785	0.00060127787095982
"Gentianella_diemensis"	0.000555835409916226	0.00978106343363028	0.0204619977656283	0.0149306734089879	0.0029675866498614	0.0106262960422583	1.05807096974954	0.017670442228528	0.00818596174979455	0.00210557160101803	0.0223838904422819	0.00650768213290342	0.00850778823998283	0.0198247878634194	0.0144903620423352	0.0110165755790874	0.00816479786954031	0.0049342491441411	0.0200312135403816	0.00373589215983083	0.0114259620645644	0.00622203533202051	0.00834672515762714	0.00547130574122743	0.000823219897615952	0.00233081130036338	0.00843939546655513	0.0030993494248401	0.00210557160101803	0.0030993494248401	0.00297314939352763	0.00357431850107697	0.00483256174333825	0.000365239180089262	0.00181113096872759	0.000203181559144356	0	0.000283240130160392	0.000261218646792552	0.00271193074673508	0.00549364629852044	0.0796897626240139	0.0065604537635851	0.00795922957775226	0.0685883005001379	0.0032679045751704	0.0725143385906558	0.072643848635881	0.0759340609085824	0.000743207260617499	0.00294306446891539	0.00231256929843451	0.00235552505832355	0.00470193564226593	0.00337845073953593	0.0010644330732017	0.0700454559056965	0.000699496576321308	0.00179719501360476	0.00226592104128314	0.00143080096717011	0.000702161270525555	0.000422521900992441	0.00171044033670323	0.000715700472275834	0.000570990782078537	0.0675602365765166	0.00231036967187088	0.00172578356241105	0.00153694475158051	0.000988438568924958	0.000291351412545423	0.00100711195855957	0.0670305623304108	0.00106670318550787	0.000609715234780784	0.00143576500250997	0.00146769368071916	0.00100522552352014	0.00113630974274885	0.000790806371343624	0.000688535973692965	0.0011331297661307	0.000298613468179759	0.00154967471242005	0.000887330485353589	0.00119974018924428	0.00065310464484571	0.000781818566082903	0.000444593792437739	0.000404598705674809	0.000883404454630412	0.000998110044501066	0.000826769943655855	0.000311101766601025	0.000311101766601025	0.000298613468179759	0.00010598523749505	0.000822374857356849	0.000602813961896795	0.000279639369533113	0.000311101766601025	0.00143080096717011	0.000584711553556755	0.000699496576321308	0.000901126721064521	0.000354491176665952	0.00143080096717011	0.000466986519978854	0.000901126721064522	0.000584711553556754	0.000298613468179759	0.000279639369533113	5.07953897860889e-05	0.00104334064470339	0.000298613468179759	0.000298613468179759	0.000340199911230846	0	0.000298613468179759	0.000699496576321308	0.000354491176665951	0.00044459379243774	0.000298613468179759	0.000340199911230846
"Wahlenbergia_ceracea"	0.0043139736401769	0.00524054207063511	0.0181485839779689	0.0149600214558814	0.0225211519207963	0.0271519167784935	0.0117802948190186	1.05598156715946	0.0148661731198922	0.0015521439036871	0.0279667394392019	0.0063631340908219	0.0141522086996457	0.0082736560211082	0.0170169072371603	0.0159712287235451	0.0114205214841336	0.00157345179057665	0.00299931605413359	0.0029349817975596	0.00603639993350805	0.00812184342701024	0.00180139432172939	0.0054487330855628	0.00114707442666667	0.00178372492818073	0.002379666510008	0.000217074358746257	0.0015521439036871	0.000217074358746257	0.000398053193041447	0.000476669477420873	0.00150451466355154	0.00035107149057663	0.00125239074412562	0.00894275121814545	0	0.00611618591568988	0.000208113129138472	0.000189940063902975	0.0509067366540807	0.0551051927415272	0.0502905065392659	0.0520008076897766	0.0465168901975397	0.00276231730593793	0.00605097406622208	0.00542248010903966	0.00531832178928329	0.00053740688687377	0.0472386175917033	0.00185478940600714	0.00239802527649182	0.0037460363244925	0.00396590283211336	0.00142858564534487	0.049126562821148	0.000873960607475058	0.00200104285683406	0.0489294873255191	0.000214236861009542	0.0013050866302554	0.000590562504505567	0.00092876098675937	0.00150961945478229	0.000937489741772419	0.000950505287198209	0.0472889902551535	0.00217356091352897	0.0458690892436157	0.00168882715935027	0.000222965616022592	0.00118040212800089	0.0011123436998754	0.0469494438952636	0.000705292600468141	0.0448731925724525	0.00114563565665459	0.000663836223280955	0.00157834341262696	0.000961728480119216	0.000998201795221567	0.00123640825297771	0.000299200429117629	0.000108537179373128	0.00102072837039518	0.000675275702804365	0.000888875791602864	0.000988668050141726	0.000238206457756141	0.00110352728343178	0.00142356192729817	0.00117316103659269	0.00125939743430611	0.000406092171350512	0.000406092171350512	0.000299200429117629	0.000804326854314154	0.000262241965096108	0.000169976179286286	0.000714524125749827	0.000406092171350512	0.000214236861009542	0.00106186950856373	0.000873960607475059	0.000376075273686736	0.000589675362485236	0.000214236861009542	0.00036687272469495	0.000376075273686737	0.00106186950856373	0.000299200429117629	0.000714524125749827	0.00223568780453636	0.000225174290216174	0.000299200429117629	0.000299200429117629	0.0004758550618389	0	0.000299200429117629	0.000873960607475058	0.000589675362485236	0.000238206457756141	0.000299200429117629	0.0004758550618389
"Microseris_lanceolata"	0.00727362119030843	0.00369229474278118	0.0169980513498465	0.0128565707189566	0.0183090838715947	0.0274330425884605	0.00935538485690807	0.0254848682055294	1.10222728498995	0.00238391314160913	0.00419549872496663	0.00660099244368383	0.0091306119342849	0.00943893206298272	0.0220796161563113	0.0126954031288838	0.00171714818863555	0.00240176801814657	0.00451647510262548	0.00460692908497394	0.00618676913235847	0.00335198894936746	0.00253503352258613	0.00281560638927372	0.000451795053516306	0.00266648305346847	0.00303650807165461	0.000186491663601796	0.00238391314160913	0.000186491663601796	0.000361391404694035	0.000411168683378142	0.00223263080119506	0.000108122210956428	0.00203844047764945	0.000356758336388853	0	0.000264858871903223	0.000198211199042464	0.000163180205651572	0.086398981842937	0.0896913810165757	0.0064701633236677	0.087006263315457	0.00262759296476801	0.00283434527105594	0.00466056776509482	0.00384941137071657	0.00456904575824401	0.000424962993596459	0.00341358870960168	0.00197579246211219	0.00276378131167743	0.00356780158276434	0.00404624642670513	0.000961301593791013	0.0836623728614863	0.000131109335155207	0.000936514492680204	0.00211887097522578	0.000322605364473249	0.000838649519925318	0.000116727346544779	0.00104452753785379	0.00107862671440446	0.0010552325550641	0.000907316918030004	0.082088191897439	0.00116782068821296	0.00216775536624236	0.00159271145962711	0.000333310381683558	0.00108293821905617	0.00101375392005597	0.00187298126604148	0.000424730861847506	0.00119297884371893	0.00101773414670965	0.000411523433897095	0.000556731004435375	0.000158139887894314	0.000793462695555238	0.000961294274772564	0.000257131414379133	9.32458318008981e-05	0.00035310848012052	0.000686173780878347	0.00063757357830767	0.000176288840506838	0.000167831579217326	0.000911027266936085	0.00164190617989351	0.00038824074953434	0.00100348281230791	0.000167599447468373	0.000167599447468373	0.000257131414379133	0.000653895852556952	0.000400294669691094	0.000216893433689615	0.000721922173380538	0.000167599447468373	0.000322605364473249	0.0787305203564249	0.000131109335155207	0.000429042366499215	0.000380442163928538	0.000322605364473249	0.000575866135621742	0.000429042366499215	0.0787305203564248	0.000257131414379132	0.000721922173380538	8.91895840972132e-05	0.000316879190323267	0.000257131414379132	0.000257131414379132	7.15478411931481e-05	0	0.000257131414379132	0.000131109335155207	0.000380442163928538	0.000167831579217326	0.000257131414379132	7.15478411931481e-05
"Helichrysum_scorpioides"	0.000510000541884522	0.00919729097168704	0.0437172327738139	0.0100948194569293	0.0025856549313337	0.0469522967521145	0.00842228640407213	0.00931286342212258	0.00834369599563194	1.04077666188664	0.0090359105607566	0.00804905447069993	0.00186813451460273	0.00178268262485305	0.00929022861121455	0.00838856314902221	0.00187457509435623	0.00738205648379081	0.00102675664977323	0.000670009250621789	0.00782757377852173	0.00831230641099771	0.00751062065777863	0.00766775352271128	0.000511576721818324	0.00772451794088095	0.00795883570713042	0.000247366446669232	0.0407766618866364	0.000247366446669232	0.000394069039554675	0.000393970947729479	0.00678952318985635	0.000261890584721931	0.006550439469306	0.000324724546511273	0	0.000159292450367908	0.000177623398719098	0.000216445640835578	0.00545691798187445	0.288219336649464	0.00684778502083738	0.00681092920132776	0.00338266271989063	0.00143579029444303	0.00573800929320863	0.00603507864356966	0.00606047794339618	0.000619955069669815	0.00232986801125636	0.00141008225458729	0.273809779338644	0.00319722117694376	0.00455684956369736	0.001731752732764	0.00584323361251834	0.000282372205023644	0.000980166212801906	0.00127433960294326	7.3339760698088e-05	0.0013648517244146	0.000129264967780009	0.00130892651733268	0.000709856528664674	0.00220115149924471	0.000599732660952597	0.00269903869573546	0.000798730031604259	0.000636327028604601	0.00189641984040582	0.00096556474261012	0.000173375847378615	0.000607423928656919	0.00170480386918418	0.000617511709688471	0.000670408180945417	0.00260392031922192	0.0010495762315254	0.000411368815313923	0.000347844851204127	0.000524285196813888	0.000942343877345117	0.000201896389138586	0.000123683223334616	0.000844882647869305	0.000282927417540997	0.000279735327247033	0.000333529877205476	0.000418058680531229	0.000294241208114789	0.0016226796154352	0.000484268594162229	0.00200236210890572	0.000415615320549885	0.000415615320549885	0.000201896389138586	9.23448189762036e-05	0.00123034274729847	0.00056848826479503	0.00123558675663459	0.000415615320549885	7.3339760698088e-05	0.000595978285402282	0.000282372205023644	8.10310284024114e-05	7.78389381084473e-05	7.3339760698088e-05	8.37511563277237e-05	8.10310284024115e-05	0.000595978285402282	0.000201896389138586	0.00123558675663459	8.11811366278183e-05	0.000938827582222329	0.000201896389138586	0.000201896389138586	7.81072955981763e-05	0	0.000201896389138586	0.000282372205023644	7.78389381084472e-05	0.000418058680531229	0.000201896389138586	7.81072955981763e-05
