"Sideroxylon_cinereum"	"Croton_fothergillifolius"	"Dodonaea_viscosa"	"Trochetia_blackburniana"	"Psiadia_terebinthina"	"Erythroxylum_macrocarpum"	"Claoxylon_linostachys"	"Apis_mellifera"	"Chaetocnema_sp1_M_PL_072"	"Fannia_pusio"	"Stomoxys_calcitrans"	"Stomorhina_lunata"	"Stomoxys_niger"	"Musca_domestica"	"Ophyra_capensis"	"Dysauxes_florida"	"Melanostoma_annulipes"	"Nacoleia_sp2_M_PL_072"	"Pachycerina_crinicornis"	"Nacoleia_sp1_M_PL_072"	"Orchisia_costata"	"Ceratitis_roas"	"Chrysomya_megacephala"	"Diptera_sp1_M_PL_072"	"Diptera_sp2_M_PL_072"	"Eristalinus_flaveolus"	"Graphomya_maculata"	"Henotesia_narcissus"	"Homoneura_sp1_M_PL_072"	"Homoneura_sp2_M_PL_072"	"Limnophora_quaterna"	"Lygistorrhina_sp1_M_PL_072"	"Orthellia_albigena"	"Paragus_borbonicus"	"Phorinia_sp1_M_PL_072"	"Sapromyza_sp1_M_PL_072"	"Technomyrmex_albipes"	"Unidentified_sp1_M_PL_072"
"Sideroxylon_cinereum"	1.22210486761989	0.0169824602066805	0.0302545481658294	0.00918875840315704	0.0403226301387616	0.0144800687990188	0	0.0367550336126282	0.0338589004317177	0.03353586114586	0.0384693703293691	0.0352341071665281	0.0346808187947222	0.00307345275547848	0.0345739992108861	0.0346808187947222	0.00411159082050452	0.0346808187947222	0.0360560255295326	0.00169824602066805	0.00389537111848303	0.0025201643836726	0.0321606544110496	0	0.00137520673481043	0.0321606544110496	0.00137520673481043	0.0321606544110496	0.00137520673481043	0.0321606544110496	0.0321606544110496	0.00137520673481043	0.0321606544110496	0.0321606544110496	0.0321606544110496	0.0321606544110496	0.00137520673481043	0.0025201643836726
"Croton_fothergillifolius"	0.0645333487853861	1.16885892665244	0.0610576805503049	0.000485213148762301	0.00464022652210897	0.0337579376743321	0	0.00194085259504921	0.118584138685912	0.004473595136591	0.0103899322399448	0.121359487801835	0.00198826017829986	0.119661241781167	0.00732456896639007	0.00198826017829987	0.122512215610966	0.00198826017829987	0.00476360929422282	0.116885892665244	0.00306536327355476	0.000290014157631811	0.00169824602066805	0	0.00277534911592295	0.00169824602066806	0.00277534911592295	0.00169824602066805	0.00277534911592295	0.00169824602066805	0.00169824602066806	0.00277534911592295	0.00169824602066806	0.00169824602066806	0.00169824602066806	0.00169824602066806	0.00277534911592295	0.000290014157631811
"Dodonaea_viscosa"	0.0522578559227962	0.0277534911592295	1.20701921438877	0.000392916209945836	0.0365851025700097	0.00932475308258326	0	0.00157166483978334	0.00415055585073338	0.0562397164797544	0.0600804109041439	0.0590150655956773	0.00366177564543603	0.057639858860867	0.00292933224857431	0.00366177564543603	0.00432947462968683	0.00366177564543603	0.0585262853903801	0.00277534911592295	0.0571510786555696	0.00228656891062561	0.00137520673481043	0	0.0548645097449441	0.00137520673481043	0.054864509744944	0.00137520673481043	0.054864509744944	0.00137520673481043	0.00137520673481043	0.054864509744944	0.00137520673481043	0.00137520673481043	0.00137520673481043	0.00137520673481043	0.054864509744944	0.00228656891062561
"Trochetia_blackburniana"	0.174586409659984	0.00242606574381151	0.0043220783094042	1.14416982262902	0.0057603757341088	0.00206858125700268	0	0.57667929051609	0.00483698577595967	0.00479083730655143	0.00549562433276702	0.00503344388093258	0.00495440268496032	0.000439064679354069	0.0049391427444123	0.00495440268496032	0.000587370117214932	0.00495440268496032	0.00515086078993323	0.000242606574381151	0.000556481588354718	0.0003600234833818	0.00459437920157852	0	0.000196458104972918	0.00459437920157852	0.000196458104972918	0.00459437920157851	0.000196458104972918	0.00459437920157852	0.00459437920157852	0.000196458104972918	0.00459437920157852	0.00459437920157852	0.00459437920157852	0.00459437920157852	0.000196458104972918	0.0003600234833818
"Psiadia_terebinthina"	0.0957662465795588	0.00290014157631811	0.0503045160337634	0.0007200469667636	1.17196679864776	0.011675583529171	0	0.0028801878670544	0.00281017854130441	0.00480673329429821	0.0800005887979783	0.00509674745193002	0.0757680892991575	0.00257658306825742	0.00446609497186776	0.0757680892991575	0.00223594474582697	0.0757680892991575	0.0780546582097831	0.000290014157631811	0.0755344938261105	0.0732479249154849	0.0025201643836726	0	0.00228656891062561	0.0025201643836726	0.00228656891062561	0.0025201643836726	0.00228656891062561	0.0025201643836726	0.0025201643836726	0.00228656891062561	0.0025201643836726	0.0025201643836726	0.0025201643836726	0.0025201643836726	0.00228656891062561	0.0732479249154849
"Erythroxylum_macrocarpum"	0.0917071023937857	0.0562632294572201	0.0341907613028054	0.000689527085667562	0.0311348894111226	1.11934782368273	0	0.00275810834267025	0.00803966774555848	0.00396747031360035	0.192471371515584	0.00959379325932236	0.00435927538803162	0.0071804484594859	0.188971315413625	0.00435927538803163	0.192184293559511	0.00435927538803163	0.0059134009017955	0.00562632294572201	0.00350005610195904	0.00194593058819516	0.00241334479983646	0	0.00155412551376388	0.00241334479983647	0.00155412551376388	0.00241334479983646	0.00155412551376388	0.00241334479983646	0.00241334479983647	0.00155412551376388	0.00241334479983647	0.00241334479983647	0.00241334479983647	0.00241334479983647	0.00155412551376388	0.00194593058819516
"Claoxylon_linostachys"	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Apis_mellifera"	0.349172819319967	0.00485213148762301	0.0086441566188084	0.288339645258045	0.0115207514682176	0.00413716251400537	0	1.15335858103218	0.00967397155191933	0.00958167461310286	0.010991248665534	0.0100668877618652	0.00990880536992063	0.000878129358708138	0.0098782854888246	0.00990880536992063	0.00117474023442986	0.00990880536992063	0.0103017215798665	0.000485213148762301	0.00111296317670944	0.000720046966763601	0.00918875840315703	0	0.000392916209945837	0.00918875840315704	0.000392916209945836	0.00918875840315703	0.000392916209945836	0.00918875840315703	0.00918875840315704	0.000392916209945836	0.00918875840315704	0.00918875840315704	0.00918875840315704	0.00918875840315704	0.000392916209945836	0.0007200469667636
"Chaetocnema_sp1_M_PL_072"	0.321659554101318	0.29646034671478	0.0228280571790336	0.00241849288797983	0.0112407141652176	0.0120595016183377	0	0.00967397155191933	1.03811075977941	0.00950236407061276	0.0122148256423285	0.0391483987420907	0.00916726974325552	0.0306836736341613	0.010474642044319	0.00916726974325552	0.0316559516078676	0.00916726974325553	0.0102049087059389	0.029646034671478	0.00174018359800945	0.000702544635326103	0.00846472510792942	0	0.00103763896268335	0.00846472510792943	0.00103763896268334	0.00846472510792941	0.00103763896268334	0.00846472510792942	0.00846472510792942	0.00103763896268334	0.00846472510792942	0.00846472510792942	0.00846472510792942	0.00846472510792942	0.00103763896268334	0.000702544635326103
"Fannia_pusio"	0.318590680885671	0.0111839878414775	0.30931844063865	0.00239541865327572	0.0192269331771928	0.00595120547040051	0	0.00958167461310287	0.00950236407061276	1.0224438944064	0.0246374453083783	0.0235622931905514	0.00958564861003956	0.0151783279040864	0.00937583286486511	0.00958564861003956	0.00211026636254784	0.00958564861003957	0.0236455777299782	0.00111839878414775	0.0152616124435132	0.00120168332357455	0.00838396528646501	0	0.0140599291199386	0.00838396528646502	0.0140599291199386	0.00838396528646501	0.0140599291199386	0.00838396528646501	0.00838396528646502	0.0140599291199386	0.00838396528646502	0.00838396528646502	0.00838396528646502	0.00838396528646502	0.0140599291199386	0.00120168332357455
