"Fuchsia_regia"	"Spirotheca_rivieri"	"Inga_sp1_M_PL_069_02"	"Aegiphila_obducta"	"Nematanthus_australis"	"Justicia_carnea"	"Vriesea_altodaserrae"	"Vriesea_incurvata"	"Heliconia_farinosa"	"Nidularium_inocentii"	"Clytolaema_rubricauda"	"Thalurania_glaucopis"	"Phaethornis_eurynome"	"Amazilia_versicolor"
"Fuchsia_regia"	1.05937115471796	0.0593711547179587	0.0593711547179587	0.0286250890486367	0.0593711547179587	0.00110096496340911	0.0363966064374069	0.00110096496340911	0.0275241240852276	0.00110096496340911	0.318470306327311	0.330289489022732	0.00880771970727284	0.00909915160935173
"Spirotheca_rivieri"	0.0593711547179587	1.05937115471796	0.0593711547179587	0.0286250890486367	0.0593711547179587	0.00110096496340911	0.0363966064374069	0.00110096496340911	0.0275241240852276	0.00110096496340911	0.318470306327311	0.330289489022732	0.00880771970727284	0.00909915160935173
"Inga_sp1_M_PL_069_02"	0.0593711547179587	0.0593711547179587	1.05937115471796	0.0286250890486367	0.0593711547179587	0.00110096496340911	0.0363966064374069	0.00110096496340911	0.0275241240852276	0.00110096496340911	0.318470306327311	0.330289489022732	0.00880771970727284	0.00909915160935173
"Aegiphila_obducta"	0.0286250890486368	0.0286250890486368	0.0286250890486368	1.06670552425361	0.0286250890486368	0.0410271355482158	0.00336765753513374	0.0410271355482158	0.0256783887053947	0.0410271355482158	0.0294670034324202	0.308140664464737	0.328217084385726	0.000841914383783434
"Nematanthus_australis"	0.0593711547179587	0.0593711547179587	0.0593711547179587	0.0286250890486367	1.05937115471796	0.00110096496340911	0.0363966064374069	0.00110096496340911	0.0275241240852276	0.00110096496340911	0.318470306327311	0.330289489022732	0.00880771970727284	0.00909915160935173
"Justicia_carnea"	0.00220192992681821	0.00220192992681821	0.00220192992681821	0.0820542710964316	0.00220192992681821	1.08007901042679	0.000259050579625672	0.0800790104267858	0.00197526066964575	0.0800790104267858	0.00226669257172463	0.023703128035749	0.640632083414287	6.4762644906418e-05
"Vriesea_altodaserrae"	0.0363966064374069	0.0363966064374069	0.0363966064374069	0.00336765753513374	0.0363966064374069	0.000129525289812836	1.18075254193381	0.000129525289812836	0.0032381322453209	0.000129525289812836	0.33158474192086	0.0388575869438508	0.00103620231850269	0.295188135483453
"Vriesea_incurvata"	0.00220192992681821	0.00220192992681821	0.00220192992681821	0.0820542710964316	0.00220192992681821	0.0800790104267858	0.000259050579625672	1.08007901042679	0.00197526066964575	0.0800790104267858	0.00226669257172463	0.023703128035749	0.640632083414287	6.4762644906418e-05
"Heliconia_farinosa"	0.0550482481704553	0.0550482481704553	0.0550482481704553	0.0513567774107895	0.0550482481704553	0.00197526066964575	0.0064762644906418	0.00197526066964575	1.04938151674114	0.00197526066964575	0.0566673142931157	0.592578200893725	0.015802085357166	0.00161906612266045
"Nidularium_inocentii"	0.00220192992681821	0.00220192992681821	0.00220192992681821	0.0820542710964316	0.00220192992681821	0.0800790104267858	0.000259050579625672	0.0800790104267858	0.00197526066964575	1.08007901042679	0.00226669257172463	0.023703128035749	0.640632083414287	6.4762644906418e-05
"Clytolaema_rubricauda"	0.127388122530924	0.127388122530924	0.127388122530924	0.0117868013729681	0.127388122530924	0.000453338514344926	0.132633896768344	0.000453338514344926	0.0113334628586232	0.000453338514344926	1.16054659672301	0.136001554303478	0.00362670811475941	0.033158474192086
"Thalurania_glaucopis"	0.110096496340911	0.110096496340911	0.110096496340911	0.102713554821579	0.110096496340911	0.0039505213392915	0.0129525289812836	0.0039505213392915	0.0987630334822874	0.0039505213392915	0.113334628586231	1.18515640178745	0.031604170714332	0.0032381322453209
"Phaethornis_eurynome"	0.00440385985363642	0.00440385985363642	0.00440385985363642	0.164108542192863	0.00440385985363642	0.160158020853572	0.000518101159251344	0.160158020853572	0.0039505213392915	0.160158020853572	0.00453338514344926	0.047406256071498	1.28126416682857	0.000129525289812836
"Amazilia_versicolor"	0.0181983032187035	0.0181983032187035	0.0181983032187035	0.00168382876756687	0.0181983032187035	6.4762644906418e-05	0.590376270966906	6.4762644906418e-05	0.00161906612266045	6.4762644906418e-05	0.16579237096043	0.0194287934719254	0.000518101159251344	1.14759406774173
