"Eryngium_stenophyllum"	"Eryngium_floribundum"	"Baccharis_articulata"	"Hysterionica_pinifolia"	"Eryngium_horridum"	"Gerardia_genistifolia"	"Eupatorium_subhastatum"	"Senecio_grisebachii"	"Baccharis_tandilensis"	"Oxalis_cordobensis"	"Achyrocline_satureoides"	"Gomphrena_perennis"	"Eupatorium_tenacetifolium"	"Hypochaeris_rosengurtii"	"Lathyrus_pubescens"	"Vernonia_echioides"	"Eupatorium_squarrulosum"	"Hypericum_connatum"	"Oenothera_indecora"	"Oxalis_articulata"	"Senecio_madagascariensis"	"Dodonaea_viscosa"	"Eupatorium_bupleurifolium"	"Eupatorium_macrocephalum"	"Habranthus_andersoni"	"Habranthus_gracilifolius"	"Hypochaeris_pampasica"	"Lathyrus_nervosus"	"Rodophiala_bifidum"	"Senecio_arechavaletae"	"Senecio_bravensis"	"Sommerfeltia_spinulosa"	"Stevia_satureiifolia"	"Augochlora_semiramis"	"Apis_mellifera"	"Astylus_quadrilineatus"	"Toxomerus_sp1_M_PL_072_02"	"Camponotus_sp1_M_PL_072_02"	"Chilicola_sp1_M_PL_072_02"	"Polybia_scutellaris"	"Unidentified_sp16_M_PL_072_02"	"Unidentified_sp17_M_PL_072_02"	"Unidentified_sp5_M_PL_072_02"	"Vanessa_sp1_M_PL_072_02"	"Xylocopa_ciliata"	"Chrysodina_sp1_M_PL_072_02"	"Lucilia_sericata"	"Unidentified_sp21_M_PL_072_02"	"Allograpta_sp1_M_PL_072_02"	"Augochlorella_ephyra"	"Cochliomyia_macellaria"	"Discodon_sp2_M_PL_072_02"	"Palpada_sp1_M_PL_072_02"	"Platycheirus_sp1_M_PL_072_02"	"Unidentified_sp14_M_PL_072_02"	"Unidentified_sp2_M_PL_072_02"	"Unidentified_sp8_M_PL_072_02"	"Augochloropsis_sp1_M_PL_072_02"	"Chauliognathus_scriptus"	"Discodon_sp1_M_PL_072_02"	"Euptoieta_claudia_hortensia"	"Lerodea_eufala"	"Panurgillus_sp1_M_PL_072_02"	"Strymon_eurytulus"	"Unidentified_sp12_M_PL_072_02"	"Unidentified_sp7_M_PL_072_02"	"Villa_sp1_M_PL_072_02"	"Xylocopa_augusti"	"Alophophion_sp1_M_PL_072_02"	"Augochloropsis_erato"	"Bombus_bellicosus"	"Brachygastra_lechiguana"	"Chauliognathus_sp1_M_PL_072_02"	"Coelioxys_sp1_M_PL_072_02"	"Corticea_immocerina"	"Dactylozodes_sp1_M_PL_072_02"	"Emesis_russula"	"Libythea_carinenta"	"Pampasatyrus_gyrtone"	"Podagritus_sp1_M_PL_072_02"	"Polistes_sp1_M_PL_072_02"	"Pyrgus_sp1_M_PL_072_02"	"Ruizantheda_divaricata"	"Stenodynerus_sp1_M_PL_072_02"	"Unidentified_sp1_M_PL_072_02"	"Unidentified_sp10_M_PL_072_02"	"Unidentified_sp11_M_PL_072_02"	"Unidentified_sp13_M_PL_072_02"	"Unidentified_sp15_M_PL_072_02"	"Unidentified_sp18_M_PL_072_02"	"Unidentified_sp19_M_PL_072_02"	"Unidentified_sp20_M_PL_072_02"	"Unidentified_sp3_M_PL_072_02"	"Unidentified_sp4_M_PL_072_02"	"Unidentified_sp6_M_PL_072_02"	"Unidentified_sp9_M_PL_072_02"
"Eryngium_stenophyllum"	1.11092997531744	0.0412381536617109	0.0312095449806042	0.008968712855752	0.022991645954855	0.0128334751966837	0.00258121316433191	0.0103626687923311	0.0152306009600972	0.00883175941325145	0.00510849932598546	0.0141348980610914	0.0035446325436706	0.00532725686830082	0.00680839815287589	0.00473437898105422	0.0016269217790112	0.00127742798234658	0.00189953645305639	0.0014615233218568	0.00630048719822945	0.00216981767243231	0.0014235565566348	0	0.0030400242238322	0.0030400242238322	0.00118618312646468	0.000270495906389725	0.0030400242238322	0.00118618312646468	0.000271795508586772	9.12448558818986e-05	0.000212272944441445	0.0332131275410111	0.0313182442459656	0.032882554178091	0.0303774474140524	0.0292373454573606	0.0284278678399737	0.0296407465136562	0.030400242238322	0.0289656745757873	0.0293305077134843	0.00270495906389724	0.00255408744151836	0.00217436406869418	0.0283899707539912	0.0280509276475024	0.0279381569359494	0.00196848505575549	0.0272140849055016	0.002607337340518	0.026707985630844	0.00196277016299568	0.027275344147541	0.00127363766664867	0.0276437591375203	0.00149271073406786	0.00202693561759908	0.0262302693314112	0.000488351225803772	0.000488351225803773	0.00110136078156849	0.000488351225803772	0.000364979423527594	0.000488351225803773	0.000986624254286183	0.00149272352894367	0.00111462660645015	0.000981860801469308	0	0.00098186080146931	0.0252484085299419	0.0004067304447528	0.000591797372631777	0.000443079067958824	0.000143400731351773	0.000981860801469308	0.000344950494452	0.000641673759834183	0.000981860801469308	0.000344950494452	0.00111462660645015	0.00104507481612977	0.000143400731351772	0.0252484085299419	0.00111462660645015	0.000981860801469308	0.00141348980610914	0.0252484085299419	0.00104507481612977	0.0252484085299419	0.000344950494452	0.00104507481612977	0.000575703821796172	0.000981860801469308
"Eryngium_floribundum"	0.0432018752646496	1.14531775054307	0.0160214295906602	0.00782334818680169	0.0320627518831192	0.0169494985264865	0.000916850896287816	0.00714822885607996	0.00917337307258427	0.00225639666133692	0.0170255402305842	0.0152320253163213	0.00210286720256448	0.00330691443368224	0.00236890860144303	0.00162647648834929	0.000224900466404935	0.00137439097800112	0.00177465009429988	0.00141144368814511	0.00192370920511959	0.000231549016082773	0.000196787908104318	0	0.000139431807354467	0.000139431807354467	0.00127622019385818	0.000127188100558549	0.000139431807354467	0.00127622019385818	0.000356401822057695	9.81707841429372e-05	0.000109169706614807	0.0357341654280292	0.004329333978295	0.0316909107133873	0.00324168622515883	0.0311953443274878	0.0322587578147466	0.0318052672140325	0.00139431807354467	0.0306780466046538	0.0320794063233203	0.00127188100558549	0.00190104558630511	0.00285121457646156	0.030280922779316	0.00231542358756938	0.00203498201670136	0.0284178431845345	0.00185016829060184	0.0295442181880361	0.00185495272260614	0.00128759812843148	0.0297087288653639	0.00065501823968884	0.0297745335841269	0.028972024274084	0.0287268680638946	0.0282513310524948	0.000351834168089559	0.000351834168089559	0.000540893977147687	0.000351834168089559	0.000392683136571749	0.000351834168089559	0.001148372933509	0.0011435885015047	0.000572193913952149	0.0272694702510255	0	0.0272694702510255	0.000981860801469308	5.62251166012337e-05	0.000203309561043661	0.000262858400320559	5.09361609048787e-05	0.0272694702510255	0.00030089800718468	0.000847474926324325	0.0272694702510255	0.00030089800718468	0.00057219391395215	0.00145739781286906	5.09361609048787e-05	0.000981860801469308	0.00057219391395215	0.0272694702510255	0.00152320253163213	0.000981860801469308	0.00145739781286906	0.000981860801469308	0.00030089800718468	0.00145739781286906	0.000397123825337775	0.0272694702510255
"Baccharis_articulata"	0.0490435706838066	0.0240321443859903	1.11519750759958	0.0116575956267859	0.0122405048926216	0.00451639154825063	0.00836741219505486	0.0180955489783842	0.0147199250175299	0.0160306119184288	0.00817805715179124	0.0012482913707694	0.00529786919193494	0.00642752002235541	0.0102102285158237	0.000644724287109284	0.00247841483956691	0.000286869789222496	0.00279813938281796	0.000640373516401335	0.00969299332101588	0.00333390644001656	0.00216861298462105	0	0.000140613781451625	0.000140613781451625	0.000266379089992318	0.00448784539478337	0.000140613781451625	0.000266379089992318	0.000365747907380219	2.04906992301783e-05	0.000197436147721011	0.0074586145197849	0.0477094856616631	0.0493053419170682	0.0466746901602318	0.00295746454848739	0.00328683239902221	0.00328803155710311	0.00140613781451625	0.0430769977972782	0.00259385582092002	0.0448784539478336	0.00332872286964545	0.00292598325904175	0.0420716895207013	0.0431989886608522	0.0433663573509749	0.00124638255393337	0.0422193875851988	0.041218482043402	0.0413914780832895	0.00217180437895874	0.00224320710643055	0.00118461688632607	0.00181164965747924	0.00138999962913128	0.0011285804999804	0.0016868205204023	0.000913225295627293	0.000913225295627293	0.00149597770563607	0.000913225295627293	8.19627969207131e-05	0.000913225295627293	0.000674188639981222	0.00150209814189049	0.0398284824142707	0.00057219391395215	0	0.000572193913952151	0.00111462660645015	0.000619603709891728	8.05905358886605e-05	0.000662233648991867	0.000464856233058603	0.00057219391395215	0.00044836906256869	0.000225819577412532	0.00057219391395215	0.00044836906256869	0.0398284824142707	0.000556386586028253	0.000464856233058603	0.00111462660645015	0.0398284824142707	0.00057219391395215	0.00012482913707694	0.00111462660645015	0.000556386586028253	0.00111462660645015	0.00044836906256869	0.000556386586028253	0.0010053082765769	0.00057219391395215
"Hysterionica_pinifolia"	0.015177821755888	0.0126377163017566	0.0125543337519233	1.15233238173354	0.00323322932951207	0.0255327996415923	0.0536409614541449	0.00578099478366692	0.0114548239509863	0.00546323937811378	0.00256265924419866	0.000807345672108883	0.00333757758487988	0.0100394674779044	0.00122702508804355	0.00216621238769799	0.00276256157273176	0.00199312577843699	0.000711737609684597	0.00209554894767981	0.00035836927573688	0.000262267838054956	0.00241724137614029	0	7.24384756369705e-05	7.24384756369705e-05	0.00185075965140578	0.00044261671597204	7.24384756369705e-05	0.00185075965140578	0.000172447839763586	0.000142366127031214	0.000107625986424115	0.0518212702393619	0.0531793102750864	0.00422434592822124	0.00367174973276939	0.00271914954786383	0.00232571937765944	0.00158947453530749	0.000724384756369705	0.00156234891059903	0.00215018802045046	0.0044261671597204	0.00500520313273535	0.00137958271810868	0.00124118253372865	0.00196451600213348	0.00088291187595491	0.045898014209785	0.000946697693026134	0.00100553299417324	0.0451137957775413	0.0462913361521954	0.000792813471159956	0.000645755918544692	0.000726583068847568	0.000557163931604546	0.000447862976707956	0.00064584850163668	0.0473005296346398	0.0473005296346398	0.000979157185096101	0.0473005296346398	0.000569464508124856	0.0473005296346398	0.0455971162026003	0.00143001811808506	0.00044836906256869	0.00030089800718468	0	0.000300898007184681	0.000344950494452	0.00069064039318294	0.000270776548462249	0.000417197198109985	0.00298005341411916	0.00030089800718468	0.0443204762205207	0.00127663998207961	0.00030089800718468	0.0443204762205207	0.00044836906256869	0.000146964969523276	0.00298005341411916	0.000344950494452	0.00044836906256869	0.00030089800718468	8.07345672108883e-05	0.000344950494452	0.000146964969523276	0.000344950494452	0.0443204762205207	0.000146964969523276	0.000321166376870385	0.00030089800718468
"Eryngium_horridum"	0.04598329190971	0.0612107081405003	0.0155788244087911	0.00382108920760517	1.13044249715151	0.0153267952364135	0.000651900661550005	0.00911144720303325	0.00742602391852638	0.00323052627482984	0.00904293445147697	0.0129416942276567	0.000562298885364227	0.00279560430305276	0.000847817002347207	0.0026392666027867	0.000207989156992968	0.00232672630127702	0.000345164692660116	0.00237635647594362	0.000527544744956048	0.000236328923639232	0.000181990512368847	0	0.000161762722526837	0.000161762722526837	0.00216053156547152	0.000144000560382085	0.000161762722526837	0.00216053156547152	0.000249948193511363	0.000166194735805502	0.000152018152114175	0.0604948838332026	0.00400379127211463	0.00477306960446417	0.00330860493094925	0.00502710830849307	0.0555568557064906	0.0556445184171958	0.00161762722526836	0.0549488005968301	0.0559467316841085	0.00144000560382085	0.00106511212436908	0.0019995855480909	0.0544426090855505	0.00233479841996841	0.00173334758839704	0.00237070254421301	0.00170743852745143	0.00291807784404501	0.0017484263716813	0.00096054200231277	0.0538862224995222	0.000912108912685051	0.00379664205176449	0.00236169125801675	0.0528411476833925	0.00250247262899883	0.00018318167294272	0.000183181672942721	0.000863299641888392	0.00018318167294272	0.000664778943222006	0.00018318167294272	0.000913304731343951	0.000872316887114075	0.000556386586028253	0.00145739781286906	0	0.00145739781286906	0.00104507481612977	5.19972892482419e-05	0.000329908325348338	7.02873606705284e-05	3.62167034194447e-05	0.00145739781286906	0.000146964969523276	0.000766339761820676	0.00145739781286906	0.000146964969523276	0.000556386586028253	0.0513837498705234	3.62167034194447e-05	0.00104507481612977	0.000556386586028253	0.00145739781286906	0.00129416942276567	0.00104507481612977	0.0513837498705234	0.00104507481612977	0.000146964969523276	0.0513837498705234	0.000506191511279625	0.00145739781286906
"Gerardia_genistifolia"	0.028233645432704	0.0355939469056217	0.00632294816755088	0.03319263953407	0.0168594747600549	1.09380900579613	0.0116941806734885	0.00684885875830503	0.0106469504363476	0.00607873049622605	0.00911521408885831	0.0131948866542293	0.0100029026661721	0.00334663455790409	0.0214714015486756	0.00271379255020743	0.00324779046877757	0.00247468660531643	0.00653590458935598	0.00258620106137241	0.000615284551744702	0.000210245191643046	0.00284181666018037	0	0.000115399744542366	0.000115399744542366	0.00229792327636526	0.000185531506254726	0.000115399744542366	0.00229792327636526	0.000260993061919563	0.000176763328951174	0.000130857494911836	0.0643418517382274	0.0625199665239682	0.00890130945095108	0.00294343268300265	0.0581645220436598	0.0578574601466716	0.00424041151567384	0.00115399744542366	0.00286180017863088	0.0582654274032087	0.00185531506254726	0.0609083911680842	0.00208794449535651	0.00248130802539172	0.00203948861420394	0.00102131447518289	0.0568145651982106	0.00355141853083117	0.00198481591262269	0.00214413331932633	0.00236040370408935	0.00225548844797918	0.000785144969471015	0.00280863735158143	0.00175899633521016	0.001613814688145	0.00148914868615851	0.00192631668616231	0.00192631668616231	0.00115311114002861	0.00192631668616231	0.000707053315804696	0.00192631668616231	0.0559670902718862	0.057374375483391	0.000225819577412532	0.000847474926324325	0	0.000847474926324326	0.000641673759834182	0.000811947617194392	0.000339224068775929	0.00125036283327151	0.000649676704082696	0.000847474926324325	0.00127663998207961	0.0546904502898066	0.000847474926324325	0.00127663998207961	0.000225819577412532	0.000766339761820676	0.000649676704082696	0.000641673759834183	0.000225819577412532	0.000847474926324325	0.00131948866542293	0.000641673759834182	0.000766339761820676	0.000641673759834183	0.00127663998207961	0.000766339761820676	0.000380492153239168	0.000847474926324325
"Eupatorium_subhastatum"	0.00630963217947799	0.0021393187580049	0.0130159745256409	0.0774813887670982	0.000796767475227784	0.0129935340816539	1.14764159228107	0.0117306318659396	0.00498054990964296	0.0111985583172314	0.000570432301309709	0.000321172810063545	0.011223226213296	0.00129434321577867	0.00783282452929298	0.000392854694973411	0.00384080570666109	0.000235020779076329	0.00716106958163657	0.000481639337436299	0.000422049468893618	0.00019749994067911	0.00336070499332846	0	2.26479492027587e-05	2.26479492027587e-05	0.000218233580570877	0.00692711972992929	2.26479492027587e-05	0.000218233580570877	0.000136003915975151	1.67871985054521e-05	0.000127419746763937	0.00611054025598456	0.0739355098532261	0.00606175827242642	0.00276499916950754	0.00118741524669839	0.000937273529889763	0.000573955246035136	0.000226479492027587	0.00134711159906468	0.000912347580765147	0.0692711972992928	0.0685798166801524	0.00108803132780121	0.000695409828734699	0.00185275452686567	0.00071376933163378	0.00368066627910673	0.001587360030572	0.000572835624094452	0.00358831037852953	0.00345313068544418	0.000230553595676096	0.000764518480583622	0.000226454173263006	0.00010797939103585	8.71528643243234e-05	0.000194336892256651	0.0667379196519561	0.0667379196519562	0.00105362302746169	0.0667379196519561	6.71487940218083e-05	0.0667379196519561	0.00362973011820185	0.00162877977024432	0.000464856233058603	5.09361609048786e-05	0	5.09361609048787e-05	0.000143400731351772	0.000960201426665273	4.91068368716764e-05	0.001402903276662	0.063757866237837	5.09361609048786e-05	0.00298005341411916	0.000649676704082696	5.09361609048786e-05	0.00298005341411916	0.000464856233058603	3.62167034194447e-05	0.063757866237837	0.000143400731351772	0.000464856233058603	5.09361609048786e-05	3.21172810063545e-05	0.000143400731351772	3.62167034194447e-05	0.000143400731351772	0.00298005341411916	3.62167034194447e-05	0.000651701770329977	5.09361609048786e-05
"Senecio_grisebachii"	0.0253309681590316	0.0166792006641866	0.0281486317441532	0.00835032579863	0.0111362132481518	0.00760984306478337	0.0117306318659396	1.07623899570934	0.0213386270593627	0.0183344492858532	0.0120236977460417	0.000994157719344983	0.00732824286165645	0.011341583016459	0.00431897830346588	0.0150122792820242	0.00358265282363565	0.00277116432952947	0.00373540646212173	0.00315220449464815	0.00381570121047992	0.00486305927834426	0.00313482122068119	0	0.000288498674358729	0.000288498674358729	0.00257322402027737	0.00662904590925408	0.000288498674358729	0.00257322402027737	0.00831027857106667	0.000197940309252105	0.0112122891322616	0.0720502725677663	0.0689660668549862	0.0678642328729548	0.0680828298968196	0.00278639976351778	0.00306188108625691	0.00291209912155824	0.00288498674358729	0.0622753827521762	0.00195892708358724	0.0662904590925407	0.00342194818473987	0.0664822285685334	0.00248432743499048	0.00444254706340434	0.00253493740099305	0.00109878235544733	0.00212088438630631	0.00260480187651885	0.00190217847524346	0.00307252844513793	0.00147901915841357	0.0672737347935696	0.00107224341906845	0.00159949359994195	0.000903315336617402	0.000972827647133947	0.000972868147200362	0.000972868147200363	0.00231592189748314	0.000972868147200362	0.000791761237008421	0.000972868147200362	0.000701658530109553	0.000920364441172402	0.0010053082765769	0.000397123825337776	0	0.000397123825337776	0.000575703821796172	0.000895663205908912	0.00187653491025303	0.000916030357707055	0.000651701770329977	0.000397123825337776	0.000321166376870385	0.000380492153239168	0.000397123825337776	0.000321166376870385	0.0010053082765769	0.000506191511279625	0.000651701770329977	0.000575703821796172	0.0010053082765769	0.000397123825337776	9.94157719344983e-05	0.000575703821796172	0.000506191511279625	0.000575703821796172	0.000321166376870385	0.000506191511279625	0.0597910553171857	0.000397123825337776
"Baccharis_tandilensis"	0.0418841526402673	0.0240801043155337	0.0257598687806774	0.0186140889203527	0.0102107828879738	0.0133086880454345	0.00560311864834833	0.024005955441783	1.05600512429422	0.0188488671061681	0.0107177924837279	0.0156506555081922	0.00814745693403405	0.0211944028875102	0.00490814985251422	0.000822207916822777	0.00395893379900499	0.00041522704915893	0.00417417380152755	0.000830136219304008	0.0043001083200995	0.00543895789775212	0.00346406707412937	0	0.000124081005836344	0.000124081005836344	0.000385567974219007	0.000435335031544471	0.000124081005836344	0.000385567974219007	0.00912076849439625	2.96590749399236e-05	0.000261170941966002	0.0107959032781322	0.0762094756308461	0.0761790498899013	0.0761454105685297	0.0697560685985225	0.00372658852259501	0.0695547606911587	0.00124081005836344	0.00424303437675628	0.00421987482504143	0.00435335031544471	0.00365221307032483	0.07296614795517	0.00290937018554612	0.0694429670675046	0.00294693495362657	0.00195469671624489	0.00248542660516597	0.00256511037900493	0.00258783437053834	0.0693655471262644	0.00198937487195049	0.00156702565179602	0.00309031392786181	0.00164511506540931	0.00103746231194442	0.00152524837704259	0.00102721086628933	0.00102721086628933	0.00177827298034001	0.00102721086628933	0.000118636299759694	0.00102721086628933	0.00138136089920837	0.001278953133836	0.000919995313595621	0.000573335817036517	0	0.000573335817036518	0.000951912560006075	0.000989733449751248	0.000102775989602847	0.00101843211675426	0.000311284369352685	0.000573335817036517	0.000715926496936641	0.000665434402271727	0.000573335817036517	0.000715926496936641	0.000919995313595622	0.000464126494907899	0.000311284369352685	0.000951912560006075	0.000919995313595621	0.000573335817036517	0.00156506555081922	0.000951912560006075	0.000464126494907899	0.000951912560006075	0.000715926496936641	0.000464126494907899	0.00133366419121017	0.000573335817036517
"Oxalis_cordobensis"	0.0323831178485886	0.00789738831467921	0.0374047611430006	0.0118370186525799	0.0059226315038547	0.0101312174937101	0.016797837475847	0.0275016739287798	0.025131822808224	1.06038607086126	0.00500701397943028	0.000996872473270543	0.00552140530744945	0.0118209075883466	0.00117869303361841	0.00462389850560923	0.00517824644102223	0.00408954772845577	0.000645351839839409	0.0276147345628793	0.000779269691208279	0.00703804395041652	0.00453096563589445	0	0.000154584384035934	0.000154584384035934	0.00379743717642321	0.00970131307353307	0.000154584384035934	0.00379743717642321	0.000479908146303751	0.000292110552032555	0.000382883288549501	0.10632824093985	0.0996812439896781	0.00802978815602526	0.0985326153058314	0.00310100005374226	0.00220048580174671	0.00286364970195924	0.00154584384035934	0.00405697862947502	0.00179947165113074	0.0970131307353306	0.00243862432038145	0.00383926517043001	0.00252910785565392	0.0920081091082586	0.00226668170044209	0.00114986387797306	0.00221920090684232	0.00202461877959017	0.00252713422581617	0.00350362232223348	0.00119322352911818	0.00229729973129701	0.00102370025354275	0.000688734453054439	0.000457243578013896	0.000924013006215696	0.00138848314127876	0.00138848314127876	0.0952691895458246	0.00138848314127876	0.00116844220813022	0.00138848314127876	0.000961830822861652	0.000653897503887805	0.00133588432653574	0.00018803305511141	0	0.00018803305511141	0.000735979951104286	0.00129456161025556	0.000577987313201154	0.000690175663431181	0.000933213193102613	0.00018803305511141	0.000455269948176148	0.000506560874685504	0.00018803305511141	0.000455269948176148	0.00133588432653574	0.000269210522902486	0.000933213193102613	0.000735979951104287	0.00133588432653574	0.00018803305511141	9.96872473270543e-05	0.000735979951104287	0.000269210522902486	0.000735979951104287	0.000455269948176148	0.000269210522902486	0.0015278707738211	0.00018803305511141
