"Dillenia_ferruginea"	"Erythroxylum_sechellarum"	"Nephrosperma_vanhoutteanum"	"Excoecaria_benthiamiana"	"Psychotria_pervillei"	"Roscheria_melanochaetes"	"Memecylon_eleagni"	"Aphloia_theiformis"	"Soulamea_terminaloides"	"Syzygium_wrightii"	"Apis_mellifera"	"Lasioglossum_mahense"	"Lygistorrhina_sp1_M_PL_105"	"Unidentified_sp2_M_PL_105"	"Unidentified_sp4_M_PL_105"	"Ornidia_obesa"	"Eristalinus_vicarians"	"Forcipomyia_sp1_M_PL_105"	"Cratopus_aurostriatus"	"Hemipyrellia_germana"	"Neophyllomyza_approximatonervis"	"Unidentified_sp3_M_PL_105"	"Nectarinia_dussumieri"	"Phelsuma_sp1_M_PL_105"	"Rhiparida_seychellensis"	"Simosyrphus_aegyptius"	"Unidentified_sp1_M_PL_105"	"Xylocopa_caffra"
"Apis_mellifera"	0.143658810325477	0.139749727051314	0.1333974667308	0	0.113042747963383	0	0.1333974667308	0.00342044786489231	0	0	1.13042747963383	0.0739061056521374	0	0	0	0.0136817914595692	0.0222329111218	0	0.0119715675271231	0.0174687158814143	0	0	0	0.0222329111218	0.0119715675271231	0	0.0174687158814143	0.0119715675271231
"Lasioglossum_mahense"	0.170594837261504	0.165952800873436	0.158409491742825	0	0.00923826320651717	0	0.158409491742825	0.00406178183955962	0	0	0.0923826320651718	1.08776350046191	0	0	0	0.0162471273582385	0.0264015819571375	0	0.0142162364384587	0.0207441001091795	0	0	0	0.0264015819571375	0.0142162364384587	0	0.0207441001091795	0.0142162364384587
"Lygistorrhina_sp1_M_PL_105"	0	0	0	0.354138999557326	0	0.0141655599822931	0	0	0.298362107127047	0	0	0	1.19344842850819	0.00177069499778663	0.0442673749446658	0	0	0.0460380699424524	0	0	0.00177069499778663	0.00177069499778663	0	0	0	0.0442673749446658	0	0
"Unidentified_sp2_M_PL_105"	0	0	0	0.0247897299690128	0	0.640991589198761	0	0	0.000885347498893316	0	0	0	0.00354138999557326	1.08012394864985	0.0030987162461266	0	0	0.0832226648959717	0	0	0.0801239486498451	0.0801239486498451	0	0	0	0.0030987162461266	0	0
"Unidentified_sp4_M_PL_105"	0	0	0	0.619743249225321	0	0.0247897299690128	0	0	0.0221336874723329	0	0	0	0.0885347498893316	0.0030987162461266	1.07746790615317	0	0	0.0805666223992917	0	0	0.0030987162461266	0.0030987162461266	0	0	0	0.0774679061531651	0	0
"Ornidia_obesa"	0.344454647484951	0.00855111966223077	0.00816243240485665	0	0.00342044786489231	0	0.00816243240485665	0.29391558684488	0	0	0.0342044786489231	0.0324942547164769	0	0	0	1.17566234737952	0.00136040540080944	0	0.0287045539570792	0.00106888995777885	0	0	0	0.00136040540080944	0.0287045539570792	0	0.00106888995777885	0.0287045539570792
"Eristalinus_vicarians"	0.0285685134169983	0.02779113890225	0.0265279053157841	0	0.0111164555609	0	0.57198245077033	0.000680202700404721	0	0	0.111164555609	0.10560632782855	0	0	0	0.00272081080161888	1.09533040846172	0	0.00238070945141652	0.00347389236278125	0	0	0	0.00442131755263068	0.00238070945141652	0	0.00347389236278125	0.00238070945141652
"Forcipomyia_sp1_M_PL_105"	0	0	0	0.322266489597167	0	0.332890659583887	0	0	0.0115095174856131	0	0	0	0.0460380699424524	0.0416113324479858	0.0402833111996459	0	0	1.08189464364763	0	0	0.0416113324479858	0.0416113324479858	0	0	0	0.0402833111996459	0	0
"Cratopus_aurostriatus"	0.602795633098663	0.0149644594089039	0.0142842567084991	0	0.00598578376356154	0	0.0142842567084991	0.0143522769785396	0	0	0.0598578376356154	0.0568649457538346	0	0	0	0.0574091079141584	0.00238070945141652	0	1.05023296942489	0.00187055742611298	0	0	0	0.00238070945141652	0.0502329694248886	0	0.00187055742611298	0.0502329694248886
"Hemipyrellia_germana"	0.0224466891133558	0.593264466280339	0.0208433541766875	0	0.00873435794070715	0	0.0208433541766875	0.000534444978889423	0	0	0.0873435794070715	0.0829764004367179	0	0	0	0.00213777991555769	0.00347389236278125	0	0.00187055742611298	1.07415805828504	0	0	0	0.00347389236278125	0.00187055742611298	0	0.0741580582850424	0.00187055742611298
"Neophyllomyza_approximatonervis"	0	0	0	0.0247897299690128	0	0.640991589198761	0	0	0.000885347498893316	0	0	0	0.00354138999557326	0.0801239486498451	0.0030987162461266	0	0	0.0832226648959717	0	0	1.08012394864985	0.0801239486498451	0	0	0	0.0030987162461266	0	0
"Unidentified_sp3_M_PL_105"	0	0	0	0.0247897299690128	0	0.640991589198761	0	0	0.000885347498893316	0	0	0	0.00354138999557326	0.0801239486498451	0.0030987162461266	0	0	0.0832226648959717	0	0	0.0801239486498451	1.08012394864985	0	0	0	0.0030987162461266	0	0
"Nectarinia_dussumieri"	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0
"Phelsuma_sp1_M_PL_105"	0.0285685134169983	0.02779113890225	0.57198245077033	0	0.0111164555609	0	0.0265279053157841	0.000680202700404721	0	0	0.111164555609	0.10560632782855	0	0	0	0.00272081080161888	0.00442131755263068	0	0.00238070945141652	0.00347389236278125	0	0	0	1.09533040846172	0.00238070945141652	0	0.00347389236278125	0.00238070945141652
"Rhiparida_seychellensis"	0.602795633098663	0.0149644594089039	0.0142842567084991	0	0.00598578376356154	0	0.0142842567084991	0.0143522769785396	0	0	0.0598578376356154	0.0568649457538347	0	0	0	0.0574091079141584	0.00238070945141652	0	0.0502329694248886	0.00187055742611298	0	0	0	0.00238070945141652	1.05023296942489	0	0.00187055742611298	0.0502329694248886
"Simosyrphus_aegyptius"	0	0	0	0.619743249225321	0	0.0247897299690128	0	0	0.0221336874723329	0	0	0	0.0885347498893316	0.0030987162461266	0.0774679061531651	0	0	0.0805666223992917	0	0	0.0030987162461266	0.0030987162461266	0	0	0	1.07746790615317	0	0
"Unidentified_sp1_M_PL_105"	0.0224466891133558	0.593264466280339	0.0208433541766875	0	0.00873435794070715	0	0.0208433541766875	0.000534444978889423	0	0	0.0873435794070715	0.0829764004367179	0	0	0	0.00213777991555769	0.00347389236278125	0	0.00187055742611298	0.0741580582850424	0	0	0	0.00347389236278125	0.00187055742611298	0	1.07415805828504	0.00187055742611298
"Xylocopa_caffra"	0.602795633098663	0.0149644594089039	0.0142842567084991	0	0.00598578376356154	0	0.0142842567084991	0.0143522769785396	0	0	0.0598578376356154	0.0568649457538347	0	0	0	0.0574091079141584	0.00238070945141652	0	0.0502329694248886	0.00187055742611298	0	0	0	0.00238070945141652	0.0502329694248886	0	0.00187055742611298	1.05023296942489
