"Dillenia_ferruginea"	"Erythroxylum_sechellarum"	"Nephrosperma_vanhoutteanum"	"Excoecaria_benthiamiana"	"Psychotria_pervillei"	"Roscheria_melanochaetes"	"Memecylon_eleagni"	"Aphloia_theiformis"	"Soulamea_terminaloides"	"Syzygium_wrightii"	"Apis_mellifera"	"Lasioglossum_mahense"	"Lygistorrhina_sp1_M_PL_105"	"Unidentified_sp2_M_PL_105"	"Unidentified_sp4_M_PL_105"	"Ornidia_obesa"	"Eristalinus_vicarians"	"Forcipomyia_sp1_M_PL_105"	"Cratopus_aurostriatus"	"Hemipyrellia_germana"	"Neophyllomyza_approximatonervis"	"Unidentified_sp3_M_PL_105"	"Nectarinia_dussumieri"	"Phelsuma_sp1_M_PL_105"	"Rhiparida_seychellensis"	"Simosyrphus_aegyptius"	"Unidentified_sp1_M_PL_105"	"Xylocopa_caffra"
"Dillenia_ferruginea"	1.20559126619733	0.0299289188178077	0.0285685134169983	0	0.0119715675271231	0	0.0285685134169983	0.0287045539570792	0	0	0.119715675271231	0.113729891507669	0	0	0	0.114818215828317	0.00476141890283304	0	0.100465938849777	0.00374111485222596	0	0	0	0.00476141890283304	0.100465938849777	0	0.00374111485222596	0.100465938849777
"Erythroxylum_sechellarum"	0.0448933782267116	1.18652893256068	0.041686708353375	0	0.0174687158814143	0	0.041686708353375	0.00106888995777885	0	0	0.174687158814143	0.165952800873436	0	0	0	0.00427555983111539	0.0069477847255625	0	0.00374111485222596	0.148316116570085	0	0	0	0.0069477847255625	0.00374111485222596	0	0.148316116570085	0.00374111485222596
"Nephrosperma_vanhoutteanum"	0.0571370268339965	0.0555822778045	1.14396490154066	0	0.0222329111218	0	0.0530558106315682	0.00136040540080944	0	0	0.222329111218	0.2112126556571	0	0	0	0.00544162160323777	0.00884263510526137	0	0.00476141890283304	0.0069477847255625	0	0	0	0.190660816923443	0.00476141890283304	0	0.0069477847255625	0.00476141890283304
"Excoecaria_benthiamiana"	0	0	0	1.23948649845064	0	0.0495794599380257	0	0	0.0442673749446658	0	0	0	0.177069499778663	0.00619743249225321	0.15493581230633	0	0	0.161133244798583	0	0	0.00619743249225321	0.00619743249225321	0	0	0	0.15493581230633	0	0
"Psychotria_pervillei"	0.0718294051627385	0.0698748635256572	0.0666987333654	0	1.05652137398169	0	0.0666987333654	0.00171022393244616	0	0	0.565213739816914	0.0369530528260687	0	0	0	0.00684089572978462	0.0111164555609	0	0.00598578376356154	0.00873435794070715	0	0	0	0.0111164555609	0.00598578376356154	0	0.00873435794070715	0.00598578376356154
"Roscheria_melanochaetes"	0	0	0	0.0495794599380257	0	1.28198317839752	0	0	0.00177069499778663	0	0	0	0.00708277999114653	0.16024789729969	0.00619743249225321	0	0	0.166445329791943	0	0	0.16024789729969	0.16024789729969	0	0	0	0.00619743249225321	0	0
"Memecylon_eleagni"	0.0571370268339965	0.0555822778045	0.0530558106315682	0	0.0222329111218	0	1.14396490154066	0.00136040540080944	0	0	0.222329111218	0.2112126556571	0	0	0	0.00544162160323777	0.190660816923443	0	0.00476141890283304	0.0069477847255625	0	0	0	0.00884263510526137	0.00476141890283304	0	0.0069477847255625	0.00476141890283304
"Aphloia_theiformis"	0.172227323742475	0.00427555983111539	0.00408121620242832	0	0.00171022393244616	0	0.00408121620242832	1.14695779342244	0	0	0.0171022393244615	0.0162471273582385	0	0	0	0.58783117368976	0.000680202700404721	0	0.0143522769785396	0.000534444978889423	0	0	0	0.00068020270040472	0.0143522769785396	0	0.000534444978889424	0.0143522769785396
"Soulamea_terminaloides"	0	0	0	0.177069499778663	0	0.00708277999114653	0	0	1.14918105356352	0	0	0	0.596724214254095	0.000885347498893316	0.0221336874723329	0	0	0.0230190349712262	0	0	0.000885347498893316	0.000885347498893316	0	0	0	0.0221336874723329	0	0
"Syzygium_wrightii"	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0
