"Stillingia_lineata"	"Gaertnera_sp1_M_PL_080"	"Aphloia_theiformis"	"Syzygium_coriaceum"	"Euodia_chapelieri"	"Warneckea_trinervis"	"Nacoleia_sp1_M_PL_080"	"Chaetocnema_sp1_M_PL_080"	"Chrysomya_megacephala"	"Apis_mellifera"	"Villa_unifasciata"	"Brachymyrmex_sp1_M_PL_080"	"Phorinia_sp1_M_PL_080"	"Stomorhina_lunata"	"Ahasverus_advena"	"Allograpta_nasuta"	"Syritta_nigrofemorata"	"Episyrphus_sp1_M_PL_080"	"Lecithoceridae_sp1_M_PL_080"	"Mauritiborium_undulatus"	"Melanostoma_bituberculatum"	"Mordellidae_sp1_M_PL_080"	"Musca_domestica"	"Pachycerina_crinicornis"	"Pelecophora_intemipta"	"Polistes_hebraeus"	"Sarcophaga_arno"	"Technomyrmex_albipes"
"Stillingia_lineata"	1.26406862887269	0.0354741185452611	0.0101724368236135	0.0162595156562135	0.0065859840053507	0.000772649430201002	0.00463589658120601	0.0526878720428056	0.0473624405831036	0.00221713240907882	0.0484493022340032	0.00127155460295168	0.0451453081740247	0.00330399405997837	0.0451453081740248	0.0473624405831036	0.0451453081740248	0.00221713240907882	0.00221713240907882	0.0451453081740248	0.00127155460295168	0.0451453081740248	0.0451453081740248	0.0451453081740248	0.0451453081740248	0.00221713240907882	0.0451453081740248	0.0451453081740248
"Gaertnera_sp1_M_PL_080"	0.062079707454207	1.21651991583426	0.00217252505793441	0.0272310722063114	0.0108871348232679	0.014442977957351	0.0866578677441057	0.087097078586143	0.0782496271487201	0.0760324947396414	0.00589258206710956	0.000271565632241801	0.00221713240907882	0.00367544965803073	0.00221713240907882	0.0782496271487201	0.00221713240907882	0.0760324947396414	0.0760324947396414	0.00221713240907882	0.000271565632241801	0.00221713240907882	0.00221713240907882	0.00221713240907882	0.00221713240907882	0.0760324947396414	0.00221713240907882	0.00221713240907882
"Aphloia_theiformis"	0.0356035288826471	0.00434505011586882	1.21990615299586	0.0704482426051673	0.00137988674144525	0.00165047199234322	0.00990283195405933	0.011039093931562	0.00154312023519348	0.000271565632241801	0.16256585405308	0.152488269124483	0.00127155460295168	0.161294299450128	0.00127155460295168	0.00154312023519348	0.00127155460295168	0.000271565632241801	0.000271565632241801	0.00127155460295168	0.152488269124483	0.00127155460295168	0.00127155460295168	0.00127155460295168	0.00127155460295168	0.000271565632241801	0.00127155460295168	0.00127155460295168
"Syzygium_coriaceum"	0.0569083047967472	0.0544621444126229	0.0704482426051673	1.10657842689916	0.0191678169126947	0.0257683977069425	0.154610386241655	0.153342535301558	0.00543632348281562	0.00340388402578893	0.149160773145068	0.00880603032564591	0.00203243945702668	0.147128333688041	0.00203243945702669	0.00543632348281561	0.00203243945702669	0.00340388402578893	0.00340388402578893	0.00203243945702669	0.00880603032564592	0.00203243945702669	0.00203243945702669	0.00203243945702669	0.00203243945702669	0.00340388402578893	0.00203243945702669	0.00203243945702669
"Euodia_chapelieri"	0.0922037760749098	0.0870970785861431	0.00551954696578101	0.0766712676507789	1.06910939571609	0.00273226833963296	0.0163936100377978	0.5528751657287	0.00873655941430929	0.00544356741163395	0.0135668438297453	0.000689943370722627	0.00329299200267535	0.01027385182707	0.00329299200267535	0.00873655941430929	0.00329299200267535	0.00544356741163394	0.00544356741163394	0.00329299200267535	0.000689943370722627	0.00329299200267535	0.00329299200267535	0.00329299200267535	0.00329299200267535	0.00544356741163394	0.00329299200267535	0.00329299200267535
"Warneckea_trinervis"	0.010817092022814	0.115543823658808	0.00660188796937288	0.10307359082777	0.00273226833963296	1.09456467051494	0.567388023089615	0.0218581467170637	0.00760781369377598	0.00722148897867549	0.0140957595647434	0.00082523599617161	0.000386324715100501	0.0137094348496429	0.000386324715100501	0.00760781369377598	0.000386324715100501	0.00722148897867548	0.00722148897867548	0.000386324715100501	0.000825235996171611	0.000386324715100501	0.000386324715100501	0.000386324715100501	0.000386324715100501	0.00722148897867548	0.000386324715100501	0.000386324715100501
"Nacoleia_sp1_M_PL_080"	0.021634184045628	0.231087647317615	0.0132037759387458	0.20614718165554	0.00546453667926593	0.189129341029872	1.13477604617923	0.0437162934341274	0.015215627387552	0.014442977957351	0.0281915191294867	0.00165047199234322	0.000772649430201001	0.0274188696992857	0.000772649430201001	0.015215627387552	0.000772649430201002	0.014442977957351	0.014442977957351	0.000772649430201001	0.00165047199234322	0.000772649430201001	0.000772649430201002	0.000772649430201001	0.000772649430201002	0.014442977957351	0.000772649430201001	0.000772649430201001
"Chaetocnema_sp1_M_PL_080"	0.18440755214982	0.174194157172286	0.011039093931562	0.153342535301558	0.138218791432175	0.00546453667926593	0.0327872200755956	1.1057503314574	0.0174731188286186	0.0108871348232679	0.0271336876594907	0.00137988674144525	0.0065859840053507	0.02054770365414	0.00658598400535071	0.0174731188286186	0.00658598400535071	0.0108871348232679	0.0108871348232679	0.00658598400535071	0.00137988674144525	0.0065859840053507	0.00658598400535071	0.00658598400535071	0.00658598400535071	0.0108871348232679	0.00658598400535071	0.00658598400535071
"Chrysomya_megacephala"	0.331537084081725	0.312998508594881	0.00308624047038697	0.0108726469656312	0.00436827970715465	0.00380390684688799	0.0228234410813279	0.0349462376572372	1.03140301693296	0.0195624067871801	0.0135854710752782	0.000385780058798371	0.0118406101457759	0.00174486092950227	0.0118406101457759	0.0314030169329559	0.0118406101457759	0.01956240678718	0.01956240678718	0.0118406101457759	0.000385780058798371	0.0118406101457759	0.0118406101457759	0.0118406101457759	0.0118406101457759	0.01956240678718	0.0118406101457759	0.0118406101457759
"Apis_mellifera"	0.0310398537271035	0.608259957917131	0.0010862625289672	0.0136155361031557	0.00544356741163394	0.00722148897867548	0.0433289338720529	0.0435485392930715	0.0391248135743601	1.03801624736982	0.00294629103355478	0.000135782816120901	0.00110856620453941	0.00183772482901537	0.00110856620453941	0.0391248135743601	0.00110856620453941	0.0380162473698207	0.0380162473698207	0.00110856620453941	0.000135782816120901	0.00110856620453941	0.00110856620453941	0.00110856620453941	0.00110856620453941	0.0380162473698207	0.00110856620453941	0.00110856620453941
