"Leycesteria_formosa"	"Juniperus_brevifolia"	"Duchesnea_indica"	"Vaccinium_cylindraceum"	"Ilex_perado"	"Rubus_ulmifolius"	"Cerastium_sp1_M_SD_031"	"Pittosporum_undulatum"	"Morella_faya"	"Potentilla_erecta"	"Solanum_nigrum"	"Fragaria_vesca"	"Acacia_melanoxylon"	"Clethra_arborea"	"Hedera_azorica"	"Unidentified_sp1_M_SD_031"	"Hedychium_gardneranum"	"Juncus_effusus"	"Laurus_azorica"	"Bellis_perennis"	"Hypericum_humifusum"	"Myrsine_africana"	"Calluna_vulgaris"	"Carex_viridula"	"Holcus_lanatus"	"Lotus_pedunculatus"	"Aphanes_microcarpa"	"Carex_vulcani"	"Centaurium_erythraea"	"Conyza_bonariensis"	"Cryptomeria_japonica"	"Epilobium_parviflorum"	"Persicaria_capitata"	"Sonchus_tenerrimus"	"Unidentified_sp2_M_SD_031"	"Unidentified_sp3_M_SD_031"	"Unidentified_sp4_M_SD_031"	"Unidentified_sp5_M_SD_031"	"Unidentified_sp6_M_SD_031"	"Unidentified_sp7_M_SD_031"	"Viburnum_tinus"	"Turdus_merula"	"Sylvia_atricapilla"	"Fringilla_coelebs"	"Erithacus_rubecula"	"Pyrrhula_murina"	"Serinus_serinus"	"Carduelis_carduelis"	"Regulus_regulus"
"Leycesteria_formosa"	1.07729529202751	0.00618903671587735	0.0188941106301985	0.0184912840431759	0.00263183587045058	0.00618903671587735	0.00637357296550235	0.00952794722390655	0.00618903671587735	0.0201057408657274	0.0191983586807545	0.00618903671587735	0.00952794722390655	0.00626928369740376	0.00618903671587735	0.00618903671587735	0.00618903671587735	0.0174739049952768	0.00263183587045058	0.00597074637847977	0.0105777936418208	0.00618903671587735	0.00618903671587735	0.0033389105080292	0.000402826587022573	0.0033389105080292	0.0033389105080292	0.0033389105080292	0.00263183587045058	0.000402826587022573	0.00263183587045058	0.0033389105080292	0.0033389105080292	0.000298537318923989	0.00263183587045058	0.0033389105080292	0.0033389105080292	0.0033389105080292	0.000402826587022573	0.0105777936418208	0.00263183587045058	0.126328121781628	0.12094482874451	0.120200778289051	0.0984179786183887	0.105777936418208	0.00402826587022573	0.00119414927569595	0.0897746076689588
"Juniperus_brevifolia"	0.0185671101476321	1.01564370252286	0.0170706259811927	0.0166689875428238	0.00674488555992497	0.0156437025228642	0.00768059087091896	0.0161777693954893	0.0156437025228642	0.0167681955381878	0.0104581688555239	0.0156437025228642	0.0161777693954893	0.00764290005417758	0.0156437025228642	0.0156437025228642	0.0156437025228642	0.0100233099782629	0.00674488555992497	0.00727895243255007	0.000590426142698514	0.0156437025228642	0.0156437025228642	0.0005340668726251	0.000401638438368891	0.0005340668726251	0.0005340668726251	0.0005340668726251	0.00674488555992497	0.000401638438368891	0.00674488555992497	0.0005340668726251	0.0005340668726251	0.000363947621627504	0.00674488555992497	0.0005340668726251	0.0005340668726251	0.0005340668726251	0.000401638438368891	0.000590426142698514	0.00674488555992497	0.323754506876399	0.302559776739934	0.0192264074145036	0.00820228015967636	0.00590426142698514	0.00401638438368891	0.00145579048651001	0.00154725917896934
"Duchesnea_indica"	0.0283411659452978	0.00853531299059633	1.04184417947757	0.026132503185632	0.00367713728943254	0.00853531299059633	0.019912356280422	0.00905885568965255	0.00853531299059633	0.00956309383587472	0.0229789085952556	0.00853531299059633	0.00905885568965255	0.0044107139879132	0.00853531299059633	0.00853531299059633	0.00853531299059633	0.00588595654644218	0.00367713728943254	0.00420067998848876	0.000504238146222169	0.00853531299059633	0.00853531299059633	0.000523542699056223	0.0157116762919333	0.000523542699056223	0.000523542699056223	0.000523542699056223	0.00367713728943254	0.0157116762919333	0.00367713728943254	0.000523542699056223	0.000523542699056223	0.000210033999424438	0.00367713728943254	0.000523542699056223	0.000523542699056223	0.000523542699056223	0.0157116762919333	0.000504238146222169	0.00367713728943254	0.176502589892762	0.165177973839569	0.018847537166024	0.140777521560285	0.00504238146222169	0.157116762919333	0.000840135997697752	0.00236176382877481
"Vaccinium_cylindraceum"	0.0369825680863519	0.0111126583618825	0.0348433375808426	1.03421434322443	0.00474440745517695	0.0111126583618825	0.00594620899139374	0.011685465541687	0.0111126583618825	0.0123399428868727	0.0300427429490579	0.0111126583618825	0.011685465541687	0.00558307536673055	0.0111126583618825	0.0111126583618825	0.0111126583618825	0.00759553543169575	0.00474440745517695	0.00531721463498147	0.000654477345185671	0.0111126583618825	0.0111126583618825	0.000572807179804522	0.000628994356412269	0.000572807179804522	0.000572807179804522	0.000572807179804522	0.00474440745517695	0.000628994356412269	0.00474440745517695	0.000572807179804522	0.000572807179804522	0.000265860731749074	0.00474440745517695	0.000572807179804522	0.000572807179804522	0.000572807179804522	0.000628994356412269	0.000654477345185671	0.00474440745517695	0.227731557848494	0.216520530827989	0.0206210584729628	0.184813478900383	0.00654477345185671	0.00628994356412269	0.00106344292699629	0.00308188067386265
"Ilex_perado"	0.0157910152227035	0.0134897711198499	0.0147085491577301	0.0142332223655309	1.01222131607985	0.0134897711198499	0.0132102545338659	0.0140033827816697	0.0134897711198499	0.0143896050094099	0.00252551794750368	0.0134897711198499	0.0140033827816697	0.01337167412875	0.0134897711198499	0.0134897711198499	0.0134897711198499	0.002168288929563	0.0122213160798469	0.0127349277416667	0.000386222227740225	0.0134897711198499	0.0134897711198499	0.000513611661819741	0.000475326792199285	0.000513611661819741	0.000513611661819741	0.000513611661819741	0.0122213160798469	0.000475326792199285	0.0122213160798469	0.000513611661819741	0.000513611661819741	0.000636746387083333	0.0122213160798469	0.000513611661819741	0.000513611661819741	0.000513611661819741	0.000475326792199285	0.000386222227740225	0.0122213160798469	0.586623171832652	0.043127471360103	0.0184900198255107	0.00594760996544731	0.00386222227740225	0.00475326792199285	0.00254698554833333	0.00131591793522529
"Rubus_ulmifolius"	0.0185671101476321	0.0156437025228642	0.0170706259811927	0.0166689875428238	0.00674488555992497	1.01564370252286	0.00768059087091896	0.0161777693954893	0.0156437025228642	0.0167681955381878	0.0104581688555239	0.0156437025228642	0.0161777693954893	0.00764290005417758	0.0156437025228642	0.0156437025228642	0.0156437025228642	0.0100233099782629	0.00674488555992497	0.00727895243255007	0.000590426142698514	0.0156437025228642	0.0156437025228642	0.0005340668726251	0.000401638438368891	0.0005340668726251	0.0005340668726251	0.0005340668726251	0.00674488555992497	0.000401638438368891	0.00674488555992497	0.0005340668726251	0.0005340668726251	0.000363947621627504	0.00674488555992497	0.0005340668726251	0.0005340668726251	0.0005340668726251	0.000401638438368891	0.000590426142698514	0.00674488555992497	0.323754506876399	0.302559776739934	0.0192264074145036	0.00820228015967636	0.00590426142698514	0.00401638438368891	0.00145579048651001	0.00154725917896934
"Cerastium_sp1_M_SD_031"	0.0127471459310047	0.00512039391394598	0.026549808373896	0.00594620899139374	0.00440341817795531	0.00512039391394598	1.03087121222719	0.0109845885806823	0.00512039391394598	0.0113901997730984	0.00740698548017475	0.00512039391394598	0.0109845885806823	0.0107809934869262	0.00512039391394598	0.00512039391394598	0.00512039391394598	0.00698678159514308	0.00440341817795531	0.0102676128446916	0.000405611192416097	0.00512039391394598	0.00512039391394598	0.00586419466673633	0.0206035993825023	0.00586419466673633	0.00586419466673633	0.00586419466673633	0.00440341817795531	0.0206035993825023	0.00440341817795531	0.00586419466673633	0.00586419466673633	0.000513380642234582	0.00440341817795531	0.00586419466673633	0.00586419466673633	0.00586419466673633	0.0206035993825023	0.000405611192416097	0.00440341817795531	0.211364072541855	0.0243771750236825	0.211111008002508	0.00660652061958214	0.00405611192416097	0.206035993825023	0.00205352256893833	0.00106226216091706
"Pittosporum_undulatum"	0.0190558944478131	0.0107851795969929	0.0120784742528701	0.011685465541687	0.00466779426055656	0.0107851795969929	0.0109845885806823	1.01670896520594	0.0107851795969929	0.0173616129011267	0.0129414568900732	0.0107851795969929	0.0167089652059356	0.0111211588629742	0.0107851795969929	0.0107851795969929	0.0107851795969929	0.0126938186405702	0.00466779426055656	0.0105915798694993	0.000652647695191144	0.0107851795969929	0.0107851795969929	0.0059237856089427	0.000393008711183036	0.0059237856089427	0.0059237856089427	0.0059237856089427	0.00466779426055656	0.000393008711183036	0.00466779426055656	0.0059237856089427	0.0059237856089427	0.000529578993474963	0.00466779426055656	0.0059237856089427	0.0059237856089427	0.0059237856089427	0.000393008711183036	0.000652647695191144	0.00466779426055656	0.224054124506715	0.207991101438835	0.213256281921937	0.00720228755755322	0.00652647695191144	0.00393008711183036	0.00211831597389985	0.00158799120398442
"Morella_faya"	0.0185671101476321	0.0156437025228642	0.0170706259811927	0.0166689875428238	0.00674488555992497	0.0156437025228642	0.00768059087091896	0.0161777693954893	1.01564370252286	0.0167681955381878	0.0104581688555239	0.0156437025228642	0.0161777693954893	0.00764290005417758	0.0156437025228642	0.0156437025228642	0.0156437025228642	0.0100233099782629	0.00674488555992497	0.00727895243255007	0.000590426142698514	0.0156437025228642	0.0156437025228642	0.0005340668726251	0.000401638438368891	0.0005340668726251	0.0005340668726251	0.0005340668726251	0.00674488555992497	0.000401638438368891	0.00674488555992497	0.0005340668726251	0.0005340668726251	0.000363947621627504	0.00674488555992497	0.0005340668726251	0.0005340668726251	0.0005340668726251	0.000401638438368891	0.000590426142698514	0.00674488555992497	0.323754506876399	0.302559776739934	0.0192264074145036	0.00820228015967636	0.00590426142698514	0.00401638438368891	0.00145579048651001	0.00154725917896934
"Potentilla_erecta"	0.0301586112985911	0.00838409776909392	0.00956309383587472	0.00925495716515453	0.00359740125235248	0.00838409776909392	0.0085426498298238	0.013021209675845	0.00838409776909392	1.02803114309842	0.0102946678195532	0.00838409776909392	0.013021209675845	0.00864623881705879	0.00838409776909392	0.00838409776909392	0.00838409776909392	0.02443374184607	0.00359740125235248	0.00823451315910361	0.0150099334225775	0.00838409776909392	0.00838409776909392	0.00463711190675113	0.000308136670720193	0.00463711190675113	0.00463711190675113	0.00463711190675113	0.00359740125235248	0.000308136670720193	0.00359740125235248	0.00463711190675113	0.00463711190675113	0.00041172565795518	0.00359740125235248	0.00463711190675113	0.00463711190675113	0.00463711190675113	0.000308136670720193	0.0150099334225775	0.00359740125235248	0.172675260112919	0.162747681569209	0.166936028643041	0.00696687516848488	0.150099334225775	0.00308136670720193	0.00164690263182072	0.00251321760821592
