"Fuchsia_regia"	"Gaylussacia_brasiliensis"	"Aechmea_cylindrata"	"Nematanthus_australis"	"Vriesea_altodaserrae"	"Aegiphila_obducta"	"Nidularium_inocentii"	"Thalurania_glaucopis"	"Clytolaema_rubricauda"	"Stephanoxis_lalandi"	"Amazilia_versicolor"
"Fuchsia_regia"	1.07104795737123	0.0266429840142096	0.0757844878626406	0.0710479573712256	0.044404973357016	0.022202486678508	0.022202486678508	0.22202486678508	0.22202486678508	0.213143872113677	0.00947306098283008
"Gaylussacia_brasiliensis"	0.0799289520426288	1.07164002368265	0.0852575488454707	0.0799289520426288	0.00828892835997632	0.00414446417998816	0.00414446417998816	0.0414446417998816	0.0414446417998816	0.57312018946122	0.0106571936056838
"Aechmea_cylindrata"	0.0568383658969805	0.0213143872113677	1.12729425695678	0.0568383658969805	0.0355239786856128	0.0177619893428064	0.0177619893428064	0.177619893428064	0.177619893428064	0.170515097690941	0.140911782119597
"Nematanthus_australis"	0.0710479573712256	0.0266429840142096	0.0757844878626406	1.07104795737123	0.044404973357016	0.022202486678508	0.022202486678508	0.22202486678508	0.22202486678508	0.213143872113677	0.00947306098283008
"Vriesea_altodaserrae"	0.066607460035524	0.00414446417998816	0.0710479573712256	0.066607460035524	1.06246299585554	0.0312314979277679	0.0312314979277679	0.312314979277679	0.312314979277679	0.0331557134399053	0.0088809946714032
"Aegiphila_obducta"	0.066607460035524	0.00414446417998816	0.0710479573712256	0.066607460035524	0.0624629958555358	1.05754728740145	0.0049157084540837	0.049157084540837	0.575472874014521	0.0331557134399053	0.0088809946714032
"Nidularium_inocentii"	0.066607460035524	0.00414446417998816	0.0710479573712256	0.066607460035524	0.0624629958555358	0.0049157084540837	1.05754728740145	0.575472874014521	0.049157084540837	0.0331557134399053	0.0088809946714032
"Thalurania_glaucopis"	0.133214920071048	0.00828892835997632	0.142095914742451	0.133214920071048	0.124925991711072	0.0098314169081674	0.115094574802904	1.15094574802904	0.098314169081674	0.0663114268798106	0.0177619893428064
"Clytolaema_rubricauda"	0.133214920071048	0.00828892835997632	0.142095914742451	0.133214920071048	0.124925991711072	0.115094574802904	0.0098314169081674	0.098314169081674	1.15094574802904	0.0663114268798106	0.0177619893428064
"Stephanoxis_lalandi"	0.159857904085258	0.143280047365305	0.170515097690941	0.159857904085258	0.0165778567199526	0.00828892835997632	0.00828892835997632	0.0828892835997632	0.0828892835997632	1.14624037892244	0.0213143872113677
"Amazilia_versicolor"	0.0284191829484902	0.0106571936056838	0.56364712847839	0.0284191829484902	0.0177619893428064	0.0088809946714032	0.0088809946714032	0.088809946714032	0.088809946714032	0.0852575488454707	1.0704558910598
