"Rhombomys_opimus"	"Meriones_libycus"	"Meriones_tamariscinus"	"Meriones_meridianus"	"Cricetulus_migratorius"	"Spermophilus_erythrogenys"	"Apodemus_uralensis"	"Allactaga_elater"	"Xenopsylla_gerbilli"	"Paradoxopsyllus_repandus"	"Echidnophaga_oschanini"	"Coptopsylla_lamellifer"	"Nosopsyllus_laeviceps"	"Xenopsylla_conformis"	"Ctenophthalmus_dolichus"	"Rhadinopsylla_cedestis"	"Xenopsylla_hirtipes"	"Stenoponia_conspecta"	"Stenoponia_vlasovi"	"Paradoxopsyllus_teretifrons"	"Neopsylla_teratura"	"Nosopsyllus_tersus"	"Pectinoctenus_lauta"	"Neopsylla_setosa"	"Neopsylla_mana"	"Mesopsylla_hebes"
"Rhombomys_opimus"	1.24114567292886	0.0533826095883379	0.00667282619854224	0.00667282619854224	0.0127296992095267	0	0.0127296992095267	0	0.0467097833897957	0.0413715224309619	0.0467097833897957	0.0413715224309619	0.0467097833897957	0.0533826095883379	0.0413715224309619	0.0413715224309619	0.0413715224309619	0.0413715224309619	0.0413715224309619	0.0467097833897957	0.0445539472333436	0.0413715224309619	0.00636484960476337	0	0.0445539472333436	0
"Meriones_libycus"	0.160147828765014	1.13592033672108	0.0169900420901345	0.0169900420901345	0.00164254183348732	0	0.00164254183348732	0	0.118930294630941	0.00533826095883379	0.118930294630941	0.0053382609588338	0.118930294630941	0.135920336721076	0.0053382609588338	0.00533826095883379	0.0053382609588338	0.00533826095883379	0.0053382609588338	0.118930294630941	0.00574889641720562	0.00533826095883379	0.000821270916743661	0	0.00574889641720562	0
"Meriones_tamariscinus"	0.100092392978134	0.0849502104506724	1.07311877630633	0.0731187763063341	0.00102658864592958	0	0.00102658864592958	0	0.0118314341443384	0.00333641309927112	0.0118314341443384	0.00333641309927112	0.0118314341443384	0.584950210450672	0.00333641309927112	0.00333641309927112	0.00333641309927112	0.00333641309927112	0.00333641309927112	0.0118314341443384	0.00359306026075351	0.00333641309927112	0.000513294322964788	0	0.00359306026075352	0
"Meriones_meridianus"	0.100092392978134	0.0849502104506724	0.0731187763063341	1.07311877630633	0.00102658864592958	0	0.00102658864592958	0	0.0118314341443384	0.00333641309927112	0.0118314341443384	0.00333641309927112	0.0118314341443384	0.584950210450672	0.00333641309927112	0.00333641309927112	0.00333641309927112	0.00333641309927112	0.00333641309927112	0.0118314341443384	0.00359306026075351	0.00333641309927112	0.000513294322964788	0	0.00359306026075352	0
"Cricetulus_migratorius"	0.0954727440714506	0.0041063545837183	0.000513294322964788	0.000513294322964788	1.14969715634945	0	0.0830304896827841	0	0.00359306026075352	0.00318242480238169	0.00359306026075352	0.00318242480238169	0.00359306026075352	0.0041063545837183	0.00318242480238169	0.00318242480238169	0.00318242480238169	0.00318242480238169	0.00318242480238169	0.00359306026075352	0.290606713889744	0.00318242480238169	0.308181911508059	0	0.0239400472230777	0
"Spermophilus_erythrogenys"	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0
"Apodemus_uralensis"	0.0954727440714506	0.0041063545837183	0.000513294322964788	0.000513294322964788	0.0830304896827841	0	1.14969715634945	0	0.00359306026075352	0.00318242480238169	0.00359306026075352	0.00318242480238169	0.00359306026075352	0.0041063545837183	0.00318242480238169	0.00318242480238169	0.00318242480238169	0.00318242480238169	0.00318242480238169	0.00359306026075352	0.0239400472230777	0.00318242480238169	0.308181911508059	0	0.290606713889744	0
"Allactaga_elater"	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667
"Xenopsylla_gerbilli"	0.350323375423468	0.297325736577353	0.00591571707216918	0.00591571707216918	0.00359306026075351	0	0.00359306026075351	0	1.04141001950518	0.0116774458474489	0.0414100195051843	0.0116774458474489	0.0414100195051843	0.0473257365773534	0.0116774458474489	0.0116774458474489	0.0116774458474489	0.0116774458474489	0.0116774458474489	0.0414100195051843	0.0125757109126373	0.0116774458474489	0.00179653013037676	0	0.0125757109126373	0
"Paradoxopsyllus_repandus"	0.620572836464429	0.026691304794169	0.00333641309927112	0.00333641309927112	0.00636484960476337	0	0.00636484960476337	0	0.0233548916948979	1.02068576121548	0.0233548916948979	0.020685761215481	0.0233548916948979	0.026691304794169	0.020685761215481	0.020685761215481	0.020685761215481	0.020685761215481	0.020685761215481	0.0233548916948979	0.0222769736166718	0.020685761215481	0.00318242480238169	0	0.0222769736166718	0
