"Rhombomys_opimus"	"Meriones_libycus"	"Meriones_tamariscinus"	"Meriones_meridianus"	"Cricetulus_migratorius"	"Spermophilus_erythrogenys"	"Apodemus_uralensis"	"Allactaga_elater"	"Xenopsylla_gerbilli"	"Paradoxopsyllus_repandus"	"Echidnophaga_oschanini"	"Coptopsylla_lamellifer"	"Nosopsyllus_laeviceps"	"Xenopsylla_conformis"	"Ctenophthalmus_dolichus"	"Rhadinopsylla_cedestis"	"Xenopsylla_hirtipes"	"Stenoponia_conspecta"	"Stenoponia_vlasovi"	"Paradoxopsyllus_teretifrons"	"Neopsylla_teratura"	"Nosopsyllus_tersus"	"Pectinoctenus_lauta"	"Neopsylla_setosa"	"Neopsylla_mana"	"Mesopsylla_hebes"
"Echidnophaga_oschanini"	0.350323375423468	0.297325736577353	0.00591571707216918	0.00591571707216918	0.00359306026075351	0	0.00359306026075351	0	0.0414100195051843	0.0116774458474489	1.04141001950518	0.0116774458474489	0.0414100195051843	0.0473257365773534	0.0116774458474489	0.0116774458474489	0.0116774458474489	0.0116774458474489	0.0116774458474489	0.0414100195051843	0.0125757109126373	0.0116774458474489	0.00179653013037676	0	0.0125757109126373	0
"Coptopsylla_lamellifer"	0.620572836464429	0.026691304794169	0.00333641309927112	0.00333641309927112	0.00636484960476337	0	0.00636484960476337	0	0.0233548916948978	0.0206857612154809	0.0233548916948978	1.02068576121548	0.0233548916948978	0.026691304794169	0.020685761215481	0.0206857612154809	0.020685761215481	0.020685761215481	0.020685761215481	0.0233548916948979	0.0222769736166718	0.0206857612154809	0.00318242480238169	0	0.0222769736166718	0
"Nosopsyllus_laeviceps"	0.350323375423468	0.297325736577353	0.00591571707216918	0.00591571707216918	0.00359306026075352	0	0.00359306026075352	0	0.0414100195051843	0.0116774458474489	0.0414100195051843	0.0116774458474489	1.04141001950518	0.0473257365773534	0.0116774458474489	0.0116774458474489	0.0116774458474489	0.0116774458474489	0.0116774458474489	0.0414100195051843	0.0125757109126373	0.0116774458474489	0.00179653013037676	0	0.0125757109126373	0
"Xenopsylla_conformis"	0.200184785956267	0.169900420901345	0.146237552612668	0.146237552612668	0.00205317729185915	0	0.00205317729185915	0	0.0236628682886767	0.00667282619854224	0.0236628682886767	0.00667282619854224	0.0236628682886767	1.16990042090134	0.00667282619854224	0.00667282619854224	0.00667282619854224	0.00667282619854224	0.00667282619854224	0.0236628682886767	0.00718612052150703	0.00667282619854224	0.00102658864592958	0	0.00718612052150703	0
"Ctenophthalmus_dolichus"	0.620572836464429	0.026691304794169	0.00333641309927112	0.00333641309927112	0.00636484960476337	0	0.00636484960476337	0	0.0233548916948979	0.020685761215481	0.0233548916948979	0.020685761215481	0.0233548916948979	0.026691304794169	1.02068576121548	0.0206857612154809	0.020685761215481	0.0206857612154809	0.020685761215481	0.0233548916948979	0.0222769736166718	0.0206857612154809	0.00318242480238169	0	0.0222769736166718	0
"Rhadinopsylla_cedestis"	0.620572836464429	0.026691304794169	0.00333641309927112	0.00333641309927112	0.00636484960476337	0	0.00636484960476337	0	0.0233548916948978	0.020685761215481	0.0233548916948978	0.020685761215481	0.0233548916948979	0.026691304794169	0.020685761215481	1.02068576121548	0.020685761215481	0.020685761215481	0.020685761215481	0.0233548916948978	0.0222769736166718	0.020685761215481	0.00318242480238169	0	0.0222769736166718	0
"Xenopsylla_hirtipes"	0.620572836464429	0.026691304794169	0.00333641309927112	0.00333641309927112	0.00636484960476337	0	0.00636484960476337	0	0.0233548916948979	0.020685761215481	0.0233548916948979	0.020685761215481	0.0233548916948979	0.026691304794169	0.020685761215481	0.020685761215481	1.02068576121548	0.020685761215481	0.020685761215481	0.0233548916948979	0.0222769736166718	0.020685761215481	0.00318242480238169	0	0.0222769736166718	0
"Stenoponia_conspecta"	0.620572836464429	0.026691304794169	0.00333641309927112	0.00333641309927112	0.00636484960476337	0	0.00636484960476337	0	0.0233548916948979	0.020685761215481	0.0233548916948979	0.020685761215481	0.0233548916948979	0.026691304794169	0.020685761215481	0.020685761215481	0.020685761215481	1.02068576121548	0.020685761215481	0.0233548916948979	0.0222769736166718	0.020685761215481	0.00318242480238168	0	0.0222769736166718	0
"Stenoponia_vlasovi"	0.620572836464429	0.026691304794169	0.00333641309927112	0.00333641309927112	0.00636484960476337	0	0.00636484960476337	0	0.0233548916948979	0.020685761215481	0.0233548916948979	0.020685761215481	0.0233548916948979	0.026691304794169	0.020685761215481	0.020685761215481	0.020685761215481	0.020685761215481	1.02068576121548	0.0233548916948979	0.0222769736166718	0.020685761215481	0.00318242480238168	0	0.0222769736166718	0
"Paradoxopsyllus_teretifrons"	0.350323375423468	0.297325736577354	0.00591571707216918	0.00591571707216918	0.00359306026075352	0	0.00359306026075352	0	0.0414100195051843	0.0116774458474489	0.0414100195051843	0.0116774458474489	0.0414100195051843	0.0473257365773534	0.0116774458474489	0.0116774458474489	0.0116774458474489	0.0116774458474489	0.0116774458474489	1.04141001950518	0.0125757109126373	0.0116774458474489	0.00179653013037676	0	0.0125757109126373	0
"Neopsylla_teratura"	0.334154604250077	0.0143722410430141	0.00179653013037676	0.00179653013037676	0.290606713889744	0	0.0239400472230777	0	0.0125757109126373	0.0111384868083359	0.0125757109126373	0.0111384868083359	0.0125757109126373	0.0143722410430141	0.0111384868083359	0.0111384868083359	0.0111384868083359	0.0111384868083359	0.0111384868083359	0.0125757109126373	1.08379016528077	0.0111384868083359	0.0786366902782055	0	0.0171234986141053	0
"Nosopsyllus_tersus"	0.620572836464429	0.026691304794169	0.00333641309927112	0.00333641309927112	0.00636484960476337	0	0.00636484960476337	0	0.0233548916948979	0.020685761215481	0.0233548916948979	0.020685761215481	0.0233548916948979	0.026691304794169	0.020685761215481	0.020685761215481	0.020685761215481	0.020685761215481	0.020685761215481	0.0233548916948979	0.0222769736166718	1.02068576121548	0.00318242480238168	0	0.0222769736166718	0
"Pectinoctenus_lauta"	0.0477363720357253	0.00205317729185915	0.000256647161482394	0.000256647161482394	0.308181911508059	0	0.308181911508059	0	0.00179653013037676	0.00159121240119084	0.00179653013037676	0.00159121240119084	0.00179653013037676	0.00205317729185915	0.00159121240119084	0.00159121240119084	0.00159121240119084	0.00159121240119084	0.00159121240119084	0.00179653013037676	0.0786366902782055	0.00159121240119084	1.15409095575403	0	0.0786366902782055	0
"Neopsylla_setosa"	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0
"Neopsylla_mana"	0.334154604250077	0.0143722410430141	0.00179653013037676	0.00179653013037676	0.0239400472230777	0	0.290606713889744	0	0.0125757109126373	0.0111384868083359	0.0125757109126373	0.0111384868083359	0.0125757109126373	0.0143722410430141	0.0111384868083359	0.0111384868083359	0.0111384868083359	0.0111384868083359	0.0111384868083359	0.0125757109126373	0.0171234986141053	0.0111384868083359	0.0786366902782055	0	1.08379016528077	0
"Mesopsylla_hebes"	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333
